Orthogroup	Auxenochlorella_protothecoides	Scenedesmus_NREL
OG0005363	RMZ53672.1 hypothetical protein APUTEX25_003206 [Auxenochlorella protothecoides]	KAF6259707.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005366	RMZ53748.1 hypothetical protein APUTEX25_003887 [Auxenochlorella protothecoides]	KAF6261033.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0005367	RMZ53750.1 hypothetical protein APUTEX25_003889 [Auxenochlorella protothecoides]	KAF6250852.1 kinase-like domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6250851.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0005368	RMZ53765.1 hypothetical protein APUTEX25_003904_ partial [Auxenochlorella protothecoides]	KAF6254726.1 hypothetical protein COO60DRAFT_1627774 [Scenedesmus sp. NREL 46B-D3], KAF6254725.1 MBOAT_ membrane-bound O-acyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005369	RMZ53834.1 hypothetical protein APUTEX25_003973 [Auxenochlorella protothecoides]	KAF6263764.1 mitochondrial inner membrane translocase [Scenedesmus sp. NREL 46B-D3]
OG0005372	RMZ53906.1 hypothetical protein APUTEX25_004749 [Auxenochlorella protothecoides]	KAF6264345.1 inosine triphosphate pyrophosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0005379	RMZ54049.1 hypothetical protein APUTEX25_002626 [Auxenochlorella protothecoides]	KAF6255400.1 hypothetical protein COO60DRAFT_1535615 [Scenedesmus sp. NREL 46B-D3]
OG0005387	RMZ54159.1 hypothetical protein APUTEX25_005315 [Auxenochlorella protothecoides]	KAF6259886.1 stage V sporulation protein S-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005389	RMZ54242.1 hypothetical protein APUTEX25_000593_ partial [Auxenochlorella protothecoides]	KAF6255926.1 bola-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005391	RMZ54270.1 hypothetical protein APUTEX25_000621 [Auxenochlorella protothecoides]	KAF6262652.1 hypothetical protein COO60DRAFT_1495153 [Scenedesmus sp. NREL 46B-D3]
OG0005392	RMZ54292.1 hypothetical protein APUTEX25_001450 [Auxenochlorella protothecoides]	KAF6256886.1 amine oxidase [Scenedesmus sp. NREL 46B-D3]
OG0005398	RMZ54382.1 hypothetical protein APUTEX25_001958 [Auxenochlorella protothecoides]	KAF6248579.1 hypothetical protein COO60DRAFT_1706939 [Scenedesmus sp. NREL 46B-D3]
OG0005399	RMZ54399.1 hypothetical protein APUTEX25_001975 [Auxenochlorella protothecoides]	KAF6257578.1 casein kinase 2 substrate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005400	RMZ54443.1 hypothetical protein APUTEX25_002019_ partial [Auxenochlorella protothecoides]	KAF6263484.1 hypothetical protein COO60DRAFT_1489895 [Scenedesmus sp. NREL 46B-D3]
OG0005401	RMZ54469.1 hypothetical protein APUTEX25_002045 [Auxenochlorella protothecoides]	KAF6252409.1 hypothetical protein COO60DRAFT_1704280 [Scenedesmus sp. NREL 46B-D3]
OG0005405	RMZ54665.1 hypothetical protein APUTEX25_003043 [Auxenochlorella protothecoides]	KAF6265111.1 hypothetical protein COO60DRAFT_1633864 [Scenedesmus sp. NREL 46B-D3]
OG0005409	RMZ54790.1 hypothetical protein APUTEX25_000307 [Auxenochlorella protothecoides]	KAF6251000.1 hypothetical protein COO60DRAFT_1645661 [Scenedesmus sp. NREL 46B-D3]
OG0005410	RMZ54848.1 hypothetical protein APUTEX25_000365 [Auxenochlorella protothecoides]	KAF6254631.1 hypothetical protein COO60DRAFT_1703209 [Scenedesmus sp. NREL 46B-D3]
OG0005411	RMZ54868.1 hypothetical protein APUTEX25_000385 [Auxenochlorella protothecoides]	KAF6262410.1 hypothetical protein COO60DRAFT_624791 [Scenedesmus sp. NREL 46B-D3]
OG0005413	RMZ54910.1 hypothetical protein APUTEX25_000427_ partial [Auxenochlorella protothecoides]	KAF6261266.1 hypothetical protein COO60DRAFT_804235 [Scenedesmus sp. NREL 46B-D3]
OG0005415	RMZ55014.1 hypothetical protein APUTEX25_005640_ partial [Auxenochlorella protothecoides]	KAF6253820.1 autophagy protein [Scenedesmus sp. NREL 46B-D3]
OG0005416	RMZ55034.1 hypothetical protein APUTEX25_005660 [Auxenochlorella protothecoides]	KAF6265953.1 peptidase C65 Otubain-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005417	RMZ55044.1 hypothetical protein APUTEX25_005670 [Auxenochlorella protothecoides]	KAF6260547.1 hypothetical protein COO60DRAFT_1253848_ partial [Scenedesmus sp. NREL 46B-D3]
OG0005418	RMZ55045.1 hypothetical protein APUTEX25_005671_ partial [Auxenochlorella protothecoides]	KAF6261131.1 TLR4 regulator and MIR-interacting MSAP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005420	RMZ55101.1 hypothetical protein APUTEX25_005727 [Auxenochlorella protothecoides]	KAF6260996.1 hypothetical protein COO60DRAFT_1459402 [Scenedesmus sp. NREL 46B-D3]
OG0005421	RMZ55104.1 hypothetical protein APUTEX25_005382 [Auxenochlorella protothecoides]	KAF6266707.1 plastid/chloroplast ribosomal protein S16 [Scenedesmus sp. NREL 46B-D3]
OG0005423	RMZ55154.1 hypothetical protein APUTEX25_005432 [Auxenochlorella protothecoides]	KAF6264923.1 hypothetical protein COO60DRAFT_1698036 [Scenedesmus sp. NREL 46B-D3]
OG0005424	RMZ55183.1 hypothetical protein APUTEX25_005461_ partial [Auxenochlorella protothecoides]	KAF6261923.1 ANTH domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005431	RMZ55245.1 hypothetical protein APUTEX25_005523 [Auxenochlorella protothecoides]	KAF6257135.1 cytochrome c/c1 heme-lyase [Scenedesmus sp. NREL 46B-D3]
OG0005433	RMZ55321.1 hypothetical protein APUTEX25_003459 [Auxenochlorella protothecoides]	KAF6265869.1 tryptophan synthase beta subunit-like PLP-dependent enzyme [Scenedesmus sp. NREL 46B-D3], KAF6265870.1 hypothetical protein COO60DRAFT_1476531 [Scenedesmus sp. NREL 46B-D3]
OG0005434	RMZ55359.1 hypothetical protein APUTEX25_002217 [Auxenochlorella protothecoides]	KAF6258583.1 hypothetical protein COO60DRAFT_1518046 [Scenedesmus sp. NREL 46B-D3]
OG0005436	RMZ55377.1 hypothetical protein APUTEX25_003591 [Auxenochlorella protothecoides]	KAF6251868.1 hypothetical protein COO60DRAFT_1556732 [Scenedesmus sp. NREL 46B-D3]
OG0005437	RMZ55394.1 hypothetical protein APUTEX25_003518 [Auxenochlorella protothecoides]	KAF6252578.1 AEX-3 domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005439	RMZ55424.1 hypothetical protein APUTEX25_003548 [Auxenochlorella protothecoides]	KAF6260217.1 member of the DnaJ superfamily [Scenedesmus sp. NREL 46B-D3]
OG0005442	RMZ55477.1 hypothetical protein APUTEX25_000060 [Auxenochlorella protothecoides]	KAF6264532.1 photosystem II Pbs27-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0005443	RMZ55483.1 hypothetical protein APUTEX25_000066 [Auxenochlorella protothecoides]	KAF6264734.1 hypothetical protein COO60DRAFT_1654904 [Scenedesmus sp. NREL 46B-D3]
OG0005444	RMZ55575.1 hypothetical protein APUTEX25_000158 [Auxenochlorella protothecoides]	KAF6253028.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0005447	RMZ55610.1 hypothetical protein APUTEX25_000193 [Auxenochlorella protothecoides]	KAF6259384.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0005449	RMZ55631.1 hypothetical protein APUTEX25_000214 [Auxenochlorella protothecoides]	KAF6261084.1 hypothetical protein COO60DRAFT_1637121 [Scenedesmus sp. NREL 46B-D3]
OG0005453	RMZ55702.1 hypothetical protein APUTEX25_005743 [Auxenochlorella protothecoides]	KAF6259841.1 rab-GTPase-TBC domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005454	RMZ55707.1 hypothetical protein APUTEX25_005748 [Auxenochlorella protothecoides]	KAF6254992.1 ATP-NAD kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005455	RMZ55714.1 hypothetical protein APUTEX25_005755 [Auxenochlorella protothecoides]	KAF6262122.1 hypothetical protein COO60DRAFT_1625064 [Scenedesmus sp. NREL 46B-D3]
OG0005458	RMZ55775.1 hypothetical protein APUTEX25_005816_ partial [Auxenochlorella protothecoides]	KAF6263295.1 hypothetical protein COO60DRAFT_488747 [Scenedesmus sp. NREL 46B-D3]
OG0005460	RMZ55859.1 hypothetical protein APUTEX25_003825 [Auxenochlorella protothecoides]	KAF6257550.1 hypothetical protein COO60DRAFT_1217443 [Scenedesmus sp. NREL 46B-D3]
OG0005461	RMZ55882.1 hypothetical protein APUTEX25_003848 [Auxenochlorella protothecoides]	KAF6260375.1 Sedlin [Scenedesmus sp. NREL 46B-D3]
OG0005463	RMZ55910.1 hypothetical protein APUTEX25_004334 [Auxenochlorella protothecoides]	KAF6265143.1 hypothetical protein COO60DRAFT_1117534 [Scenedesmus sp. NREL 46B-D3]
OG0005464	RMZ55918.1 hypothetical protein APUTEX25_004342 [Auxenochlorella protothecoides]	KAF6257585.1 hypothetical protein COO60DRAFT_1695696 [Scenedesmus sp. NREL 46B-D3]
OG0005465	RMZ55944.1 hypothetical protein APUTEX25_004368 [Auxenochlorella protothecoides]	KAF6258399.1 complex I intermediate-associated protein 30-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005466	RMZ55959.1 hypothetical protein APUTEX25_004383 [Auxenochlorella protothecoides]	KAF6263695.1 cyclin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005467	RMZ55977.1 hypothetical protein APUTEX25_004401 [Auxenochlorella protothecoides]	KAF6256008.1 transport protein Trs120 or TRAPPC9 TRAPP II complex subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005468	RMZ56062.1 hypothetical protein APUTEX25_004486 [Auxenochlorella protothecoides]	KAF6249728.1 hypothetical protein COO60DRAFT_1706389 [Scenedesmus sp. NREL 46B-D3]
OG0005470	RMZ56085.1 hypothetical protein APUTEX25_004509 [Auxenochlorella protothecoides]	KAF6256047.1 hypothetical protein COO60DRAFT_147248 [Scenedesmus sp. NREL 46B-D3]
OG0005473	RMZ56124.1 hypothetical protein APUTEX25_004548 [Auxenochlorella protothecoides]	KAF6263732.1 cupin-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005476	RMZ56202.1 hypothetical protein APUTEX25_002392_ partial [Auxenochlorella protothecoides]	KAF6256032.1 hypothetical protein COO60DRAFT_152412 [Scenedesmus sp. NREL 46B-D3]
OG0005480	RMZ56262.1 hypothetical protein APUTEX25_002452_ partial [Auxenochlorella protothecoides]	KAF6252529.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6252530.1 hypothetical protein COO60DRAFT_516501 [Scenedesmus sp. NREL 46B-D3]
OG0005483	RMZ56305.1 hypothetical protein APUTEX25_000544 [Auxenochlorella protothecoides]	KAF6262563.1 hypothetical protein COO60DRAFT_615276 [Scenedesmus sp. NREL 46B-D3]
OG0005485	RMZ56344.1 hypothetical protein APUTEX25_004701 [Auxenochlorella protothecoides]	KAF6256087.1 hypothetical protein COO60DRAFT_148727 [Scenedesmus sp. NREL 46B-D3]
OG0005489	RMZ56383.1 hypothetical protein APUTEX25_004740 [Auxenochlorella protothecoides]	KAF6253542.1 hypothetical protein COO60DRAFT_1546472 [Scenedesmus sp. NREL 46B-D3]
OG0005490	RMZ56414.1 hypothetical protein APUTEX25_004637 [Auxenochlorella protothecoides]	KAF6264769.1 glycine cleavage system_ H-protein [Scenedesmus sp. NREL 46B-D3]
OG0005491	RMZ56421.1 hypothetical protein APUTEX25_004644 [Auxenochlorella protothecoides]	KAF6261153.1 ribosomal protein S30 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]
OG0005496	RMZ56457.1 hypothetical protein APUTEX25_004680_ partial [Auxenochlorella protothecoides]	KAF6259687.1 hypothetical protein COO60DRAFT_979949 [Scenedesmus sp. NREL 46B-D3]
OG0005497	RMZ56463.1 hypothetical protein APUTEX25_004686 [Auxenochlorella protothecoides]	KAF6259834.1 hypothetical protein COO60DRAFT_1625918 [Scenedesmus sp. NREL 46B-D3]
OG0005499	RMZ56470.1 hypothetical protein APUTEX25_001317 [Auxenochlorella protothecoides]	KAF6249537.1 hypothetical protein COO60DRAFT_950041 [Scenedesmus sp. NREL 46B-D3]
OG0005500	RMZ56481.1 hypothetical protein APUTEX25_001328_ partial [Auxenochlorella protothecoides]	KAF6256494.1 hypothetical protein COO60DRAFT_1528850 [Scenedesmus sp. NREL 46B-D3]
OG0005503	RMZ56539.1 hypothetical protein APUTEX25_001386 [Auxenochlorella protothecoides]	KAF6266387.1 hypothetical protein COO60DRAFT_1265872 [Scenedesmus sp. NREL 46B-D3]
OG0005505	RMZ56570.1 hypothetical protein APUTEX25_001417_ partial [Auxenochlorella protothecoides]	KAF6257242.1 JmjC domain_ hydroxylase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005506	RMZ56608.1 hypothetical protein APUTEX25_001693_ partial [Auxenochlorella protothecoides]	KAF6255177.1 hypothetical protein COO60DRAFT_1536783 [Scenedesmus sp. NREL 46B-D3]
OG0005507	RMZ56609.1 hypothetical protein APUTEX25_001694 [Auxenochlorella protothecoides]	KAF6234878.1 hypothetical protein COO60DRAFT_1709567 [Scenedesmus sp. NREL 46B-D3]
OG0005508	RMZ56615.1 hypothetical protein APUTEX25_002704 [Auxenochlorella protothecoides]	KAF6261144.1 serine hydrolase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005510	RMZ56624.1 hypothetical protein APUTEX25_002713 [Auxenochlorella protothecoides]	KAF6259668.1 hypothetical protein COO60DRAFT_1700731 [Scenedesmus sp. NREL 46B-D3]
OG0005511	RMZ56666.1 hypothetical protein APUTEX25_002755 [Auxenochlorella protothecoides]	KAF6250932.1 hypothetical protein COO60DRAFT_708840 [Scenedesmus sp. NREL 46B-D3]
OG0005512	RMZ56676.1 hypothetical protein APUTEX25_002765 [Auxenochlorella protothecoides]	KAF6264219.1 DDRGK domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005513	RMZ56685.1 hypothetical protein APUTEX25_002774 [Auxenochlorella protothecoides]	KAF6255301.1 hypothetical protein COO60DRAFT_230915 [Scenedesmus sp. NREL 46B-D3]
OG0005514	RMZ56731.1 hypothetical protein APUTEX25_002820_ partial [Auxenochlorella protothecoides]	KAF6258743.1 hypothetical protein COO60DRAFT_1090234 [Scenedesmus sp. NREL 46B-D3]
OG0005517	RMZ56790.1 hypothetical protein APUTEX25_002879_ partial [Auxenochlorella protothecoides]	KAF6250726.1 hypothetical protein COO60DRAFT_1465019 [Scenedesmus sp. NREL 46B-D3]
OG0005518	RMZ56796.1 hypothetical protein APUTEX25_002885 [Auxenochlorella protothecoides]	KAF6258478.1 hypothetical protein COO60DRAFT_1122276 [Scenedesmus sp. NREL 46B-D3]
OG0005521	RMZ56865.1 hypothetical protein APUTEX25_002954 [Auxenochlorella protothecoides]	KAF6258722.1 chaperonin 10-like protein [Scenedesmus sp. NREL 46B-D3]
OG0005522	RMZ56867.1 hypothetical protein APUTEX25_002956 [Auxenochlorella protothecoides]	KAF6259297.1 hypothetical protein COO60DRAFT_1626145 [Scenedesmus sp. NREL 46B-D3]
OG0005525	RMZ56946.1 hypothetical protein APUTEX25_005008 [Auxenochlorella protothecoides]	KAF6266497.1 hypothetical protein COO60DRAFT_1623382 [Scenedesmus sp. NREL 46B-D3]
OG0005526	RMZ56956.1 hypothetical protein APUTEX25_005018 [Auxenochlorella protothecoides]	KAF6264445.1 TPR-like protein [Scenedesmus sp. NREL 46B-D3]
OG0005528	RMZ57043.1 hypothetical protein APUTEX25_002275 [Auxenochlorella protothecoides]	KAF6254412.1 hypothetical protein COO60DRAFT_1703344 [Scenedesmus sp. NREL 46B-D3]
OG0005534	RMZ57119.1 hypothetical protein APUTEX25_002351 [Auxenochlorella protothecoides]	KAF6253325.1 SNF7 family protein [Scenedesmus sp. NREL 46B-D3]
OG0005536	RMZ57143.1 hypothetical protein APUTEX25_003600_ partial [Auxenochlorella protothecoides]	KAF6264417.1 hypothetical protein COO60DRAFT_123584 [Scenedesmus sp. NREL 46B-D3]
OG0005537	RMZ57146.1 hypothetical protein APUTEX25_003603 [Auxenochlorella protothecoides]	KAF6264412.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0005541	RMZ57282.1 hypothetical protein APUTEX25_004116_ partial [Auxenochlorella protothecoides]	KAF6255014.1 ubiquinol-cytochrome C chaperone-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005543	RMZ57321.1 hypothetical protein APUTEX25_004155 [Auxenochlorella protothecoides]	KAF6251223.1 hypothetical protein COO60DRAFT_1704984 [Scenedesmus sp. NREL 46B-D3], KAF6256249.1 hypothetical protein COO60DRAFT_1702446 [Scenedesmus sp. NREL 46B-D3]
OG0005545	RMZ57374.1 hypothetical protein APUTEX25_004208 [Auxenochlorella protothecoides]	KAF6255642.1 hypothetical protein COO60DRAFT_1641385 [Scenedesmus sp. NREL 46B-D3]
OG0005547	RMZ57396.1 hypothetical protein APUTEX25_004230_ partial [Auxenochlorella protothecoides]	KAF6266815.1 hypothetical protein COO60DRAFT_1473580 [Scenedesmus sp. NREL 46B-D3]
OG0005549	RMZ57458.1 hypothetical protein APUTEX25_004292 [Auxenochlorella protothecoides]	KAF6259467.1 WD40 repeat-like protein [Scenedesmus sp. NREL 46B-D3]
OG0005551	RMZ57547.1 hypothetical protein APUTEX25_001747_ partial [Auxenochlorella protothecoides]	KAF6253978.1 hypothetical protein COO60DRAFT_1462930 [Scenedesmus sp. NREL 46B-D3]
OG0005554	RMZ57586.1 hypothetical protein APUTEX25_001786 [Auxenochlorella protothecoides]	KAF6260255.1 hypothetical protein COO60DRAFT_906848 [Scenedesmus sp. NREL 46B-D3]
OG0005557	RMZ57653.1 hypothetical protein APUTEX25_001853_ partial [Auxenochlorella protothecoides]	KAF6264055.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0005558	RMZ57692.1 hypothetical protein APUTEX25_001892 [Auxenochlorella protothecoides]	KAF6263193.1 hypothetical protein COO60DRAFT_1470403 [Scenedesmus sp. NREL 46B-D3]
OG0005559	RMZ57705.1 hypothetical protein APUTEX25_001905 [Auxenochlorella protothecoides]	KAF6257596.1 hypothetical protein COO60DRAFT_1284901 [Scenedesmus sp. NREL 46B-D3]
OG0006013	RMZ52599.1 hypothetical protein APUTEX25_000718 [Auxenochlorella protothecoides]	KAF6264167.1 cobalamin adenosyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006014	RMZ52609.1 hypothetical protein APUTEX25_000728 [Auxenochlorella protothecoides]	KAF6257429.1 galactose mutarotase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0006019	RMZ52796.1 hypothetical protein APUTEX25_000915 [Auxenochlorella protothecoides]	KAF6252566.1 ribosomal protein L7/L12 C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006024	RMZ52901.1 hypothetical protein APUTEX25_001020 [Auxenochlorella protothecoides]	KAF6256287.1 hypothetical protein COO60DRAFT_132374 [Scenedesmus sp. NREL 46B-D3]
OG0006027	RMZ53018.1 hypothetical protein APUTEX25_001137_ partial [Auxenochlorella protothecoides]	KAF6257496.1 hypothetical protein COO60DRAFT_1222437 [Scenedesmus sp. NREL 46B-D3], KAF6257493.1 pre protein translocase secY subunit [Scenedesmus sp. NREL 46B-D3]
OG0006028	RMZ53038.1 hypothetical protein APUTEX25_001157_ partial [Auxenochlorella protothecoides]	KAF6263124.1 hypothetical protein COO60DRAFT_1458230 [Scenedesmus sp. NREL 46B-D3]
OG0006032	RMZ53118.1 hypothetical protein APUTEX25_005107 [Auxenochlorella protothecoides]	KAF6253221.1 hypothetical protein COO60DRAFT_1548061 [Scenedesmus sp. NREL 46B-D3]
OG0006035	RMZ53175.1 hypothetical protein APUTEX25_005164_ partial [Auxenochlorella protothecoides]	KAF6261417.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0006038	RMZ53232.1 hypothetical protein APUTEX25_005221 [Auxenochlorella protothecoides]	KAF6248981.1 hypothetical protein COO60DRAFT_1277184 [Scenedesmus sp. NREL 46B-D3]
OG0006045	RMZ53417.1 hypothetical protein APUTEX25_004905 [Auxenochlorella protothecoides]	KAF6253897.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0006052	RMZ53642.1 hypothetical protein APUTEX25_003176 [Auxenochlorella protothecoides]	KAF6254579.1 hypothetical protein COO60DRAFT_303443 [Scenedesmus sp. NREL 46B-D3]
OG0006055	RMZ53769.1 hypothetical protein APUTEX25_003908_ partial [Auxenochlorella protothecoides]	KAF6252413.1 COP9 signalosome [Scenedesmus sp. NREL 46B-D3]
OG0006057	RMZ53780.1 hypothetical protein APUTEX25_003919 [Auxenochlorella protothecoides]	KAF6263767.1 rRNA small subunit methyltransferase G-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006066	RMZ54098.1 hypothetical protein APUTEX25_002675 [Auxenochlorella protothecoides]	KAF6253892.1 Rec8 like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0006067	RMZ54111.1 hypothetical protein APUTEX25_002688 [Auxenochlorella protothecoides]	KAF6251588.1 PIG-X [Scenedesmus sp. NREL 46B-D3]
OG0006079	RMZ54428.1 hypothetical protein APUTEX25_002004 [Auxenochlorella protothecoides]	KAF6258021.1 hypothetical protein COO60DRAFT_1694071 [Scenedesmus sp. NREL 46B-D3], KAF6251857.1 hypothetical protein COO60DRAFT_1704577 [Scenedesmus sp. NREL 46B-D3]
