Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99
OG0003024	RMZ56643.1 hypothetical protein APUTEX25_002732 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2067 [Chlorella sp. A99]
OG0003025	RMZ56646.1 hypothetical protein APUTEX25_002735 [Auxenochlorella protothecoides]	PCFQ01000002.1 g744 [Chlorella sp. A99]
OG0003027	RMZ56654.1 hypothetical protein APUTEX25_002743 [Auxenochlorella protothecoides]	PCFQ01000082.1 g516 [Chlorella sp. A99]
OG0003028	RMZ56672.1 hypothetical protein APUTEX25_002761_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g519 [Chlorella sp. A99]
OG0003029	RMZ56681.1 hypothetical protein APUTEX25_002770 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3101 [Chlorella sp. A99]
OG0003030	RMZ56682.1 hypothetical protein APUTEX25_002771 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1089 [Chlorella sp. A99]
OG0003031	RMZ56683.1 hypothetical protein APUTEX25_002772_ partial [Auxenochlorella protothecoides]	PCFQ01000002.1 g699 [Chlorella sp. A99]
OG0003033	RMZ56688.1 hypothetical protein APUTEX25_002777_ partial [Auxenochlorella protothecoides]	PCFQ01000020.1 g883 [Chlorella sp. A99]
OG0003034	RMZ56705.1 hypothetical protein APUTEX25_002794 [Auxenochlorella protothecoides]	PCFQ01000018.1 g462 [Chlorella sp. A99], PCFQ01000037.1 g2345 [Chlorella sp. A99]
OG0003035	RMZ56707.1 hypothetical protein APUTEX25_002796 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2410 [Chlorella sp. A99]
OG0003037	RMZ56715.1 hypothetical protein APUTEX25_002804 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2076 [Chlorella sp. A99]
OG0003038	RMZ56716.1 hypothetical protein APUTEX25_002805 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2409 [Chlorella sp. A99]
OG0003040	RMZ56744.1 hypothetical protein APUTEX25_002833_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1086 [Chlorella sp. A99]
OG0003043	RMZ56783.1 hypothetical protein APUTEX25_002872 [Auxenochlorella protothecoides]	PCFQ01000082.1 g518 [Chlorella sp. A99]
OG0003044	RMZ56788.1 hypothetical protein APUTEX25_002877 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2063 [Chlorella sp. A99]
OG0003048	RMZ56817.1 hypothetical protein APUTEX25_002906 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1087 [Chlorella sp. A99]
OG0003052	RMZ56832.1 hypothetical protein APUTEX25_002921 [Auxenochlorella protothecoides]	PCFQ01000018.1 g463 [Chlorella sp. A99]
OG0003053	RMZ56833.1 hypothetical protein APUTEX25_002922_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1309 [Chlorella sp. A99]
OG0003054	RMZ56839.1 hypothetical protein APUTEX25_002928 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2801 [Chlorella sp. A99]
OG0003056	RMZ56845.1 hypothetical protein APUTEX25_002934 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3139 [Chlorella sp. A99]
OG0003057	RMZ56853.1 hypothetical protein APUTEX25_002942 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1085 [Chlorella sp. A99]
OG0003058	RMZ56862.1 hypothetical protein APUTEX25_002951_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2406 [Chlorella sp. A99]
OG0003065	RMZ56926.1 hypothetical protein APUTEX25_004988 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1531 [Chlorella sp. A99]
OG0003066	RMZ56927.1 hypothetical protein APUTEX25_004989 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2782 [Chlorella sp. A99]
OG0003067	RMZ56941.1 hypothetical protein APUTEX25_005003 [Auxenochlorella protothecoides]	PCFQ01000058.1 g201 [Chlorella sp. A99]
OG0003069	RMZ56961.1 hypothetical protein APUTEX25_005023 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1288 [Chlorella sp. A99]
OG0003070	RMZ56965.1 hypothetical protein APUTEX25_005027 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1530 [Chlorella sp. A99]
OG0003071	RMZ56966.1 hypothetical protein APUTEX25_005028 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1131 [Chlorella sp. A99]
OG0003072	RMZ56970.1 hypothetical protein APUTEX25_005032_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g165 [Chlorella sp. A99]
OG0003073	RMZ56976.1 hypothetical protein APUTEX25_005038 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2420 [Chlorella sp. A99]
OG0003075	RMZ57023.1 hypothetical protein APUTEX25_002255_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g183 [Chlorella sp. A99]
OG0003076	RMZ57024.1 hypothetical protein APUTEX25_002256 [Auxenochlorella protothecoides]	PCFQ01000018.1 g453 [Chlorella sp. A99]
OG0003077	RMZ57027.1 hypothetical protein APUTEX25_002259_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3149 [Chlorella sp. A99]
OG0003078	RMZ57037.1 hypothetical protein APUTEX25_002269_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3120 [Chlorella sp. A99]
OG0003079	RMZ57039.1 hypothetical protein APUTEX25_002271 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1130 [Chlorella sp. A99]
OG0003080	RMZ57053.1 hypothetical protein APUTEX25_002285_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3115 [Chlorella sp. A99]
OG0003081	RMZ57060.1 hypothetical protein APUTEX25_002292 [Auxenochlorella protothecoides]	PCFQ01000010.1 g316 [Chlorella sp. A99]
OG0003082	RMZ57062.1 hypothetical protein APUTEX25_002294 [Auxenochlorella protothecoides]	PCFQ01000058.1 g123 [Chlorella sp. A99]
OG0003083	RMZ57065.1 hypothetical protein APUTEX25_002297 [Auxenochlorella protothecoides]	PCFQ01000058.1 g148 [Chlorella sp. A99]
OG0003085	RMZ57075.1 hypothetical protein APUTEX25_002307_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3112 [Chlorella sp. A99]
OG0003086	RMZ57076.1 hypothetical protein APUTEX25_002308 [Auxenochlorella protothecoides]	PCFQ01000058.1 g185 [Chlorella sp. A99]
OG0003089	RMZ57087.1 hypothetical protein APUTEX25_002319_ partial [Auxenochlorella protothecoides]	PCFQ01000015.1 g2962 [Chlorella sp. A99]
OG0003090	RMZ57089.1 hypothetical protein APUTEX25_002321_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3210 [Chlorella sp. A99]
OG0003092	RMZ57100.1 hypothetical protein APUTEX25_002332 [Auxenochlorella protothecoides]	PCFQ01000014.1 g1888 [Chlorella sp. A99]
OG0003093	RMZ57113.1 hypothetical protein APUTEX25_002345_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1296 [Chlorella sp. A99]
OG0003095	RMZ57127.1 hypothetical protein APUTEX25_002359 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3128 [Chlorella sp. A99]
OG0003096	RMZ57140.1 hypothetical protein APUTEX25_003597 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1548 [Chlorella sp. A99]
OG0003097	RMZ57153.1 hypothetical protein APUTEX25_003987 [Auxenochlorella protothecoides]	PCFQ01000002.1 g678 [Chlorella sp. A99]
OG0003099	RMZ57170.1 hypothetical protein APUTEX25_004004 [Auxenochlorella protothecoides]	PCFQ01000002.1 g674 [Chlorella sp. A99]
OG0003100	RMZ57177.1 hypothetical protein APUTEX25_004011 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3281 [Chlorella sp. A99]
OG0003102	RMZ57202.1 hypothetical protein APUTEX25_004036_ partial [Auxenochlorella protothecoides]	PCFQ01000002.1 g651 [Chlorella sp. A99]
OG0003103	RMZ57206.1 hypothetical protein APUTEX25_004040 [Auxenochlorella protothecoides]	PCFQ01000019.1 g1816 [Chlorella sp. A99]
OG0003106	RMZ57218.1 hypothetical protein APUTEX25_004052 [Auxenochlorella protothecoides]	PCFQ01000082.1 g489 [Chlorella sp. A99]
OG0003108	RMZ57223.1 hypothetical protein APUTEX25_004057 [Auxenochlorella protothecoides]	PCFQ01000002.1 g652 [Chlorella sp. A99]
OG0003110	RMZ57256.1 hypothetical protein APUTEX25_004090_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2739 [Chlorella sp. A99]
OG0003111	RMZ57277.1 hypothetical protein APUTEX25_004111 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3362 [Chlorella sp. A99]
OG0003112	RMZ57288.1 hypothetical protein APUTEX25_004122 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3334 [Chlorella sp. A99]
OG0003113	RMZ57291.1 hypothetical protein APUTEX25_004125_ partial [Auxenochlorella protothecoides]	PCFQ01000073.1 g1972 [Chlorella sp. A99]
OG0003114	RMZ57292.1 hypothetical protein APUTEX25_004126 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3282 [Chlorella sp. A99]
OG0003116	RMZ57298.1 hypothetical protein APUTEX25_004132 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2107 [Chlorella sp. A99]
OG0003117	RMZ57317.1 hypothetical protein APUTEX25_004151 [Auxenochlorella protothecoides]	PCFQ01000001.1 g990 [Chlorella sp. A99]
OG0003118	RMZ57337.1 hypothetical protein APUTEX25_004171 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2096 [Chlorella sp. A99]
OG0003120	RMZ57339.1 hypothetical protein APUTEX25_004173 [Auxenochlorella protothecoides]	PCFQ01000082.1 g505 [Chlorella sp. A99]
OG0003121	RMZ57341.1 hypothetical protein APUTEX25_004175 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2478 [Chlorella sp. A99]
OG0003122	RMZ57350.1 hypothetical protein APUTEX25_004184 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2945 [Chlorella sp. A99]
OG0003124	RMZ57355.1 hypothetical protein APUTEX25_004189 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3278 [Chlorella sp. A99]
OG0003128	RMZ57368.1 hypothetical protein APUTEX25_004202 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1763 [Chlorella sp. A99]
OG0003129	RMZ57373.1 hypothetical protein APUTEX25_004207_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3224 [Chlorella sp. A99]
OG0003131	RMZ57383.1 hypothetical protein APUTEX25_004217 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3327 [Chlorella sp. A99]
OG0003132	RMZ57387.1 hypothetical protein APUTEX25_004221_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g77 [Chlorella sp. A99]
OG0003133	RMZ57394.1 hypothetical protein APUTEX25_004228_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g80 [Chlorella sp. A99]
OG0003134	RMZ57403.1 hypothetical protein APUTEX25_004237 [Auxenochlorella protothecoides]	PCFQ01000012.1 g1841 [Chlorella sp. A99]
OG0003135	RMZ57413.1 hypothetical protein APUTEX25_004247 [Auxenochlorella protothecoides]	PCFQ01000058.1 g81 [Chlorella sp. A99]
OG0003137	RMZ57425.1 hypothetical protein APUTEX25_004259_ partial [Auxenochlorella protothecoides]	PCFQ01000073.1 g1961 [Chlorella sp. A99]
OG0003139	RMZ57440.1 hypothetical protein APUTEX25_004274 [Auxenochlorella protothecoides]	PCFQ01000002.1 g647 [Chlorella sp. A99]
OG0003142	RMZ57495.1 hypothetical protein APUTEX25_003738 [Auxenochlorella protothecoides]	PCFQ01000058.1 g37 [Chlorella sp. A99]
OG0003143	RMZ57513.1 hypothetical protein APUTEX25_003756 [Auxenochlorella protothecoides]	PCFQ01000058.1 g38 [Chlorella sp. A99]
OG0003144	RMZ57516.1 hypothetical protein APUTEX25_003759 [Auxenochlorella protothecoides]	PCFQ01000058.1 g57 [Chlorella sp. A99]
OG0003147	RMZ57539.1 hypothetical protein APUTEX25_001739 [Auxenochlorella protothecoides]	PCFQ01000058.1 g8 [Chlorella sp. A99]
OG0003150	RMZ57548.1 hypothetical protein APUTEX25_001748 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1507 [Chlorella sp. A99]
OG0003151	RMZ57556.1 hypothetical protein APUTEX25_001756_ partial [Auxenochlorella protothecoides]	PCFQ01000020.1 g892 [Chlorella sp. A99]
OG0003153	RMZ57559.1 hypothetical protein APUTEX25_001759_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1107 [Chlorella sp. A99]
OG0003155	RMZ57570.1 hypothetical protein APUTEX25_001770_ partial [Auxenochlorella protothecoides]	PCFQ01000015.1 g2990 [Chlorella sp. A99]
OG0003157	RMZ57574.1 hypothetical protein APUTEX25_001774 [Auxenochlorella protothecoides]	PCFQ01000001.1 g966 [Chlorella sp. A99]
OG0003158	RMZ57577.1 hypothetical protein APUTEX25_001777 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2999 [Chlorella sp. A99]
OG0003159	RMZ57585.1 hypothetical protein APUTEX25_001785_ partial [Auxenochlorella protothecoides]	PCFQ01000004.1 g2676 [Chlorella sp. A99]
OG0003161	RMZ57590.1 hypothetical protein APUTEX25_001790 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1515 [Chlorella sp. A99]
OG0003162	RMZ57609.1 hypothetical protein APUTEX25_001809_ partial [Auxenochlorella protothecoides]	PCFQ01000020.1 g897 [Chlorella sp. A99]
OG0003165	RMZ57648.1 hypothetical protein APUTEX25_001848 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2895 [Chlorella sp. A99]
OG0003166	RMZ57651.1 hypothetical protein APUTEX25_001851 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1508 [Chlorella sp. A99]
OG0003167	RMZ57662.1 hypothetical protein APUTEX25_001862 [Auxenochlorella protothecoides]	PCFQ01000020.1 g890 [Chlorella sp. A99]
OG0003168	RMZ57668.1 hypothetical protein APUTEX25_001868 [Auxenochlorella protothecoides]	PCFQ01000058.1 g3 [Chlorella sp. A99]
OG0003170	RMZ57672.1 hypothetical protein APUTEX25_001872 [Auxenochlorella protothecoides]	PCFQ01000058.1 g6 [Chlorella sp. A99]
OG0003171	RMZ57674.1 hypothetical protein APUTEX25_001874 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2673 [Chlorella sp. A99]
OG0003172	RMZ57677.1 hypothetical protein APUTEX25_001877 [Auxenochlorella protothecoides]	PCFQ01000020.1 g907 [Chlorella sp. A99]
OG0003173	RMZ57680.1 hypothetical protein APUTEX25_001880 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2645 [Chlorella sp. A99]
OG0003174	RMZ57685.1 hypothetical protein APUTEX25_001885 [Auxenochlorella protothecoides]	PCFQ01000020.1 g880 [Chlorella sp. A99]
OG0003175	RMZ57696.1 hypothetical protein APUTEX25_001896 [Auxenochlorella protothecoides]	PCFQ01000020.1 g909 [Chlorella sp. A99]
OG0003180	RMZ57833.1 hypothetical protein APUTEX25_003427_ partial [Auxenochlorella protothecoides]	PCFQ01000002.1 g646 [Chlorella sp. A99]
OG0003349	RMZ52018.1 hypothetical protein APUTEX25_001212 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3050 [Chlorella sp. A99]
OG0003355	RMZ52068.1 hypothetical protein APUTEX25_001262 [Auxenochlorella protothecoides]	PCFQ01000005.1 g787 [Chlorella sp. A99]
OG0003356	RMZ52069.1 hypothetical protein APUTEX25_001263_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g781 [Chlorella sp. A99]
OG0003358	RMZ52077.1 hypothetical protein APUTEX25_001271_ partial [Auxenochlorella protothecoides]	PCFQ01000015.1 g3075 [Chlorella sp. A99]
OG0003359	RMZ52083.1 hypothetical protein APUTEX25_001277 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1303 [Chlorella sp. A99]
OG0003368	RMZ52165.1 hypothetical protein APUTEX25_001555 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1357 [Chlorella sp. A99]
OG0003372	RMZ52186.1 hypothetical protein APUTEX25_001576_ partial [Auxenochlorella protothecoides]	PCFQ01000075.1 g1919 [Chlorella sp. A99]
OG0003375	RMZ52200.1 hypothetical protein APUTEX25_001590 [Auxenochlorella protothecoides]	PCFQ01000058.1 g273 [Chlorella sp. A99]
OG0003379	RMZ52232.1 hypothetical protein APUTEX25_001622 [Auxenochlorella protothecoides]	PCFQ01000058.1 g135 [Chlorella sp. A99]
OG0003380	RMZ52233.1 hypothetical protein APUTEX25_001623_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1430 [Chlorella sp. A99]
OG0003381	RMZ52234.1 hypothetical protein APUTEX25_001624_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2773 [Chlorella sp. A99]
OG0003386	RMZ52277.1 hypothetical protein APUTEX25_001667_ partial [Auxenochlorella protothecoides]	PCFQ01000010.1 g373 [Chlorella sp. A99]
OG0003392	RMZ52328.1 hypothetical protein APUTEX25_005081 [Auxenochlorella protothecoides]	PCFQ01000075.1 g1936 [Chlorella sp. A99]
OG0003394	RMZ52338.1 hypothetical protein APUTEX25_005091 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2891 [Chlorella sp. A99]
OG0003395	RMZ52353.1 hypothetical protein APUTEX25_000628 [Auxenochlorella protothecoides]	PCFQ01000078.1 g1993 [Chlorella sp. A99]
OG0003415	RMZ52484.1 hypothetical protein APUTEX25_003627 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2184 [Chlorella sp. A99]
OG0003416	RMZ52486.1 hypothetical protein APUTEX25_003629 [Auxenochlorella protothecoides]	PCFQ01000005.1 g810 [Chlorella sp. A99]
OG0003420	RMZ52514.1 hypothetical protein APUTEX25_003657 [Auxenochlorella protothecoides]	PCFQ01000005.1 g793 [Chlorella sp. A99]
OG0003424	RMZ52536.1 hypothetical protein APUTEX25_003679 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2343 [Chlorella sp. A99]
OG0003425	RMZ52544.1 hypothetical protein APUTEX25_003687 [Auxenochlorella protothecoides]	PCFQ01000005.1 g802 [Chlorella sp. A99]
OG0003428	RMZ52559.1 hypothetical protein APUTEX25_003702_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2919 [Chlorella sp. A99]
OG0003434	RMZ52602.1 hypothetical protein APUTEX25_000721 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2674 [Chlorella sp. A99]
OG0003435	RMZ52624.1 hypothetical protein APUTEX25_000743_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2500 [Chlorella sp. A99]
OG0003436	RMZ52627.1 hypothetical protein APUTEX25_000746 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2617 [Chlorella sp. A99]
OG0003437	RMZ52631.1 hypothetical protein APUTEX25_000750 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3226 [Chlorella sp. A99]
OG0003445	RMZ52704.1 hypothetical protein APUTEX25_000823 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2194 [Chlorella sp. A99]
OG0003446	RMZ52708.1 hypothetical protein APUTEX25_000827 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3269 [Chlorella sp. A99]
OG0003448	RMZ54977.1 hypothetical protein APUTEX25_000494_ partial [Auxenochlorella protothecoides], RMZ52714.1 hypothetical protein APUTEX25_000833 [Auxenochlorella protothecoides]	PCFQ01000082.1 g550 [Chlorella sp. A99]
OG0003452	RMZ52734.1 hypothetical protein APUTEX25_000853 [Auxenochlorella protothecoides]	PCFQ01000005.1 g862 [Chlorella sp. A99]
OG0003454	RMZ52785.1 hypothetical protein APUTEX25_000904 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3237 [Chlorella sp. A99]
OG0003455	RMZ52798.1 hypothetical protein APUTEX25_000917 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3267 [Chlorella sp. A99]
OG0003456	RMZ52815.1 hypothetical protein APUTEX25_000934_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1470 [Chlorella sp. A99]
OG0003462	RMZ52870.1 hypothetical protein APUTEX25_000989 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3241 [Chlorella sp. A99]
OG0003466	RMZ52921.1 hypothetical protein APUTEX25_001040_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3233 [Chlorella sp. A99]
OG0003467	RMZ52926.1 hypothetical protein APUTEX25_001045_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g618 [Chlorella sp. A99]
OG0003469	RMZ52934.1 hypothetical protein APUTEX25_001053_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2004 [Chlorella sp. A99]
OG0003471	RMZ52940.1 hypothetical protein APUTEX25_001059 [Auxenochlorella protothecoides]	PCFQ01000010.1 g387 [Chlorella sp. A99]
OG0003476	RMZ52975.1 hypothetical protein APUTEX25_001094 [Auxenochlorella protothecoides]	PCFQ01000005.1 g861 [Chlorella sp. A99]
OG0003477	RMZ52978.1 hypothetical protein APUTEX25_001097_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g848 [Chlorella sp. A99]
OG0003478	RMZ52983.1 hypothetical protein APUTEX25_001102_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2452 [Chlorella sp. A99]
OG0003489	RMZ53030.1 hypothetical protein APUTEX25_001149_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2025 [Chlorella sp. A99]
OG0003490	RMZ53033.1 hypothetical protein APUTEX25_001152_ partial [Auxenochlorella protothecoides]	PCFQ01000013.1 g3280 [Chlorella sp. A99]
OG0003492	RMZ53067.1 hypothetical protein APUTEX25_001186 [Auxenochlorella protothecoides]	PCFQ01000005.1 g851 [Chlorella sp. A99]
OG0003495	RMZ53092.1 hypothetical protein APUTEX25_002501 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2714 [Chlorella sp. A99]
OG0003499	RMZ53114.1 hypothetical protein APUTEX25_005103 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1556 [Chlorella sp. A99]
OG0003506	RMZ53193.1 hypothetical protein APUTEX25_005182 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2766 [Chlorella sp. A99]
OG0003508	RMZ53200.1 hypothetical protein APUTEX25_005189 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1695 [Chlorella sp. A99]
OG0003510	RMZ53213.1 hypothetical protein APUTEX25_005202 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2778 [Chlorella sp. A99]
OG0003512	RMZ53220.1 hypothetical protein APUTEX25_005209 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3289 [Chlorella sp. A99]
OG0003520	RMZ53270.1 hypothetical protein APUTEX25_005259 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3200 [Chlorella sp. A99]
OG0003528	RMZ53376.1 hypothetical protein APUTEX25_004864 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2745 [Chlorella sp. A99]
OG0003529	RMZ53378.1 hypothetical protein APUTEX25_004866 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1250 [Chlorella sp. A99]
OG0003532	RMZ53405.1 hypothetical protein APUTEX25_004893 [Auxenochlorella protothecoides]	PCFQ01000073.1 g1980 [Chlorella sp. A99]
OG0003539	RMZ53447.1 hypothetical protein APUTEX25_003269 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2983 [Chlorella sp. A99]
