Orthogroup	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169
OG0005437	KAI3427974.1 hypothetical protein D9Q98_006364 [Chlorella vulgaris]	EIE25139.1 hypothetical protein COCSUDRAFT_65112 [Coccomyxa subellipsoidea C-169]
OG0005439	KAI3434453.1 hypothetical protein D9Q98_002530 [Chlorella vulgaris]	EIE26953.1 chaperone DnaJ [Coccomyxa subellipsoidea C-169]
OG0005440	KAI3434462.1 hypothetical protein D9Q98_002539 [Chlorella vulgaris]	EIE23887.1 hypothetical protein COCSUDRAFT_62417 [Coccomyxa subellipsoidea C-169]
OG0005447	KAI3438725.1 hypothetical protein D9Q98_001145 [Chlorella vulgaris]	EIE20904.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005448	KAI3436228.1 hypothetical protein D9Q98_002282 [Chlorella vulgaris]	EIE21533.1 hypothetical protein COCSUDRAFT_56748 [Coccomyxa subellipsoidea C-169]
OG0005450	KAI3435023.1 hypothetical protein D9Q98_003075 [Chlorella vulgaris]	EIE18814.1 hypothetical protein COCSUDRAFT_68037 [Coccomyxa subellipsoidea C-169]
OG0005451	KAI3430495.1 hypothetical protein D9Q98_005090 [Chlorella vulgaris]	EIE23760.1 hypothetical protein COCSUDRAFT_66085 [Coccomyxa subellipsoidea C-169]
OG0005452	KAI3436235.1 hypothetical protein D9Q98_002289 [Chlorella vulgaris], KAI3436234.1 hypothetical protein D9Q98_002288 [Chlorella vulgaris], KAI3436233.1 hypothetical protein D9Q98_002287 [Chlorella vulgaris]	EIE25455.1 hypothetical protein COCSUDRAFT_61672 [Coccomyxa subellipsoidea C-169]
OG0005457	KAI3426022.1 hypothetical protein D9Q98_007990 [Chlorella vulgaris]	EIE20759.1 hypothetical protein COCSUDRAFT_48397 [Coccomyxa subellipsoidea C-169]
OG0005459	KAI3431386.1 hypothetical protein D9Q98_004440 [Chlorella vulgaris]	EIE25937.1 hypothetical protein COCSUDRAFT_64907 [Coccomyxa subellipsoidea C-169]
OG0005460	KAI3431299.1 hypothetical protein D9Q98_004358 [Chlorella vulgaris]	EIE25925.1 hypothetical protein COCSUDRAFT_60929 [Coccomyxa subellipsoidea C-169]
OG0005461	KAI3431327.1 hypothetical protein D9Q98_004385 [Chlorella vulgaris]	EIE23440.1 Sedlin [Coccomyxa subellipsoidea C-169]
OG0005462	KAI3431378.1 hypothetical protein D9Q98_004432 [Chlorella vulgaris]	EIE22243.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0005463	KAI3433381.1 hypothetical protein D9Q98_003197 [Chlorella vulgaris]	EIE22700.1 hypothetical protein COCSUDRAFT_66348 [Coccomyxa subellipsoidea C-169]
OG0005464	KAI3431796.1 hypothetical protein D9Q98_010549 [Chlorella vulgaris]	EIE25903.1 hypothetical protein COCSUDRAFT_40138 [Coccomyxa subellipsoidea C-169]
OG0005468	KAI3436792.1 hypothetical protein D9Q98_006203 [Chlorella vulgaris]	EIE24756.1 phytanoyl-CoA dioxygenase [Coccomyxa subellipsoidea C-169]
OG0005469	KAI3433606.1 hypothetical protein D9Q98_003415 [Chlorella vulgaris]	EIE24832.1 hypothetical protein COCSUDRAFT_46964 [Coccomyxa subellipsoidea C-169]
OG0005471	KAI3439054.1 hypothetical protein D9Q98_001464 [Chlorella vulgaris]	EIE19263.1 hypothetical protein COCSUDRAFT_58558 [Coccomyxa subellipsoidea C-169]
OG0005473	KAI3433610.1 hypothetical protein D9Q98_003419 [Chlorella vulgaris]	EIE24897.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]
OG0005474	KAI3425853.1 hypothetical protein D9Q98_007827 [Chlorella vulgaris]	EIE27729.1 RNI-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005475	KAI3432874.1 hypothetical protein D9Q98_010457 [Chlorella vulgaris]	EIE24704.1 hypothetical protein COCSUDRAFT_32793 [Coccomyxa subellipsoidea C-169]
OG0005477	KAI3428517.1 hypothetical protein D9Q98_007340 [Chlorella vulgaris]	EIE23136.1 hypothetical protein COCSUDRAFT_66177 [Coccomyxa subellipsoidea C-169]
OG0005478	KAI3428518.1 hypothetical protein D9Q98_007341 [Chlorella vulgaris]	EIE23137.1 hypothetical protein COCSUDRAFT_53518 [Coccomyxa subellipsoidea C-169]
OG0005479	KAI3432872.1 hypothetical protein D9Q98_010455 [Chlorella vulgaris]	EIE23983.1 hypothetical protein COCSUDRAFT_65679 [Coccomyxa subellipsoidea C-169]
OG0005480	KAI3425195.1 hypothetical protein D9Q98_008964 [Chlorella vulgaris]	EIE20348.1 hypothetical protein COCSUDRAFT_83548 [Coccomyxa subellipsoidea C-169]
OG0005482	KAI3431490.1 hypothetical protein D9Q98_004541 [Chlorella vulgaris]	EIE23557.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]
OG0005483	KAI3433407.1 hypothetical protein D9Q98_003223 [Chlorella vulgaris]	EIE23735.1 hypothetical protein COCSUDRAFT_63260 [Coccomyxa subellipsoidea C-169]
OG0005485	KAI3433350.1 hypothetical protein D9Q98_003168 [Chlorella vulgaris]	EIE26455.1 FKBP-like protein [Coccomyxa subellipsoidea C-169]
OG0005486	KAI3428810.1 hypothetical protein D9Q98_007627 [Chlorella vulgaris]	EIE25480.1 60S ribosomal protein L31 [Coccomyxa subellipsoidea C-169]
OG0005488	KAI3433354.1 hypothetical protein D9Q98_003172 [Chlorella vulgaris]	EIE18439.1 hypothetical protein COCSUDRAFT_60106 [Coccomyxa subellipsoidea C-169]
OG0005490	KAI3436033.1 hypothetical protein D9Q98_002090 [Chlorella vulgaris]	EIE21589.1 glycine cleavage H-protein [Coccomyxa subellipsoidea C-169]
OG0005492	KAI3436029.1 hypothetical protein D9Q98_002086 [Chlorella vulgaris]	EIE18598.1 UPF0183-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005493	KAI3436031.1 hypothetical protein D9Q98_002088 [Chlorella vulgaris]	EIE21590.1 hypothetical protein COCSUDRAFT_66962 [Coccomyxa subellipsoidea C-169]
OG0005494	KAI3436040.1 hypothetical protein D9Q98_002097 [Chlorella vulgaris]	EIE21594.1 hypothetical protein COCSUDRAFT_56804 [Coccomyxa subellipsoidea C-169]
OG0005498	KAI3431599.1 hypothetical protein D9Q98_004649 [Chlorella vulgaris]	EIE23499.1 alpha/beta-hydrolase_ partial [Coccomyxa subellipsoidea C-169]
OG0005499	KAI3437908.1 hypothetical protein D9Q98_000353 [Chlorella vulgaris]	EIE27467.1 phosphate acyltransferase [Coccomyxa subellipsoidea C-169]
OG0005500	KAI3430888.1 hypothetical protein D9Q98_009297 [Chlorella vulgaris]	EIE21752.1 L domain-like protein [Coccomyxa subellipsoidea C-169]
OG0005501	KAI3429855.1 hypothetical protein D9Q98_010166 [Chlorella vulgaris]	EIE24337.1 hypothetical protein COCSUDRAFT_47235 [Coccomyxa subellipsoidea C-169]
OG0005502	KAI3429875.1 hypothetical protein D9Q98_010186 [Chlorella vulgaris]	EIE24359.1 hypothetical protein COCSUDRAFT_53302 [Coccomyxa subellipsoidea C-169], EIE22015.1 hypothetical protein COCSUDRAFT_53934 [Coccomyxa subellipsoidea C-169]
OG0005503	KAI3429813.1 hypothetical protein D9Q98_010126 [Chlorella vulgaris]	EIE24165.1 hypothetical protein COCSUDRAFT_32993 [Coccomyxa subellipsoidea C-169]
OG0005505	KAI3430679.1 hypothetical protein D9Q98_005268 [Chlorella vulgaris]	EIE24278.1 JmjC-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005506	KAI3435523.1 hypothetical protein D9Q98_001589 [Chlorella vulgaris]	EIE25053.1 hypothetical protein COCSUDRAFT_61299 [Coccomyxa subellipsoidea C-169]
OG0005508	KAI3426467.1 hypothetical protein D9Q98_008834 [Chlorella vulgaris]	EIE18849.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0005509	KAI3428840.1 hypothetical protein D9Q98_007657 [Chlorella vulgaris]	EIE25187.1 hypothetical protein COCSUDRAFT_65142 [Coccomyxa subellipsoidea C-169]
OG0005511	KAI3438542.1 hypothetical protein D9Q98_000970 [Chlorella vulgaris]	EIE20379.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0005512	KAI3428355.1 hypothetical protein D9Q98_006735 [Chlorella vulgaris]	EIE25373.1 hypothetical protein COCSUDRAFT_65216 [Coccomyxa subellipsoidea C-169]
OG0005514	KAI3434779.1 hypothetical protein D9Q98_002839 [Chlorella vulgaris]	EIE19656.1 hypothetical protein COCSUDRAFT_44507 [Coccomyxa subellipsoidea C-169]
OG0005515	KAI3428822.1 hypothetical protein D9Q98_007639 [Chlorella vulgaris]	EIE25004.1 hypothetical protein COCSUDRAFT_46555 [Coccomyxa subellipsoidea C-169]
OG0005516	KAI3438717.1 hypothetical protein D9Q98_001137 [Chlorella vulgaris]	EIE23859.1 hypothetical protein COCSUDRAFT_62390 [Coccomyxa subellipsoidea C-169]
OG0005523	KAI3426468.1 hypothetical protein D9Q98_008835 [Chlorella vulgaris]	EIE18848.1 hypothetical protein COCSUDRAFT_68050 [Coccomyxa subellipsoidea C-169]
OG0005524	KAI3426476.1 hypothetical protein D9Q98_008842 [Chlorella vulgaris]	EIE25273.1 hypothetical protein COCSUDRAFT_65174 [Coccomyxa subellipsoidea C-169]
OG0005526	KAI3438273.1 hypothetical protein D9Q98_000708 [Chlorella vulgaris]	EIE26474.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0005528	KAI3438999.1 hypothetical protein D9Q98_001411 [Chlorella vulgaris]	EIE21392.1 hypothetical protein COCSUDRAFT_56612 [Coccomyxa subellipsoidea C-169]
OG0005530	KAI3438679.1 hypothetical protein D9Q98_001099 [Chlorella vulgaris]	EIE23909.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0005531	KAI3432412.1 hypothetical protein D9Q98_003966 [Chlorella vulgaris]	EIE26603.1 pyrroline-5-carboxylate reductase [Coccomyxa subellipsoidea C-169]
OG0005532	KAI3438678.1 hypothetical protein D9Q98_001098 [Chlorella vulgaris]	EIE20892.1 hypothetical protein COCSUDRAFT_67285 [Coccomyxa subellipsoidea C-169]
OG0005533	KAI3424780.1 hypothetical protein D9Q98_008168 [Chlorella vulgaris]	EIE20264.1 hypothetical protein COCSUDRAFT_54445 [Coccomyxa subellipsoidea C-169]
OG0005534	KAI3426186.1 hypothetical protein D9Q98_008563 [Chlorella vulgaris]	EIE23208.1 hypothetical protein COCSUDRAFT_9606_ partial [Coccomyxa subellipsoidea C-169]
OG0005535	KAI3438672.1 hypothetical protein D9Q98_001093 [Chlorella vulgaris]	EIE20797.1 hypothetical protein COCSUDRAFT_43705 [Coccomyxa subellipsoidea C-169]
OG0005538	KAI3428478.1 hypothetical protein D9Q98_007303 [Chlorella vulgaris]	EIE23092.1 hypothetical protein COCSUDRAFT_15898_ partial [Coccomyxa subellipsoidea C-169]
OG0005539	KAI3429390.1 hypothetical protein D9Q98_005485 [Chlorella vulgaris]	EIE24467.1 hypothetical protein COCSUDRAFT_52971 [Coccomyxa subellipsoidea C-169]
OG0005540	KAI3424988.1 hypothetical protein D9Q98_008369 [Chlorella vulgaris]	EIE22701.1 TAF4-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005541	KAI3428057.1 hypothetical protein D9Q98_006442 [Chlorella vulgaris]	EIE25197.1 hypothetical protein COCSUDRAFT_40520 [Coccomyxa subellipsoidea C-169]
OG0005542	KAI3428083.1 hypothetical protein D9Q98_006467 [Chlorella vulgaris]	EIE25388.1 DUF1740-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005543	KAI3424974.1 hypothetical protein D9Q98_008355 [Chlorella vulgaris]	EIE22638.1 hypothetical protein COCSUDRAFT_63780 [Coccomyxa subellipsoidea C-169]
OG0005544	KAI3425010.1 hypothetical protein D9Q98_008392 [Chlorella vulgaris]	EIE22749.1 hypothetical protein COCSUDRAFT_47679 [Coccomyxa subellipsoidea C-169]
OG0005547	KAI3426398.1 hypothetical protein D9Q98_008768 [Chlorella vulgaris]	EIE21515.1 hypothetical protein COCSUDRAFT_56730 [Coccomyxa subellipsoidea C-169]
OG0005548	KAI3430636.1 hypothetical protein D9Q98_005229 [Chlorella vulgaris]	EIE24794.1 hypothetical protein COCSUDRAFT_65518 [Coccomyxa subellipsoidea C-169]
OG0005549	KAI3434497.1 hypothetical protein D9Q98_002572 [Chlorella vulgaris]	EIE25890.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0005552	KAI3431321.1 hypothetical protein D9Q98_004379 [Chlorella vulgaris]	EIE26026.1 hypothetical protein COCSUDRAFT_61019 [Coccomyxa subellipsoidea C-169]
OG0005556	KAI3439136.1 hypothetical protein D9Q98_001544 [Chlorella vulgaris]	EIE18888.1 aminoacyl-histidine dipeptidase [Coccomyxa subellipsoidea C-169]
OG0005557	KAI3434756.1 hypothetical protein D9Q98_002816 [Chlorella vulgaris]	EIE24625.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0005558	KAI3434760.1 hypothetical protein D9Q98_002820 [Chlorella vulgaris]	EIE22945.1 hypothetical protein COCSUDRAFT_63342 [Coccomyxa subellipsoidea C-169]
OG0005559	KAI3428697.1 hypothetical protein D9Q98_007520 [Chlorella vulgaris]	EIE27797.1 hypothetical protein COCSUDRAFT_55779 [Coccomyxa subellipsoidea C-169]
OG0005560	KAI3426370.1 hypothetical protein D9Q98_008742 [Chlorella vulgaris], KAI3426369.1 hypothetical protein D9Q98_008741 [Chlorella vulgaris]	EIE26957.1 L domain-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005561	KAI3438676.1 hypothetical protein D9Q98_001097 [Chlorella vulgaris], KAI3438677.1 hypothetical protein D9Q98_001097 [Chlorella vulgaris]	EIE20790.1 hypothetical protein COCSUDRAFT_43702 [Coccomyxa subellipsoidea C-169]
OG0005562	KAI3428194.1 hypothetical protein D9Q98_006574 [Chlorella vulgaris]	EIE19773.1 hypothetical protein COCSUDRAFT_31120 [Coccomyxa subellipsoidea C-169]
OG0005563	KAI3433734.1 hypothetical protein D9Q98_003541 [Chlorella vulgaris]	EIE21964.1 general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]
OG0005565	KAI3438588.1 hypothetical protein D9Q98_001012 [Chlorella vulgaris]	EIE20878.1 hypothetical protein COCSUDRAFT_37671 [Coccomyxa subellipsoidea C-169]
OG0005570	KAI3430602.1 hypothetical protein D9Q98_005195 [Chlorella vulgaris]	EIE27007.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0005571	KAI3427129.1 hypothetical protein D9Q98_007066 [Chlorella vulgaris]	EIE18525.1 hypothetical protein COCSUDRAFT_49242 [Coccomyxa subellipsoidea C-169]
OG0005572	KAI3427229.1 hypothetical protein D9Q98_007164 [Chlorella vulgaris]	EIE18522.1 hypothetical protein COCSUDRAFT_54913 [Coccomyxa subellipsoidea C-169], EIE18520.1 hypothetical protein COCSUDRAFT_60188 [Coccomyxa subellipsoidea C-169]
OG0005574	KAI3425178.1 hypothetical protein D9Q98_008948 [Chlorella vulgaris]	EIE20216.1 Tautomerase/MIF [Coccomyxa subellipsoidea C-169]
OG0005577	KAI3438275.1 hypothetical protein D9Q98_000710 [Chlorella vulgaris]	EIE22098.1 hypothetical protein COCSUDRAFT_83489_ partial [Coccomyxa subellipsoidea C-169]
OG0005580	KAI3428146.1 hypothetical protein D9Q98_006530 [Chlorella vulgaris]	EIE25611.1 hypothetical protein COCSUDRAFT_83618 [Coccomyxa subellipsoidea C-169]
OG0005582	KAI3435580.1 hypothetical protein D9Q98_001645 [Chlorella vulgaris]	EIE22155.1 Mu1-adaptin [Coccomyxa subellipsoidea C-169]
OG0005583	KAI3430809.1 hypothetical protein D9Q98_009220 [Chlorella vulgaris]	EIE19660.1 hypothetical protein COCSUDRAFT_67744 [Coccomyxa subellipsoidea C-169]
OG0005584	KAI3435889.1 hypothetical protein D9Q98_001947 [Chlorella vulgaris]	EIE18481.1 hypothetical protein COCSUDRAFT_5974_ partial [Coccomyxa subellipsoidea C-169]
OG0005588	KAI3439086.1 hypothetical protein D9Q98_001496 [Chlorella vulgaris]	EIE19301.1 hypothetical protein COCSUDRAFT_44659 [Coccomyxa subellipsoidea C-169]
OG0005592	KAI3438576.1 hypothetical protein D9Q98_001001 [Chlorella vulgaris]	EIE20452.1 hypothetical protein COCSUDRAFT_67371 [Coccomyxa subellipsoidea C-169]
OG0005593	KAI3426486.1 hypothetical protein D9Q98_008852_ partial [Chlorella vulgaris]	EIE23416.1 hypothetical protein COCSUDRAFT_65904 [Coccomyxa subellipsoidea C-169]
OG0005597	KAI3438968.1 hypothetical protein D9Q98_001382 [Chlorella vulgaris]	EIE19361.1 hypothetical protein COCSUDRAFT_44707 [Coccomyxa subellipsoidea C-169]
OG0005598	KAI3438619.1 hypothetical protein D9Q98_001042 [Chlorella vulgaris]	EIE22303.1 hypothetical protein COCSUDRAFT_55997 [Coccomyxa subellipsoidea C-169]
OG0005600	KAI3432599.1 hypothetical protein D9Q98_004147 [Chlorella vulgaris]	EIE25445.1 hypothetical protein COCSUDRAFT_13402 [Coccomyxa subellipsoidea C-169]
OG0005601	KAI3436530.1 hypothetical protein D9Q98_005947 [Chlorella vulgaris]	EIE24076.1 hypothetical protein COCSUDRAFT_65728 [Coccomyxa subellipsoidea C-169]
OG0005602	KAI3436500.1 hypothetical protein D9Q98_005917 [Chlorella vulgaris]	EIE22769.1 DUF6-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005609	KAI3436823.1 hypothetical protein D9Q98_006233 [Chlorella vulgaris]	EIE26793.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005612	KAI3428448.1 hypothetical protein D9Q98_007275 [Chlorella vulgaris]	EIE25837.1 hypothetical protein COCSUDRAFT_60846 [Coccomyxa subellipsoidea C-169]
OG0005613	KAI3433370.1 hypothetical protein D9Q98_003187 [Chlorella vulgaris]	EIE24084.1 hypothetical protein COCSUDRAFT_53216 [Coccomyxa subellipsoidea C-169]
OG0005618	KAI3431307.1 hypothetical protein D9Q98_004366 [Chlorella vulgaris]	EIE27822.1 hypothetical protein COCSUDRAFT_83442 [Coccomyxa subellipsoidea C-169]
OG0005619	KAI3431274.1 hypothetical protein D9Q98_004335 [Chlorella vulgaris]	EIE23483.1 hypothetical protein COCSUDRAFT_53353 [Coccomyxa subellipsoidea C-169]
OG0005620	KAI3428827.1 hypothetical protein D9Q98_007644 [Chlorella vulgaris]	EIE25482.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0005623	KAI3428829.1 hypothetical protein D9Q98_007646 [Chlorella vulgaris]	EIE25503.1 hypothetical protein COCSUDRAFT_32664 [Coccomyxa subellipsoidea C-169]
OG0005625	KAI3438716.1 hypothetical protein D9Q98_001136 [Chlorella vulgaris]	EIE18821.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0005626	KAI3435558.1 hypothetical protein D9Q98_001623 [Chlorella vulgaris]	EIE26858.1 DUF1313-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005627	KAI3435561.1 hypothetical protein D9Q98_001626 [Chlorella vulgaris]	EIE22162.1 hypothetical protein COCSUDRAFT_55861 [Coccomyxa subellipsoidea C-169]
OG0005629	KAI3435542.1 hypothetical protein D9Q98_001607 [Chlorella vulgaris]	EIE22116.1 hypothetical protein COCSUDRAFT_66465 [Coccomyxa subellipsoidea C-169]
OG0005634	KAI3430728.1 hypothetical protein D9Q98_005314 [Chlorella vulgaris]	EIE18974.1 hypothetical protein COCSUDRAFT_68112 [Coccomyxa subellipsoidea C-169]
OG0005636	KAI3424327.1 hypothetical protein D9Q98_009880 [Chlorella vulgaris]	EIE24590.1 hypothetical protein COCSUDRAFT_40948 [Coccomyxa subellipsoidea C-169]
OG0005640	KAI3429434.1 hypothetical protein D9Q98_005528 [Chlorella vulgaris]	EIE20392.1 hypothetical protein COCSUDRAFT_67343 [Coccomyxa subellipsoidea C-169]
OG0005644	KAI3426338.1 hypothetical protein D9Q98_008711 [Chlorella vulgaris]	EIE25870.1 hypothetical protein COCSUDRAFT_64878 [Coccomyxa subellipsoidea C-169]
OG0005647	KAI3434484.1 hypothetical protein D9Q98_002560 [Chlorella vulgaris]	EIE25475.1 hypothetical protein COCSUDRAFT_22697 [Coccomyxa subellipsoidea C-169]
OG0005648	KAI3425773.1 hypothetical protein D9Q98_007748 [Chlorella vulgaris]	EIE20546.1 allophanate hydrolase [Coccomyxa subellipsoidea C-169]
OG0005653	KAI3437663.1 hypothetical protein D9Q98_000113 [Chlorella vulgaris], KAI3437664.1 hypothetical protein D9Q98_000114 [Chlorella vulgaris]	EIE25087.1 hypothetical protein COCSUDRAFT_65088 [Coccomyxa subellipsoidea C-169]
OG0005654	KAI3437695.1 hypothetical protein D9Q98_000144 [Chlorella vulgaris]	EIE27451.1 hypothetical protein COCSUDRAFT_55457 [Coccomyxa subellipsoidea C-169]
OG0005655	KAI3437754.1 hypothetical protein D9Q98_000202 [Chlorella vulgaris]	EIE27492.1 zf-DNL-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005657	KAI3437613.1 hypothetical protein D9Q98_000065 [Chlorella vulgaris]	EIE18187.1 hypothetical protein COCSUDRAFT_68404 [Coccomyxa subellipsoidea C-169]
OG0005658	KAI3437568.1 hypothetical protein D9Q98_000021 [Chlorella vulgaris]	EIE18185.1 hypothetical protein COCSUDRAFT_45596 [Coccomyxa subellipsoidea C-169]
OG0005661	KAI3430793.1 hypothetical protein D9Q98_009205 [Chlorella vulgaris]	EIE26539.1 hypothetical protein COCSUDRAFT_32203 [Coccomyxa subellipsoidea C-169]
OG0005662	KAI3430976.1 hypothetical protein D9Q98_009380 [Chlorella vulgaris]	EIE21806.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]
OG0005663	KAI3430845.1 hypothetical protein D9Q98_009256 [Chlorella vulgaris]	EIE21866.1 hypothetical protein COCSUDRAFT_29833 [Coccomyxa subellipsoidea C-169]
OG0005665	KAI3430745.1 hypothetical protein D9Q98_009157 [Chlorella vulgaris]	EIE21880.1 hypothetical protein COCSUDRAFT_47970 [Coccomyxa subellipsoidea C-169]
OG0005666	KAI3423980.1 hypothetical protein D9Q98_009813 [Chlorella vulgaris]	EIE21889.1 hypothetical protein COCSUDRAFT_56336 [Coccomyxa subellipsoidea C-169]
OG0005667	KAI3423838.1 hypothetical protein D9Q98_009674 [Chlorella vulgaris]	EIE19396.1 hypothetical protein COCSUDRAFT_44731 [Coccomyxa subellipsoidea C-169]
OG0005669	KAI3423871.1 hypothetical protein D9Q98_009705 [Chlorella vulgaris]	EIE20750.1 hypothetical protein COCSUDRAFT_57315 [Coccomyxa subellipsoidea C-169]
OG0005670	KAI3423952.1 hypothetical protein D9Q98_009786 [Chlorella vulgaris]	EIE23156.1 DUF179-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005671	KAI3423875.1 hypothetical protein D9Q98_009709 [Chlorella vulgaris]	EIE23797.1 hypothetical protein COCSUDRAFT_41939 [Coccomyxa subellipsoidea C-169]
