Orthogroup	Chlorella_Vulgaris2111P	Micractinium_SAG24180
OG0006135	KAI3438895.1 hypothetical protein D9Q98_001310 [Chlorella vulgaris]	PSC73522.1 3-oxoadipate enol-lactonase [Micractinium conductrix]
OG0006136	KAI3432818.1 hypothetical protein D9Q98_010402 [Chlorella vulgaris]	PSC67286.1 phosphatidylinositol phosphatidylcholine transfer SFH11 isoform X3 [Micractinium conductrix]
OG0006137	KAI3438324.1 hypothetical protein D9Q98_000758 [Chlorella vulgaris]	PSC72280.1 ADP-ribosylation factor 5 [Micractinium conductrix]
OG0006138	KAI3438313.1 hypothetical protein D9Q98_000747 [Chlorella vulgaris]	PSC72073.1 F-box only 31 isoform X1 isoform A [Micractinium conductrix], PSC72072.1 F-box only 31 isoform X1 isoform B [Micractinium conductrix]
OG0006140	KAI3433398.1 hypothetical protein D9Q98_003214 [Chlorella vulgaris]	PSC76846.1 prefoldin subunit 4 [Micractinium conductrix]
OG0006141	KAI3438286.1 hypothetical protein D9Q98_000721 [Chlorella vulgaris]	PSC72284.1 Rab5 interacting [Micractinium conductrix]
OG0006142	KAI3430354.1 hypothetical protein D9Q98_004949 [Chlorella vulgaris]	PSC70080.1 hypothetical protein C2E20_6427 [Micractinium conductrix]
OG0006143	KAI3427164.1 hypothetical protein D9Q98_007101 [Chlorella vulgaris]	PSC75708.1 G patch domain-containing 8 [Micractinium conductrix]
OG0006146	KAI3432735.1 hypothetical protein D9Q98_004276 [Chlorella vulgaris]	PSC74038.1 hypothetical protein C2E20_2672 [Micractinium conductrix]
OG0006147	KAI3428187.1 hypothetical protein D9Q98_006567 [Chlorella vulgaris]	PSC72800.1 hypothetical protein C2E20_3964 [Micractinium conductrix]
OG0006149	KAI3428188.1 hypothetical protein D9Q98_006568 [Chlorella vulgaris]	PSC72629.1 hypothetical protein C2E20_3965 [Micractinium conductrix]
OG0006150	KAI3429782.1 hypothetical protein D9Q98_010095 [Chlorella vulgaris]	PSC74295.1 methylosome 50 [Micractinium conductrix]
OG0006151	KAI3437949.1 hypothetical protein D9Q98_000393 [Chlorella vulgaris]	PSC71202.1 dnaJ-like protein subfamily C member 7 [Micractinium conductrix]
OG0006155	KAI3435901.1 hypothetical protein D9Q98_001959 [Chlorella vulgaris]	PSC71233.1 hypothetical protein C2E20_5362 [Micractinium conductrix]
OG0006156	KAI3435912.1 hypothetical protein D9Q98_001970 [Chlorella vulgaris]	PSC71415.1 hypothetical protein C2E20_5347 [Micractinium conductrix]
OG0006160	KAI3428648.1 hypothetical protein D9Q98_007471 [Chlorella vulgaris]	PSC70947.1 Leucine-rich repeat-containing 40 [Micractinium conductrix]
OG0006161	KAI3438268.1 hypothetical protein D9Q98_000703 [Chlorella vulgaris], KAI3438267.1 hypothetical protein D9Q98_000703 [Chlorella vulgaris]	PSC72077.1 ankyrin repeat containing TPR domain-containing [Micractinium conductrix]
OG0006162	KAI3428682.1 hypothetical protein D9Q98_007505 [Chlorella vulgaris]	PSC75612.1 ABC transporter substrate-binding [Micractinium conductrix]
OG0006163	KAI3425894.1 hypothetical protein D9Q98_007867 [Chlorella vulgaris]	PSC74691.1 E3 ubiquitin-ligase XBAT33 [Micractinium conductrix]
OG0006164	KAI3430370.1 hypothetical protein D9Q98_004965 [Chlorella vulgaris]	PSC69998.1 RWD domain-containing 2B [Micractinium conductrix]
OG0006166	KAI3424820.1 hypothetical protein D9Q98_008206 [Chlorella vulgaris]	PSC73623.1 hypothetical protein C2E20_3042 [Micractinium conductrix]
OG0006167	KAI3436701.1 hypothetical protein D9Q98_006116 [Chlorella vulgaris]	PSC71539.1 E3 ubiquitin-ligase HECW2 [Micractinium conductrix], PSC71533.1 E3 ubiquitin-ligase HECW2 [Micractinium conductrix]
OG0006168	KAI3424793.1 hypothetical protein D9Q98_008180 [Chlorella vulgaris]	PSC73897.1 plant Late Embryo Abundant _LEA_ related [Micractinium conductrix]
OG0006169	KAI3425880.1 hypothetical protein D9Q98_007853 [Chlorella vulgaris]	PSC74379.1 Embryo defective isoform 1 [Micractinium conductrix]
OG0006170	KAI3436742.1 hypothetical protein D9Q98_006157 [Chlorella vulgaris]	PSC71604.1 PR-1 [Micractinium conductrix]
OG0006171	KAI3424808.1 hypothetical protein D9Q98_008194 [Chlorella vulgaris]	PSC73598.1 ankyrin repeat protein [Micractinium conductrix]
OG0006172	KAI3433696.1 hypothetical protein D9Q98_003505 [Chlorella vulgaris]	PSC68845.1 serine threonine-kinase SMG1-like [Micractinium conductrix]
OG0006173	KAI3428444.1 hypothetical protein D9Q98_007271 [Chlorella vulgaris]	PSC69879.1 U-box domain-containing 4 [Micractinium conductrix]
OG0006174	KAI3430818.1 hypothetical protein D9Q98_009229 [Chlorella vulgaris]	PSC71783.1 hypothetical protein C2E20_4894 [Micractinium conductrix]
OG0006175	KAI3425131.1 hypothetical protein D9Q98_008903 [Chlorella vulgaris]	PSC70042.1 hypothetical protein C2E20_6465 [Micractinium conductrix]
OG0006176	KAI3430649.1 hypothetical protein D9Q98_005242 [Chlorella vulgaris]	PSC71410.1 Chaperone -domain superfamily isoform 2 [Micractinium conductrix]
OG0006177	KAI3429365.1 hypothetical protein D9Q98_005460 [Chlorella vulgaris]	PSC74967.1 hypothetical protein C2E20_2024 [Micractinium conductrix]
OG0006178	KAI3429379.1 hypothetical protein D9Q98_005474 [Chlorella vulgaris]	PSC70514.1 ribose 5-phosphate isomerase [Micractinium conductrix], PSC68173.1 hypothetical protein C2E20_8230 [Micractinium conductrix]
OG0006181	KAI3435821.1 hypothetical protein D9Q98_001879 [Chlorella vulgaris]	PSC68313.1 Prolyl 4-hydroxylase subunit alpha-1 [Micractinium conductrix]
OG0006182	KAI3428481.1 hypothetical protein D9Q98_007306 [Chlorella vulgaris]	PSC69875.1 kinesin K39 [Micractinium conductrix]
OG0006183	KAI3431787.1 hypothetical protein D9Q98_010540 [Chlorella vulgaris]	PSC73969.1 ABSCISIC ACID-INSENSITIVE 5 5 [Micractinium conductrix]
OG0006185	KAI3432616.1 hypothetical protein D9Q98_004162 [Chlorella vulgaris]	PSC70493.1 hypothetical protein C2E20_6039 [Micractinium conductrix]
OG0006187	KAI3433829.1 hypothetical protein D9Q98_003633 [Chlorella vulgaris]	PSC75882.1 DNA mismatch repair [Micractinium conductrix]
OG0006188	KAI3433698.1 hypothetical protein D9Q98_003507 [Chlorella vulgaris]	PSC68827.1 serine threonine-kinase SMG1-like [Micractinium conductrix]
OG0006190	KAI3433702.1 hypothetical protein D9Q98_003511 [Chlorella vulgaris]	PSC67867.1 hypothetical protein C2E20_8526 [Micractinium conductrix]
OG0006191	KAI3431346.1 hypothetical protein D9Q98_004404 [Chlorella vulgaris]	PSC72040.1 tubulin beta chain [Micractinium conductrix]
OG0006192	KAI3424877.1 hypothetical protein D9Q98_008261 [Chlorella vulgaris]	PSC73630.1 5 -methylthioadenosine phosphorylase [Micractinium conductrix], PSC73711.1 Calcium binding isoform A [Micractinium conductrix], PSC73710.1 Calcium binding isoform B [Micractinium conductrix]
OG0006194	KAI3426489.1 hypothetical protein D9Q98_008855 [Chlorella vulgaris]	PSC68019.1 chromatin structure-remodeling complex BSH [Micractinium conductrix]
OG0006196	KAI3434950.1 hypothetical protein D9Q98_003004 [Chlorella vulgaris]	PSC76636.1 hypothetical protein C2E20_0914 [Micractinium conductrix]
OG0006197	KAI3434600.1 hypothetical protein D9Q98_002668 [Chlorella vulgaris]	PSC69148.1 general transcription factor 3C polypeptide 6-like [Micractinium conductrix]
OG0006198	KAI3436398.1 hypothetical protein D9Q98_005815 [Chlorella vulgaris], KAI3436399.1 hypothetical protein D9Q98_005816 [Chlorella vulgaris]	PSC67731.1 serine threonine phosphatase [Micractinium conductrix], PSC67758.1 hypothetical protein C2E20_8603 [Micractinium conductrix]
OG0006199	KAI3426344.1 hypothetical protein D9Q98_008717 [Chlorella vulgaris]	PSC70410.1 rhodanese-like domain-containing chloroplastic [Micractinium conductrix]
OG0006200	KAI3426512.1 hypothetical protein D9Q98_008877 [Chlorella vulgaris]	PSC67741.1 G-patch domain-containing [Micractinium conductrix]
OG0006201	KAI3438788.1 hypothetical protein D9Q98_001205 [Chlorella vulgaris]	PSC74347.1 P-loop containing nucleoside triphosphate hydrolase [Micractinium conductrix]
OG0006203	KAI3430840.1 hypothetical protein D9Q98_009251 [Chlorella vulgaris]	PSC71814.1 hypothetical protein C2E20_4927 [Micractinium conductrix]
OG0006204	KAI3433758.1 hypothetical protein D9Q98_003565 [Chlorella vulgaris]	PSC75242.1 hypothetical protein C2E20_1645 [Micractinium conductrix]
OG0006206	KAI3433382.1 hypothetical protein D9Q98_003198 [Chlorella vulgaris]	PSC76591.1 type I-E CRISPR-associated Cas5 [Micractinium conductrix]
OG0006210	KAI3437816.1 hypothetical protein D9Q98_000263 [Chlorella vulgaris]	PSC70951.1 chloride channel [Micractinium conductrix]
OG0006211	KAI3430467.1 hypothetical protein D9Q98_005062 [Chlorella vulgaris]	PSC73024.1 hypothetical protein C2E20_3721 [Micractinium conductrix]
OG0006212	KAI3430352.1 hypothetical protein D9Q98_004947 [Chlorella vulgaris]	PSC69994.1 P-loop nucleoside triphosphate hydrolase superfamily [Micractinium conductrix]
OG0006213	KAI3424310.1 hypothetical protein D9Q98_009863 [Chlorella vulgaris]	PSC71181.1 acylamide amidohydrolase [Micractinium conductrix]
OG0006214	KAI3427039.1 hypothetical protein D9Q98_006980 [Chlorella vulgaris]	PSC76930.1 hypothetical protein C2E20_0555 [Micractinium conductrix]
OG0006216	KAI3426996.1 hypothetical protein D9Q98_006940 [Chlorella vulgaris]	PSC75671.1 hypothetical protein C2E20_1339 [Micractinium conductrix]
OG0006219	KAI3424262.1 hypothetical protein D9Q98_009616 [Chlorella vulgaris]	PSC74752.1 chitin synthase 1 [Micractinium conductrix]
OG0006220	KAI3424139.1 hypothetical protein D9Q98_009499 [Chlorella vulgaris]	PSC74218.1 chitin [Micractinium conductrix]
OG0006222	KAI3433602.1 hypothetical protein D9Q98_003412 [Chlorella vulgaris]	PSC75970.1 aminoglycoside phosphotransferase [Micractinium conductrix]
OG0006223	KAI3425989.1 hypothetical protein D9Q98_007957 [Chlorella vulgaris]	PSC70153.1 phosphatidylinositol kinase [Micractinium conductrix]
OG0006224	KAI3433697.1 hypothetical protein D9Q98_003506 [Chlorella vulgaris]	PSC68873.1 8-amino-7-oxononanoate synthase [Micractinium conductrix]
OG0006228	KAI3424985.1 hypothetical protein D9Q98_008366 [Chlorella vulgaris]	PSC68916.1 CLR family [Micractinium conductrix]
OG0006229	KAI3438438.1 hypothetical protein D9Q98_000869 [Chlorella vulgaris]	PSC76263.1 dynamin-related 4C-like [Micractinium conductrix]
OG0006230	KAI3435797.1 hypothetical protein D9Q98_001855 [Chlorella vulgaris]	PSC68391.1 ABC transporter permease [Micractinium conductrix]
OG0006235	KAI3438259.1 hypothetical protein D9Q98_000695 [Chlorella vulgaris]	PSC72263.1 glycoside hydrolase [Micractinium conductrix]
OG0006236	KAI3428461.1 hypothetical protein D9Q98_007287 [Chlorella vulgaris]	PSC69882.1 hypothetical protein C2E20_6631 [Micractinium conductrix]
OG0006237	KAI3428491.1 hypothetical protein D9Q98_007316 [Chlorella vulgaris]	PSC69946.1 NEDD8-conjugating enzyme Ubc12 [Micractinium conductrix]
OG0006238	KAI3428581.1 hypothetical protein D9Q98_007403 [Chlorella vulgaris]	PSC70956.1 37S ribosomal mitochondrial [Micractinium conductrix]
OG0006239	KAI3438669.1 hypothetical protein D9Q98_001090 [Chlorella vulgaris]	PSC75359.1 ATPase family AAA domain-containing 1 [Micractinium conductrix]
OG0006241	KAI3424686.1 hypothetical protein D9Q98_008076 [Chlorella vulgaris]	PSC67108.1 flavincontaining amine [Micractinium conductrix]
OG0006242	KAI3434708.1 hypothetical protein D9Q98_002769 [Chlorella vulgaris]	PSC73008.1 RAP domain [Micractinium conductrix]
OG0006243	KAI3425076.1 hypothetical protein D9Q98_008454 [Chlorella vulgaris]	PSC69388.1 SAM-dependent methyltransferase [Micractinium conductrix]
OG0006244	KAI3434626.1 hypothetical protein D9Q98_002693 [Chlorella vulgaris]	PSC69150.1 histone acetyltransferase p300-like isoform X3 [Micractinium conductrix]
OG0006248	KAI3428816.1 hypothetical protein D9Q98_007633 [Chlorella vulgaris]	PSC75320.1 TSL-kinase interacting 1 isoform X1 isoform B [Micractinium conductrix], PSC75321.1 TSL-kinase interacting 1 isoform X1 isoform A [Micractinium conductrix]
OG0006250	KAI3436329.1 hypothetical protein D9Q98_002382 [Chlorella vulgaris]	PSC70228.1 melanotransferrin [Micractinium conductrix]
OG0006251	KAI3427421.1 hypothetical protein D9Q98_010336 [Chlorella vulgaris], KAI3427417.1 hypothetical protein D9Q98_010332 [Chlorella vulgaris]	PSC68466.1 kinase-like [Micractinium conductrix]
OG0006253	KAI3435572.1 hypothetical protein D9Q98_001637 [Chlorella vulgaris]	PSC72745.1 serine threonine-kinase EDR1 isoform X1 isoform B [Micractinium conductrix], PSC72746.1 serine threonine-kinase EDR1 isoform X1 isoform A [Micractinium conductrix]
OG0006254	KAI3435545.1 hypothetical protein D9Q98_001610 [Chlorella vulgaris]	PSC72685.1 Hydroxyproline-rich glyco family [Micractinium conductrix]
OG0006255	KAI3435554.1 hypothetical protein D9Q98_001619 [Chlorella vulgaris]	PSC72919.1 flagellar inner arm dynein 1 heavy chain beta [Micractinium conductrix]
OG0006256	KAI3435537.1 hypothetical protein D9Q98_001602 [Chlorella vulgaris]	PSC72748.1 carbamate kinase [Micractinium conductrix]
OG0006257	KAI3435491.1 hypothetical protein D9Q98_001557 [Chlorella vulgaris]	PSC72920.1 hypothetical protein C2E20_4073 [Micractinium conductrix]
OG0006258	KAI3435573.1 hypothetical protein D9Q98_001638 [Chlorella vulgaris]	PSC72900.1 single-stranded DNA-binding [Micractinium conductrix]
OG0006259	KAI3429640.1 hypothetical protein D9Q98_005726 [Chlorella vulgaris], KAI3429641.1 hypothetical protein D9Q98_005727 [Chlorella vulgaris]	PSC72749.1 seed maturation family [Micractinium conductrix]
OG0006260	KAI3432550.1 hypothetical protein D9Q98_004099 [Chlorella vulgaris], KAI3435555.1 hypothetical protein D9Q98_001620 [Chlorella vulgaris]	PSC76073.1 ubiquitin-conjugating enzyme family [Micractinium conductrix]
OG0006261	KAI3430992.1 hypothetical protein D9Q98_009395 [Chlorella vulgaris]	PSC70803.1 hypothetical protein C2E20_5789 [Micractinium conductrix]
OG0006263	KAI3430991.1 hypothetical protein D9Q98_009394 [Chlorella vulgaris]	PSC70673.1 Kinesin KIF15 [Micractinium conductrix]
OG0006266	KAI3424290.1 hypothetical protein D9Q98_009845 [Chlorella vulgaris]	PSC74633.1 serine threonine-kinase [Micractinium conductrix]
OG0006267	KAI3424287.1 hypothetical protein D9Q98_009842 [Chlorella vulgaris]	PSC68682.1 surface antigen [Micractinium conductrix], PSC68663.1 serine threonine [Micractinium conductrix], PSC74483.1 Variant-specific surface [Micractinium conductrix]
OG0006268	KAI3424341.1 hypothetical protein D9Q98_009894 [Chlorella vulgaris]	PSC74469.1 histone H1 [Micractinium conductrix]
OG0006271	KAI3430369.1 hypothetical protein D9Q98_004964 [Chlorella vulgaris]	PSC70132.1 FATTY ACID EXPORT chloroplastic-like [Micractinium conductrix]
OG0006272	KAI3430382.1 hypothetical protein D9Q98_004977 [Chlorella vulgaris]	PSC69108.1 AAA family ATPase isoform B [Micractinium conductrix], PSC69109.1 AAA family ATPase isoform A [Micractinium conductrix]
OG0006273	KAI3430362.1 hypothetical protein D9Q98_004957 [Chlorella vulgaris]	PSC70055.1 receptor-type [Micractinium conductrix]
OG0006275	KAI3434376.1 hypothetical protein D9Q98_002454 [Chlorella vulgaris]	PSC67219.1 hypothetical protein C2E20_9087 isoform A [Micractinium conductrix], PSC67220.1 hypothetical protein C2E20_9087 isoform B [Micractinium conductrix]
OG0006279	KAI3434538.1 hypothetical protein D9Q98_002611 [Chlorella vulgaris]	PSC68777.1 Excitatory amino acid transporter 1 [Micractinium conductrix]
OG0006280	KAI3439073.1 hypothetical protein D9Q98_001483 [Chlorella vulgaris]	PSC71805.1 maltose excess chloroplastic-like [Micractinium conductrix]
OG0006281	KAI3437616.1 hypothetical protein D9Q98_000068 [Chlorella vulgaris]	PSC74979.1 Vacuole membrane 1 [Micractinium conductrix]
OG0006283	KAI3437658.1 hypothetical protein D9Q98_000108 [Chlorella vulgaris]	PSC76465.1 progestin and adipoQ receptor family member 4 [Micractinium conductrix]
OG0006285	KAI3430863.1 hypothetical protein D9Q98_009272 [Chlorella vulgaris]	PSC71698.1 ankyrin repeat [Micractinium conductrix]
OG0006286	KAI3430796.1 hypothetical protein D9Q98_009208 [Chlorella vulgaris]	PSC71828.1 hypothetical protein C2E20_4878 [Micractinium conductrix]
OG0006287	KAI3430837.1 hypothetical protein D9Q98_009248 [Chlorella vulgaris]	PSC71781.1 nuclear pore complex NUP160-like protein [Micractinium conductrix]
OG0006288	KAI3424078.1 hypothetical protein D9Q98_009441 [Chlorella vulgaris]	PSC74228.1 hypothetical protein C2E20_2537 [Micractinium conductrix]
OG0006289	KAI3430906.1 hypothetical protein D9Q98_009315 [Chlorella vulgaris]	PSC71685.1 auxin efflux carrier family [Micractinium conductrix]
OG0006290	KAI3430972.1 hypothetical protein D9Q98_009376 [Chlorella vulgaris]	PSC71756.1 PHP domain [Micractinium conductrix]
OG0006291	KAI3430738.1 hypothetical protein D9Q98_009151 [Chlorella vulgaris]	PSC71699.1 hypothetical protein C2E20_4829 [Micractinium conductrix]
OG0006292	KAI3430975.1 hypothetical protein D9Q98_009379 [Chlorella vulgaris]	PSC71746.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Micractinium conductrix]
OG0006293	KAI3426195.1 hypothetical protein D9Q98_008572 [Chlorella vulgaris]	PSC73223.1 haloacid dehalogenase [Micractinium conductrix]
OG0006294	KAI3423867.1 hypothetical protein D9Q98_009701 [Chlorella vulgaris]	PSC75601.1 Memo family [Micractinium conductrix]
OG0006295	KAI3427305.1 hypothetical protein D9Q98_010222 [Chlorella vulgaris], KAI3427304.1 hypothetical protein D9Q98_010222 [Chlorella vulgaris]	PSC67795.1 central region isoform A [Micractinium conductrix], PSC67796.1 central region isoform B [Micractinium conductrix]
OG0006297	KAI3423813.1 hypothetical protein D9Q98_009649 [Chlorella vulgaris]	PSC68693.1 hypothetical protein C2E20_7752 [Micractinium conductrix]
OG0006298	KAI3423834.1 hypothetical protein D9Q98_009670 [Chlorella vulgaris]	PSC68733.1 squamosa promoter-binding 3 [Micractinium conductrix]
OG0006300	KAI3423908.1 hypothetical protein D9Q98_009742 [Chlorella vulgaris]	PSC76791.1 cAMP-dependent kinase regulatory subunit [Micractinium conductrix]
OG0006302	KAI3430465.1 hypothetical protein D9Q98_005060 [Chlorella vulgaris]	PSC73081.1 formin 5 isoform B [Micractinium conductrix], PSC73080.1 formin 5 isoform A [Micractinium conductrix]
OG0006304	KAI3430597.1 hypothetical protein D9Q98_005190 [Chlorella vulgaris]	PSC75006.1 hypothetical protein C2E20_1731 [Micractinium conductrix]
OG0006306	KAI3430414.1 hypothetical protein D9Q98_005009 [Chlorella vulgaris]	PSC69175.1 SAP domain-containing ribonucleo [Micractinium conductrix]
OG0006307	KAI3424163.1 hypothetical protein D9Q98_009522 [Chlorella vulgaris], KAI3424162.1 hypothetical protein D9Q98_009521 [Chlorella vulgaris]	PSC76604.1 hypothetical protein C2E20_0028 [Micractinium conductrix]
OG0006308	KAI3431631.1 hypothetical protein D9Q98_004679 [Chlorella vulgaris], KAI3431632.1 hypothetical protein D9Q98_004679 [Chlorella vulgaris]	PSC73801.1 MORN motif [Micractinium conductrix]
OG0006309	KAI3431716.1 hypothetical protein D9Q98_004760 [Chlorella vulgaris]	PSC71408.1 putative serine threonine-phosphatase 2A regulatory subunit B subunit TON2 [Micractinium conductrix]
