Orthogroup	Chlorella_Vulgaris2111P	Chlorella_Sorokiniana1602
OG0006330	KAI3426060.1 hypothetical protein D9Q98_008028 [Chlorella vulgaris]	PRW33789.1 F-box LRR-repeat 2 isoform X1 [Chlorella sorokiniana]
OG0006332	KAI3434973.1 hypothetical protein D9Q98_003025 [Chlorella vulgaris]	PRW33869.1 RNA demethylase ALKBH5-like [Chlorella sorokiniana]
OG0006333	KAI3426013.1 hypothetical protein D9Q98_007981 [Chlorella vulgaris]	PRW33871.1 kelch 17 [Chlorella sorokiniana]
OG0006334	KAI3435015.1 hypothetical protein D9Q98_003067 [Chlorella vulgaris]	PRW33889.1 Sensitive to high expression 9 like [Chlorella sorokiniana]
OG0006335	KAI3425949.1 hypothetical protein D9Q98_007919 [Chlorella vulgaris]	PRW33891.1 alpha beta hydrolase domain-containing 14A isoform X3 [Chlorella sorokiniana]
OG0006336	KAI3427998.1 hypothetical protein D9Q98_006385 [Chlorella vulgaris]	PRW33914.1 nucleoside-diphosphate sugar epimerase [Chlorella sorokiniana]
OG0006337	KAI3426028.1 hypothetical protein D9Q98_007996 [Chlorella vulgaris]	PRW33927.1 hypothetical protein C2E21_7422 [Chlorella sorokiniana]
OG0006338	KAI3435021.1 hypothetical protein D9Q98_003073 [Chlorella vulgaris]	PRW33939.1 F-box LRR-repeat 15 [Chlorella sorokiniana]
OG0006339	KAI3431560.1 hypothetical protein D9Q98_004609 [Chlorella vulgaris]	PRW39108.1 D-cysteine desulfhydrase mitochondrial [Chlorella sorokiniana]
OG0006340	KAI3431614.1 hypothetical protein D9Q98_004663 [Chlorella vulgaris]	PRW39158.1 sperm-associated antigen 6 [Chlorella sorokiniana]
OG0006341	KAI3431559.1 hypothetical protein D9Q98_004608 [Chlorella vulgaris]	PRW39168.1 RING finger 32 [Chlorella sorokiniana]
OG0006342	KAI3431415.1 hypothetical protein D9Q98_004468 [Chlorella vulgaris]	PRW39177.1 alpha beta hydrolase [Chlorella sorokiniana], PRW60265.1 Alpha beta hydrolase fold [Chlorella sorokiniana]
OG0006343	KAI3431473.1 hypothetical protein D9Q98_004525 [Chlorella vulgaris]	PRW39220.1 Peptidase family M48 family [Chlorella sorokiniana]
OG0006345	KAI3431448.1 hypothetical protein D9Q98_004500 [Chlorella vulgaris]	PRW39253.1 pterin-binding family [Chlorella sorokiniana]
OG0006346	KAI3431434.1 hypothetical protein D9Q98_004486 [Chlorella vulgaris]	PRW39254.1 Cryptochrome DASH [Chlorella sorokiniana]
OG0006347	KAI3423886.1 hypothetical protein D9Q98_009720 [Chlorella vulgaris]	PRW39259.1 ubiquitin carboxyl-terminal hydrolase 18-like [Chlorella sorokiniana]
OG0006348	KAI3431477.1 hypothetical protein D9Q98_004529 [Chlorella vulgaris]	PRW39260.1 U6 snRNA phosphodiesterase [Chlorella sorokiniana]
OG0006350	KAI3431392.1 hypothetical protein D9Q98_004446 [Chlorella vulgaris]	PRW39266.1 MFS general substrate transporter [Chlorella sorokiniana]
OG0006351	KAI3431350.1 hypothetical protein D9Q98_004408 [Chlorella vulgaris]	PRW39330.1 hypothetical protein C2E21_7136 [Chlorella sorokiniana]
OG0006352	KAI3434731.1 hypothetical protein D9Q98_002792 [Chlorella vulgaris]	PRW39356.1 hypothetical protein C2E21_6940 [Chlorella sorokiniana]
OG0006353	KAI3428193.1 hypothetical protein D9Q98_006573 [Chlorella vulgaris]	PRW39381.1 Cation efflux system related [Chlorella sorokiniana]
OG0006354	KAI3428512.1 hypothetical protein D9Q98_007336 [Chlorella vulgaris], KAI3428513.1 hypothetical protein D9Q98_007336 [Chlorella vulgaris]	PRW44239.1 phospholipid-transporting ATPase 9 [Chlorella sorokiniana]
OG0006355	KAI3428568.1 hypothetical protein D9Q98_007390 [Chlorella vulgaris]	PRW44263.1 copper homeostasis [Chlorella sorokiniana]
OG0006356	KAI3428449.1 hypothetical protein D9Q98_007276 [Chlorella vulgaris]	PRW44338.1 hypothetical protein C2E21_6530 [Chlorella sorokiniana]
OG0006357	KAI3428630.1 hypothetical protein D9Q98_007453 [Chlorella vulgaris]	PRW44356.1 ankyrin repeat and IBR domain-containing 1-like [Chlorella sorokiniana]
OG0006358	KAI3428424.1 hypothetical protein D9Q98_007251 [Chlorella vulgaris]	PRW44374.1 DUF3685 family [Chlorella sorokiniana]
OG0006359	KAI3428746.1 hypothetical protein D9Q98_007569 [Chlorella vulgaris]	PRW44460.1 39S ribosomal L41- mitochondrial-like [Chlorella sorokiniana]
OG0006360	KAI3428603.1 hypothetical protein D9Q98_007426 [Chlorella vulgaris]	PRW44510.1 hypothetical protein C2E21_6691 [Chlorella sorokiniana]
OG0006362	KAI3428645.1 hypothetical protein D9Q98_007468 [Chlorella vulgaris]	PRW44607.1 ribosomal large subunit pseudouridine synthase B [Chlorella sorokiniana]
OG0006363	KAI3428436.1 hypothetical protein D9Q98_007263 [Chlorella vulgaris]	PRW44621.1 D-tyrosyl-tRNA_Tyr_ deacylase isoform X2 [Chlorella sorokiniana]
OG0006364	KAI3426469.1 hypothetical protein D9Q98_008836 [Chlorella vulgaris]	PRW44884.1 photosystem I reaction center subunit chloroplastic [Chlorella sorokiniana]
OG0006365	KAI3426379.1 hypothetical protein D9Q98_008750 [Chlorella vulgaris]	PRW44893.1 fertilization-independent seed 2 [Chlorella sorokiniana]
OG0006367	KAI3433521.1 hypothetical protein D9Q98_003331 [Chlorella vulgaris]	PRW44909.1 fungal specific transcription isoform A [Chlorella sorokiniana], PRW44908.1 fungal specific transcription isoform B [Chlorella sorokiniana]
OG0006369	KAI3426222.1 hypothetical protein D9Q98_008598 [Chlorella vulgaris]	PRW44986.1 MATE efflux family [Chlorella sorokiniana]
OG0006370	KAI3426110.1 hypothetical protein D9Q98_008489 [Chlorella vulgaris]	PRW45008.1 hypothetical protein C2E21_6493 [Chlorella sorokiniana]
OG0006371	KAI3424133.1 hypothetical protein D9Q98_009493 [Chlorella vulgaris]	PRW45022.1 ubiquinone biosynthesis [Chlorella sorokiniana]
OG0006372	KAI3426128.1 hypothetical protein D9Q98_008507 [Chlorella vulgaris]	PRW45067.1 Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase chloroplastic [Chlorella sorokiniana]
OG0006373	KAI3434980.1 hypothetical protein D9Q98_003032 [Chlorella vulgaris]	PRW45120.1 RNA pseudouridine synthase 5 isoform X2 isoform A [Chlorella sorokiniana], PRW45119.1 RNA pseudouridine synthase 5 isoform X2 isoform B [Chlorella sorokiniana]
OG0006374	KAI3434362.1 hypothetical protein D9Q98_002441_ partial [Chlorella vulgaris], KAI3434617.1 hypothetical protein D9Q98_002684 [Chlorella vulgaris], KAI3434619.1 hypothetical protein D9Q98_002686 [Chlorella vulgaris]	PRW45141.1 hypothetical protein C2E21_6168 [Chlorella sorokiniana]
OG0006375	KAI3426248.1 hypothetical protein D9Q98_008623 [Chlorella vulgaris], KAI3431659.1 hypothetical protein D9Q98_004706 [Chlorella vulgaris]	PRW45221.1 Bifunctional polynucleotide phosphatase kinase [Chlorella sorokiniana]
OG0006376	KAI3426342.1 hypothetical protein D9Q98_008715 [Chlorella vulgaris]	PRW45255.1 ribosomal L11 methyltransferase [Chlorella sorokiniana]
OG0006377	KAI3426509.1 hypothetical protein D9Q98_008874 [Chlorella vulgaris]	PRW45263.1 expressed protein isoform B [Chlorella sorokiniana], PRW45264.1 expressed protein isoform A [Chlorella sorokiniana]
OG0006378	KAI3424804.1 hypothetical protein D9Q98_008190 [Chlorella vulgaris]	PRW45333.1 hypothetical protein C2E21_5989 [Chlorella sorokiniana]
OG0006379	KAI3425023.1 hypothetical protein D9Q98_008404 [Chlorella vulgaris]	PRW45336.1 E3 ubiquitin- ligase SDIR1 isoform X1 [Chlorella sorokiniana]
OG0006380	KAI3424887.1 hypothetical protein D9Q98_008271 [Chlorella vulgaris]	PRW45399.1 hypothetical protein C2E21_5929 [Chlorella sorokiniana]
OG0006381	KAI3428045.1 hypothetical protein D9Q98_006431 [Chlorella vulgaris]	PRW45439.1 di-N-acetylchitobiase [Chlorella sorokiniana]
OG0006382	KAI3424809.1 hypothetical protein D9Q98_008195 [Chlorella vulgaris]	PRW45441.1 Centrosomal of 120 kDa [Chlorella sorokiniana]
OG0006383	KAI3424740.1 hypothetical protein D9Q98_008129 [Chlorella vulgaris]	PRW45462.1 hypothetical protein C2E21_6046 [Chlorella sorokiniana]
OG0006384	KAI3425039.1 hypothetical protein D9Q98_008417 [Chlorella vulgaris]	PRW45543.1 hypothetical protein C2E21_5785 [Chlorella sorokiniana]
OG0006385	KAI3424841.1 hypothetical protein D9Q98_008227 [Chlorella vulgaris]	PRW45545.1 DEAD DEAH box helicase [Chlorella sorokiniana]
OG0006386	KAI3423021.1 hypothetical protein D9Q98_010705 [Chlorella vulgaris], KAI3438959.1 hypothetical protein D9Q98_001373 [Chlorella vulgaris]	PRW45559.1 squamosa promoter-binding 3 [Chlorella sorokiniana], PRW59371.1 squamosa promoter binding [Chlorella sorokiniana]
OG0006387	KAI3424226.1 hypothetical protein D9Q98_009582 [Chlorella vulgaris], KAI3424914.1 hypothetical protein D9Q98_008298 [Chlorella vulgaris]	PRW45567.1 hypothetical protein C2E21_5916 [Chlorella sorokiniana]
OG0006388	KAI3432402.1 hypothetical protein D9Q98_003958 [Chlorella vulgaris]	PRW45584.1 hypothetical protein C2E21_5812 [Chlorella sorokiniana], PRW61201.1 zinc finger and BTB domain-containing 24 [Chlorella sorokiniana]
OG0006390	KAI3424795.1 hypothetical protein D9Q98_008182 [Chlorella vulgaris], KAI3424796.1 hypothetical protein D9Q98_008182 [Chlorella vulgaris]	PRW45648.1 hypothetical protein C2E21_6003 [Chlorella sorokiniana]
OG0006392	KAI3424723.1 hypothetical protein D9Q98_008112 [Chlorella vulgaris]	PRW45672.1 transcription factor [Chlorella sorokiniana]
OG0006393	KAI3438091.1 hypothetical protein D9Q98_000533 [Chlorella vulgaris]	PRW50820.1 pyridoxamine 5 -phosphate oxidase [Chlorella sorokiniana]
OG0006394	KAI3427221.1 hypothetical protein D9Q98_007156 [Chlorella vulgaris]	PRW50870.1 ubiquitin-conjugating enzyme E2 T [Chlorella sorokiniana]
OG0006395	KAI3426942.1 hypothetical protein D9Q98_006886 [Chlorella vulgaris]	PRW50893.1 A designed full consensus [Chlorella sorokiniana]
OG0006396	KAI3423825.1 hypothetical protein D9Q98_009661 [Chlorella vulgaris], KAI3426963.1 hypothetical protein D9Q98_006907 [Chlorella vulgaris]	PRW50918.1 serine endopeptidase [Chlorella sorokiniana]
OG0006397	KAI3427098.1 hypothetical protein D9Q98_007037 [Chlorella vulgaris]	PRW50921.1 hypothetical protein C2E21_5461 [Chlorella sorokiniana]
OG0006398	KAI3426975.1 hypothetical protein D9Q98_006919 [Chlorella vulgaris]	PRW50932.1 rRNA methyltransferase [Chlorella sorokiniana]
OG0006399	KAI3427170.1 hypothetical protein D9Q98_007107 [Chlorella vulgaris]	PRW50947.1 RNA-binding [Chlorella sorokiniana]
OG0006400	KAI3426995.1 hypothetical protein D9Q98_006939 [Chlorella vulgaris]	PRW50948.1 zinc finger MYND domain-containing 15-like [Chlorella sorokiniana]
OG0006401	KAI3427201.1 hypothetical protein D9Q98_007137 [Chlorella vulgaris], KAI3427202.1 hypothetical protein D9Q98_007138 [Chlorella vulgaris]	PRW50988.1 membrane-associated s in eicosanoid and glutathione metabolism [Chlorella sorokiniana]
OG0006403	KAI3428368.1 hypothetical protein D9Q98_006748 [Chlorella vulgaris]	PRW51105.1 hypothetical protein C2E21_5648 [Chlorella sorokiniana], PRW51104.1 hypothetical protein C2E21_5648 [Chlorella sorokiniana]
OG0006404	KAI3426927.1 hypothetical protein D9Q98_006871 [Chlorella vulgaris]	PRW51111.1 calcium-binding hemolysin isoform A [Chlorella sorokiniana], PRW51112.1 calcium-binding hemolysin isoform B [Chlorella sorokiniana]
OG0006405	KAI3426884.1 hypothetical protein D9Q98_006830 [Chlorella vulgaris]	PRW51133.1 Glutathione S-transferase theta-2B [Chlorella sorokiniana]
OG0006406	KAI3427092.1 hypothetical protein D9Q98_007031 [Chlorella vulgaris]	PRW51171.1 endo alpha-1_4 polygalactosaminidase [Chlorella sorokiniana]
OG0006407	KAI3436870.1 hypothetical protein D9Q98_006280 [Chlorella vulgaris]	PRW55896.1 carbonic anhydrase [Chlorella sorokiniana]
OG0006408	KAI3429859.1 hypothetical protein D9Q98_010170 [Chlorella vulgaris]	PRW55903.1 hypothetical protein C2E21_4992 [Chlorella sorokiniana], PRW57162.1 hypothetical protein C2E21_3905 [Chlorella sorokiniana]
OG0006409	KAI3436828.1 hypothetical protein D9Q98_006238 [Chlorella vulgaris]	PRW55934.1 choline kinase [Chlorella sorokiniana]
OG0006410	KAI3436520.1 hypothetical protein D9Q98_005937 [Chlorella vulgaris]	PRW55964.1 peptidyl-prolyl cis-trans isomerase chloroplastic [Chlorella sorokiniana]
OG0006411	KAI3436604.1 hypothetical protein D9Q98_006021 [Chlorella vulgaris], KAI3433346.1 hypothetical protein D9Q98_003164 [Chlorella vulgaris]	PRW55980.1 hypothetical protein C2E21_5123 [Chlorella sorokiniana]
OG0006412	KAI3436426.1 hypothetical protein D9Q98_005843 [Chlorella vulgaris]	PRW55984.1 GRAM domain-containing 1A isoform X2 [Chlorella sorokiniana]
OG0006413	KAI3436612.1 hypothetical protein D9Q98_006029 [Chlorella vulgaris]	PRW56056.1 A-kinase anchor 7 isoform gamma [Chlorella sorokiniana]
OG0006414	KAI3436618.1 hypothetical protein D9Q98_006035 [Chlorella vulgaris]	PRW56060.1 hypothetical protein C2E21_5110 [Chlorella sorokiniana]
OG0006415	KAI3436600.1 hypothetical protein D9Q98_006017 [Chlorella vulgaris]	PRW56069.1 testis-expressed sequence 9 isoform X2 [Chlorella sorokiniana]
OG0006416	KAI3436497.1 hypothetical protein D9Q98_005914 [Chlorella vulgaris]	PRW56120.1 Mitochondrial import inner membrane translocase subunit tim-10 isoform 1 [Chlorella sorokiniana]
OG0006417	KAI3436653.1 hypothetical protein D9Q98_006069 [Chlorella vulgaris]	PRW56134.1 hypothetical protein C2E21_5068 [Chlorella sorokiniana]
OG0006418	KAI3436737.1 hypothetical protein D9Q98_006152 [Chlorella vulgaris]	PRW56185.1 hypothetical protein C2E21_4999 [Chlorella sorokiniana]
OG0006419	KAI3436660.1 hypothetical protein D9Q98_006076 [Chlorella vulgaris]	PRW59106.1 hypothetical protein C2E21_2528 [Chlorella sorokiniana], PRW56190.1 hypothetical protein C2E21_4917 [Chlorella sorokiniana]
OG0006421	KAI3436595.1 hypothetical protein D9Q98_006012 [Chlorella vulgaris]	PRW56208.1 MAG2-interacting 2 [Chlorella sorokiniana]
OG0006422	KAI3436523.1 hypothetical protein D9Q98_005940 [Chlorella vulgaris]	PRW56297.1 RAP domain [Chlorella sorokiniana]
OG0006423	KAI3436703.1 hypothetical protein D9Q98_006118 [Chlorella vulgaris]	PRW56324.1 phytoene dehydrogenase [Chlorella sorokiniana]
OG0006424	KAI3436768.1 hypothetical protein D9Q98_006180 [Chlorella vulgaris]	PRW56334.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Chlorella sorokiniana]
OG0006425	KAI3428008.1 hypothetical protein D9Q98_006394 [Chlorella vulgaris]	PRW56512.1 Sulfotransferase domain [Chlorella sorokiniana]
OG0006426	KAI3428036.1 hypothetical protein D9Q98_006422 [Chlorella vulgaris]	PRW56560.1 S-adenosyl-L-methionine-dependent methyltransferase domain-containing [Chlorella sorokiniana]
OG0006427	KAI3428218.1 hypothetical protein D9Q98_006598 [Chlorella vulgaris]	PRW56570.1 Nuclear-interacting partner of ALK [Chlorella sorokiniana]
OG0006428	KAI3428038.1 hypothetical protein D9Q98_006424 [Chlorella vulgaris]	PRW56579.1 peptidase S49 [Chlorella sorokiniana]
OG0006429	KAI3427972.1 hypothetical protein D9Q98_006362 [Chlorella vulgaris]	PRW56643.1 hypothetical protein C2E21_4461 [Chlorella sorokiniana]
OG0006430	KAI3427916.1 hypothetical protein D9Q98_006308 [Chlorella vulgaris]	PRW56702.1 kinesin K39 isoform B [Chlorella sorokiniana], PRW56701.1 kinesin K39 isoform A [Chlorella sorokiniana]
OG0006431	KAI3428221.1 hypothetical protein D9Q98_006601 [Chlorella vulgaris]	PRW56727.1 SAGA-associated factor 11 [Chlorella sorokiniana]
OG0006432	KAI3428075.1 hypothetical protein D9Q98_006459 [Chlorella vulgaris]	PRW56824.1 ribulose-1_5 bisphosphate carboxylase oxygenase large subunit N- chloroplastic [Chlorella sorokiniana]
OG0006433	KAI3428215.1 hypothetical protein D9Q98_006595 [Chlorella vulgaris]	PRW56864.1 mono [ADP-ribose] polymerase PARP16 [Chlorella sorokiniana]
OG0006434	KAI3437865.1 hypothetical protein D9Q98_000311 [Chlorella vulgaris]	PRW56990.1 cobalamin-binding [Chlorella sorokiniana]
OG0006435	KAI3437849.1 hypothetical protein D9Q98_000295 [Chlorella vulgaris]	PRW57031.1 UPF0544 C5orf45-like protein [Chlorella sorokiniana]
OG0006436	KAI3437887.1 hypothetical protein D9Q98_000332 [Chlorella vulgaris]	PRW57086.1 Testis-expressed sequence 30 [Chlorella sorokiniana]
OG0006438	KAI3438217.1 hypothetical protein D9Q98_000654 [Chlorella vulgaris]	PRW57123.1 MATE family efflux transporter [Chlorella sorokiniana]
OG0006439	KAI3438173.1 hypothetical protein D9Q98_000610 [Chlorella vulgaris]	PRW57165.1 zinc finger HIT domain-containing 2 [Chlorella sorokiniana]
OG0006440	KAI3438177.1 hypothetical protein D9Q98_000614 [Chlorella vulgaris]	PRW57204.1 acidic leucine-rich nuclear phospho 32 family member A isoform B [Chlorella sorokiniana], PRW57203.1 acidic leucine-rich nuclear phospho 32 family member A isoform A [Chlorella sorokiniana]
OG0006441	KAI3438205.1 hypothetical protein D9Q98_000642 [Chlorella vulgaris]	PRW57261.1 hypothetical protein C2E21_3934 [Chlorella sorokiniana]
OG0006442	KAI3437793.1 hypothetical protein D9Q98_000240 [Chlorella vulgaris]	PRW57287.1 centrosomal of 131 kDa isoform X1 [Chlorella sorokiniana]
OG0006443	KAI3438242.1 hypothetical protein D9Q98_000679 [Chlorella vulgaris]	PRW57310.1 chaperone dnaJ [Chlorella sorokiniana]
OG0006444	KAI3437804.1 hypothetical protein D9Q98_000251 [Chlorella vulgaris]	PRW57321.1 conserved domain [Chlorella sorokiniana]
OG0006445	KAI3437835.1 hypothetical protein D9Q98_000281 [Chlorella vulgaris]	PRW57338.1 mitochondrial presequence translocase subunit Tim44 [Chlorella sorokiniana]
OG0006446	KAI3438323.1 hypothetical protein D9Q98_000757 [Chlorella vulgaris]	PRW57342.1 hypothetical protein C2E21_3821 [Chlorella sorokiniana]
OG0006447	KAI3438397.1 hypothetical protein D9Q98_000829 [Chlorella vulgaris]	PRW57361.1 putative 18S rRNA _guanine-N_7__-methyltransferase [Chlorella sorokiniana]
OG0006448	KAI3438080.1 hypothetical protein D9Q98_000522 [Chlorella vulgaris]	PRW57424.1 GPI ethanolamine phosphate transferase 3 [Chlorella sorokiniana]
OG0006449	KAI3438141.1 hypothetical protein D9Q98_000582 [Chlorella vulgaris]	PRW57426.1 hypothetical protein C2E21_3991 [Chlorella sorokiniana]
OG0006450	KAI3438000.1 hypothetical protein D9Q98_000443 [Chlorella vulgaris]	PRW57431.1 pentatricopeptide repeat-containing chloroplastic [Chlorella sorokiniana]
OG0006451	KAI3438162.1 hypothetical protein D9Q98_000599 [Chlorella vulgaris]	PRW57469.1 galactose oxidase [Chlorella sorokiniana]
OG0006452	KAI3438210.1 hypothetical protein D9Q98_000647 [Chlorella vulgaris]	PRW57479.1 seipin isoform X2 [Chlorella sorokiniana]
OG0006453	KAI3437860.1 hypothetical protein D9Q98_000306 [Chlorella vulgaris]	PRW57482.1 hypothetical protein C2E21_4287 [Chlorella sorokiniana]
OG0006454	KAI3438299.1 hypothetical protein D9Q98_000733 [Chlorella vulgaris]	PRW57501.1 metallothiol transferase [Chlorella sorokiniana]
OG0006455	KAI3433689.1 hypothetical protein D9Q98_003498 [Chlorella vulgaris]	PRW57542.1 glutathione S-transferase [Chlorella sorokiniana]
OG0006457	KAI3425844.1 hypothetical protein D9Q98_007818 [Chlorella vulgaris]	PRW57615.1 TPR repeat-containing [Chlorella sorokiniana]
OG0006458	KAI3425833.1 hypothetical protein D9Q98_007808 [Chlorella vulgaris]	PRW57621.1 U-box domain-containing 11-like [Chlorella sorokiniana]
OG0006459	KAI3425916.1 hypothetical protein D9Q98_007888 [Chlorella vulgaris]	PRW57628.1 peptidase [Chlorella sorokiniana], PRW57679.1 hypothetical protein C2E21_3568 [Chlorella sorokiniana]
OG0006460	KAI3434775.1 hypothetical protein D9Q98_002835 [Chlorella vulgaris]	PRW57733.1 Fork head transcription factor 1 [Chlorella sorokiniana]
OG0006461	KAI3434676.1 hypothetical protein D9Q98_002740 [Chlorella vulgaris]	PRW57768.1 flagellar associated [Chlorella sorokiniana]
OG0006462	KAI3434609.1 hypothetical protein D9Q98_002677 [Chlorella vulgaris]	PRW57806.1 DUF971 family [Chlorella sorokiniana]
OG0006463	KAI3425692.1 hypothetical protein D9Q98_007669 [Chlorella vulgaris]	PRW57874.1 squamosa promoter binding [Chlorella sorokiniana]
OG0006464	KAI3425901.1 hypothetical protein D9Q98_007874 [Chlorella vulgaris]	PRW57875.1 transcription initiation factor TFIID subunit 5 [Chlorella sorokiniana]
OG0006465	KAI3424316.1 hypothetical protein D9Q98_009869 [Chlorella vulgaris], KAI3425745.1 hypothetical protein D9Q98_007721 [Chlorella vulgaris], KAI3431849.1 hypothetical protein D9Q98_010601 [Chlorella vulgaris]	PRW57880.1 hypothetical protein C2E21_3737 [Chlorella sorokiniana]
