Orthogroup	Micractinium_SAG24180	Auxenochlorella_protothecoides
OG0003952	PSC70844.1 hypothetical protein C2E20_5686 [Micractinium conductrix]	RMZ56584.1 hypothetical protein APUTEX25_001431 [Auxenochlorella protothecoides]
OG0003953	PSC76377.1 hypothetical protein C2E20_0552 [Micractinium conductrix]	RMZ56586.1 hypothetical protein APUTEX25_003496 [Auxenochlorella protothecoides]
OG0003955	PSC71197.1 transcription initiation factor IIF subunit beta [Micractinium conductrix]	RMZ56597.1 hypothetical protein APUTEX25_004761 [Auxenochlorella protothecoides]
OG0003956	PSC75774.1 hypothetical protein C2E20_1262 [Micractinium conductrix], PSC74638.1 DNA-3-methyladenine glycosylase [Micractinium conductrix]	RMZ56616.1 hypothetical protein APUTEX25_002705 [Auxenochlorella protothecoides]
OG0003957	PSC75166.1 Hemolysin-type calcium-binding region [Micractinium conductrix], PSC67300.1 rf-129 peptide [Micractinium conductrix]	RMZ56639.1 hypothetical protein APUTEX25_002728 [Auxenochlorella protothecoides]
OG0003958	PSC74922.1 putative rRNA-processing EBP2-like protein [Micractinium conductrix]	RMZ56648.1 hypothetical protein APUTEX25_002737 [Auxenochlorella protothecoides]
OG0003959	PSC71431.1 condensin complex subunit 3 [Micractinium conductrix]	RMZ56649.1 hypothetical protein APUTEX25_002738_ partial [Auxenochlorella protothecoides]
OG0003960	PSC69818.1 L-asparaginase 1 [Micractinium conductrix]	RMZ56660.1 hypothetical protein APUTEX25_002749 [Auxenochlorella protothecoides]
OG0003961	PSC71427.1 ATP synthase mitochondrial F1 complex assembly factor 2 [Micractinium conductrix]	RMZ56662.1 hypothetical protein APUTEX25_002751 [Auxenochlorella protothecoides]
OG0003962	PSC67463.1 hypothetical protein C2E20_8855 [Micractinium conductrix]	RMZ56668.1 hypothetical protein APUTEX25_002757 [Auxenochlorella protothecoides]
OG0003963	PSC74742.1 Methylcrotonoyl-carboxylase subunit mitochondrial [Micractinium conductrix]	RMZ56669.1 hypothetical protein APUTEX25_002758_ partial [Auxenochlorella protothecoides]
OG0003965	PSC69791.1 Eukaryotic initiation factor iso-4F subunit p82-34 [Micractinium conductrix]	RMZ56687.1 hypothetical protein APUTEX25_002776_ partial [Auxenochlorella protothecoides]
OG0003966	PSC77062.1 hypothetical protein C2E20_0521 [Micractinium conductrix]	RMZ56697.1 hypothetical protein APUTEX25_002786 [Auxenochlorella protothecoides]
OG0003967	PSC71510.1 sulfotransferase [Micractinium conductrix]	RMZ56701.1 hypothetical protein APUTEX25_002790 [Auxenochlorella protothecoides]
OG0003968	PSC74653.1 hypothetical protein C2E20_2385 [Micractinium conductrix]	RMZ56706.1 hypothetical protein APUTEX25_002795 [Auxenochlorella protothecoides]
OG0003969	PSC71258.1 Lipoxygenase y domain-containing 1 [Micractinium conductrix]	RMZ56711.1 hypothetical protein APUTEX25_002800_ partial [Auxenochlorella protothecoides]
OG0003970	PSC76870.1 Serine threonine kinase [Micractinium conductrix]	RMZ56718.1 hypothetical protein APUTEX25_002807_ partial [Auxenochlorella protothecoides]
OG0003971	PSC71396.1 ferredoxin-thioredoxin reductase catalytic chloroplastic [Micractinium conductrix]	RMZ56723.1 hypothetical protein APUTEX25_002812 [Auxenochlorella protothecoides]
OG0003972	PSC70985.1 short-chain dehydrogenase [Micractinium conductrix]	RMZ56736.1 hypothetical protein APUTEX25_002825_ partial [Auxenochlorella protothecoides]
OG0003973	PSC70888.1 trafficking particle complex subunit 4-like [Micractinium conductrix]	RMZ56747.1 hypothetical protein APUTEX25_002836 [Auxenochlorella protothecoides]
OG0003974	PSC70185.1 hypothetical protein C2E20_6264 [Micractinium conductrix]	RMZ56766.1 hypothetical protein APUTEX25_002855 [Auxenochlorella protothecoides]
OG0003975	PSC71395.1 hypothetical protein C2E20_5367 [Micractinium conductrix]	RMZ56772.1 hypothetical protein APUTEX25_002861 [Auxenochlorella protothecoides]
OG0003976	PSC69769.1 FLUORESCENT IN BLUE chloroplastic [Micractinium conductrix]	RMZ56773.1 hypothetical protein APUTEX25_002862 [Auxenochlorella protothecoides]
OG0003978	PSC70229.1 plant F21F14-40 [Micractinium conductrix]	RMZ56789.1 hypothetical protein APUTEX25_002878 [Auxenochlorella protothecoides]
OG0003979	PSC69831.1 Ankyrin repeat and zinc finger domain-containing 1 [Micractinium conductrix]	RMZ56794.1 hypothetical protein APUTEX25_002883 [Auxenochlorella protothecoides]
OG0003980	PSC71442.1 thioredoxin chloroplastic [Micractinium conductrix]	RMZ56804.1 hypothetical protein APUTEX25_002893 [Auxenochlorella protothecoides]
OG0003981	PSC71373.1 FACT complex subunit SSRP1 [Micractinium conductrix]	RMZ56805.1 hypothetical protein APUTEX25_002894 [Auxenochlorella protothecoides]
OG0003983	PSC68046.1 ABC transporter G family member 28-like [Micractinium conductrix]	RMZ56816.1 hypothetical protein APUTEX25_002905 [Auxenochlorella protothecoides]
OG0003984	PSC69780.1 pre translocase secY subunit [Micractinium conductrix]	RMZ56820.1 hypothetical protein APUTEX25_002909 [Auxenochlorella protothecoides]
OG0003985	PSC67461.1 hypothetical protein C2E20_8854 [Micractinium conductrix]	RMZ56822.1 hypothetical protein APUTEX25_002911 [Auxenochlorella protothecoides]
OG0003986	PSC73040.1 hypothetical protein C2E20_3653 [Micractinium conductrix]	RMZ56823.1 hypothetical protein APUTEX25_002912 [Auxenochlorella protothecoides]
OG0003987	PSC74765.1 Methylglutaconyl-mitochondrial [Micractinium conductrix]	RMZ56838.1 hypothetical protein APUTEX25_002927 [Auxenochlorella protothecoides]
OG0003988	PSC69715.1 ATP-dependent DNA helicase Q-like 5 [Micractinium conductrix]	RMZ56842.1 hypothetical protein APUTEX25_002931_ partial [Auxenochlorella protothecoides]
OG0003989	PSC74712.1 MEKHLA domain-containing [Micractinium conductrix]	RMZ56855.1 hypothetical protein APUTEX25_002944 [Auxenochlorella protothecoides]
OG0003990	PSC75013.1 V-type proton ATPase subunit E2-like [Micractinium conductrix]	RMZ56878.1 hypothetical protein APUTEX25_002967 [Auxenochlorella protothecoides]
OG0003991	PSC69759.1 acetyl-carboxylase biotin carboxyl carrier subunit [Micractinium conductrix]	RMZ56881.1 hypothetical protein APUTEX25_002970 [Auxenochlorella protothecoides]
OG0003992	PSC71312.1 ACT domain-containing ACR9-like [Micractinium conductrix]	RMZ56900.1 hypothetical protein APUTEX25_002989 [Auxenochlorella protothecoides]
OG0003993	PSC71353.1 NEDD8-specific protease 1 [Micractinium conductrix]	RMZ56904.1 hypothetical protein APUTEX25_002993 [Auxenochlorella protothecoides]
OG0003994	PSC76935.1 translation initiation factor IF-2 [Micractinium conductrix], PSC72314.1 30S ribosomal S21 [Micractinium conductrix]	RMZ56912.1 hypothetical protein APUTEX25_004974 [Auxenochlorella protothecoides]
OG0003996	PSC68230.1 Autophagy-related 9 [Micractinium conductrix]	RMZ56929.1 hypothetical protein APUTEX25_004991 [Auxenochlorella protothecoides]
OG0003997	PSC70205.1 Cytochrome P450 [Micractinium conductrix]	RMZ56932.1 hypothetical protein APUTEX25_004994_ partial [Auxenochlorella protothecoides]
OG0003998	PSC75286.1 DNA repair endonuclease UVH1 [Micractinium conductrix]	RMZ56934.1 hypothetical protein APUTEX25_004996_ partial [Auxenochlorella protothecoides]
OG0003999	PSC75989.1 translational inhibitor [Micractinium conductrix]	RMZ56935.1 hypothetical protein APUTEX25_004997_ partial [Auxenochlorella protothecoides]
OG0004000	PSC70983.1 pre-rRNA processing [Micractinium conductrix]	RMZ56937.1 hypothetical protein APUTEX25_004999 [Auxenochlorella protothecoides]
OG0004001	PSC72227.1 reticulon B2 [Micractinium conductrix]	RMZ56940.1 hypothetical protein APUTEX25_005002 [Auxenochlorella protothecoides]
OG0004002	PSC71389.1 ATPase family AAA domain-containing protein [Micractinium conductrix]	RMZ56943.1 hypothetical protein APUTEX25_005005_ partial [Auxenochlorella protothecoides]
OG0004003	PSC75249.1 hypothetical protein C2E20_1524 [Micractinium conductrix]	RMZ56944.1 hypothetical protein APUTEX25_005006_ partial [Auxenochlorella protothecoides]
OG0004004	PSC68049.1 DNA-directed RNA polymerase II subunit 4 [Micractinium conductrix]	RMZ56948.1 hypothetical protein APUTEX25_005010 [Auxenochlorella protothecoides]
OG0004005	PSC75399.1 Photosystem I reaction center subunit chloroplastic [Micractinium conductrix]	RMZ56964.1 hypothetical protein APUTEX25_005026 [Auxenochlorella protothecoides]
OG0004006	PSC75544.1 zinc finger CCCH domain-containing 17 [Micractinium conductrix]	RMZ56974.1 hypothetical protein APUTEX25_005036 [Auxenochlorella protothecoides]
OG0004007	PSC72289.1 transportin-3 isoform X1 [Micractinium conductrix]	RMZ56980.1 hypothetical protein APUTEX25_005042 [Auxenochlorella protothecoides]
OG0004008	PSC75871.1 4-hydroxybenzoate polyprenyl transferase [Micractinium conductrix]	RMZ56986.1 hypothetical protein APUTEX25_005048_ partial [Auxenochlorella protothecoides]
OG0004009	PSC75607.1 Ubiquitin-conjugating enzyme E2 variant 1C [Micractinium conductrix]	RMZ56987.1 hypothetical protein APUTEX25_005049 [Auxenochlorella protothecoides]
OG0004010	PSC75571.1 Structural constituent of nuclear pore isoform 1 [Micractinium conductrix]	RMZ56988.1 hypothetical protein APUTEX25_005050_ partial [Auxenochlorella protothecoides]
OG0004011	PSC75975.1 hypothetical protein C2E20_1456 [Micractinium conductrix]	RMZ56989.1 hypothetical protein APUTEX25_005051_ partial [Auxenochlorella protothecoides]
OG0004012	PSC72250.1 peptidyl-tRNA hydrolase mitochondrial [Micractinium conductrix]	RMZ56992.1 hypothetical protein APUTEX25_005054 [Auxenochlorella protothecoides]
OG0004013	PSC75517.1 nuclear mitotic apparatus 1 [Micractinium conductrix]	RMZ56994.1 hypothetical protein APUTEX25_005056 [Auxenochlorella protothecoides]
OG0004014	PSC71648.1 mitochondrial inner membrane OXA1 [Micractinium conductrix]	RMZ57000.1 hypothetical protein APUTEX25_002232_ partial [Auxenochlorella protothecoides]
OG0004015	PSC73820.1 mRNA turnover 4-like protein [Micractinium conductrix]	RMZ57009.1 hypothetical protein APUTEX25_002241 [Auxenochlorella protothecoides]
OG0004016	PSC71871.1 biotin-[acetyl-carboxylase] ligase [Micractinium conductrix]	RMZ57012.1 hypothetical protein APUTEX25_002244_ partial [Auxenochlorella protothecoides]
OG0004017	PSC71630.1 50S ribosomal L10 [Micractinium conductrix]	RMZ57022.1 hypothetical protein APUTEX25_002254 [Auxenochlorella protothecoides]
OG0004018	PSC73614.1 deoxycytidine kinase [Micractinium conductrix]	RMZ57029.1 hypothetical protein APUTEX25_002261 [Auxenochlorella protothecoides]
OG0004019	PSC76865.1 band 7 [Micractinium conductrix]	RMZ57047.1 hypothetical protein APUTEX25_002279 [Auxenochlorella protothecoides]
OG0004020	PSC76074.1 Hydroxyacyl-thioester dehydratase type mitochondrial [Micractinium conductrix]	RMZ57050.1 hypothetical protein APUTEX25_002282 [Auxenochlorella protothecoides]
OG0004021	PSC74700.1 Translation initiation factor eIF-2B subunit epsilon [Micractinium conductrix]	RMZ57056.1 hypothetical protein APUTEX25_002288 [Auxenochlorella protothecoides]
OG0004022	PSC71562.1 phosphoribosylamine-glycine ligase isoform B [Micractinium conductrix], PSC71561.1 phosphoribosylamine-glycine ligase isoform A [Micractinium conductrix]	RMZ57070.1 hypothetical protein APUTEX25_002302 [Auxenochlorella protothecoides]
OG0004023	PSC75413.1 hypothetical protein C2E20_1198 [Micractinium conductrix]	RMZ57071.1 hypothetical protein APUTEX25_002303 [Auxenochlorella protothecoides]
OG0004024	PSC70901.1 DNA polymerase epsilon subunit 3 [Micractinium conductrix]	RMZ57074.1 hypothetical protein APUTEX25_002306_ partial [Auxenochlorella protothecoides]
OG0004025	PSC73550.1 seed maturation [Micractinium conductrix]	RMZ57079.1 hypothetical protein APUTEX25_002311 [Auxenochlorella protothecoides]
OG0004026	PSC71494.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Micractinium conductrix]	RMZ57085.1 hypothetical protein APUTEX25_002317 [Auxenochlorella protothecoides]
OG0004027	PSC73716.1 heat shock 70 [Micractinium conductrix]	RMZ57090.1 hypothetical protein APUTEX25_002322 [Auxenochlorella protothecoides]
OG0004028	PSC73767.1 putative NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 [Micractinium conductrix]	RMZ57114.1 hypothetical protein APUTEX25_002346_ partial [Auxenochlorella protothecoides]
OG0004029	PSC74789.1 2-succinylbenzoate-chloroplastic peroxisomal [Micractinium conductrix]	RMZ57115.1 hypothetical protein APUTEX25_002347 [Auxenochlorella protothecoides]
OG0004030	PSC71498.1 replication A 32 kDa subunit [Micractinium conductrix]	RMZ57122.1 hypothetical protein APUTEX25_002354 [Auxenochlorella protothecoides]
OG0004031	PSC75508.1 nuclear pore complex NUP93A-like [Micractinium conductrix]	RMZ57123.1 hypothetical protein APUTEX25_002355_ partial [Auxenochlorella protothecoides]
OG0004032	PSC73790.1 hypothetical protein C2E20_3044 [Micractinium conductrix]	RMZ57126.1 hypothetical protein APUTEX25_002358_ partial [Auxenochlorella protothecoides], RMZ57726.1 hypothetical protein APUTEX25_001725_ partial [Auxenochlorella protothecoides]
OG0004033	PSC71012.1 helicase and polymerase-containing TEBICHI-like isoform X1_ partial [Micractinium conductrix]	RMZ57141.1 hypothetical protein APUTEX25_003598_ partial [Auxenochlorella protothecoides]
OG0004034	PSC68858.1 hypothetical protein C2E20_7570 [Micractinium conductrix], PSC68859.1 hypothetical protein C2E20_7570 [Micractinium conductrix]	RMZ57156.1 hypothetical protein APUTEX25_003990 [Auxenochlorella protothecoides]
OG0004035	PSC75028.1 chloride channel CLC-e [Micractinium conductrix]	RMZ57181.1 hypothetical protein APUTEX25_004015_ partial [Auxenochlorella protothecoides]
OG0004036	PSC70515.1 nudix hydrolase chloroplastic-like isoform X1 [Micractinium conductrix]	RMZ57186.1 hypothetical protein APUTEX25_004020 [Auxenochlorella protothecoides]
OG0004037	PSC68885.1 autophagy 5 [Micractinium conductrix], PSC68877.1 autophagy 5 [Micractinium conductrix]	RMZ57193.1 hypothetical protein APUTEX25_004027 [Auxenochlorella protothecoides]
OG0004038	PSC67545.1 exosome complex component RRP42 [Micractinium conductrix]	RMZ57194.1 hypothetical protein APUTEX25_004028 [Auxenochlorella protothecoides]
OG0004039	PSC73668.1 enkurin [Micractinium conductrix]	RMZ57195.1 hypothetical protein APUTEX25_004029 [Auxenochlorella protothecoides]
OG0004040	PSC75396.1 DNA annealing helicase and endonuclease ZRANB3 [Micractinium conductrix]	RMZ57207.1 hypothetical protein APUTEX25_004041 [Auxenochlorella protothecoides]
OG0004041	PSC68945.1 nitrilase cyanide hydratase and apolipo N-acyltransferase family [Micractinium conductrix]	RMZ57208.1 hypothetical protein APUTEX25_004042 [Auxenochlorella protothecoides]
OG0004042	PSC74905.1 LOW PSII ACCUMULATION chloroplastic [Micractinium conductrix]	RMZ57225.1 hypothetical protein APUTEX25_004059_ partial [Auxenochlorella protothecoides]
OG0004043	PSC68431.1 Ubiquitin fusion degradation 1 [Micractinium conductrix]	RMZ57227.1 hypothetical protein APUTEX25_004061 [Auxenochlorella protothecoides]
OG0004044	PSC74813.1 anion-transporting ATPase [Micractinium conductrix]	RMZ57230.1 hypothetical protein APUTEX25_004064_ partial [Auxenochlorella protothecoides]
OG0004045	PSC70939.1 hypothetical protein C2E20_5662 [Micractinium conductrix], PSC70909.1 BNR repeat domain [Micractinium conductrix], PSC73971.1 RNA-binding 34 [Micractinium conductrix]	RMZ57245.1 hypothetical protein APUTEX25_004079 [Auxenochlorella protothecoides]
OG0004046	PSC67308.1 phosphoglucan phosphatase chloroplastic [Micractinium conductrix]	RMZ57246.1 hypothetical protein APUTEX25_004080 [Auxenochlorella protothecoides]
OG0004047	PSC68392.1 putative prolyl 4-hydroxylase 10 isoform B [Micractinium conductrix], PSC68393.1 putative prolyl 4-hydroxylase 10 isoform A [Micractinium conductrix]	RMZ57247.1 hypothetical protein APUTEX25_004081 [Auxenochlorella protothecoides]
OG0004048	PSC73119.1 Ribokinase [Micractinium conductrix]	RMZ57258.1 hypothetical protein APUTEX25_004092_ partial [Auxenochlorella protothecoides]
OG0004049	PSC72469.1 Endonuclease exonuclease phosphatase domain-containing [Micractinium conductrix]	RMZ57266.1 hypothetical protein APUTEX25_004100_ partial [Auxenochlorella protothecoides]
OG0004050	PSC68340.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform X1 [Micractinium conductrix]	RMZ57274.1 hypothetical protein APUTEX25_004108 [Auxenochlorella protothecoides]
OG0004051	PSC73064.1 Coiled-coil domain-containing 77 [Micractinium conductrix]	RMZ57300.1 hypothetical protein APUTEX25_004134_ partial [Auxenochlorella protothecoides]
OG0004052	PSC68889.1 Cytochrome b-c1 complex subunit 7 [Micractinium conductrix]	RMZ57305.1 hypothetical protein APUTEX25_004139 [Auxenochlorella protothecoides]
OG0004053	PSC67292.1 Prefoldin subunit 6 [Micractinium conductrix]	RMZ57315.1 hypothetical protein APUTEX25_004149 [Auxenochlorella protothecoides]
OG0004054	PSC68168.1 Transcription factor BTF3 [Micractinium conductrix]	RMZ57323.1 hypothetical protein APUTEX25_004157 [Auxenochlorella protothecoides]
OG0004055	PSC68158.1 Peptidyl-prolyl cis-trans chloroplastic [Micractinium conductrix]	RMZ57335.1 hypothetical protein APUTEX25_004169_ partial [Auxenochlorella protothecoides]
OG0004056	PSC70552.1 Aminomethyltransferase folate-binding domain-containing isoform A [Micractinium conductrix], PSC70551.1 Aminomethyltransferase folate-binding domain-containing isoform B [Micractinium conductrix]	RMZ57340.1 hypothetical protein APUTEX25_004174_ partial [Auxenochlorella protothecoides]
OG0004057	PSC71315.1 SAL1 phosphatase [Micractinium conductrix]	RMZ57364.1 hypothetical protein APUTEX25_004198 [Auxenochlorella protothecoides]
OG0004058	PSC67898.1 Chloride conductance regulatory ICln [Micractinium conductrix]	RMZ57366.1 hypothetical protein APUTEX25_004200 [Auxenochlorella protothecoides]
OG0004059	PSC72471.1 Pentatricopeptide repeat-containing chloroplastic [Micractinium conductrix]	RMZ57379.1 hypothetical protein APUTEX25_004213 [Auxenochlorella protothecoides]
