Orthogroup	Micractinium_SAG24180	Chlorella_VariabilisNC64A
OG0006212	PSC69994.1 P-loop nucleoside triphosphate hydrolase superfamily [Micractinium conductrix]	XP_005844590.1 hypothetical protein CHLNCDRAFT_32508_ partial [Chlorella variabilis]
OG0006213	PSC71181.1 acylamide amidohydrolase [Micractinium conductrix]	XP_005843676.1 hypothetical protein CHLNCDRAFT_140067 [Chlorella variabilis]
OG0006214	PSC76930.1 hypothetical protein C2E20_0555 [Micractinium conductrix]	XP_005848707.1 hypothetical protein CHLNCDRAFT_144359 [Chlorella variabilis]
OG0006215	PSC74735.1 serine threonine-phosphatase PP-X isozyme 2 isoform B [Micractinium conductrix], PSC74736.1 serine threonine-phosphatase PP-X isozyme 2 isoform A [Micractinium conductrix]	XP_005849444.1 hypothetical protein CHLNCDRAFT_57175 [Chlorella variabilis], XP_005847163.1 hypothetical protein CHLNCDRAFT_134935 [Chlorella variabilis]
OG0006216	PSC75671.1 hypothetical protein C2E20_1339 [Micractinium conductrix]	XP_005848938.1 hypothetical protein CHLNCDRAFT_57525 [Chlorella variabilis]
OG0006219	PSC74752.1 chitin synthase 1 [Micractinium conductrix]	XP_005842856.1 hypothetical protein CHLNCDRAFT_142547 [Chlorella variabilis]
OG0006220	PSC74218.1 chitin [Micractinium conductrix]	XP_005845657.1 hypothetical protein CHLNCDRAFT_58525 [Chlorella variabilis]
OG0006222	PSC75970.1 aminoglycoside phosphotransferase [Micractinium conductrix]	XP_005851208.1 expressed protein [Chlorella variabilis]
OG0006223	PSC70153.1 phosphatidylinositol kinase [Micractinium conductrix]	XP_005847680.1 expressed protein [Chlorella variabilis]
OG0006224	PSC68873.1 8-amino-7-oxononanoate synthase [Micractinium conductrix]	XP_005851166.1 expressed protein [Chlorella variabilis]
OG0006228	PSC68916.1 CLR family [Micractinium conductrix]	XP_005846811.1 hypothetical protein CHLNCDRAFT_135374 [Chlorella variabilis]
OG0006230	PSC68391.1 ABC transporter permease [Micractinium conductrix]	XP_005846489.1 hypothetical protein CHLNCDRAFT_135696 [Chlorella variabilis]
OG0006232	PSC71137.1 hypothetical protein C2E20_5569 [Micractinium conductrix]	XP_005842813.1 hypothetical protein CHLNCDRAFT_55633_ partial [Chlorella variabilis], XP_005842810.1 hypothetical protein CHLNCDRAFT_28822_ partial [Chlorella variabilis]
OG0006235	PSC72263.1 glycoside hydrolase [Micractinium conductrix]	XP_005846870.1 hypothetical protein CHLNCDRAFT_52718 [Chlorella variabilis]
OG0006236	PSC69882.1 hypothetical protein C2E20_6631 [Micractinium conductrix]	XP_005847504.1 expressed protein [Chlorella variabilis]
OG0006237	PSC69946.1 NEDD8-conjugating enzyme Ubc12 [Micractinium conductrix]	XP_005847327.1 hypothetical protein CHLNCDRAFT_48229 [Chlorella variabilis]
OG0006238	PSC70956.1 37S ribosomal mitochondrial [Micractinium conductrix]	XP_005847431.1 hypothetical protein CHLNCDRAFT_134325 [Chlorella variabilis]
OG0006239	PSC75359.1 ATPase family AAA domain-containing 1 [Micractinium conductrix]	XP_005849846.1 hypothetical protein CHLNCDRAFT_21117_ partial [Chlorella variabilis]
OG0006241	PSC67108.1 flavincontaining amine [Micractinium conductrix]	XP_005851057.1 hypothetical protein CHLNCDRAFT_49756_ partial [Chlorella variabilis]
OG0006242	PSC73008.1 RAP domain [Micractinium conductrix]	XP_005849375.1 expressed protein [Chlorella variabilis]
OG0006243	PSC69388.1 SAM-dependent methyltransferase [Micractinium conductrix]	XP_005846629.1 hypothetical protein CHLNCDRAFT_135271 [Chlorella variabilis]
OG0006244	PSC69150.1 histone acetyltransferase p300-like isoform X3 [Micractinium conductrix]	XP_005849214.1 hypothetical protein CHLNCDRAFT_51428 [Chlorella variabilis]
OG0006248	PSC75320.1 TSL-kinase interacting 1 isoform X1 isoform B [Micractinium conductrix], PSC75321.1 TSL-kinase interacting 1 isoform X1 isoform A [Micractinium conductrix]	XP_005850213.1 expressed protein [Chlorella variabilis]
OG0006250	PSC70228.1 melanotransferrin [Micractinium conductrix]	XP_005843025.1 hypothetical protein CHLNCDRAFT_59390 [Chlorella variabilis], XP_005843539.1 hypothetical protein CHLNCDRAFT_140150 [Chlorella variabilis]
OG0006251	PSC68466.1 kinase-like [Micractinium conductrix]	XP_005843168.1 hypothetical protein CHLNCDRAFT_141422 [Chlorella variabilis]
OG0006252	PSC72878.1 hypothetical protein C2E20_4081 [Micractinium conductrix]	XP_005850537.1 hypothetical protein CHLNCDRAFT_140404 [Chlorella variabilis], XP_005850538.1 hypothetical protein CHLNCDRAFT_140405 [Chlorella variabilis]
OG0006253	PSC72745.1 serine threonine-kinase EDR1 isoform X1 isoform B [Micractinium conductrix], PSC72746.1 serine threonine-kinase EDR1 isoform X1 isoform A [Micractinium conductrix]	XP_005850782.1 hypothetical protein CHLNCDRAFT_19632 [Chlorella variabilis]
OG0006254	PSC72685.1 Hydroxyproline-rich glyco family [Micractinium conductrix]	XP_005850499.1 hypothetical protein CHLNCDRAFT_56832 [Chlorella variabilis]
OG0006255	PSC72919.1 flagellar inner arm dynein 1 heavy chain beta [Micractinium conductrix]	XP_005850774.1 hypothetical protein CHLNCDRAFT_140263 [Chlorella variabilis]
OG0006256	PSC72748.1 carbamate kinase [Micractinium conductrix]	XP_005850501.1 hypothetical protein CHLNCDRAFT_140326 [Chlorella variabilis]
OG0006257	PSC72920.1 hypothetical protein C2E20_4073 [Micractinium conductrix]	XP_005850824.1 hypothetical protein CHLNCDRAFT_16675_ partial [Chlorella variabilis]
OG0006258	PSC72900.1 single-stranded DNA-binding [Micractinium conductrix]	XP_005850484.1 hypothetical protein CHLNCDRAFT_140280 [Chlorella variabilis]
OG0006261	PSC70803.1 hypothetical protein C2E20_5789 [Micractinium conductrix]	XP_005842921.1 hypothetical protein CHLNCDRAFT_59404 [Chlorella variabilis]
OG0006263	PSC70673.1 Kinesin KIF15 [Micractinium conductrix]	XP_005842920.1 hypothetical protein CHLNCDRAFT_59403 [Chlorella variabilis]
OG0006268	PSC74469.1 histone H1 [Micractinium conductrix]	XP_005843664.1 hypothetical protein CHLNCDRAFT_59805 [Chlorella variabilis]
OG0006273	PSC70055.1 receptor-type [Micractinium conductrix]	XP_005844584.1 hypothetical protein CHLNCDRAFT_138842 [Chlorella variabilis]
OG0006275	PSC67219.1 hypothetical protein C2E20_9087 isoform A [Micractinium conductrix], PSC67220.1 hypothetical protein C2E20_9087 isoform B [Micractinium conductrix]	XP_005842910.1 hypothetical protein CHLNCDRAFT_141852 [Chlorella variabilis]
OG0006278	PSC68775.1 stromal cell-derived factor 2 [Micractinium conductrix]	XP_005843935.1 hypothetical protein CHLNCDRAFT_32836 [Chlorella variabilis]
OG0006279	PSC68777.1 Excitatory amino acid transporter 1 [Micractinium conductrix]	XP_005843923.1 hypothetical protein CHLNCDRAFT_139659 [Chlorella variabilis]
OG0006283	PSC76465.1 progestin and adipoQ receptor family member 4 [Micractinium conductrix]	XP_005848156.1 hypothetical protein CHLNCDRAFT_52154 [Chlorella variabilis]
OG0006285	PSC71698.1 ankyrin repeat [Micractinium conductrix]	XP_005844725.1 expressed protein [Chlorella variabilis]
OG0006286	PSC71828.1 hypothetical protein C2E20_4878 [Micractinium conductrix]	XP_005844691.1 expressed protein [Chlorella variabilis]
OG0006287	PSC71781.1 nuclear pore complex NUP160-like protein [Micractinium conductrix]	XP_005844711.1 hypothetical protein CHLNCDRAFT_138668 [Chlorella variabilis]
OG0006288	PSC74228.1 hypothetical protein C2E20_2537 [Micractinium conductrix]	XP_005845680.1 hypothetical protein CHLNCDRAFT_136765 [Chlorella variabilis]
OG0006289	PSC71685.1 auxin efflux carrier family [Micractinium conductrix]	XP_005842971.1 hypothetical protein CHLNCDRAFT_59420 [Chlorella variabilis]
OG0006290	PSC71756.1 PHP domain [Micractinium conductrix]	XP_005842933.1 hypothetical protein CHLNCDRAFT_14345_ partial [Chlorella variabilis]
OG0006291	PSC71699.1 hypothetical protein C2E20_4829 [Micractinium conductrix]	XP_005844654.1 hypothetical protein CHLNCDRAFT_138526 [Chlorella variabilis]
OG0006292	PSC71746.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Micractinium conductrix]	XP_005842965.1 hypothetical protein CHLNCDRAFT_141789 [Chlorella variabilis]
OG0006294	PSC75601.1 Memo family [Micractinium conductrix]	XP_005846721.1 hypothetical protein CHLNCDRAFT_135146 [Chlorella variabilis], XP_005846722.1 hypothetical protein CHLNCDRAFT_58139 [Chlorella variabilis]
OG0006297	PSC68693.1 hypothetical protein C2E20_7752 [Micractinium conductrix]	XP_005846760.1 expressed protein [Chlorella variabilis]
OG0006298	PSC68733.1 squamosa promoter-binding 3 [Micractinium conductrix]	XP_005846749.1 hypothetical protein CHLNCDRAFT_58151 [Chlorella variabilis]
OG0006300	PSC76791.1 cAMP-dependent kinase regulatory subunit [Micractinium conductrix]	XP_005846702.1 hypothetical protein CHLNCDRAFT_135081 [Chlorella variabilis]
OG0006302	PSC73081.1 formin 5 isoform B [Micractinium conductrix], PSC73080.1 formin 5 isoform A [Micractinium conductrix]	XP_005843340.1 hypothetical protein CHLNCDRAFT_141254 [Chlorella variabilis]
OG0006304	PSC75006.1 hypothetical protein C2E20_1731 [Micractinium conductrix]	XP_005844096.1 hypothetical protein CHLNCDRAFT_139515 [Chlorella variabilis]
OG0006306	PSC69175.1 SAP domain-containing ribonucleo [Micractinium conductrix]	XP_005844464.1 hypothetical protein CHLNCDRAFT_138782 [Chlorella variabilis]
OG0006308	PSC73801.1 MORN motif [Micractinium conductrix]	XP_005844988.1 hypothetical protein CHLNCDRAFT_138408 [Chlorella variabilis]
OG0006309	PSC71408.1 putative serine threonine-phosphatase 2A regulatory subunit B subunit TON2 [Micractinium conductrix]	XP_005844952.1 hypothetical protein CHLNCDRAFT_138319 [Chlorella variabilis]
OG0006312	PSC69573.1 calcium-dependent kinase 17-like [Micractinium conductrix]	XP_005847565.1 hypothetical protein CHLNCDRAFT_35404_ partial [Chlorella variabilis]
OG0006314	PSC69295.1 Bis_5 -nucleosyl_-symmetrical [Micractinium conductrix]	XP_005843282.1 hypothetical protein CHLNCDRAFT_141324 [Chlorella variabilis]
OG0006315	PSC69205.1 hypothetical protein C2E20_7270 [Micractinium conductrix]	XP_005844841.1 hypothetical protein CHLNCDRAFT_138308 [Chlorella variabilis], XP_005844840.1 hypothetical protein CHLNCDRAFT_138307 [Chlorella variabilis]
OG0006317	PSC70087.1 hypothetical protein C2E20_6462 [Micractinium conductrix]	XP_005845931.1 hypothetical protein CHLNCDRAFT_58496 [Chlorella variabilis]
OG0006318	PSC72329.1 Small GTP-binding [Micractinium conductrix]	XP_005846800.1 hypothetical protein CHLNCDRAFT_135336 [Chlorella variabilis]
OG0006320	PSC69986.1 hypothetical protein C2E20_6557 [Micractinium conductrix]	XP_005845888.1 hypothetical protein CHLNCDRAFT_136441 [Chlorella variabilis]
OG0006321	PSC69996.1 hypothetical protein C2E20_6549 isoform B [Micractinium conductrix], PSC69997.1 hypothetical protein C2E20_6549 isoform A [Micractinium conductrix]	XP_005845779.1 expressed protein [Chlorella variabilis]
OG0006323	PSC74690.1 isoform 1 [Micractinium conductrix]	XP_005847608.1 hypothetical protein CHLNCDRAFT_133907 [Chlorella variabilis]
OG0006324	PSC70123.1 leukocyte receptor cluster member 8-like protein [Micractinium conductrix]	XP_005845803.1 hypothetical protein CHLNCDRAFT_136526 [Chlorella variabilis]
OG0006327	PSC67368.1 hypothetical protein C2E20_8943 [Micractinium conductrix]	XP_005844130.1 hypothetical protein CHLNCDRAFT_54801 [Chlorella variabilis]
OG0006328	PSC70289.1 alpha-acetolactate decarboxylase [Micractinium conductrix]	XP_005847840.1 hypothetical protein CHLNCDRAFT_134073 [Chlorella variabilis]
OG0006329	PSC67431.1 nuclear pore complex NUP85 [Micractinium conductrix]	XP_005849227.1 hypothetical protein CHLNCDRAFT_51187 [Chlorella variabilis]
OG0006332	PSC76333.1 RNA demethylase ALKBH5 [Micractinium conductrix]	XP_005849045.1 hypothetical protein CHLNCDRAFT_143488 [Chlorella variabilis]
OG0006333	PSC70244.1 kelch 17 [Micractinium conductrix]	XP_005847857.1 hypothetical protein CHLNCDRAFT_134108 [Chlorella variabilis]
OG0006334	PSC67449.1 beta-Ig-H3 fasciclin [Micractinium conductrix]	XP_005849028.1 hypothetical protein CHLNCDRAFT_143444 [Chlorella variabilis]
OG0006335	PSC69413.1 alpha beta hydrolase [Micractinium conductrix]	XP_005847660.1 hypothetical protein CHLNCDRAFT_134030 [Chlorella variabilis]
OG0006336	PSC69870.1 nucleoside-diphosphate sugar epimerase [Micractinium conductrix]	XP_005850260.1 hypothetical protein CHLNCDRAFT_57026 [Chlorella variabilis]
OG0006337	PSC70158.1 hypothetical protein C2E20_6320 [Micractinium conductrix]	XP_005847863.1 hypothetical protein CHLNCDRAFT_52418 [Chlorella variabilis]
OG0006339	PSC67668.1 D-cysteine desulfhydrase mitochondrial [Micractinium conductrix]	XP_005844919.1 hypothetical protein CHLNCDRAFT_138496 [Chlorella variabilis]
OG0006342	PSC71947.1 alpha beta hydrolase [Micractinium conductrix]	XP_005846020.1 hypothetical protein CHLNCDRAFT_136127 [Chlorella variabilis]
OG0006343	PSC71911.1 protease-like protein isoform X1 [Micractinium conductrix]	XP_005846047.1 hypothetical protein CHLNCDRAFT_25372_ partial [Chlorella variabilis]
OG0006345	PSC71945.1 uncharacterized conserved UCP037673 [Micractinium conductrix]	XP_005846034.1 hypothetical protein CHLNCDRAFT_14578_ partial [Chlorella variabilis]
OG0006347	PSC72017.1 hypothetical protein C2E20_4785 [Micractinium conductrix]	XP_005846581.1 hypothetical protein CHLNCDRAFT_135138 [Chlorella variabilis], XP_005844315.1 hypothetical protein CHLNCDRAFT_139057 [Chlorella variabilis]
OG0006351	PSC71937.1 F-box only 3 isoform X2 [Micractinium conductrix]	XP_005846117.1 expressed protein [Chlorella variabilis]
OG0006354	PSC69938.1 undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase [Micractinium conductrix]	XP_005847483.1 expressed protein [Chlorella variabilis]
OG0006356	PSC69920.1 hypothetical protein C2E20_6654 [Micractinium conductrix]	XP_005847340.1 hypothetical protein CHLNCDRAFT_134538 [Chlorella variabilis]
OG0006358	PSC69937.1 transcriptional regulator [Micractinium conductrix]	XP_005847350.1 hypothetical protein CHLNCDRAFT_52665 [Chlorella variabilis]
OG0006359	PSC75865.1 39S ribosomal L41-mitochondrial-like [Micractinium conductrix]	XP_005847230.1 hypothetical protein CHLNCDRAFT_134184 [Chlorella variabilis]
OG0006360	PSC70999.1 hypothetical protein C2E20_5709 [Micractinium conductrix]	XP_005847438.1 hypothetical protein CHLNCDRAFT_134341 [Chlorella variabilis]
OG0006365	PSC70361.1 polycomb group EMBRYONIC FLOWER 2 isoform X1 [Micractinium conductrix]	XP_005848525.1 hypothetical protein CHLNCDRAFT_51899 [Chlorella variabilis]
OG0006367	PSC71551.1 fungal specific transcription [Micractinium conductrix]	XP_005851541.1 hypothetical protein CHLNCDRAFT_15581_ partial [Chlorella variabilis]
OG0006368	PSC70458.1 tRNA 2-thiocytidine biosynthesis [Micractinium conductrix]	XP_005848505.1 hypothetical protein CHLNCDRAFT_144982 [Chlorella variabilis]
OG0006369	PSC70415.1 MATE efflux family 6-like [Micractinium conductrix]	XP_005848253.1 hypothetical protein CHLNCDRAFT_144826 [Chlorella variabilis], XP_005848252.1 hypothetical protein CHLNCDRAFT_144825 [Chlorella variabilis]
OG0006370	PSC67526.1 MYND domain [Micractinium conductrix]	XP_005848393.1 hypothetical protein CHLNCDRAFT_144678 [Chlorella variabilis]
OG0006371	PSC74092.1 ubiquinone biosynthesis [Micractinium conductrix]	XP_005845659.1 hypothetical protein CHLNCDRAFT_136703 [Chlorella variabilis]
OG0006375	PSC70484.1 ABC transporter substrate-binding [Micractinium conductrix]	XP_005844868.1 hypothetical protein CHLNCDRAFT_138377 [Chlorella variabilis]
OG0006376	PSC70348.1 arginine N-methyltransferase 7 [Micractinium conductrix]	XP_005848317.1 hypothetical protein CHLNCDRAFT_144981 [Chlorella variabilis]
OG0006377	PSC67737.1 SWI-SNF complex subunit _Snf5_ [Micractinium conductrix]	XP_005848388.1 expressed protein [Chlorella variabilis]
OG0006379	PSC72561.1 zinc C3HC4 type _RING finger_ [Micractinium conductrix]	XP_005842542.1 hypothetical protein CHLNCDRAFT_55921 [Chlorella variabilis]
OG0006380	PSC68580.1 hypothetical protein C2E20_7820 [Micractinium conductrix], PSC68579.1 hypothetical protein C2E20_7820 [Micractinium conductrix]	XP_005845106.1 hypothetical protein CHLNCDRAFT_54096 [Chlorella variabilis]
OG0006381	PSC73219.1 di-N-acetylchitobiase [Micractinium conductrix]	XP_005850035.1 hypothetical protein CHLNCDRAFT_142022 [Chlorella variabilis]
OG0006382	PSC73803.1 hypothetical protein C2E20_3033 [Micractinium conductrix]	XP_005845080.1 hypothetical protein CHLNCDRAFT_137388 [Chlorella variabilis]
OG0006383	PSC68227.1 hypothetical protein C2E20_8189 [Micractinium conductrix]	XP_005845151.1 hypothetical protein CHLNCDRAFT_137299 [Chlorella variabilis]
OG0006384	PSC72513.1 hypothetical protein C2E20_4145 [Micractinium conductrix]	XP_005846787.1 hypothetical protein CHLNCDRAFT_58180 [Chlorella variabilis]
OG0006385	PSC73793.1 DEAD DEAH box helicase [Micractinium conductrix]	XP_005845197.1 hypothetical protein CHLNCDRAFT_137419 [Chlorella variabilis]
OG0006388	PSC73886.1 digestive organ expansion factor-like protein isoform X1 [Micractinium conductrix]	XP_005844373.1 expressed protein [Chlorella variabilis]
OG0006389	PSC73771.1 hypothetical protein C2E20_3106 [Micractinium conductrix]	XP_005846655.1 hypothetical protein CHLNCDRAFT_135347 [Chlorella variabilis]
OG0006390	PSC73761.1 hypothetical protein C2E20_3020 [Micractinium conductrix]	XP_005845176.1 hypothetical protein CHLNCDRAFT_137374 [Chlorella variabilis]
OG0006394	PSC75558.1 ubiquitin-conjugating enzyme E2 T [Micractinium conductrix]	XP_005848824.1 hypothetical protein CHLNCDRAFT_13870_ partial [Chlorella variabilis]
OG0006395	PSC75245.1 ankyrin repeat protein [Micractinium conductrix]	XP_005848750.1 hypothetical protein CHLNCDRAFT_144464 [Chlorella variabilis]
OG0006396	PSC75500.1 peptidase S1 [Micractinium conductrix]	XP_005848742.1 hypothetical protein CHLNCDRAFT_144438 [Chlorella variabilis]
OG0006397	PSC75529.1 hypothetical protein C2E20_1303 [Micractinium conductrix]	XP_005848682.1 hypothetical protein CHLNCDRAFT_144279 [Chlorella variabilis]
OG0006398	PSC75750.1 rRNA methyltransferase [Micractinium conductrix]	XP_005848942.1 hypothetical protein CHLNCDRAFT_144422 [Chlorella variabilis]
OG0006399	PSC75879.1 putative RNA binding [Micractinium conductrix]	XP_005848849.1 hypothetical protein CHLNCDRAFT_144189 [Chlorella variabilis]
OG0006400	PSC75939.1 Zinc finger MYND domain-containing 15 [Micractinium conductrix]	XP_005848729.1 hypothetical protein CHLNCDRAFT_144408 [Chlorella variabilis]
OG0006404	PSC75733.1 E3 ubiquitin-ligase RNF213 isoform X1 [Micractinium conductrix]	XP_005848960.1 expressed protein [Chlorella variabilis]
OG0006405	PSC75448.1 pentatricopeptide repeat-containing [Micractinium conductrix]	XP_005848778.1 hypothetical protein CHLNCDRAFT_144548 [Chlorella variabilis]
