Orthogroup	Micractinium_SAG24180	Coccomyxa_SubellipsoideaC169
OG0003829	PSC76712.1 cullin-1-like [Micractinium conductrix]	EIE18144.1 cullin [Coccomyxa subellipsoidea C-169]
OG0003830	PSC70272.1 3-hydroxybutyryl-dehydrogenase [Micractinium conductrix]	EIE20770.1 hypothetical protein COCSUDRAFT_37630 [Coccomyxa subellipsoidea C-169]
OG0003831	PSC75157.1 Rsm22-cox11 tandem mitochondrial [Micractinium conductrix]	EIE24726.1 Rsm22-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003832	PSC74989.1 30S ribosomal S15 [Micractinium conductrix]	EIE27524.1 hypothetical protein COCSUDRAFT_21435 [Coccomyxa subellipsoidea C-169]
OG0003833	PSC70198.1 Xylulokinase [Micractinium conductrix]	EIE20766.1 Xylulokinase [Coccomyxa subellipsoidea C-169]
OG0003834	PSC70276.1 hypothetical protein C2E20_6343 [Micractinium conductrix]	EIE20938.1 DUF1118-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003835	PSC74576.1 Zinc finger CCCH-type with G patch domain-containing isoform A [Micractinium conductrix], PSC74577.1 Zinc finger CCCH-type with G patch domain-containing isoform B [Micractinium conductrix]	EIE20776.1 hypothetical protein COCSUDRAFT_57335 [Coccomyxa subellipsoidea C-169]
OG0003836	PSC70217.1 asparagine synthetase domain-containing 1 [Micractinium conductrix]	EIE20792.1 hypothetical protein COCSUDRAFT_57349 [Coccomyxa subellipsoidea C-169]
OG0003837	PSC74593.1 Swr1 complex bromodomain subunit Brf1 isoform B [Micractinium conductrix], PSC74594.1 Swr1 complex bromodomain subunit Brf1 isoform A [Micractinium conductrix]	EIE20777.1 Bromodomain-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003838	PSC70203.1 Cwf15 Cwc15 cell cycle control [Micractinium conductrix]	EIE20962.1 Cwf15/Cwc15 cell cycle control protein [Coccomyxa subellipsoidea C-169]
OG0003839	PSC74999.1 Haloalkane dehalogenase [Micractinium conductrix]	EIE20911.1 Ribokinase-like protein [Coccomyxa subellipsoidea C-169]
OG0003841	PSC70145.1 Chaperone binding_ATPase activator [Micractinium conductrix]	EIE20763.1 hypothetical protein COCSUDRAFT_67222 [Coccomyxa subellipsoidea C-169]
OG0003844	PSC71863.1 Thymidine kinase [Micractinium conductrix]	EIE26031.1 thymidine kinase [Coccomyxa subellipsoidea C-169]
OG0003845	PSC71866.1 Ethanolamine-phosphate cytidylyltransferase [Micractinium conductrix]	EIE23329.1 CTP-phosphoethanolamine cytidylyltransferase [Coccomyxa subellipsoidea C-169]
OG0003846	PSC67622.1 Elongator complex 1 [Micractinium conductrix]	EIE25950.1 IKI3-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003847	PSC71949.1 YIPF6-like protein [Micractinium conductrix]	EIE23431.1 Yip1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003848	PSC72019.1 Sucrose-phosphatase 2 [Micractinium conductrix]	EIE23441.1 sucrose phosphatase [Coccomyxa subellipsoidea C-169]
OG0003849	PSC71543.1 s-isoprenylcysteine o-methyltransferase [Micractinium conductrix]	EIE26557.1 ICMT-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003850	PSC67611.1 NADH dehydrogenase [ubiquinone] complex assembly factor 7-like protein [Micractinium conductrix]	EIE25916.1 DUF185-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003851	PSC71883.1 DUF3119 family [Micractinium conductrix]	EIE23419.1 hypothetical protein COCSUDRAFT_23477 [Coccomyxa subellipsoidea C-169]
OG0003852	PSC67625.1 Small nuclear ribonucleo E [Micractinium conductrix]	EIE25915.1 small nuclear ribonucleo protein E [Coccomyxa subellipsoidea C-169]
OG0003854	PSC71972.1 peptidyl-prolyl cis-trans isomerase-like 1 [Micractinium conductrix]	EIE25947.1 cyclophilin-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]
OG0003855	PSC71971.1 integral membrane single C2 domain [Micractinium conductrix]	EIE26036.1 hypothetical protein COCSUDRAFT_61028 [Coccomyxa subellipsoidea C-169]
OG0003856	PSC71958.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 isoform X1 [Micractinium conductrix]	EIE25953.1 putative ATP-dependent RNA helicase [Coccomyxa subellipsoidea C-169]
OG0003857	PSC72239.1 tRNA-dihydrouridine synthase A [Micractinium conductrix]	EIE21993.1 Dus-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003858	PSC75405.1 glutamine cyclotransferase [Micractinium conductrix]	EIE19700.1 glutamine cyclotransferase [Coccomyxa subellipsoidea C-169]
OG0003859	PSC72162.1 Exonuclease 1 [Micractinium conductrix]	EIE21893.1 PIN domain-like protein [Coccomyxa subellipsoidea C-169]
OG0003860	PSC75289.1 putative anion transporter 5 [Micractinium conductrix]	EIE21273.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0003861	PSC74348.1 C-5 sterol desaturase [Micractinium conductrix]	EIE23304.1 hypothetical protein COCSUDRAFT_15746_ partial [Coccomyxa subellipsoidea C-169]
OG0003863	PSC76545.1 Kinesin KIF19 [Micractinium conductrix]	EIE22919.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0003864	PSC73621.1 FAD-dependent oxidoreductase [Micractinium conductrix]	EIE23651.1 FAD dependent oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]
OG0003865	PSC72362.1 Very-long-chain enoyl-reductase [Micractinium conductrix]	EIE23895.1 hypothetical protein COCSUDRAFT_36177 [Coccomyxa subellipsoidea C-169]
OG0003866	PSC68886.1 PLP-dependent threonine dehydratase [Micractinium conductrix], PSC68834.1 hypothetical protein C2E20_7598 isoform X2 [Micractinium conductrix]	EIE23358.1 hypothetical protein COCSUDRAFT_62896 [Coccomyxa subellipsoidea C-169]
OG0003867	PSC72575.1 plastidial pyruvate kinase 2-like [Micractinium conductrix]	EIE25210.1 pyruvate kinase [Coccomyxa subellipsoidea C-169]
OG0003871	PSC70590.1 Photosystem II stability assembly factor chloroplastic [Micractinium conductrix]	EIE18345.1 photosystem II stability/assembly factor HCF136 [Coccomyxa subellipsoidea C-169]
OG0003873	PSC74563.1 centrosomal of 104 kDa [Micractinium conductrix]	EIE20654.1 hypothetical protein COCSUDRAFT_30401 [Coccomyxa subellipsoidea C-169]
OG0003874	PSC72532.1 Gamma carbonic anhydrase-like mitochondrial [Micractinium conductrix]	EIE25219.1 trimeric LpxA-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003876	PSC68894.1 RNA methyltransferase At5g10620 [Micractinium conductrix]	EIE18714.1 DUF163-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003877	PSC76245.1 WD repeat-containing 74 [Micractinium conductrix]	EIE19441.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0003879	PSC77028.1 phosphoserine chloroplastic [Micractinium conductrix]	EIE19463.1 phosphoserine phosphatase_ partial [Coccomyxa subellipsoidea C-169]
OG0003880	PSC68275.1 Rhomboid protease [Micractinium conductrix]	EIE27258.1 rhomboid-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003881	PSC72420.1 adenine nucleotide alpha hydrolase [Micractinium conductrix]	EIE25082.1 hypothetical protein COCSUDRAFT_40423 [Coccomyxa subellipsoidea C-169]
OG0003882	PSC73842.1 28S ribosomal mitochondrial [Micractinium conductrix]	EIE22935.1 hypothetical protein COCSUDRAFT_83707 [Coccomyxa subellipsoidea C-169]
OG0003883	PSC76612.1 3-hydroxyisobutyrate dehydrogenase family isoform B [Micractinium conductrix], PSC76613.1 3-hydroxyisobutyrate dehydrogenase family isoform A [Micractinium conductrix]	EIE26757.1 3-hydroxyisobutyrate dehydrogenase family protein [Coccomyxa subellipsoidea C-169]
OG0003884	PSC76025.1 fatty acid desaturase [Micractinium conductrix]	EIE25352.1 hypothetical protein COCSUDRAFT_13563 [Coccomyxa subellipsoidea C-169]
OG0003885	PSC71932.1 transport Sec61 subunit beta [Micractinium conductrix]	EIE23402.1 hypothetical protein COCSUDRAFT_65897 [Coccomyxa subellipsoidea C-169]
OG0003886	PSC68241.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Micractinium conductrix]	EIE18164.1 hypothetical protein COCSUDRAFT_20950_ partial [Coccomyxa subellipsoidea C-169]
OG0003887	PSC72592.1 ATP binding [Micractinium conductrix]	EIE25542.1 hypothetical protein COCSUDRAFT_52911 [Coccomyxa subellipsoidea C-169], EIE22208.1 hypothetical protein COCSUDRAFT_42575 [Coccomyxa subellipsoidea C-169]
OG0003889	PSC72409.1 transcription initiation factor TFIID subunit 15-like [Micractinium conductrix]	EIE25454.1 hypothetical protein COCSUDRAFT_61671 [Coccomyxa subellipsoidea C-169]
OG0003890	PSC73700.1 PAB-dependent poly_A_-specific ribonuclease subunit 3 [Micractinium conductrix]	EIE26025.1 hypothetical protein COCSUDRAFT_61018 [Coccomyxa subellipsoidea C-169]
OG0003891	PSC70621.1 pre-rRNA-processing TSR2-like protein [Micractinium conductrix]	EIE24994.1 hypothetical protein COCSUDRAFT_65050 [Coccomyxa subellipsoidea C-169]
OG0003892	PSC71991.1 Cold shock domain-containing [Micractinium conductrix]	EIE18657.1 hypothetical protein COCSUDRAFT_49156 [Coccomyxa subellipsoidea C-169]
OG0003895	PSC68005.1 DEAD-box ATP-dependent RNA helicase 1 [Micractinium conductrix]	EIE27502.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0003897	PSC69865.1 methyltransferase 16 isoform X1 [Micractinium conductrix]	EIE23171.1 hypothetical protein COCSUDRAFT_53530 [Coccomyxa subellipsoidea C-169]
OG0003900	PSC70007.1 fanciful K+ uptake-b family transporter [Micractinium conductrix]	EIE24796.1 YGGT-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003902	PSC70023.1 THO complex subunit 7B-like isoform B [Micractinium conductrix], PSC70022.1 THO complex subunit 7B-like isoform A [Micractinium conductrix]	EIE20012.1 hypothetical protein COCSUDRAFT_67666 [Coccomyxa subellipsoidea C-169]
OG0003903	PSC69843.1 aspartyl glutamyl-tRNA amidotransferase subunit B [Micractinium conductrix]	EIE23142.1 hypothetical protein COCSUDRAFT_53521 [Coccomyxa subellipsoidea C-169]
OG0003906	PSC73492.1 photosystem I reaction center subunit IV [Micractinium conductrix]	EIE20482.1 photosystem I reaction centre subunit IV/PsaE [Coccomyxa subellipsoidea C-169]
OG0003909	PSC73057.1 mitochondrial import inner membrane translocase subunit TIM14-1 [Micractinium conductrix]	EIE25872.1 presequence translocase-associated protein import motor subunit [Coccomyxa subellipsoidea C-169]
OG0003910	PSC73027.1 Ubiquitin-conjugating enzyme E2 5 isoform B [Micractinium conductrix]	EIE26132.1 ubiquitin conjugating enzyme [Coccomyxa subellipsoidea C-169]
OG0003911	PSC73176.1 RING finger and CHY zinc finger domain-containing 1 [Micractinium conductrix]	EIE25867.1 PGPD14 protein [Coccomyxa subellipsoidea C-169]
OG0003912	PSC73175.1 UDP-glucuronic acid decarboxylase 1 [Micractinium conductrix]	EIE25841.1 UDP-D-glucuronic acid decarboxylase [Coccomyxa subellipsoidea C-169]
OG0003913	PSC75252.1 UBX domain-containing 6 [Micractinium conductrix]	EIE24119.1 hypothetical protein COCSUDRAFT_47147 [Coccomyxa subellipsoidea C-169]
OG0003914	PSC73071.1 chromatin modification-related MEAF6 isoform B [Micractinium conductrix], PSC73070.1 chromatin modification-related MEAF6 isoform A [Micractinium conductrix]	EIE25869.1 hypothetical protein COCSUDRAFT_52601 [Coccomyxa subellipsoidea C-169]
OG0003917	PSC74258.1 nitric oxide synthase [Micractinium conductrix]	EIE26295.1 hypothetical protein COCSUDRAFT_26953 [Coccomyxa subellipsoidea C-169]
OG0003918	PSC74294.1 tetratricopeptide repeat 14-like [Micractinium conductrix]	EIE26473.1 hypothetical protein COCSUDRAFT_59009 [Coccomyxa subellipsoidea C-169]
OG0003919	PSC76306.1 hydroxymethylglutaryl-synthase [Micractinium conductrix]	EIE25697.1 hydroxymethylglutaryl-CoA synthase [Coccomyxa subellipsoidea C-169]
OG0003920	PSC75219.1 ribosome biogenesis BRX1-like [Micractinium conductrix]	EIE26365.1 Brix-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003921	PSC73271.1 anthranilate phosphoribosyltransferase [Micractinium conductrix]	EIE26366.1 anthranilate phosphoribosyltransferase [Coccomyxa subellipsoidea C-169]
OG0003922	PSC74350.1 putative UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase SPINDLY [Micractinium conductrix]	EIE26622.1 O-linked N-acetylglucosamine transferase [Coccomyxa subellipsoidea C-169]
OG0003923	PSC76948.1 50S ribosomal L9 [Micractinium conductrix]	EIE21661.1 hypothetical protein COCSUDRAFT_17670 [Coccomyxa subellipsoidea C-169]
OG0003924	PSC76185.1 developmentally-regulated G-2 [Micractinium conductrix]	EIE21623.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0003925	PSC72824.1 SOUL heme-binding [Micractinium conductrix]	EIE25606.1 SOUL heme-binding protein [Coccomyxa subellipsoidea C-169]
OG0003928	PSC76675.1 hypothetical protein C2E20_0643 [Micractinium conductrix]	EIE21481.1 hypothetical protein COCSUDRAFT_56695 [Coccomyxa subellipsoidea C-169]
OG0003930	PSC71206.1 trimethylguanosine synthase [Micractinium conductrix]	EIE21606.1 S-adenosyl-L-methionine-dependent methyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0003931	PSC71552.1 NAD+ synthase _glutamine-hydrolysing_ [Micractinium conductrix], PSC71558.1 NAD+ synthase _glutamine-hydrolysing_ [Micractinium conductrix]	EIE25130.1 hypothetical protein COCSUDRAFT_40462 [Coccomyxa subellipsoidea C-169]
OG0003932	PSC71037.1 HVA22 g [Micractinium conductrix]	EIE21178.1 hypothetical protein COCSUDRAFT_30317 [Coccomyxa subellipsoidea C-169]
OG0003933	PSC72906.1 transport SFT2-like [Micractinium conductrix]	EIE25582.1 tetraspanning membrane protein [Coccomyxa subellipsoidea C-169]
OG0003934	PSC71102.1 peregrin isoform X2 [Micractinium conductrix]	EIE21488.1 hypothetical protein COCSUDRAFT_8821_ partial [Coccomyxa subellipsoidea C-169]
OG0003935	PSC76417.1 flagellar associated [Micractinium conductrix]	EIE22152.1 hypothetical protein COCSUDRAFT_55851 [Coccomyxa subellipsoidea C-169]
OG0003936	PSC76342.1 huntingtin-interacting K [Micractinium conductrix]	EIE21725.1 hypothetical protein COCSUDRAFT_83514_ partial [Coccomyxa subellipsoidea C-169]
OG0003938	PSC68550.1 E3 ubiquitin-ligase synoviolin [Micractinium conductrix]	EIE24383.1 hypothetical protein COCSUDRAFT_83687 [Coccomyxa subellipsoidea C-169]
OG0003939	PSC70729.1 ENTH VHS [Micractinium conductrix]	EIE27737.1 hypothetical protein COCSUDRAFT_39322 [Coccomyxa subellipsoidea C-169]
OG0003940	PSC74140.1 mago nashi-like protein [Micractinium conductrix]	EIE24202.1 protein mago nashi 2 [Coccomyxa subellipsoidea C-169]
OG0003941	PSC68495.1 Golgi SNAP receptor complex member 1-2 [Micractinium conductrix], PSC68494.1 Charged multivesicular body 1 [Micractinium conductrix]	EIE24282.1 Qb-snare protein_ Gos1/GS28-family [Coccomyxa subellipsoidea C-169]
OG0003942	PSC70735.1 peptidase S41 family [Micractinium conductrix]	EIE27703.1 ClpP/crotonase [Coccomyxa subellipsoidea C-169]
OG0003943	PSC68534.1 hypothetical protein C2E20_7868 [Micractinium conductrix]	EIE24301.1 hypothetical protein COCSUDRAFT_62803 [Coccomyxa subellipsoidea C-169]
OG0003945	PSC76995.1 SAM-dependent methyltransferase [Micractinium conductrix]	EIE25798.1 O-methyltransferase [Coccomyxa subellipsoidea C-169]
OG0003946	PSC74209.1 Cyclin family isoform 1 [Micractinium conductrix]	EIE24969.1 hypothetical protein COCSUDRAFT_83662 [Coccomyxa subellipsoidea C-169]
OG0003947	PSC68774.1 WW domain-binding 11 [Micractinium conductrix]	EIE21057.1 hypothetical protein COCSUDRAFT_67053 [Coccomyxa subellipsoidea C-169]
OG0003948	PSC74091.1 TIC chloroplastic [Micractinium conductrix]	EIE24315.1 NAD_P_-binding protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003949	PSC74194.1 60s acidic ribosomal P1 [Micractinium conductrix]	EIE24662.1 ribosomal protein 60S [Coccomyxa subellipsoidea C-169]
OG0003951	PSC70744.1 peroxisome biogenesis 6 [Micractinium conductrix]	EIE24751.1 AAA-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003953	PSC76377.1 hypothetical protein C2E20_0552 [Micractinium conductrix]	EIE19611.1 hypothetical protein COCSUDRAFT_67718 [Coccomyxa subellipsoidea C-169]
OG0003955	PSC71197.1 transcription initiation factor IIF subunit beta [Micractinium conductrix]	EIE27582.1 winged helix DNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003958	PSC74922.1 putative rRNA-processing EBP2-like protein [Micractinium conductrix]	EIE20095.1 eukaryotic rRNA processing [Coccomyxa subellipsoidea C-169]
OG0003959	PSC71431.1 condensin complex subunit 3 [Micractinium conductrix]	EIE21059.1 hypothetical protein COCSUDRAFT_43416 [Coccomyxa subellipsoidea C-169]
OG0003960	PSC69818.1 L-asparaginase 1 [Micractinium conductrix]	EIE25265.1 Asparaginase/glutaminase [Coccomyxa subellipsoidea C-169]
OG0003961	PSC71427.1 ATP synthase mitochondrial F1 complex assembly factor 2 [Micractinium conductrix]	EIE21711.1 ATP12-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003962	PSC67463.1 hypothetical protein C2E20_8855 [Micractinium conductrix]	EIE26734.1 hypothetical protein COCSUDRAFT_59251 [Coccomyxa subellipsoidea C-169]
OG0003963	PSC74742.1 Methylcrotonoyl-carboxylase subunit mitochondrial [Micractinium conductrix]	EIE19193.1 biotin carboxylase [Coccomyxa subellipsoidea C-169]
OG0003965	PSC69791.1 Eukaryotic initiation factor iso-4F subunit p82-34 [Micractinium conductrix]	EIE25379.1 hypothetical protein COCSUDRAFT_46693 [Coccomyxa subellipsoidea C-169]
OG0003966	PSC77062.1 hypothetical protein C2E20_0521 [Micractinium conductrix]	EIE24553.1 hypothetical protein COCSUDRAFT_22877 [Coccomyxa subellipsoidea C-169]
OG0003968	PSC74653.1 hypothetical protein C2E20_2385 [Micractinium conductrix]	EIE20949.1 hypothetical protein COCSUDRAFT_18128 [Coccomyxa subellipsoidea C-169]
OG0003969	PSC71258.1 Lipoxygenase y domain-containing 1 [Micractinium conductrix]	EIE21165.1 hypothetical protein COCSUDRAFT_57081 [Coccomyxa subellipsoidea C-169]
OG0003970	PSC76870.1 Serine threonine kinase [Micractinium conductrix]	EIE18107.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0003971	PSC71396.1 ferredoxin-thioredoxin reductase catalytic chloroplastic [Micractinium conductrix]	EIE21703.1 hypothetical protein COCSUDRAFT_24815 [Coccomyxa subellipsoidea C-169]
OG0003972	PSC70985.1 short-chain dehydrogenase [Micractinium conductrix]	EIE20459.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0003973	PSC70888.1 trafficking particle complex subunit 4-like [Micractinium conductrix]	EIE22197.1 Sybindin-like protein [Coccomyxa subellipsoidea C-169]
OG0003974	PSC70185.1 hypothetical protein C2E20_6264 [Micractinium conductrix]	EIE24940.1 hypothetical protein COCSUDRAFT_32873 [Coccomyxa subellipsoidea C-169]
OG0003975	PSC71395.1 hypothetical protein C2E20_5367 [Micractinium conductrix]	EIE23588.1 hypothetical protein COCSUDRAFT_53399 [Coccomyxa subellipsoidea C-169]
OG0003976	PSC69769.1 FLUORESCENT IN BLUE chloroplastic [Micractinium conductrix]	EIE25183.1 hypothetical protein COCSUDRAFT_61425 [Coccomyxa subellipsoidea C-169]
OG0003978	PSC70229.1 plant F21F14-40 [Micractinium conductrix]	EIE24936.1 hypothetical protein COCSUDRAFT_14062 [Coccomyxa subellipsoidea C-169]
OG0003979	PSC69831.1 Ankyrin repeat and zinc finger domain-containing 1 [Micractinium conductrix]	EIE25625.1 hypothetical protein COCSUDRAFT_83632 [Coccomyxa subellipsoidea C-169]
OG0003980	PSC71442.1 thioredoxin chloroplastic [Micractinium conductrix]	EIE21184.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]
