Orthogroup	Micractinium_SAG24180	Scenedesmus_PABB004
OG0005201	PSC73489.1 WD40 repeat [Micractinium conductrix]	KAF8060010.1 hypothetical protein HT031_004948 [Scenedesmus sp. PABB004]
OG0005202	PSC73508.1 nuclear pore complex NUP54 [Micractinium conductrix]	KAF8058057.1 NUP54 [Scenedesmus sp. PABB004]
OG0005204	PSC75075.1 suppressor of mec-8 and unc-52-like protein 2 [Micractinium conductrix]	KAF8058133.1 SMU2 [Scenedesmus sp. PABB004]
OG0005206	PSC74109.1 king tubby [Micractinium conductrix]	KAF8073068.1 TULP1 [Scenedesmus sp. PABB004]
OG0005209	PSC69035.1 Haloacid dehalogenase-like hydrolase superfamily isoform 1 [Micractinium conductrix]	KAF8070948.1 hypothetical protein HT031_001029 [Scenedesmus sp. PABB004]
OG0005211	PSC73245.1 transcription initiation factor TFIID subunit 14b [Micractinium conductrix]	KAF8058402.1 TAF14B [Scenedesmus sp. PABB004]
OG0005212	PSC73485.1 UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase [Micractinium conductrix]	KAF8070852.1 hypothetical protein HT031_000933 [Scenedesmus sp. PABB004]
OG0005213	PSC74262.1 isochorismatase [Micractinium conductrix]	KAF8060318.1 LHT2 [Scenedesmus sp. PABB004]
OG0005215	PSC70526.1 autophagy-related 18a [Micractinium conductrix]	KAF8067288.1 ATG18A [Scenedesmus sp. PABB004]
OG0005216	PSC73276.1 intraflagellar transport particle 88 [Micractinium conductrix]	KAF8060003.1 Ift88 [Scenedesmus sp. PABB004]
OG0005217	PSC74527.1 bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA [Micractinium conductrix]	KAF8073009.1 RIOX2 [Scenedesmus sp. PABB004]
OG0005222	PSC74086.1 kinesin motor catalytic domain [Micractinium conductrix]	KAF8072516.1 KIF12 [Scenedesmus sp. PABB004]
OG0005229	PSC71766.1 molybdate transporter 2 isoform A [Micractinium conductrix], PSC71765.1 molybdate transporter 2 isoform B [Micractinium conductrix]	KAF8061412.1 MOT1 [Scenedesmus sp. PABB004]
OG0005231	PSC68787.1 hypothetical protein C2E20_7646 [Micractinium conductrix]	KAF8062104.1 hypothetical protein HT031_004364 [Scenedesmus sp. PABB004]
OG0005236	PSC72262.1 U-box domain-containing 11-like [Micractinium conductrix]	KAF8072501.1 SPL11 [Scenedesmus sp. PABB004]
OG0005237	PSC75506.1 FAD-linked sulfhydryl oxidase ERV1 [Micractinium conductrix]	KAF8060077.1 Gfer [Scenedesmus sp. PABB004]
OG0005239	PSC70141.1 hypothetical protein C2E20_6347 [Micractinium conductrix]	KAF8062647.1 hypothetical protein HT031_003976 [Scenedesmus sp. PABB004]
OG0005241	PSC67542.1 pseudouridine kinase isoform X1 [Micractinium conductrix]	KAF8063071.1 ARL6 [Scenedesmus sp. PABB004]
OG0005242	PSC76376.1 kinesin K39 isoform B [Micractinium conductrix], PSC76375.1 kinesin K39 isoform A [Micractinium conductrix]	KAF8056452.1 hypothetical protein HT031_006309 [Scenedesmus sp. PABB004]
OG0005244	PSC75531.1 exocyst complex component EXO70A1-like [Micractinium conductrix]	KAF8073263.1 EXO70A1 [Scenedesmus sp. PABB004], KAF8054700.1 EXO70A1 [Scenedesmus sp. PABB004]
OG0005245	PSC75280.1 grpE-like protein_ mitochondrial-like [Micractinium conductrix]	KAF8073023.1 mge1 [Scenedesmus sp. PABB004]
OG0005246	PSC75567.1 prenyltransferase [Micractinium conductrix]	KAF8056478.1 digeranylgeranylglyceryl phosphate synthase [Scenedesmus sp. PABB004]
OG0005247	PSC72704.1 cortical microtubule associated SPIRAL1 [Micractinium conductrix]	KAF8071055.1 SPIRAL1-like 3 [Scenedesmus sp. PABB004]
OG0005249	PSC75197.1 restriction endonuclease [Micractinium conductrix]	KAF8064583.1 FBN5 [Scenedesmus sp. PABB004]
OG0005252	PSC76840.1 alpha 1_3 fucosyltransferase [Micractinium conductrix]	KAF8057644.1 F0 [Scenedesmus sp. PABB004]
OG0005255	PSC73313.1 zinc finger SWIM domain-containing 7 [Micractinium conductrix]	KAF8060030.1 ZSWIM7 [Scenedesmus sp. PABB004]
OG0005269	PSC76442.1 putative Chi [Micractinium conductrix]	KAF8062803.1 hypothetical protein HT031_004133 [Scenedesmus sp. PABB004]
OG0005286	PSC74667.1 ELMO domain-containing C-like [Micractinium conductrix]	KAF8071076.1 elmoA [Scenedesmus sp. PABB004]
OG0005288	PSC72895.1 barwin-like endoglucanase [Micractinium conductrix]	KAF8063780.1 EXPA32 [Scenedesmus sp. PABB004]
OG0005290	PSC76298.1 Zn-dependent hydrolase [Micractinium conductrix]	KAF8070967.1 inositol oxygenase [Scenedesmus sp. PABB004]
OG0005292	PSC71293.1 Propionyl-carboxylase alpha mitochondrial [Micractinium conductrix]	KAF8068440.1 Pcca [Scenedesmus sp. PABB004]
OG0005300	PSC75093.1 hypothetical protein C2E20_1896 [Micractinium conductrix]	KAF8067122.1 hypothetical protein HT031_002169 [Scenedesmus sp. PABB004]
OG0005315	PSC70865.1 Poly_A_ RNA polymerase 2 [Micractinium conductrix]	KAF8057259.1 hypothetical protein HT031_006067 [Scenedesmus sp. PABB004]
OG0005328	PSC75444.1 hypothetical protein C2E20_1618 [Micractinium conductrix]	KAF8066265.1 ARR14 [Scenedesmus sp. PABB004]
OG0005335	PSC75143.1 PGAP1 [Micractinium conductrix]	KAF8060626.1 hypothetical protein HT031_004803 [Scenedesmus sp. PABB004]
OG0005339	PSC68345.1 hypothetical protein C2E20_8074 [Micractinium conductrix]	KAF8065785.1 hypothetical protein HT031_002845 [Scenedesmus sp. PABB004]
OG0005342	PSC67946.1 Nudix hydrolase mitochondrial [Micractinium conductrix]	KAF8070866.1 NUDT15 [Scenedesmus sp. PABB004]
OG0005344	PSC70623.1 Nucleoporin seh1-A [Micractinium conductrix]	KAF8062038.1 seh1l [Scenedesmus sp. PABB004]
OG0005356	PSC68620.1 hypothetical protein C2E20_7853 [Micractinium conductrix]	KAF8068307.1 hypothetical protein HT031_001994 [Scenedesmus sp. PABB004]
OG0005357	PSC75102.1 peptide chain release factor 1 [Micractinium conductrix]	KAF8063669.1 prfA [Scenedesmus sp. PABB004]
OG0005362	PSC68234.1 hypothetical protein C2E20_8153 [Micractinium conductrix]	KAF8072878.1 hypothetical protein HT031_000538 [Scenedesmus sp. PABB004]
OG0005366	PSC74686.1 type I polyketide synthase [Micractinium conductrix]	KAF8058118.1 lgrE [Scenedesmus sp. PABB004]
OG0005368	PSC74649.1 membrane-bound O-acyltransferase isoform X1 [Micractinium conductrix]	KAF8065778.1 DEGP10 [Scenedesmus sp. PABB004]
OG0005370	PSC68867.1 hypothetical protein C2E20_7579 [Micractinium conductrix]	KAF8068253.1 hypothetical protein HT031_001940 [Scenedesmus sp. PABB004]
OG0005371	PSC73460.1 methylmalonyl-epimerase [Micractinium conductrix]	KAF8071069.1 OTU1 [Scenedesmus sp. PABB004]
OG0005377	PSC69374.1 hypothetical protein C2E20_7142 [Micractinium conductrix]	KAF8068251.1 hypothetical protein HT031_001938 [Scenedesmus sp. PABB004]
OG0005387	PSC74202.1 stage v sporulation s [Micractinium conductrix]	KAF8058930.1 SPL10 [Scenedesmus sp. PABB004]
OG0005392	PSC68030.1 amine oxidase [Micractinium conductrix]	KAF8062931.1 PAO4 [Scenedesmus sp. PABB004]
OG0005422	PSC76936.1 S-adenosyl-L-methionine-dependent methyltransferase [Micractinium conductrix]	KAF8065520.1 MTS1 [Scenedesmus sp. PABB004]
OG0005423	PSC73443.1 K_+_-stimulated pyrophosphate-energized sodium pump [Micractinium conductrix]	KAF8070887.1 Mok [Scenedesmus sp. PABB004]
OG0005431	PSC73371.1 cytochrome c-type heme lyase [Micractinium conductrix]	KAF8059977.1 cchl [Scenedesmus sp. PABB004]
OG0005436	PSC69439.1 cytochrome c oxidase assembly [Micractinium conductrix]	KAF8064650.1 hypothetical protein HT031_003451 [Scenedesmus sp. PABB004]
OG0005443	PSC71634.1 hypothetical protein C2E20_5062 [Micractinium conductrix]	KAF8065723.1 hypothetical protein HT031_002783 [Scenedesmus sp. PABB004]
OG0005449	PSC73332.1 BAH-PHD domain-containing [Micractinium conductrix]	KAF8067400.1 hypothetical protein HT031_002448 [Scenedesmus sp. PABB004]
OG0005453	PSC70615.1 TBC domain-containing [Micractinium conductrix]	KAF8058922.1 EVI5 [Scenedesmus sp. PABB004]
OG0005456	PSC72407.1 hypothetical protein C2E20_4129 [Micractinium conductrix]	KAF8055754.1 MEE40 [Scenedesmus sp. PABB004]
OG0005459	PSC71852.1 phosphatase inhibitor 2 [Micractinium conductrix]	KAF8061889.1 hypothetical protein HT031_004149 [Scenedesmus sp. PABB004]
OG0005466	PSC68892.1 Cyclin-U4-1 [Micractinium conductrix]	KAF8072661.1 CYCU4-1 [Scenedesmus sp. PABB004]
OG0005481	PSC76730.1 glyoxysomal processing glyoxysomal [Micractinium conductrix]	KAF8057630.1 DEG15 [Scenedesmus sp. PABB004]
OG0005491	PSC72849.1 40S ribosomal S30 [Micractinium conductrix]	KAF8055932.1 RPS30A [Scenedesmus sp. PABB004]
OG0005501	PSC68506.1 Negative elongation factor B [Micractinium conductrix]	KAF8073079.1 GIP1 [Scenedesmus sp. PABB004]
OG0005508	PSC70911.1 ovarian cancer-associated gene 2-like protein [Micractinium conductrix]	KAF8055937.1 dfr1 [Scenedesmus sp. PABB004]
OG0005523	PSC70841.1 Transcription initiation factor TFIID subunit 10 [Micractinium conductrix]	KAF8055908.1 TAF10 [Scenedesmus sp. PABB004]
OG0005527	PSC75976.1 small EDRK-rich factor 2 [Micractinium conductrix]	KAF8064641.1 hypothetical protein HT031_003442 [Scenedesmus sp. PABB004]
OG0005536	PSC71185.1 hypothetical protein C2E20_5448 [Micractinium conductrix]	KAF8072546.1 hypothetical protein HT031_000206 [Scenedesmus sp. PABB004]
OG0005559	PSC75706.1 PXMP2 4 family 4 [Micractinium conductrix]	KAF8072452.1 SYM1 [Scenedesmus sp. PABB004]
OG0005568	PSC70120.1 hypothetical protein C2E20_6535 [Micractinium conductrix]	KAF8062779.1 hypothetical protein HT031_004109 [Scenedesmus sp. PABB004]
OG0005590	PSC71854.1 iron hydrogenase assembly [Micractinium conductrix]	KAF8064660.1 HydE [Scenedesmus sp. PABB004]
OG0005591	PSC71920.1 hydrogenase assembly factor [Micractinium conductrix]	KAF8064659.1 thiH [Scenedesmus sp. PABB004]
OG0005604	PSC74253.1 Werner syndrome ATP-dependent helicase-like protein isoform X2 [Micractinium conductrix]	KAF8065554.1 Wrn [Scenedesmus sp. PABB004]
OG0005608	PSC67693.1 endonuclease exonuclease phosphatase family [Micractinium conductrix]	KAF8071315.1 ycf19 [Scenedesmus sp. PABB004]
OG0005611	PSC74946.1 DNA excision repair ERCC-6-like [Micractinium conductrix]	KAF8067175.1 CHR24 [Scenedesmus sp. PABB004]
OG0005615	PSC70340.1 TPR repeat [Micractinium conductrix]	KAF8068335.1 hypothetical protein HT031_002023 [Scenedesmus sp. PABB004]
OG0005623	PSC69784.1 DUF3067 domain-containing [Micractinium conductrix]	KAF8067271.1 hypothetical protein HT031_002318 [Scenedesmus sp. PABB004]
OG0005627	PSC72935.1 coiled-coil domain-containing 88B [Micractinium conductrix]	KAF8067413.1 CCDC57 [Scenedesmus sp. PABB004]
OG0005630	PSC72799.1 putative permease [Micractinium conductrix]	KAF8055481.1 hypothetical protein HT031_006740 [Scenedesmus sp. PABB004], KAF8055737.1 NCS1 [Scenedesmus sp. PABB004]
OG0005631	PSC72682.1 kelch domain-containing [Micractinium conductrix]	KAF8058062.1 GPA3 [Scenedesmus sp. PABB004]
OG0005641	PSC74668.1 thioredoxin Clot [Micractinium conductrix]	KAF8064576.1 thioredoxin-like protein Clot [Scenedesmus sp. PABB004]
OG0005642	PSC69158.1 splicing arginine serine-rich 15 [Micractinium conductrix]	KAF8064692.1 hypothetical protein HT031_003494 [Scenedesmus sp. PABB004]
OG0005643	PSC68108.1 _2Fe-2S_-binding [Micractinium conductrix]	KAF8056472.1 hypothetical protein HT031_006329 [Scenedesmus sp. PABB004]
OG0005645	PSC72688.1 hypothetical protein C2E20_4069 [Micractinium conductrix]	KAF8060057.1 hypothetical protein HT031_004996 [Scenedesmus sp. PABB004]
OG0005646	PSC69639.1 allophanate hydrolase [Micractinium conductrix]	KAF8069651.1 atzF [Scenedesmus sp. PABB004]
OG0005647	PSC74791.1 exosome complex component RRP4 [Micractinium conductrix]	KAF8073166.1 RRP4 [Scenedesmus sp. PABB004]
OG0005650	PSC67493.1 60S ribosomal L29-1 isoform A [Micractinium conductrix], PSC67494.1 60S ribosomal L29-1 isoform B [Micractinium conductrix]	KAF8054699.1 RPL29A [Scenedesmus sp. PABB004]
OG0005651	PSC67204.1 glutaredoxin 2 [Micractinium conductrix]	KAF8065622.1 hypothetical protein HT031_003223 [Scenedesmus sp. PABB004]
OG0005660	PSC71803.1 Glycosyltransferase LARGE2 [Micractinium conductrix]	KAF8059444.1 hypothetical protein HT031_005249 [Scenedesmus sp. PABB004]
OG0005664	PSC71693.1 tubulin binding cofactor [Micractinium conductrix]	KAF8064610.1 Rp2 [Scenedesmus sp. PABB004]
OG0005671	PSC75980.1 inorganic pyrophosphatase 3 [Micractinium conductrix]	KAF8072494.1 PHOSPHO2 [Scenedesmus sp. PABB004]
OG0005672	PSC69091.1 katanin p80 WD40 repeat-containing subunit B1-like protein isoform X1 [Micractinium conductrix]	KAF8072994.1 katanin p80 WD40 repeat-containing subunit B1 [Scenedesmus sp. PABB004]
OG0005674	PSC76346.1 NADH pyrophosphatase [Micractinium conductrix]	KAF8071228.1 nudC [Scenedesmus sp. PABB004]
OG0005675	PSC72962.1 peroxisomal membrane [Micractinium conductrix]	KAF8058305.1 mpv17l2 [Scenedesmus sp. PABB004]
OG0005679	PSC76192.1 hypothetical protein C2E20_0114 [Micractinium conductrix]	KAF8071144.1 hypothetical protein HT031_001226 [Scenedesmus sp. PABB004]
OG0005684	PSC74878.1 ureidoglycolate hydrolase [Micractinium conductrix]	KAF8062111.1 hypothetical protein HT031_004371 [Scenedesmus sp. PABB004]
OG0005691	PSC67429.1 exocyst complex component EXO84B-like [Micractinium conductrix]	KAF8071388.1 EXO84A [Scenedesmus sp. PABB004]
OG0005697	PSC70201.1 Ubiquitin-associated _UBA_ isoform 1 [Micractinium conductrix]	KAF8073011.1 RBL18 [Scenedesmus sp. PABB004]
OG0005698	PSC69361.1 ceramide synthase 5 [Micractinium conductrix]	KAF8073226.1 Cers5 [Scenedesmus sp. PABB004]
OG0005699	PSC67180.1 nuclear nucleic acid-binding C1D [Micractinium conductrix]	KAF8065949.1 hypothetical protein HT031_003010 [Scenedesmus sp. PABB004]
OG0005705	PSC67579.1 dynein assembly factor axonemal [Micractinium conductrix]	KAF8068179.1 Dnaaf5 [Scenedesmus sp. PABB004]
OG0005706	PSC67647.1 Cyclin delta-3 isoform 1 [Micractinium conductrix]	KAF8061990.1 hypothetical protein HT031_004250 [Scenedesmus sp. PABB004]
OG0005707	PSC67249.1 hypothetical protein C2E20_9056 [Micractinium conductrix]	KAF8061920.1 hypothetical protein HT031_004180 [Scenedesmus sp. PABB004]
OG0005711	PSC72011.1 E3 ubiquitin-ligase RNF6 [Micractinium conductrix]	KAF8065875.1 RNF133 [Scenedesmus sp. PABB004]
OG0005721	PSC75259.1 intraflagellar transport 57-like protein [Micractinium conductrix]	KAF8055398.1 IFT57 [Scenedesmus sp. PABB004]
OG0005728	PSC67515.1 transcription elongation factor 1-like protein [Micractinium conductrix]	KAF8055648.1 transcription elongation factor 1 [Scenedesmus sp. PABB004]
OG0005730	PSC70439.1 inositol-tetrakisphosphate 1-kinase 4 [Micractinium conductrix]	KAF8063824.1 ITPK6 [Scenedesmus sp. PABB004]
OG0005736	PSC70879.1 DTW domain containing [Micractinium conductrix]	KAF8072689.1 dtwd1 [Scenedesmus sp. PABB004]
OG0005739	PSC73674.1 transcription elongation factor SPT4-like protein 2-like [Micractinium conductrix]	KAF8071072.1 SPT4 [Scenedesmus sp. PABB004]
OG0005743	PSC69426.1 hypothetical protein C2E20_7059 [Micractinium conductrix]	KAF8072783.1 hypothetical protein HT031_000443 [Scenedesmus sp. PABB004]
OG0005746	PSC73708.1 leydig cell tumor [Micractinium conductrix]	KAF8072538.1 hypothetical protein HT031_000198 [Scenedesmus sp. PABB004]
OG0005749	PSC75391.1 flagellar basal body [Micractinium conductrix]	KAF8069558.1 cfap299 [Scenedesmus sp. PABB004]
OG0005751	PSC75392.1 dehydrogenase reductase SDR family member 12 [Micractinium conductrix]	KAF8067317.1 DHRS12 [Scenedesmus sp. PABB004]
OG0005755	PSC72785.1 hypothetical protein C2E20_3887 [Micractinium conductrix]	KAF8062691.1 RED1 [Scenedesmus sp. PABB004]
OG0005761	PSC69021.1 hypothetical protein C2E20_7407 [Micractinium conductrix]	KAF8058923.1 hypothetical protein HT031_005491 [Scenedesmus sp. PABB004]
OG0005765	PSC72924.1 thiaminase II [Micractinium conductrix]	KAF8058049.1 P4H13 [Scenedesmus sp. PABB004]
OG0005768	PSC71454.1 CHY zinc finger [Micractinium conductrix]	KAF8072497.1 hypothetical protein HT031_000156 [Scenedesmus sp. PABB004]
OG0005769	PSC71612.1 hypothetical protein C2E20_5080 [Micractinium conductrix]	KAF8060012.1 hypothetical protein HT031_004950 [Scenedesmus sp. PABB004]
OG0005770	PSC72349.1 hypothetical protein C2E20_4237 [Micractinium conductrix]	KAF8063049.1 hypothetical protein HT031_003888 [Scenedesmus sp. PABB004]
OG0005772	PSC74947.1 large conductance mechanosensitive channel [Micractinium conductrix]	KAF8072762.1 mscL [Scenedesmus sp. PABB004]
OG0005773	PSC72902.1 CO2+ MG2+ efflux [Micractinium conductrix]	KAF8058330.1 apaG [Scenedesmus sp. PABB004]
OG0005776	PSC71459.1 spindle pole body [Micractinium conductrix]	KAF8062705.1 aldo-keto reductase 2 [Scenedesmus sp. PABB004]
OG0005777	PSC72378.1 acetolactate synthase large subunit [Micractinium conductrix]	KAF8058869.1 ilvX [Scenedesmus sp. PABB004]
OG0005783	PSC73410.1 hypothetical protein C2E20_3275 [Micractinium conductrix]	KAF8063759.1 hypothetical protein HT031_003616 [Scenedesmus sp. PABB004]
OG0005787	PSC69498.1 hypothetical protein C2E20_7018 [Micractinium conductrix]	KAF8065607.1 hypothetical protein HT031_003208 [Scenedesmus sp. PABB004]
OG0005790	PSC72066.1 cytochrome c oxidase copper chaperone [Micractinium conductrix]	KAF8062741.1 COX17-1 [Scenedesmus sp. PABB004]
OG0005793	PSC69528.1 hypothetical protein C2E20_7039 [Micractinium conductrix]	KAF8061136.1 hypothetical protein HT031_004597 [Scenedesmus sp. PABB004]
OG0005797	PSC73203.1 hypothetical protein C2E20_3792 [Micractinium conductrix]	KAF8065467.1 hypothetical protein HT031_003068 [Scenedesmus sp. PABB004]
OG0005806	PSC68650.1 peptidase M38 [Micractinium conductrix]	KAF8068175.1 hypothetical protein HT031_001861 [Scenedesmus sp. PABB004]
OG0005807	PSC68893.1 T-cell activation mitochondrial [Micractinium conductrix]	KAF8064486.1 hypothetical protein HT031_003285 [Scenedesmus sp. PABB004]
OG0005811	PSC73679.1 cyclic pyranopterin monophosphate synthase accessory mitochondrial isoform X2 [Micractinium conductrix]	KAF8057107.1 CNX3 [Scenedesmus sp. PABB004]
OG0005821	PSC68667.1 cytochrome b5 [Micractinium conductrix]	KAF8070874.1 CYTB5-D [Scenedesmus sp. PABB004]
OG0005823	PSC73832.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily [Micractinium conductrix]	KAF8066424.1 pc1998 [Scenedesmus sp. PABB004]
OG0005826	PSC76536.1 50S ribosomal L33 [Micractinium conductrix]	KAF8059678.1 rpmG [Scenedesmus sp. PABB004]
OG0005831	PSC76176.1 acetyl-acetyltransferase [Micractinium conductrix]	KAF8060056.1 hypothetical protein HT031_004995 [Scenedesmus sp. PABB004]
OG0005836	PSC76201.1 basal body [Micractinium conductrix]	KAF8055649.1 OFD1 [Scenedesmus sp. PABB004]
OG0005839	PSC75657.1 serine threonine-phosphatase 6 regulatory ankyrin repeat subunit A [Micractinium conductrix]	KAF8065628.1 Mib1 [Scenedesmus sp. PABB004]
OG0005840	PSC75257.1 aldo keto reductase [Micractinium conductrix]	KAF8062963.1 tas [Scenedesmus sp. PABB004]
OG0005850	PSC68034.1 CCR4-NOT transcription complex subunit 11 [Micractinium conductrix]	KAF8065885.1 Cn1 [Scenedesmus sp. PABB004]
OG0005852	PSC76151.1 seleno T [Micractinium conductrix]	KAF8065738.1 SelT-like protein [Scenedesmus sp. PABB004]
OG0005856	PSC71306.1 flagella associated 50 [Micractinium conductrix]	KAF8065910.1 DRC7 [Scenedesmus sp. PABB004]
OG0005860	PSC71428.1 WD repeat-containing 90 [Micractinium conductrix]	KAF8065716.1 WDR90 [Scenedesmus sp. PABB004]
OG0005861	PSC67996.1 acetamidase [Micractinium conductrix]	KAF8067430.1 amdA [Scenedesmus sp. PABB004]
OG0005863	PSC71077.1 putative serine incorporator [Micractinium conductrix]	KAF8068250.1 SERINC3 [Scenedesmus sp. PABB004]
OG0005866	PSC69616.1 thioredoxin domain-containing 9-like protein [Micractinium conductrix]	KAF8070999.1 hypothetical protein HT031_001080 [Scenedesmus sp. PABB004]
OG0005878	PSC75029.1 hypothetical protein C2E20_1867 [Micractinium conductrix]	KAF8072774.1 MAP1D [Scenedesmus sp. PABB004]
OG0005881	PSC67554.1 hypothetical protein C2E20_8786 [Micractinium conductrix]	KAF8072998.1 hypothetical protein HT031_000658 [Scenedesmus sp. PABB004]
OG0005883	PSC75905.1 phosphatidylinositolN-acetylglucosaminyltran sfe ra sesubunit c [Micractinium conductrix]	KAF8059382.1 pigC [Scenedesmus sp. PABB004]
OG0005890	PSC74859.1 activator of 90 kDa heat shock ATPase-like protein 1 [Micractinium conductrix]	KAF8072468.1 AHSA2 [Scenedesmus sp. PABB004]
OG0005896	PSC74297.1 serine threonine kinase [Micractinium conductrix]	KAF8058121.1 hypothetical protein HT031_005781 [Scenedesmus sp. PABB004]
OG0005897	PSC67278.1 putative small nuclear ribonucleo G [Micractinium conductrix]	KAF8055744.1 small nuclear ribonucleoprotein G [Scenedesmus sp. PABB004]
