Orthogroup	Species	Chlorella_A99	Orthologs
OG0003092	Coccomyxa_SubellipsoideaC169	PCFQ01000014.1 g1888 [Chlorella sp. A99]	EIE22665.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003092	Auxenochlorella_protothecoides	PCFQ01000014.1 g1888 [Chlorella sp. A99]	RMZ57100.1 hypothetical protein APUTEX25_002332 [Auxenochlorella protothecoides]
OG0003092	Chlorella_VariabilisNC64A	PCFQ01000014.1 g1888 [Chlorella sp. A99]	XP_005845204.1 hypothetical protein CHLNCDRAFT_137436 [Chlorella variabilis], XP_005842734.1 hypothetical protein CHLNCDRAFT_28927_ partial [Chlorella variabilis], XP_005845205.1 hypothetical protein CHLNCDRAFT_26240_ partial [Chlorella variabilis]
OG0003092	Chlorella_Vulgaris2111P	PCFQ01000014.1 g1888 [Chlorella sp. A99]	KAI3424857.1 hypothetical protein D9Q98_008241 [Chlorella vulgaris]
OG0003092	Chlorella_Sorokiniana1602	PCFQ01000014.1 g1888 [Chlorella sp. A99]	PRW45489.1 Kinesin-related 3 [Chlorella sorokiniana]
OG0003092	Micractinium_SAG24180	PCFQ01000014.1 g1888 [Chlorella sp. A99]	PSC73606.1 Kinesin-related 3 [Micractinium conductrix]
OG0003093	Scenedesmus_NREL	PCFQ01000079.1 g1296 [Chlorella sp. A99]	KAF6257739.1 mRNA binding family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003093	Scenedesmus_PABB004	PCFQ01000079.1 g1296 [Chlorella sp. A99]	KAF8059754.1 hypothetical protein HT031_005162 [Scenedesmus sp. PABB004]
OG0003093	Coccomyxa_SubellipsoideaC169	PCFQ01000079.1 g1296 [Chlorella sp. A99]	EIE22804.1 hypothetical protein COCSUDRAFT_47703 [Coccomyxa subellipsoidea C-169]
OG0003093	Auxenochlorella_protothecoides	PCFQ01000079.1 g1296 [Chlorella sp. A99]	RMZ57113.1 hypothetical protein APUTEX25_002345_ partial [Auxenochlorella protothecoides]
OG0003093	Chlorella_Vulgaris2111P	PCFQ01000079.1 g1296 [Chlorella sp. A99]	KAI3424830.1 hypothetical protein D9Q98_008216 [Chlorella vulgaris]
OG0003093	Chlorella_VariabilisNC64A	PCFQ01000079.1 g1296 [Chlorella sp. A99]	XP_005845087.1 expressed protein [Chlorella variabilis]
OG0003093	Micractinium_SAG24180	PCFQ01000079.1 g1296 [Chlorella sp. A99]	PSC73759.1 putative H ACA ribonucleo complex subunit 1 [Micractinium conductrix]
OG0003093	Chlorella_Sorokiniana1602	PCFQ01000079.1 g1296 [Chlorella sp. A99]	PRW45683.1 putative H ACA ribonucleo complex subunit 1 [Chlorella sorokiniana]
OG0003095	Scenedesmus_NREL	PCFQ01000006.1 g3128 [Chlorella sp. A99]	KAF6257159.1 ribosomal protein L14 domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003095	Scenedesmus_PABB004	PCFQ01000006.1 g3128 [Chlorella sp. A99]	KAF8058129.1 RPL23A [Scenedesmus sp. PABB004]
OG0003095	Coccomyxa_SubellipsoideaC169	PCFQ01000006.1 g3128 [Chlorella sp. A99]	EIE26612.1 ribosomal protein L14b/L23e [Coccomyxa subellipsoidea C-169]
OG0003095	Auxenochlorella_protothecoides	PCFQ01000006.1 g3128 [Chlorella sp. A99]	RMZ57127.1 hypothetical protein APUTEX25_002359 [Auxenochlorella protothecoides]
OG0003095	Chlorella_Sorokiniana1602	PCFQ01000006.1 g3128 [Chlorella sp. A99]	PRW55907.1 60S ribosomal L23 [Chlorella sorokiniana]
OG0003095	Micractinium_SAG24180	PCFQ01000006.1 g3128 [Chlorella sp. A99]	PSC71667.1 60S ribosomal L23 [Micractinium conductrix]
OG0003095	Chlorella_VariabilisNC64A	PCFQ01000006.1 g3128 [Chlorella sp. A99]	XP_005850601.1 hypothetical protein CHLNCDRAFT_59578 [Chlorella variabilis]
OG0003095	Chlorella_Vulgaris2111P	PCFQ01000006.1 g3128 [Chlorella sp. A99]	KAI3436770.1 hypothetical protein D9Q98_006182 [Chlorella vulgaris]
OG0003096	Scenedesmus_PABB004	PCFQ01000081.1 g1548 [Chlorella sp. A99]	KAF8065562.1 Vacuolar-processing enzyme [Scenedesmus sp. PABB004]
OG0003096	Scenedesmus_NREL	PCFQ01000081.1 g1548 [Chlorella sp. A99]	KAF6261372.1 vacuolar processing enzyme 1b_ partial [Scenedesmus sp. NREL 46B-D3]
OG0003096	Auxenochlorella_protothecoides	PCFQ01000081.1 g1548 [Chlorella sp. A99]	RMZ57140.1 hypothetical protein APUTEX25_003597 [Auxenochlorella protothecoides]
OG0003096	Chlorella_Vulgaris2111P	PCFQ01000081.1 g1548 [Chlorella sp. A99]	KAI3438047.1 hypothetical protein D9Q98_000490 [Chlorella vulgaris]
OG0003096	Chlorella_VariabilisNC64A	PCFQ01000081.1 g1548 [Chlorella sp. A99]	XP_005846964.1 hypothetical protein CHLNCDRAFT_24292_ partial [Chlorella variabilis]
OG0003096	Micractinium_SAG24180	PCFQ01000081.1 g1548 [Chlorella sp. A99]	PSC71141.1 Vacuolar-processing enzyme [Micractinium conductrix]
OG0003096	Chlorella_Sorokiniana1602	PCFQ01000081.1 g1548 [Chlorella sp. A99]	PRW57212.1 Vacuolar-processing enzyme [Chlorella sorokiniana]
OG0003096	Coccomyxa_SubellipsoideaC169	PCFQ01000081.1 g1548 [Chlorella sp. A99]	EIE27245.1 hypothetical protein COCSUDRAFT_64138 [Coccomyxa subellipsoidea C-169]
OG0003097	Chlorella_KRBP	PCFQ01000002.1 g678 [Chlorella sp. A99]	QAXK01008899.1_16518-18484
OG0003097	Scenedesmus_NREL	PCFQ01000002.1 g678 [Chlorella sp. A99]	KAF6251723.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]
OG0003097	Coccomyxa_SubellipsoideaC169	PCFQ01000002.1 g678 [Chlorella sp. A99]	EIE24740.1 hypothetical protein COCSUDRAFT_14039_ partial [Coccomyxa subellipsoidea C-169]
OG0003097	Chlorella_Vulgaris2111P	PCFQ01000002.1 g678 [Chlorella sp. A99]	KAI3430682.1 hypothetical protein D9Q98_005271 [Chlorella vulgaris]
OG0003097	Chlorella_VariabilisNC64A	PCFQ01000002.1 g678 [Chlorella sp. A99]	XP_005844042.1 hypothetical protein CHLNCDRAFT_11521_ partial [Chlorella variabilis]
OG0003097	Chlorella_Sorokiniana1602	PCFQ01000002.1 g678 [Chlorella sp. A99]	PRW20184.1 prostaglandin E synthase 2-like [Chlorella sorokiniana]
OG0003097	Micractinium_SAG24180	PCFQ01000002.1 g678 [Chlorella sp. A99]	PSC71399.1 prostaglandin E synthase 2-like [Micractinium conductrix]
OG0003097	Auxenochlorella_protothecoides	PCFQ01000002.1 g678 [Chlorella sp. A99]	RMZ57153.1 hypothetical protein APUTEX25_003987 [Auxenochlorella protothecoides]
OG0003099	Scenedesmus_NREL	PCFQ01000002.1 g674 [Chlorella sp. A99]	KAF6259559.1 photosystem I PsaL_ reaction centre subunit XI [Scenedesmus sp. NREL 46B-D3]
OG0003099	Scenedesmus_PABB004	PCFQ01000002.1 g674 [Chlorella sp. A99]	KAF8069365.1 hypothetical protein HT031_001480 [Scenedesmus sp. PABB004]
OG0003099	Auxenochlorella_protothecoides	PCFQ01000002.1 g674 [Chlorella sp. A99]	RMZ57170.1 hypothetical protein APUTEX25_004004 [Auxenochlorella protothecoides]
OG0003099	Coccomyxa_SubellipsoideaC169	PCFQ01000002.1 g674 [Chlorella sp. A99]	EIE26156.1 PsaL-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003099	Chlorella_Vulgaris2111P	PCFQ01000002.1 g674 [Chlorella sp. A99]	KAI3430634.1 hypothetical protein D9Q98_005227 [Chlorella vulgaris]
OG0003099	Chlorella_VariabilisNC64A	PCFQ01000002.1 g674 [Chlorella sp. A99]	XP_005844020.1 hypothetical protein CHLNCDRAFT_32796 [Chlorella variabilis]
OG0003099	Micractinium_SAG24180	PCFQ01000002.1 g674 [Chlorella sp. A99]	PSC67307.1 photosystem I reaction center subunit XI [Micractinium conductrix]
OG0003099	Chlorella_Sorokiniana1602	PCFQ01000002.1 g674 [Chlorella sp. A99]	PRW20198.1 photosystem I reaction center subunit XI [Chlorella sorokiniana]
OG0003100	Scenedesmus_NREL	PCFQ01000013.1 g3281 [Chlorella sp. A99]	KAF6264361.1 Nuf2 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003100	Scenedesmus_PABB004	PCFQ01000013.1 g3281 [Chlorella sp. A99]	KAF8060492.1 kpr-2 [Scenedesmus sp. PABB004]
OG0003100	Coccomyxa_SubellipsoideaC169	PCFQ01000013.1 g3281 [Chlorella sp. A99]	EIE22059.1 hypothetical protein COCSUDRAFT_9178_ partial [Coccomyxa subellipsoidea C-169]
OG0003100	Micractinium_SAG24180	PCFQ01000013.1 g3281 [Chlorella sp. A99]	PSC67338.1 kinetochore NUF2 [Micractinium conductrix]
OG0003100	Chlorella_Vulgaris2111P	PCFQ01000013.1 g3281 [Chlorella sp. A99]	KAI3429248.1 hypothetical protein D9Q98_005345 [Chlorella vulgaris]
OG0003100	Chlorella_Sorokiniana1602	PCFQ01000013.1 g3281 [Chlorella sp. A99]	PRW60472.1 kinetochore NUF2 [Chlorella sorokiniana]
OG0003100	Chlorella_VariabilisNC64A	PCFQ01000013.1 g3281 [Chlorella sp. A99]	XP_005851987.1 hypothetical protein CHLNCDRAFT_49321 [Chlorella variabilis]
OG0003100	Auxenochlorella_protothecoides	PCFQ01000013.1 g3281 [Chlorella sp. A99]	RMZ57177.1 hypothetical protein APUTEX25_004011 [Auxenochlorella protothecoides]
OG0003102	Scenedesmus_NREL	PCFQ01000002.1 g651 [Chlorella sp. A99]	KAF6259289.1 EAP30/Vps36 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003102	Chlorella_Sorokiniana1602	PCFQ01000002.1 g651 [Chlorella sp. A99]	PRW32852.1 Vacuolar sorting-associated 36 isoform A [Chlorella sorokiniana], PRW32853.1 Vacuolar sorting-associated 36 isoform B [Chlorella sorokiniana]
OG0003102	Micractinium_SAG24180	PCFQ01000002.1 g651 [Chlorella sp. A99]	PSC73141.1 Vacuolar sorting-associated 36 [Micractinium conductrix]
OG0003102	Chlorella_Vulgaris2111P	PCFQ01000002.1 g651 [Chlorella sp. A99]	KAI3430422.1 hypothetical protein D9Q98_005017 [Chlorella vulgaris], KAI3430421.1 hypothetical protein D9Q98_005016 [Chlorella vulgaris]
OG0003102	Chlorella_VariabilisNC64A	PCFQ01000002.1 g651 [Chlorella sp. A99]	XP_005844559.1 hypothetical protein CHLNCDRAFT_12611_ partial [Chlorella variabilis]
OG0003102	Auxenochlorella_protothecoides	PCFQ01000002.1 g651 [Chlorella sp. A99]	RMZ57202.1 hypothetical protein APUTEX25_004036_ partial [Auxenochlorella protothecoides]
OG0003103	Scenedesmus_NREL	PCFQ01000019.1 g1816 [Chlorella sp. A99]	KAF6253825.1 class II photolyase [Scenedesmus sp. NREL 46B-D3]
OG0003103	Scenedesmus_PABB004	PCFQ01000019.1 g1816 [Chlorella sp. A99]	KAF8071386.1 PHR1 [Scenedesmus sp. PABB004]
OG0003103	Auxenochlorella_protothecoides	PCFQ01000019.1 g1816 [Chlorella sp. A99]	RMZ57206.1 hypothetical protein APUTEX25_004040 [Auxenochlorella protothecoides]
OG0003103	Coccomyxa_SubellipsoideaC169	PCFQ01000019.1 g1816 [Chlorella sp. A99]	EIE25573.1 CPD photolyase [Coccomyxa subellipsoidea C-169]
OG0003103	Micractinium_SAG24180	PCFQ01000019.1 g1816 [Chlorella sp. A99]	PSC70497.1 CPD photolyase [Micractinium conductrix]
OG0003103	Chlorella_Sorokiniana1602	PCFQ01000019.1 g1816 [Chlorella sp. A99]	PRW61485.1 CPD photolyase isoform A [Chlorella sorokiniana]
OG0003103	Chlorella_Vulgaris2111P	PCFQ01000019.1 g1816 [Chlorella sp. A99]	KAI3433882.1 hypothetical protein D9Q98_003684 [Chlorella vulgaris]
OG0003103	Chlorella_VariabilisNC64A	PCFQ01000019.1 g1816 [Chlorella sp. A99]	XP_005851091.1 CPD photolyase [Chlorella variabilis]
OG0003106	Scenedesmus_PABB004	PCFQ01000082.1 g489 [Chlorella sp. A99]	KAF8073200.1 PXM16 [Scenedesmus sp. PABB004]
OG0003106	Scenedesmus_NREL	PCFQ01000082.1 g489 [Chlorella sp. A99]	KAF6256270.1 Metalloenzyme_ LuxS/M16 peptidase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003106	Coccomyxa_SubellipsoideaC169	PCFQ01000082.1 g489 [Chlorella sp. A99]	EIE20423.1 hypothetical protein COCSUDRAFT_30601 [Coccomyxa subellipsoidea C-169]
OG0003106	Chlorella_VariabilisNC64A	PCFQ01000082.1 g489 [Chlorella sp. A99]	XP_005847541.1 hypothetical protein CHLNCDRAFT_35384 [Chlorella variabilis]
OG0003106	Chlorella_Vulgaris2111P	PCFQ01000082.1 g489 [Chlorella sp. A99]	KAI3425710.1 hypothetical protein D9Q98_007686 [Chlorella vulgaris]
OG0003106	Micractinium_SAG24180	PCFQ01000082.1 g489 [Chlorella sp. A99]	PSC73920.1 Zinc-peroxisomal [Micractinium conductrix]
OG0003106	Chlorella_Sorokiniana1602	PCFQ01000082.1 g489 [Chlorella sp. A99]	PRW57697.1 Zinc- peroxisomal [Chlorella sorokiniana]
OG0003106	Auxenochlorella_protothecoides	PCFQ01000082.1 g489 [Chlorella sp. A99]	RMZ57218.1 hypothetical protein APUTEX25_004052 [Auxenochlorella protothecoides]
OG0003108	Scenedesmus_PABB004	PCFQ01000002.1 g652 [Chlorella sp. A99]	KAF8067250.1 TMEM65 [Scenedesmus sp. PABB004]
OG0003108	Scenedesmus_NREL	PCFQ01000002.1 g652 [Chlorella sp. A99]	KAF6251578.1 hypothetical protein COO60DRAFT_1298245 [Scenedesmus sp. NREL 46B-D3], KAF6248354.1 hypothetical protein COO60DRAFT_1707102 [Scenedesmus sp. NREL 46B-D3]
OG0003108	Chlorella_VariabilisNC64A	PCFQ01000002.1 g652 [Chlorella sp. A99]	XP_005844465.1 hypothetical protein CHLNCDRAFT_15662_ partial [Chlorella variabilis]
OG0003108	Auxenochlorella_protothecoides	PCFQ01000002.1 g652 [Chlorella sp. A99]	RMZ57223.1 hypothetical protein APUTEX25_004057 [Auxenochlorella protothecoides]
OG0003108	Micractinium_SAG24180	PCFQ01000002.1 g652 [Chlorella sp. A99]	PSC69182.1 Transmembrane 65 [Micractinium conductrix]
OG0003108	Chlorella_Sorokiniana1602	PCFQ01000002.1 g652 [Chlorella sp. A99]	PRW32989.1 transmembrane 65-like [Chlorella sorokiniana]
OG0003108	Chlorella_Vulgaris2111P	PCFQ01000002.1 g652 [Chlorella sp. A99]	KAI3430411.1 hypothetical protein D9Q98_005006 [Chlorella vulgaris]
OG0003110	Scenedesmus_NREL	PCFQ01000011.1 g2739 [Chlorella sp. A99]	KAF6259754.1 glycerol-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0003110	Scenedesmus_PABB004	PCFQ01000011.1 g2739 [Chlorella sp. A99]	KAF8065430.1 GLY1 [Scenedesmus sp. PABB004]
OG0003110	Coccomyxa_SubellipsoideaC169	PCFQ01000011.1 g2739 [Chlorella sp. A99]	EIE25294.1 glycerol-3-phosphate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0003110	Micractinium_SAG24180	PCFQ01000011.1 g2739 [Chlorella sp. A99]	PSC70634.1 glycerol-3-phosphate dehydrogenase [Micractinium conductrix]
OG0003110	Chlorella_Sorokiniana1602	PCFQ01000011.1 g2739 [Chlorella sp. A99]	PRW61618.1 glycerol-3-phosphate dehydrogenase [Chlorella sorokiniana]
OG0003110	Chlorella_Vulgaris2111P	PCFQ01000011.1 g2739 [Chlorella sp. A99]	KAI3428544.1 hypothetical protein D9Q98_007366 [Chlorella vulgaris]
OG0003110	Chlorella_VariabilisNC64A	PCFQ01000011.1 g2739 [Chlorella sp. A99]	XP_005847300.1 hypothetical protein CHLNCDRAFT_134409 [Chlorella variabilis]
OG0003110	Auxenochlorella_protothecoides	PCFQ01000011.1 g2739 [Chlorella sp. A99]	RMZ57256.1 hypothetical protein APUTEX25_004090_ partial [Auxenochlorella protothecoides]
OG0003111	Chlorella_KRBP	PCFQ01000013.1 g3362 [Chlorella sp. A99]	QAXK01008798.1_739-2238
OG0003111	Scenedesmus_NREL	PCFQ01000013.1 g3362 [Chlorella sp. A99]	KAF6251385.1 hypothetical protein COO60DRAFT_1704853 [Scenedesmus sp. NREL 46B-D3]
OG0003111	Coccomyxa_SubellipsoideaC169	PCFQ01000013.1 g3362 [Chlorella sp. A99]	EIE24596.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0003111	Micractinium_SAG24180	PCFQ01000013.1 g3362 [Chlorella sp. A99]	PSC74814.1 vacuolar sorting-associated 41-like protein [Micractinium conductrix]
OG0003111	Chlorella_Vulgaris2111P	PCFQ01000013.1 g3362 [Chlorella sp. A99]	KAI3429426.1 hypothetical protein D9Q98_005520 [Chlorella vulgaris]
OG0003111	Chlorella_VariabilisNC64A	PCFQ01000013.1 g3362 [Chlorella sp. A99]	XP_005852084.1 hypothetical protein CHLNCDRAFT_133107 [Chlorella variabilis]
OG0003111	Chlorella_Sorokiniana1602	PCFQ01000013.1 g3362 [Chlorella sp. A99]	PRW60819.1 vacuolar sorting-associated 41-like protein isoform X1 [Chlorella sorokiniana]
OG0003111	Auxenochlorella_protothecoides	PCFQ01000013.1 g3362 [Chlorella sp. A99]	RMZ57277.1 hypothetical protein APUTEX25_004111 [Auxenochlorella protothecoides]
OG0003112	Scenedesmus_NREL	PCFQ01000013.1 g3334 [Chlorella sp. A99]	KAF6254598.1 polynucleotide kinase 3 phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255002.1 polynucleotide kinase 3 phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003112	Auxenochlorella_protothecoides	PCFQ01000013.1 g3334 [Chlorella sp. A99]	RMZ57288.1 hypothetical protein APUTEX25_004122 [Auxenochlorella protothecoides]
OG0003112	Coccomyxa_SubellipsoideaC169	PCFQ01000013.1 g3334 [Chlorella sp. A99]	EIE24594.1 PNK3P-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003112	Micractinium_SAG24180	PCFQ01000013.1 g3334 [Chlorella sp. A99]	PSC68443.1 Bifunctional polynucleotide phosphatase kinase [Micractinium conductrix]
OG0003112	Chlorella_Sorokiniana1602	PCFQ01000013.1 g3334 [Chlorella sp. A99]	PRW60774.1 DNA 3 phosphatase [Chlorella sorokiniana]
OG0003112	Chlorella_VariabilisNC64A	PCFQ01000013.1 g3334 [Chlorella sp. A99]	XP_005852042.1 hypothetical protein CHLNCDRAFT_133012 [Chlorella variabilis]
OG0003112	Chlorella_Vulgaris2111P	PCFQ01000013.1 g3334 [Chlorella sp. A99]	KAI3429347.1 hypothetical protein D9Q98_005442 [Chlorella vulgaris]
OG0003113	Scenedesmus_NREL	PCFQ01000073.1 g1972 [Chlorella sp. A99]	KAF6263654.1 sister chromatid cohesion C-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003113	Scenedesmus_PABB004	PCFQ01000073.1 g1972 [Chlorella sp. A99]	KAF8072651.1 hypothetical protein HT031_000311 [Scenedesmus sp. PABB004]
OG0003113	Coccomyxa_SubellipsoideaC169	PCFQ01000073.1 g1972 [Chlorella sp. A99]	EIE22726.1 hypothetical protein COCSUDRAFT_42358 [Coccomyxa subellipsoidea C-169]
OG0003113	Auxenochlorella_protothecoides	PCFQ01000073.1 g1972 [Chlorella sp. A99]	RMZ57291.1 hypothetical protein APUTEX25_004125_ partial [Auxenochlorella protothecoides]
OG0003113	Chlorella_Sorokiniana1602	PCFQ01000073.1 g1972 [Chlorella sp. A99]	PRW45458.1 nipped-B isoform X2 [Chlorella sorokiniana]
OG0003113	Micractinium_SAG24180	PCFQ01000073.1 g1972 [Chlorella sp. A99]	PSC68988.1 nipped-B B isoform X2 [Micractinium conductrix]
OG0003113	Chlorella_Vulgaris2111P	PCFQ01000073.1 g1972 [Chlorella sp. A99]	KAI3424975.1 hypothetical protein D9Q98_008356 [Chlorella vulgaris]
OG0003113	Chlorella_VariabilisNC64A	PCFQ01000073.1 g1972 [Chlorella sp. A99]	XP_005846672.1 hypothetical protein CHLNCDRAFT_135387 [Chlorella variabilis]
OG0003114	Scenedesmus_NREL	PCFQ01000013.1 g3282 [Chlorella sp. A99]	KAF6266824.1 hypothetical protein COO60DRAFT_15796 [Scenedesmus sp. NREL 46B-D3]
OG0003114	Scenedesmus_PABB004	PCFQ01000013.1 g3282 [Chlorella sp. A99]	KAF8072866.1 FKBP16-4 [Scenedesmus sp. PABB004]
OG0003114	Coccomyxa_SubellipsoideaC169	PCFQ01000013.1 g3282 [Chlorella sp. A99]	EIE24440.1 FKBP-like protein [Coccomyxa subellipsoidea C-169]
OG0003114	Auxenochlorella_protothecoides	PCFQ01000013.1 g3282 [Chlorella sp. A99]	RMZ57292.1 hypothetical protein APUTEX25_004126 [Auxenochlorella protothecoides]
OG0003114	Chlorella_VariabilisNC64A	PCFQ01000013.1 g3282 [Chlorella sp. A99]	XP_005851666.1 hypothetical protein CHLNCDRAFT_56429 [Chlorella variabilis]
OG0003114	Micractinium_SAG24180	PCFQ01000013.1 g3282 [Chlorella sp. A99]	PSC67350.1 peptidyl-prolyl cis-trans isomerase FKBP16-chloroplastic [Micractinium conductrix]
OG0003114	Chlorella_Vulgaris2111P	PCFQ01000013.1 g3282 [Chlorella sp. A99]	KAI3429247.1 hypothetical protein D9Q98_005344 [Chlorella vulgaris]
OG0003114	Chlorella_Sorokiniana1602	PCFQ01000013.1 g3282 [Chlorella sp. A99]	PRW60228.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic [Chlorella sorokiniana]
OG0003116	Scenedesmus_PABB004	PCFQ01000078.1 g2107 [Chlorella sp. A99]	KAF8065800.1 PH1 [Scenedesmus sp. PABB004]
OG0003116	Scenedesmus_NREL	PCFQ01000078.1 g2107 [Chlorella sp. A99]	KAF6254231.1 hypothetical protein COO60DRAFT_1542620 [Scenedesmus sp. NREL 46B-D3]
OG0003116	Coccomyxa_SubellipsoideaC169	PCFQ01000078.1 g2107 [Chlorella sp. A99]	EIE21082.1 PH-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003116	Chlorella_Sorokiniana1602	PCFQ01000078.1 g2107 [Chlorella sp. A99]	PRW59966.1 Pleckstrin homology domain-containing 1 [Chlorella sorokiniana]
OG0003116	Chlorella_Vulgaris2111P	PCFQ01000078.1 g2107 [Chlorella sp. A99]	KAI3435962.1 hypothetical protein D9Q98_002020 [Chlorella vulgaris]
OG0003116	Micractinium_SAG24180	PCFQ01000078.1 g2107 [Chlorella sp. A99]	PSC71238.1 pleckstrin homology domain-containing 1-like [Micractinium conductrix]
OG0003116	Chlorella_VariabilisNC64A	PCFQ01000078.1 g2107 [Chlorella sp. A99]	XP_005846230.1 hypothetical protein CHLNCDRAFT_13944_ partial [Chlorella variabilis]
OG0003116	Auxenochlorella_protothecoides	PCFQ01000078.1 g2107 [Chlorella sp. A99]	RMZ57298.1 hypothetical protein APUTEX25_004132 [Auxenochlorella protothecoides]
OG0003117	Scenedesmus_PABB004	PCFQ01000001.1 g990 [Chlorella sp. A99]	KAF8063805.1 RPS12 [Scenedesmus sp. PABB004]
OG0003117	Scenedesmus_NREL	PCFQ01000001.1 g990 [Chlorella sp. A99]	KAF6265610.1 50S ribosomal protein L30e-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003117	Coccomyxa_SubellipsoideaC169	PCFQ01000001.1 g990 [Chlorella sp. A99]	EIE22723.1 L30e-like protein [Coccomyxa subellipsoidea C-169]
OG0003117	Auxenochlorella_protothecoides	PCFQ01000001.1 g990 [Chlorella sp. A99]	RMZ57317.1 hypothetical protein APUTEX25_004151 [Auxenochlorella protothecoides]
OG0003117	Chlorella_Vulgaris2111P	PCFQ01000001.1 g990 [Chlorella sp. A99]	KAI3424979.1 hypothetical protein D9Q98_008360 [Chlorella vulgaris]
OG0003117	Chlorella_VariabilisNC64A	PCFQ01000001.1 g990 [Chlorella sp. A99]	XP_005846815.1 hypothetical protein CHLNCDRAFT_135382 [Chlorella variabilis]
OG0003117	Chlorella_Sorokiniana1602	PCFQ01000001.1 g990 [Chlorella sp. A99]	PRW45727.1 40S ribosomal S12-like [Chlorella sorokiniana]
OG0003117	Micractinium_SAG24180	PCFQ01000001.1 g990 [Chlorella sp. A99]	PSC68919.1 40S ribosomal S12-like [Micractinium conductrix]
OG0003118	Scenedesmus_NREL	PCFQ01000078.1 g2096 [Chlorella sp. A99]	KAF6266626.1 hypothetical protein COO60DRAFT_1697171 [Scenedesmus sp. NREL 46B-D3]
OG0003118	Scenedesmus_PABB004	PCFQ01000078.1 g2096 [Chlorella sp. A99]	KAF8072947.1 ubxn1 [Scenedesmus sp. PABB004]
OG0003118	Coccomyxa_SubellipsoideaC169	PCFQ01000078.1 g2096 [Chlorella sp. A99]	EIE21636.1 hypothetical protein COCSUDRAFT_30128 [Coccomyxa subellipsoidea C-169]
OG0003118	Chlorella_VariabilisNC64A	PCFQ01000078.1 g2096 [Chlorella sp. A99]	XP_005846478.1 hypothetical protein CHLNCDRAFT_31757 [Chlorella variabilis]
OG0003118	Chlorella_Sorokiniana1602	PCFQ01000078.1 g2096 [Chlorella sp. A99]	PRW59496.1 UBX domain-containing 4 [Chlorella sorokiniana]
OG0003118	Micractinium_SAG24180	PCFQ01000078.1 g2096 [Chlorella sp. A99]	PSC68310.1 UBX domain-containing 4 [Micractinium conductrix]
OG0003118	Chlorella_Vulgaris2111P	PCFQ01000078.1 g2096 [Chlorella sp. A99]	KAI3435819.1 hypothetical protein D9Q98_001877 [Chlorella vulgaris]
