Orthogroup	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180
OG0004175	EIE21595.1 hypothetical protein COCSUDRAFT_17258 [Coccomyxa subellipsoidea C-169]	PSC71146.1 EF-hand domain-containing 1 [Micractinium conductrix]
OG0004176	EIE22925.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC76783.1 RNA-binding domain-containing [Micractinium conductrix]
OG0004177	EIE21696.1 deoxyhypusine hydroxylase [Coccomyxa subellipsoidea C-169]	PSC73096.1 deoxyhypusine hydroxylase [Micractinium conductrix]
OG0004178	EIE21514.1 nucleic acid-binding protein [Coccomyxa subellipsoidea C-169]	PSC68489.1 nucleic acid-binding [Micractinium conductrix]
OG0004179	EIE19369.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PSC72396.1 deoxyribonuclease TATDN1 [Micractinium conductrix]
OG0004180	EIE20529.1 hypothetical protein COCSUDRAFT_18502 [Coccomyxa subellipsoidea C-169]	PSC73948.1 LHCP TRANSLOCATION DEFECT-like [Micractinium conductrix]
OG0004181	EIE23145.1 hypothetical protein COCSUDRAFT_47512 [Coccomyxa subellipsoidea C-169]	PSC70838.1 nucleobase-ascorbate transporter [Micractinium conductrix]
OG0004182	EIE21317.1 fructose-1_6-bisphosphate aldolase [Coccomyxa subellipsoidea C-169]	PSC72448.1 fructose-1_6-bisphosphate aldolase [Micractinium conductrix]
OG0004183	EIE23135.1 hypothetical protein COCSUDRAFT_53517 [Coccomyxa subellipsoidea C-169]	PSC70927.1 pyruvate dehydrogenase E1 component subunit beta-chloroplastic-like [Micractinium conductrix]
OG0004184	EIE22999.1 putative carboxypeptidase [Coccomyxa subellipsoidea C-169]	PSC70957.1 Carboxypeptidase Taq [Micractinium conductrix]
OG0004185	EIE18952.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PSC75026.1 metallophosphoesterase [Micractinium conductrix]
OG0004186	EIE24643.1 hypothetical protein COCSUDRAFT_53024 [Coccomyxa subellipsoidea C-169]	PSC67979.1 G -coupled seven transmembrane receptor [Micractinium conductrix]
OG0004187	EIE26238.1 hypothetical protein COCSUDRAFT_83613 [Coccomyxa subellipsoidea C-169]	PSC71307.1 glycosyl hydrolase family 43 [Micractinium conductrix]
OG0004188	EIE22372.1 hypothetical protein COCSUDRAFT_37026 [Coccomyxa subellipsoidea C-169]	PSC75509.1 26S proteasome non-ATPase regulatory subunit 8-like protein A [Micractinium conductrix]
OG0004189	EIE25555.1 DUF300-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC70645.1 transmembrane 184A-like [Micractinium conductrix]
OG0004190	EIE25541.1 inositol monophosphatase_ partial [Coccomyxa subellipsoidea C-169]	PSC68089.1 Phosphatase chloroplastic [Micractinium conductrix]
OG0004191	EIE25529.1 hypothetical protein COCSUDRAFT_9576_ partial [Coccomyxa subellipsoidea C-169]	PSC69739.1 Protein CLEC16A [Micractinium conductrix]
OG0004192	EIE26525.1 light-harvesting chlorophyll-a/b protein of photosystem I [Coccomyxa subellipsoidea C-169]	PSC72716.1 light-harvesting of photosystem I [Micractinium conductrix]
OG0004193	EIE26526.1 hypothetical protein COCSUDRAFT_52367 [Coccomyxa subellipsoidea C-169]	PSC72652.1 light harvesting complex A [Micractinium conductrix]
OG0004194	EIE22854.1 hypothetical protein COCSUDRAFT_53679 [Coccomyxa subellipsoidea C-169]	PSC72677.1 Aldo keto reductase [Micractinium conductrix]
OG0004195	EIE19844.1 hypothetical protein COCSUDRAFT_34111 [Coccomyxa subellipsoidea C-169]	PSC69017.1 proline synthase co-transcribed bacterial-like protein -like [Micractinium conductrix]
OG0004196	EIE26247.1 PMSR-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC68949.1 peptide methionine sulfoxide reductase [Micractinium conductrix]
OG0004198	EIE24099.1 selenocysteine-specific elongation factor EF-Sec [Coccomyxa subellipsoidea C-169]	PSC71534.1 Selenocysteine-specific elongation factor [Micractinium conductrix]
OG0004199	EIE21278.1 isoform CRA_b [Coccomyxa subellipsoidea C-169]	PSC69016.1 U6 snRNA-associated Sm LSm6 [Micractinium conductrix]
OG0004200	EIE22880.1 hypothetical protein COCSUDRAFT_1634_ partial [Coccomyxa subellipsoidea C-169]	PSC69078.1 transcriptional adapter ADA2-like isoform X1 [Micractinium conductrix]
OG0004201	EIE23595.1 hypothetical protein COCSUDRAFT_66004 [Coccomyxa subellipsoidea C-169]	PSC76806.1 putative oxidoreductase [Micractinium conductrix]
OG0004203	EIE26048.1 cyanase hydrolase [Coccomyxa subellipsoidea C-169], EIE18404.1 hypothetical protein COCSUDRAFT_60368 [Coccomyxa subellipsoidea C-169]	PSC68704.1 cyanate hydratase [Micractinium conductrix]
OG0004205	EIE18826.1 hypothetical protein COCSUDRAFT_59757 [Coccomyxa subellipsoidea C-169]	PSC73042.1 RNA methylase CR004 [Micractinium conductrix]
OG0004207	EIE23479.1 hypothetical protein COCSUDRAFT_65937 [Coccomyxa subellipsoidea C-169]	PSC69149.1 Surfeit locus 2 [Micractinium conductrix]
OG0004208	EIE26798.1 Tim17-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC72764.1 import inner membrane translocase subunit Tim22 [Micractinium conductrix]
OG0004210	EIE26782.1 UPF0027-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC67470.1 hypothetical protein C2E20_8856 [Micractinium conductrix]
OG0004211	EIE26395.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	PSC72721.1 2-methyl-6-phytyl-1_4-hydroquinone chloroplastic [Micractinium conductrix]
OG0004213	EIE23144.1 hypothetical protein COCSUDRAFT_53522 [Coccomyxa subellipsoidea C-169]	PSC69303.1 15-cis-zeta-carotene [Micractinium conductrix]
OG0004214	EIE21332.1 hypothetical protein COCSUDRAFT_37270 [Coccomyxa subellipsoidea C-169]	PSC68476.1 Peptide methionine sulfoxide reductase [Micractinium conductrix]
OG0004215	EIE24027.1 Oxysterol-binding protein [Coccomyxa subellipsoidea C-169]	PSC75190.1 oxysterol-binding -related 3B-like [Micractinium conductrix]
OG0004216	EIE25424.1 SET domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PSC72547.1 Histone-lysine N-H3 lysine-9 specific SUVH4 [Micractinium conductrix]
OG0004218	EIE24959.1 hypothetical protein COCSUDRAFT_83651 [Coccomyxa subellipsoidea C-169]	PSC68408.1 ribonuclease H2 subunit B [Micractinium conductrix]
OG0004219	EIE24700.1 hypothetical protein COCSUDRAFT_14531 [Coccomyxa subellipsoidea C-169]	PSC67342.1 adenylate and guanylate cyclase catalytic domain-containing isoform A [Micractinium conductrix]
OG0004220	EIE24190.1 hypothetical protein COCSUDRAFT_53257 [Coccomyxa subellipsoidea C-169]	PSC75201.1 Metalloendopeptidase family-saccharolysin & thimet oligopeptidase _ISS_ [Micractinium conductrix]
OG0004221	EIE25486.1 proteasome maturation factor UMP1 [Coccomyxa subellipsoidea C-169]	PSC69832.1 proteasome maturation factor UMP1 family [Micractinium conductrix]
OG0004222	EIE19603.1 hypothetical protein COCSUDRAFT_67716 [Coccomyxa subellipsoidea C-169]	PSC72767.1 replication A 14 kDa subunit B [Micractinium conductrix]
OG0004223	EIE20944.1 hypothetical protein COCSUDRAFT_57486 [Coccomyxa subellipsoidea C-169]	PSC67748.1 ataxin-10 [Micractinium conductrix]
OG0004224	EIE27249.1 riboflavin biosynthesis p_ partial [Coccomyxa subellipsoidea C-169]	PSC71189.1 riboflavin biosynthesis chloroplastic-like [Micractinium conductrix]
OG0004225	EIE24506.1 farnesyl diphosphate synthase [Coccomyxa subellipsoidea C-169]	PSC75133.1 farnesyl diphosphate synthase [Micractinium conductrix]
OG0004226	EIE23841.1 hypothetical protein COCSUDRAFT_23145_ partial [Coccomyxa subellipsoidea C-169]	PSC68991.1 rhodanese-like domain-containing chloroplastic [Micractinium conductrix]
OG0004227	EIE25963.1 Nhpms2 complexed with Adp [Coccomyxa subellipsoidea C-169]	PSC67581.1 DNA mismatch repair PMS1 isoform X3 [Micractinium conductrix]
OG0004229	EIE18915.1 tRNA modification GTPase TrmE [Coccomyxa subellipsoidea C-169]	PSC72869.1 tRNA modification GTPase isoform X1 [Micractinium conductrix]
OG0004230	EIE21012.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]	PSC76877.1 protease Do-like chloroplastic isoform X1 [Micractinium conductrix]
OG0004231	EIE18649.1 D-amino acid oxidase_ partial [Coccomyxa subellipsoidea C-169]	PSC72675.1 oxidoreductase TDA3 [Micractinium conductrix]
OG0004232	EIE27681.1 mitochondrial substrate carrier protein [Coccomyxa subellipsoidea C-169]	PSC70667.1 mitochondrial substrate carrier [Micractinium conductrix]
OG0004233	EIE21584.1 3'-5'-exoribonuclease/RNA binding-like protein [Coccomyxa subellipsoidea C-169]	PSC67110.1 3 -5 -exoribonuclease RNA binding [Micractinium conductrix]
OG0004234	EIE26602.1 Shwachman-Bodian-diamond syndrome_ partial [Coccomyxa subellipsoidea C-169]	PSC73308.1 ribosome maturation SBDS [Micractinium conductrix]
OG0004235	EIE23459.1 DUF1546-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC74770.1 transcription initiation factor TFIID subunit 6-like isoform X1 [Micractinium conductrix]
OG0004236	EIE27504.1 thiolase-like protein [Coccomyxa subellipsoidea C-169]	PSC76284.1 3-oxoacyl-[acyl-carrier] mitochondrial [Micractinium conductrix]
OG0004237	EIE26086.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	PSC75892.1 Arginine N-methyltransferase 2 [Micractinium conductrix]
OG0004238	EIE23977.1 outer arm dynein light chain 1 [Coccomyxa subellipsoidea C-169]	PSC70165.1 tilB-like protein [Micractinium conductrix]
OG0004239	EIE23796.1 diphthamide biosynthesis protein [Coccomyxa subellipsoidea C-169]	PSC68273.1 diphthamide biosynthesis 2 [Micractinium conductrix]
OG0004240	EIE26655.1 anaphase-promoting complex_ subunit 10 [Coccomyxa subellipsoidea C-169]	PSC73240.1 Anaphase-promoting complex subunit 10 [Micractinium conductrix]
OG0004241	EIE23051.1 hypothetical protein COCSUDRAFT_53491 [Coccomyxa subellipsoidea C-169]	PSC69962.1 plastid ribosomal S6 [Micractinium conductrix]
OG0004242	EIE25270.1 small-subunit processome_ partial [Coccomyxa subellipsoidea C-169]	PSC70506.1 U3 small nucleolar RNA-associated 11 [Micractinium conductrix]
OG0004243	EIE25192.1 hypothetical protein COCSUDRAFT_27861 [Coccomyxa subellipsoidea C-169]	PSC69757.1 Small RNA degrading nuclease [Micractinium conductrix]
OG0004244	EIE18962.1 PHF5-like protein [Coccomyxa subellipsoidea C-169]	PSC70750.1 PHD finger-like domain-containing 5B [Micractinium conductrix]
OG0004245	EIE26498.1 hypothetical protein COCSUDRAFT_12245_ partial [Coccomyxa subellipsoidea C-169]	PSC74964.1 phosphoribosylanthranilate isomerase [Micractinium conductrix]
OG0004246	EIE20454.1 ChaC-like protein [Coccomyxa subellipsoidea C-169]	PSC76984.1 cation transport regulator 2 [Micractinium conductrix]
OG0004247	EIE23926.1 signal peptidase 22 kDa subunit [Coccomyxa subellipsoidea C-169]	PSC70612.1 signal peptidase complex subunit 3B [Micractinium conductrix]
OG0004248	EIE27431.1 hypothetical protein COCSUDRAFT_45859 [Coccomyxa subellipsoidea C-169]	PSC70776.1 peptidoglycan binding [Micractinium conductrix]
OG0004249	EIE25568.1 hypothetical protein COCSUDRAFT_61770 [Coccomyxa subellipsoidea C-169]	PSC68130.1 STAY-GREEN chloroplastic-like [Micractinium conductrix]
OG0004251	EIE18592.1 ribosomal protein L14 [Coccomyxa subellipsoidea C-169]	PSC68058.1 50S ribosomal L14 [Micractinium conductrix]
OG0004252	EIE26741.1 hypothetical protein COCSUDRAFT_4914_ partial [Coccomyxa subellipsoidea C-169]	PSC72905.1 Solute carrier family 35 member F6 [Micractinium conductrix]
OG0004253	EIE20622.1 hypothetical protein COCSUDRAFT_83540 [Coccomyxa subellipsoidea C-169]	PSC72796.1 DNA glycosylase isoform A [Micractinium conductrix], PSC72795.1 DNA glycosylase isoform B [Micractinium conductrix]
OG0004254	EIE26443.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	PSC71230.1 Mitochondrial carnitine acylcarnitine carrier [Micractinium conductrix]
OG0004255	EIE23525.1 hypothetical protein COCSUDRAFT_65962 [Coccomyxa subellipsoidea C-169]	PSC70698.1 hypothetical protein C2E20_5843 [Micractinium conductrix]
OG0004256	EIE24758.1 hypothetical protein COCSUDRAFT_41065 [Coccomyxa subellipsoidea C-169]	PSC70721.1 hypothetical protein C2E20_5829 [Micractinium conductrix], PSC70820.1 disheveled-associated activator of morphogenesis 1 [Micractinium conductrix]
OG0004258	EIE20890.1 ras-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC69978.1 ras-related RABH1b [Micractinium conductrix]
OG0004261	EIE27559.1 hypothetical protein COCSUDRAFT_39194 [Coccomyxa subellipsoidea C-169]	PSC76835.1 Meiotic nuclear division 1 [Micractinium conductrix]
OG0004263	EIE27790.1 hypothetical protein COCSUDRAFT_45995 [Coccomyxa subellipsoidea C-169]	PSC69451.1 phosphatase 2C [Micractinium conductrix]
OG0004264	EIE27455.1 hypothetical protein COCSUDRAFT_55461 [Coccomyxa subellipsoidea C-169]	PSC69455.1 Zinc finger MYND domain-containing 10 isoform A [Micractinium conductrix], PSC69454.1 Zinc finger MYND domain-containing 10 isoform B [Micractinium conductrix]
OG0004265	EIE27549.1 Xaa-Pro dipeptidase _X-Pro dipeptidase_ [Coccomyxa subellipsoidea C-169]	PSC76780.1 xaa-Pro dipeptidase isoform X1 [Micractinium conductrix]
OG0004267	EIE25645.1 hypothetical protein COCSUDRAFT_64760 [Coccomyxa subellipsoidea C-169]	PSC71827.1 N-lysine methyltransferase METTL21A [Micractinium conductrix]
OG0004268	EIE21783.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	PSC71744.1 regulator of nonsense transcripts 1 _RENT1_ [Micractinium conductrix]
OG0004269	EIE24565.1 FKBP-type peptidyl-prolyl cis-trans isomerase_ partial [Coccomyxa subellipsoidea C-169]	PSC71742.1 serine threonine isoform A [Micractinium conductrix], PSC71743.1 serine threonine isoform B [Micractinium conductrix]
OG0004271	EIE24621.1 hypothetical protein COCSUDRAFT_65447 [Coccomyxa subellipsoidea C-169]	PSC67023.1 hypothetical protein C2E20_9320_ partial [Micractinium conductrix], PSC71194.1 hypothetical protein C2E20_5608 [Micractinium conductrix], PSC67196.1 hypothetical protein C2E20_9111 [Micractinium conductrix], PSC67389.1 hypothetical protein C2E20_8951 [Micractinium conductrix]
OG0004276	EIE25838.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]	PSC69217.1 phosphatase 2C [Micractinium conductrix]
OG0004278	EIE25852.1 hypothetical protein COCSUDRAFT_60863 [Coccomyxa subellipsoidea C-169]	PSC69202.1 putative ribose-5-phosphate isomerase chloroplastic isoform A [Micractinium conductrix], PSC69203.1 putative ribose-5-phosphate isomerase chloroplastic isoform B [Micractinium conductrix]
OG0004279	EIE20330.1 hypothetical protein COCSUDRAFT_67586 [Coccomyxa subellipsoidea C-169], EIE20353.1 hypothetical protein COCSUDRAFT_83553 [Coccomyxa subellipsoidea C-169]	PSC69983.1 SAM domain _Sterile alpha motif_ domain containing isoform B [Micractinium conductrix], PSC69982.1 SAM domain _Sterile alpha motif_ domain containing isoform A [Micractinium conductrix]
OG0004281	EIE23249.1 hypothetical protein COCSUDRAFT_42158 [Coccomyxa subellipsoidea C-169]	PSC75039.1 putative NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Micractinium conductrix]
OG0004282	EIE18716.1 hypothetical protein COCSUDRAFT_68172 [Coccomyxa subellipsoidea C-169], EIE22933.1 hypothetical protein COCSUDRAFT_83705 [Coccomyxa subellipsoidea C-169]	PSC69344.1 peptidase U32 [Micractinium conductrix]
OG0004285	EIE25777.1 hypothetical protein COCSUDRAFT_64833 [Coccomyxa subellipsoidea C-169], EIE22998.1 hypothetical protein COCSUDRAFT_66129 [Coccomyxa subellipsoidea C-169]	PSC68487.1 activating signal cointegrator 1-like isoform B [Micractinium conductrix], PSC68488.1 activating signal cointegrator 1-like isoform A [Micractinium conductrix]
OG0004288	EIE23488.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]	PSC67182.1 WD40 repeat [Micractinium conductrix], PSC67878.1 WD and tetratricopeptide repeats 1-like [Micractinium conductrix]
OG0004289	EIE26127.1 ATP-dependent DNA helicase [Coccomyxa subellipsoidea C-169]	PSC67654.1 mediator of RNA polymerase II transcription subunit 34 isoform X1 [Micractinium conductrix]
OG0004290	EIE26011.1 alpha subunit of acetyl-CoA carboxylase [Coccomyxa subellipsoidea C-169]	PSC71963.1 acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha [Micractinium conductrix]
OG0004291	EIE26358.1 hypothetical protein COCSUDRAFT_58894 [Coccomyxa subellipsoidea C-169]	PSC70869.1 hypothetical protein C2E20_5731 [Micractinium conductrix]
OG0004293	EIE23057.1 hypothetical protein COCSUDRAFT_53493 [Coccomyxa subellipsoidea C-169]	PSC69851.1 SOUL heme-binding [Micractinium conductrix]
OG0004296	EIE23000.1 hypothetical protein COCSUDRAFT_66132 [Coccomyxa subellipsoidea C-169], EIE26302.1 hypothetical protein COCSUDRAFT_58842 [Coccomyxa subellipsoidea C-169]	PSC69884.1 nuclear speckle splicing regulatory 1-like [Micractinium conductrix]
OG0004297	EIE23089.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PSC69869.1 Gamma-soluble NSF attachment [Micractinium conductrix]
OG0004299	EIE22348.1 hypothetical protein COCSUDRAFT_33484 [Coccomyxa subellipsoidea C-169]	PSC70967.1 integral membrane [Micractinium conductrix]
OG0004302	EIE22511.1 hypothetical protein COCSUDRAFT_83468 [Coccomyxa subellipsoidea C-169]	PSC70333.1 hypoxanthine phosphoribosyltransferase [Micractinium conductrix]
OG0004303	EIE22198.1 UDP-Glycosyltransferase/glycogen phosphorylase [Coccomyxa subellipsoidea C-169]	PSC70858.1 glycosyl transferase group 1 [Micractinium conductrix]
OG0004304	EIE27039.1 hypothetical protein COCSUDRAFT_64051_ partial [Coccomyxa subellipsoidea C-169]	PSC70310.1 kinesin K39 [Micractinium conductrix]
OG0004305	EIE22249.1 LuxS/MPP-like metallohydrolase [Coccomyxa subellipsoidea C-169]	PSC70360.1 peptidase M16 [Micractinium conductrix]
OG0004306	EIE26885.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PSC70385.1 NAD_P_-dependent oxidoreductase [Micractinium conductrix]
OG0004307	EIE20819.1 hypothetical protein COCSUDRAFT_18358_ partial [Coccomyxa subellipsoidea C-169]	PSC68027.1 apurinic endonuclease-redox isoform X3 [Micractinium conductrix]
OG0004308	EIE19153.1 hypothetical protein COCSUDRAFT_20093_ partial [Coccomyxa subellipsoidea C-169]	PSC73957.1 hypothetical protein C2E20_2531 [Micractinium conductrix], PSC74320.1 SNF2 super [Micractinium conductrix]
OG0004309	EIE21557.1 hypothetical protein COCSUDRAFT_54021 [Coccomyxa subellipsoidea C-169]	PSC68208.1 mediator of RNA polymerase II transcription subunit 22 isoform X3 [Micractinium conductrix]
OG0004310	EIE22635.1 hypothetical protein COCSUDRAFT_53614 [Coccomyxa subellipsoidea C-169]	PSC68195.1 lipopolysaccharide-induced transcription factor regulating tumor necrosis factor [Micractinium conductrix]
OG0004311	EIE22609.1 hypothetical protein COCSUDRAFT_63755 [Coccomyxa subellipsoidea C-169]	PSC73950.1 GTP-binding chloroplastic [Micractinium conductrix]
OG0004312	EIE21777.1 hypothetical protein COCSUDRAFT_42826 [Coccomyxa subellipsoidea C-169]	PSC68601.1 hypothetical protein C2E20_7774 [Micractinium conductrix], PSC68921.1 hypothetical protein C2E20_7537 [Micractinium conductrix], PSC67042.1 hypothetical protein C2E20_9291 [Micractinium conductrix]
OG0004313	EIE23246.1 hypothetical protein COCSUDRAFT_63602 [Coccomyxa subellipsoidea C-169], EIE22645.1 hypothetical protein COCSUDRAFT_42302 [Coccomyxa subellipsoidea C-169]	PSC70548.1 DUF563 domain-containing [Micractinium conductrix], PSC70126.1 O-linked-mannose beta-1_4-N-acetylglucosaminyltransferase 2-like [Micractinium conductrix]
OG0004314	EIE22763.1 hypothetical protein COCSUDRAFT_63899 [Coccomyxa subellipsoidea C-169]	PSC73601.1 autophagy-related 18h-like [Micractinium conductrix]
