Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_VariabilisNC64A
OG0004343	EIE19847.1 hypothetical protein COCSUDRAFT_44268 [Coccomyxa subellipsoidea C-169]	XP_005851286.1 hypothetical protein CHLNCDRAFT_138084 [Chlorella variabilis]
OG0004344	EIE21483.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	XP_005851098.1 hypothetical protein CHLNCDRAFT_137639 [Chlorella variabilis]
OG0004347	EIE20160.1 DUF833-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005851435.1 hypothetical protein CHLNCDRAFT_137746 [Chlorella variabilis]
OG0004349	EIE22886.1 hypothetical protein COCSUDRAFT_66438 [Coccomyxa subellipsoidea C-169]	XP_005849737.1 expressed protein [Chlorella variabilis]
OG0004350	EIE19510.1 hypothetical protein COCSUDRAFT_83561 [Coccomyxa subellipsoidea C-169]	XP_005849972.1 hypothetical protein CHLNCDRAFT_143342_ partial [Chlorella variabilis], XP_005843803.1 hypothetical protein CHLNCDRAFT_139826 [Chlorella variabilis]
OG0004351	EIE20800.1 alpha/beta knot [Coccomyxa subellipsoidea C-169]	XP_005849848.1 hypothetical protein CHLNCDRAFT_143017 [Chlorella variabilis]
OG0004353	EIE24654.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	XP_005847638.1 hypothetical protein CHLNCDRAFT_133976 [Chlorella variabilis], XP_005845666.1 hypothetical protein CHLNCDRAFT_53733 [Chlorella variabilis]
OG0004354	EIE24981.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	XP_005849528.1 hypothetical protein CHLNCDRAFT_20925_ partial [Chlorella variabilis]
OG0004355	EIE21111.1 hypothetical protein COCSUDRAFT_67088 [Coccomyxa subellipsoidea C-169]	XP_005846305.1 hypothetical protein CHLNCDRAFT_135677 [Chlorella variabilis]
OG0004356	EIE21174.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]	XP_005846448.1 hypothetical protein CHLNCDRAFT_24715 [Chlorella variabilis]
OG0004358	EIE24872.1 Rh-like protein/ammonium transporter [Coccomyxa subellipsoidea C-169], EIE24875.1 Rh-like protein/ammonium transporter [Coccomyxa subellipsoidea C-169]	XP_005849382.1 hypothetical protein CHLNCDRAFT_21763 [Chlorella variabilis]
OG0004359	EIE19740.1 hypothetical protein COCSUDRAFT_44563 [Coccomyxa subellipsoidea C-169]	XP_005846336.1 hypothetical protein CHLNCDRAFT_135752 [Chlorella variabilis]
OG0004360	EIE21352.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	XP_005843017.1 hypothetical protein CHLNCDRAFT_37629_ partial [Chlorella variabilis]
OG0004361	EIE21396.1 DnaJ-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005845410.1 hypothetical protein CHLNCDRAFT_25896 [Chlorella variabilis]
OG0004362	EIE26604.1 hypothetical protein COCSUDRAFT_64572 [Coccomyxa subellipsoidea C-169], EIE26877.1 hypothetical protein COCSUDRAFT_46268 [Coccomyxa subellipsoidea C-169]	XP_005846368.1 hypothetical protein CHLNCDRAFT_135824 [Chlorella variabilis]
OG0004363	EIE21171.1 hypothetical protein COCSUDRAFT_57085 [Coccomyxa subellipsoidea C-169]	XP_005846483.1 hypothetical protein CHLNCDRAFT_58279 [Chlorella variabilis]
OG0004364	EIE21523.1 hypothetical protein COCSUDRAFT_66930 [Coccomyxa subellipsoidea C-169]	XP_005845287.1 hypothetical protein CHLNCDRAFT_137003 [Chlorella variabilis]
OG0004367	EIE24597.1 hypothetical protein COCSUDRAFT_62029 [Coccomyxa subellipsoidea C-169]	XP_005851706.1 hypothetical protein CHLNCDRAFT_56464 [Chlorella variabilis]
OG0004368	EIE24230.1 phosphatases II [Coccomyxa subellipsoidea C-169]	XP_005852092.1 hypothetical protein CHLNCDRAFT_13330_ partial [Chlorella variabilis]
OG0004372	EIE24313.1 protein prenylyltransferase [Coccomyxa subellipsoidea C-169]	XP_005852290.1 hypothetical protein CHLNCDRAFT_133703 [Chlorella variabilis]
OG0004373	EIE24380.1 hypothetical protein COCSUDRAFT_83684 [Coccomyxa subellipsoidea C-169]	XP_005852000.1 hypothetical protein CHLNCDRAFT_132919 [Chlorella variabilis]
OG0004374	EIE18047.1 Macrocin-O-methyltransferase [Coccomyxa subellipsoidea C-169], EIE18045.1 Macrocin-O-methyltransferase [Coccomyxa subellipsoidea C-169]	XP_005843093.1 hypothetical protein CHLNCDRAFT_13731_ partial [Chlorella variabilis]
OG0004375	EIE18238.1 hypothetical protein COCSUDRAFT_45500 [Coccomyxa subellipsoidea C-169]	XP_005843627.1 expressed protein [Chlorella variabilis]
OG0004376	EIE25337.1 hypothetical protein COCSUDRAFT_65197 [Coccomyxa subellipsoidea C-169]	XP_005848663.1 hypothetical protein CHLNCDRAFT_51536 [Chlorella variabilis]
OG0004379	EIE20667.1 ribosomal protein L2 [Coccomyxa subellipsoidea C-169]	XP_005844211.1 hypothetical protein CHLNCDRAFT_11610_ partial [Chlorella variabilis]
OG0004381	EIE24883.1 hypothetical protein COCSUDRAFT_46996 [Coccomyxa subellipsoidea C-169]	XP_005844498.1 hypothetical protein CHLNCDRAFT_138860 [Chlorella variabilis]
OG0004382	EIE27599.1 hypothetical protein COCSUDRAFT_55595 [Coccomyxa subellipsoidea C-169]	XP_005844835.1 hypothetical protein CHLNCDRAFT_138292 [Chlorella variabilis]
OG0004383	EIE26839.1 hypothetical protein COCSUDRAFT_59346 [Coccomyxa subellipsoidea C-169]	XP_005846392.1 expressed protein [Chlorella variabilis], XP_005846391.1 hypothetical protein CHLNCDRAFT_135872 [Chlorella variabilis]
OG0004384	EIE21572.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005846419.1 hypothetical protein CHLNCDRAFT_58236 [Chlorella variabilis]
OG0004386	EIE20968.1 hypothetical protein COCSUDRAFT_83527 [Coccomyxa subellipsoidea C-169]	XP_005849673.1 expressed protein [Chlorella variabilis], XP_005847655.1 hypothetical protein CHLNCDRAFT_134022 [Chlorella variabilis]
OG0004388	EIE21073.1 hypothetical protein COCSUDRAFT_56993 [Coccomyxa subellipsoidea C-169]	XP_005848740.1 hypothetical protein CHLNCDRAFT_144434 [Chlorella variabilis], XP_005849123.1 hypothetical protein CHLNCDRAFT_51314 [Chlorella variabilis]
OG0004389	EIE25588.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	XP_005850103.1 hypothetical protein CHLNCDRAFT_57077 [Chlorella variabilis]
OG0004390	EIE22010.1 hypothetical protein COCSUDRAFT_53931 [Coccomyxa subellipsoidea C-169]	XP_005850350.1 hypothetical protein CHLNCDRAFT_57081 [Chlorella variabilis]
OG0004391	EIE24016.1 hypothetical protein COCSUDRAFT_41339 [Coccomyxa subellipsoidea C-169]	XP_005850666.1 hypothetical protein CHLNCDRAFT_56931 [Chlorella variabilis]
OG0004392	EIE24384.1 hypothetical protein COCSUDRAFT_52946 [Coccomyxa subellipsoidea C-169]	XP_005850678.1 hypothetical protein CHLNCDRAFT_140736 [Chlorella variabilis]
OG0004419	EIE25719.1 hypothetical protein COCSUDRAFT_64799 [Coccomyxa subellipsoidea C-169]	XP_005848968.1 expressed protein [Chlorella variabilis]
OG0004421	EIE23590.1 DUF1715-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005849199.1 hypothetical protein CHLNCDRAFT_143903 [Chlorella variabilis]
OG0004422	EIE18760.1 hypothetical protein COCSUDRAFT_60064 [Coccomyxa subellipsoidea C-169]	XP_005852323.1 hypothetical protein CHLNCDRAFT_142511 [Chlorella variabilis]
OG0004423	EIE24249.1 SpoU rRNA methylase family protein [Coccomyxa subellipsoidea C-169]	XP_005842882.1 hypothetical protein CHLNCDRAFT_142475 [Chlorella variabilis]
OG0004424	EIE27196.1 hypothetical protein COCSUDRAFT_45770 [Coccomyxa subellipsoidea C-169]	XP_005846896.1 hypothetical protein CHLNCDRAFT_134760 [Chlorella variabilis]
OG0004425	EIE18462.1 hypothetical protein COCSUDRAFT_54901 [Coccomyxa subellipsoidea C-169]	XP_005842969.1 hypothetical protein CHLNCDRAFT_12856_ partial [Chlorella variabilis]
OG0004426	EIE25978.1 hypothetical protein COCSUDRAFT_52641 [Coccomyxa subellipsoidea C-169]	XP_005842711.1 hypothetical protein CHLNCDRAFT_135458 [Chlorella variabilis]
OG0004427	EIE19085.1 ATP-NAD kinase [Coccomyxa subellipsoidea C-169]	XP_005845658.1 hypothetical protein CHLNCDRAFT_136701 [Chlorella variabilis]
OG0004430	EIE26660.1 hypothetical protein COCSUDRAFT_12101_ partial [Coccomyxa subellipsoidea C-169]	XP_005842863.1 hypothetical protein CHLNCDRAFT_33380 [Chlorella variabilis]
OG0004431	EIE26129.1 hypothetical protein COCSUDRAFT_40278 [Coccomyxa subellipsoidea C-169]	XP_005846200.1 hypothetical protein CHLNCDRAFT_136232 [Chlorella variabilis]
OG0004432	EIE24156.1 hypothetical protein COCSUDRAFT_14594_ partial [Coccomyxa subellipsoidea C-169]	XP_005845663.1 hypothetical protein CHLNCDRAFT_25675 [Chlorella variabilis]
OG0004433	EIE23048.1 hypothetical protein COCSUDRAFT_47480 [Coccomyxa subellipsoidea C-169]	XP_005845564.1 hypothetical protein CHLNCDRAFT_136730 [Chlorella variabilis]
OG0004436	EIE27438.1 Saposin [Coccomyxa subellipsoidea C-169]	XP_005844730.1 hypothetical protein CHLNCDRAFT_58828 [Chlorella variabilis]
OG0004437	EIE18771.1 hypothetical protein COCSUDRAFT_68194 [Coccomyxa subellipsoidea C-169]	XP_005845513.1 hypothetical protein CHLNCDRAFT_58502 [Chlorella variabilis]
OG0004438	EIE22929.1 hypothetical protein COCSUDRAFT_47747 [Coccomyxa subellipsoidea C-169]	XP_005845620.1 hypothetical protein CHLNCDRAFT_136597 [Chlorella variabilis]
OG0004439	EIE24116.1 hypothetical protein COCSUDRAFT_36279 [Coccomyxa subellipsoidea C-169]	XP_005844259.1 hypothetical protein CHLNCDRAFT_27099_ partial [Chlorella variabilis]
OG0004440	EIE24200.1 hypothetical protein COCSUDRAFT_65792 [Coccomyxa subellipsoidea C-169]	XP_005842838.1 hypothetical protein CHLNCDRAFT_142536 [Chlorella variabilis]
OG0004442	EIE21787.1 bola-like protein [Coccomyxa subellipsoidea C-169]	XP_005842968.1 hypothetical protein CHLNCDRAFT_141798 [Chlorella variabilis]
OG0004443	EIE23328.1 hypothetical protein COCSUDRAFT_41599 [Coccomyxa subellipsoidea C-169]	XP_005842940.1 hypothetical protein CHLNCDRAFT_59419 [Chlorella variabilis]
OG0004444	EIE26424.1 hypothetical protein COCSUDRAFT_58962 [Coccomyxa subellipsoidea C-169]	XP_005844437.1 hypothetical protein CHLNCDRAFT_58938 [Chlorella variabilis]
OG0004445	EIE26527.1 photosystem II reaction cent [Coccomyxa subellipsoidea C-169]	XP_005850706.1 hypothetical protein CHLNCDRAFT_19726 [Chlorella variabilis]
OG0004447	EIE20367.1 hypothetical protein COCSUDRAFT_57519 [Coccomyxa subellipsoidea C-169]	XP_005849506.1 hypothetical protein CHLNCDRAFT_48633 [Chlorella variabilis]
OG0004448	EIE24666.1 hypothetical protein COCSUDRAFT_41002 [Coccomyxa subellipsoidea C-169]	XP_005852266.1 hypothetical protein CHLNCDRAFT_133649 [Chlorella variabilis]
OG0004449	EIE27677.1 Di-trans-poly-cis-decaprenylcistransferase [Coccomyxa subellipsoidea C-169]	XP_005848062.1 hypothetical protein CHLNCDRAFT_10741_ partial [Chlorella variabilis]
OG0004451	EIE27643.1 hypothetical protein COCSUDRAFT_64320 [Coccomyxa subellipsoidea C-169]	XP_005848064.1 hypothetical protein CHLNCDRAFT_145277 [Chlorella variabilis]
OG0004452	EIE27621.1 hypothetical protein COCSUDRAFT_52223 [Coccomyxa subellipsoidea C-169]	XP_005847900.1 hypothetical protein CHLNCDRAFT_57716 [Chlorella variabilis]
OG0004453	EIE27646.1 Thioesterase/thiol ester dehydrase-isomerase_ partial [Coccomyxa subellipsoidea C-169]	XP_005848053.1 hypothetical protein CHLNCDRAFT_14001_ partial [Chlorella variabilis]
OG0004454	EIE19474.1 hypothetical protein COCSUDRAFT_48957 [Coccomyxa subellipsoidea C-169]	XP_005849903.1 hypothetical protein CHLNCDRAFT_143165 [Chlorella variabilis]
OG0004455	EIE19519.1 MED7-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005848710.1 hypothetical protein CHLNCDRAFT_144364 [Chlorella variabilis]
OG0004456	EIE21566.1 hypothetical protein COCSUDRAFT_56779 [Coccomyxa subellipsoidea C-169]	XP_005845270.1 hypothetical protein CHLNCDRAFT_136965 [Chlorella variabilis]
OG0004459	EIE25630.1 hypothetical protein COCSUDRAFT_83637 [Coccomyxa subellipsoidea C-169], EIE18554.1 L domain-like protein [Coccomyxa subellipsoidea C-169]	XP_005848723.1 hypothetical protein CHLNCDRAFT_57520 [Chlorella variabilis]
OG0004460	EIE24401.1 Extradiol aromatic ring-opening dioxygenase [Coccomyxa subellipsoidea C-169]	XP_005850634.1 hypothetical protein CHLNCDRAFT_20098 [Chlorella variabilis]
OG0004461	EIE19646.1 antiviral helicase [Coccomyxa subellipsoidea C-169]	XP_005848909.1 hypothetical protein CHLNCDRAFT_144334 [Chlorella variabilis]
OG0004462	EIE21266.1 mitochondrial ribosomal protein S6_ partial [Coccomyxa subellipsoidea C-169]	XP_005848837.1 hypothetical protein CHLNCDRAFT_144161 [Chlorella variabilis]
OG0004463	EIE21196.1 hypothetical protein COCSUDRAFT_17873 [Coccomyxa subellipsoidea C-169]	XP_005848620.1 hypothetical protein CHLNCDRAFT_144127 [Chlorella variabilis]
OG0004464	EIE20328.1 hypothetical protein COCSUDRAFT_30875 [Coccomyxa subellipsoidea C-169]	XP_005846632.1 hypothetical protein CHLNCDRAFT_24463_ partial [Chlorella variabilis]
OG0004465	EIE27721.1 Scramblase-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005847973.1 hypothetical protein CHLNCDRAFT_145465 [Chlorella variabilis]
OG0004466	EIE26563.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	XP_005850675.1 hypothetical protein CHLNCDRAFT_140730 [Chlorella variabilis]
OG0004467	EIE27482.1 methionine-R-sulfoxide reductase [Coccomyxa subellipsoidea C-169]	XP_005852131.1 hypothetical protein CHLNCDRAFT_18624 [Chlorella variabilis]
OG0004468	EIE23409.1 putative Notchless [Coccomyxa subellipsoidea C-169]	XP_005843867.1 hypothetical protein CHLNCDRAFT_56362 [Chlorella variabilis]
OG0004472	EIE23027.1 VDE-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005847292.1 hypothetical protein CHLNCDRAFT_35609 [Chlorella variabilis]
OG0004473	EIE26721.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	XP_005850952.1 hypothetical protein CHLNCDRAFT_50360 [Chlorella variabilis]
OG0004474	EIE21222.1 Arf GTPase activating protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005848600.1 hypothetical protein CHLNCDRAFT_14348_ partial [Chlorella variabilis]
OG0004475	EIE18220.1 glycosyl transferase_ partial [Coccomyxa subellipsoidea C-169]	XP_005843911.1 hypothetical protein CHLNCDRAFT_8691_ partial [Chlorella variabilis]
OG0004477	EIE24706.1 Rubredoxin-like protein [Coccomyxa subellipsoidea C-169]	XP_005852087.1 hypothetical protein CHLNCDRAFT_18606_ partial [Chlorella variabilis]
OG0004478	EIE20282.1 UPF0041-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005845061.1 hypothetical protein CHLNCDRAFT_26253_ partial [Chlorella variabilis]
OG0004479	EIE19954.1 SMAD/FHA domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005846626.1 hypothetical protein CHLNCDRAFT_135265 [Chlorella variabilis]
OG0004480	EIE20832.1 hypothetical protein COCSUDRAFT_57381 [Coccomyxa subellipsoidea C-169]	XP_005849678.1 hypothetical protein CHLNCDRAFT_143235 [Chlorella variabilis]
OG0004481	EIE23214.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	XP_005847282.1 hypothetical protein CHLNCDRAFT_134329 [Chlorella variabilis]
OG0004482	EIE21195.1 hypothetical protein COCSUDRAFT_57107 [Coccomyxa subellipsoidea C-169]	XP_005848822.1 expressed protein [Chlorella variabilis]
OG0004483	EIE25163.1 casein kinase I_ partial [Coccomyxa subellipsoidea C-169]	XP_005847822.1 hypothetical protein CHLNCDRAFT_134036 [Chlorella variabilis]
OG0004484	EIE23025.1 hypothetical protein COCSUDRAFT_15978_ partial [Coccomyxa subellipsoidea C-169]	XP_005847285.1 hypothetical protein CHLNCDRAFT_23742 [Chlorella variabilis]
OG0004485	EIE21376.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	XP_005845394.1 hypothetical protein CHLNCDRAFT_53838 [Chlorella variabilis]
OG0004486	EIE19746.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]	XP_005844763.1 hypothetical protein CHLNCDRAFT_54300 [Chlorella variabilis]
OG0004488	EIE20813.1 nagb/rpia/CoA transferase-like protein [Coccomyxa subellipsoidea C-169]	XP_005845887.1 hypothetical protein CHLNCDRAFT_36346 [Chlorella variabilis]
OG0004489	EIE22245.1 putative lysine decarboxylase_ partial [Coccomyxa subellipsoidea C-169]	XP_005846309.1 hypothetical protein CHLNCDRAFT_24809 [Chlorella variabilis]
OG0004490	EIE23133.1 nucleic acid-binding protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005847272.1 hypothetical protein CHLNCDRAFT_57952 [Chlorella variabilis]
OG0004491	EIE26773.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005845055.1 hypothetical protein CHLNCDRAFT_58674 [Chlorella variabilis]
OG0004492	EIE21575.1 hypothetical protein COCSUDRAFT_66951 [Coccomyxa subellipsoidea C-169]	XP_005846311.1 expressed protein [Chlorella variabilis]
OG0004494	EIE26561.1 cupin 4 [Coccomyxa subellipsoidea C-169]	XP_005850961.1 hypothetical protein CHLNCDRAFT_140729 [Chlorella variabilis]
OG0004495	EIE20725.1 hypothetical protein COCSUDRAFT_57289 [Coccomyxa subellipsoidea C-169]	XP_005844222.1 hypothetical protein CHLNCDRAFT_58963 [Chlorella variabilis]
OG0004496	EIE26838.1 hypothetical protein COCSUDRAFT_52473 [Coccomyxa subellipsoidea C-169]	XP_005846390.1 hypothetical protein CHLNCDRAFT_135871 [Chlorella variabilis]
OG0004497	EIE27626.1 hypothetical protein COCSUDRAFT_52226 [Coccomyxa subellipsoidea C-169]	XP_005849765.1 hypothetical protein CHLNCDRAFT_142812 [Chlorella variabilis]
OG0004498	EIE27815.1 glutaredoxin [Coccomyxa subellipsoidea C-169]	XP_005848188.1 hypothetical protein CHLNCDRAFT_31055 [Chlorella variabilis]
OG0004501	EIE20009.1 UBC-like protein [Coccomyxa subellipsoidea C-169]	XP_005843869.1 hypothetical protein CHLNCDRAFT_27560 [Chlorella variabilis]
OG0004502	EIE19465.1 Frataxin [Coccomyxa subellipsoidea C-169]	XP_005849657.1 hypothetical protein CHLNCDRAFT_20883_ partial [Chlorella variabilis]
OG0004503	EIE27197.1 auxin efflux carrier [Coccomyxa subellipsoidea C-169]	XP_005851359.1 hypothetical protein CHLNCDRAFT_137557 [Chlorella variabilis]
OG0004504	EIE22873.1 hypothetical protein COCSUDRAFT_66433 [Coccomyxa subellipsoidea C-169]	XP_005849713.1 hypothetical protein CHLNCDRAFT_142690 [Chlorella variabilis]
OG0004506	EIE21158.1 DNA-binding TFAR19-related protein [Coccomyxa subellipsoidea C-169]	XP_005846498.1 hypothetical protein CHLNCDRAFT_24727_ partial [Chlorella variabilis]
OG0004507	EIE22230.1 hypothetical protein COCSUDRAFT_66513 [Coccomyxa subellipsoidea C-169]	XP_005846979.1 hypothetical protein CHLNCDRAFT_58105 [Chlorella variabilis]
OG0004510	EIE20650.1 putative tRNA pseudouridine synthase [Coccomyxa subellipsoidea C-169]	XP_005847178.1 hypothetical protein CHLNCDRAFT_12296_ partial [Chlorella variabilis]
OG0004511	EIE25484.1 SBF-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE24614.1 SBF-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005847384.1 hypothetical protein CHLNCDRAFT_134211 [Chlorella variabilis]
OG0004513	EIE23386.1 hypothetical protein COCSUDRAFT_53324 [Coccomyxa subellipsoidea C-169]	XP_005846087.1 hypothetical protein CHLNCDRAFT_13261_ partial [Chlorella variabilis]
OG0004514	EIE25634.1 hypothetical protein COCSUDRAFT_83641_ partial [Coccomyxa subellipsoidea C-169]	XP_005848861.1 hypothetical protein CHLNCDRAFT_17678_ partial [Chlorella variabilis]
OG0004515	EIE22744.1 hypothetical protein COCSUDRAFT_16318 [Coccomyxa subellipsoidea C-169]	XP_005847710.1 hypothetical protein CHLNCDRAFT_133729 [Chlorella variabilis]
OG0004516	EIE19658.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843772.1 hypothetical protein CHLNCDRAFT_139898 [Chlorella variabilis]
OG0004517	EIE22975.1 hypothetical protein COCSUDRAFT_29043 [Coccomyxa subellipsoidea C-169]	XP_005847062.1 hypothetical protein CHLNCDRAFT_23945_ partial [Chlorella variabilis]
OG0004520	EIE18201.1 DUF607-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005848703.1 hypothetical protein CHLNCDRAFT_144351 [Chlorella variabilis], XP_005844403.1 hypothetical protein CHLNCDRAFT_139063 [Chlorella variabilis]
OG0004521	EIE23425.1 small arf-related GTPase ARFRP1 [Coccomyxa subellipsoidea C-169]	XP_005851314.1 hypothetical protein CHLNCDRAFT_138161 [Chlorella variabilis]
OG0004522	EIE27016.1 hypothetical protein COCSUDRAFT_83575 [Coccomyxa subellipsoidea C-169]	XP_005842714.1 hypothetical protein CHLNCDRAFT_28961 [Chlorella variabilis]
OG0004523	EIE20931.1 cleavage and polyadenylation specificity factor_ 25 kDa subunit [Coccomyxa subellipsoidea C-169]	XP_005847538.1 hypothetical protein CHLNCDRAFT_12869_ partial [Chlorella variabilis]
OG0004525	EIE26640.1 hypothetical protein COCSUDRAFT_59159 [Coccomyxa subellipsoidea C-169]	XP_005844398.1 hypothetical protein CHLNCDRAFT_54527 [Chlorella variabilis]
