Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_Sorokiniana1602
OG0005483	EIE23735.1 hypothetical protein COCSUDRAFT_63260 [Coccomyxa subellipsoidea C-169]	PRW58509.1 hypothetical protein C2E21_3151 [Chlorella sorokiniana]
OG0005486	EIE25480.1 60S ribosomal protein L31 [Coccomyxa subellipsoidea C-169]	PRW05819.1 60S ribosomal L31 [Chlorella sorokiniana]
OG0005488	EIE18439.1 hypothetical protein COCSUDRAFT_60106 [Coccomyxa subellipsoidea C-169]	PRW58368.1 Myb O [Chlorella sorokiniana]
OG0005492	EIE18598.1 UPF0183-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW59688.1 hypothetical protein C2E21_1721 [Chlorella sorokiniana]
OG0005493	EIE21590.1 hypothetical protein COCSUDRAFT_66962 [Coccomyxa subellipsoidea C-169]	PRW60127.1 hypothetical protein C2E21_1719 [Chlorella sorokiniana]
OG0005494	EIE21594.1 hypothetical protein COCSUDRAFT_56804 [Coccomyxa subellipsoidea C-169]	PRW59584.1 adenylate guanylate cyclase [Chlorella sorokiniana]
OG0005498	EIE23499.1 alpha/beta-hydrolase_ partial [Coccomyxa subellipsoidea C-169]	PRW39205.1 hypothetical protein C2E21_6904 [Chlorella sorokiniana]
OG0005501	EIE24337.1 hypothetical protein COCSUDRAFT_47235 [Coccomyxa subellipsoidea C-169]	PRW60598.1 Negative elongation factor B [Chlorella sorokiniana]
OG0005503	EIE24165.1 hypothetical protein COCSUDRAFT_32993 [Coccomyxa subellipsoidea C-169]	PRW60848.1 PXMP2 4 family 2 [Chlorella sorokiniana]
OG0005505	EIE24278.1 JmjC-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW20225.1 lysine-specific demethylase JMJ706 [Chlorella sorokiniana]
OG0005506	EIE25053.1 hypothetical protein COCSUDRAFT_61299 [Coccomyxa subellipsoidea C-169]	PRW18328.1 hypothetical protein C2E21_9293 [Chlorella sorokiniana]
OG0005509	EIE25187.1 hypothetical protein COCSUDRAFT_65142 [Coccomyxa subellipsoidea C-169]	PRW56640.1 ABC transporter D family member 1 [Chlorella sorokiniana]
OG0005511	EIE20379.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PRW58812.1 metallophosphoesterase [Chlorella sorokiniana]
OG0005512	EIE25373.1 hypothetical protein COCSUDRAFT_65216 [Coccomyxa subellipsoidea C-169]	PRW56685.1 DDRGK domain-containing 1 [Chlorella sorokiniana]
OG0005514	EIE19656.1 hypothetical protein COCSUDRAFT_44507 [Coccomyxa subellipsoidea C-169]	PRW57917.1 E3 ubiquitin- ligase RNF25 [Chlorella sorokiniana]
OG0005515	EIE25004.1 hypothetical protein COCSUDRAFT_46555 [Coccomyxa subellipsoidea C-169]	PRW05877.1 BUD22 family [Chlorella sorokiniana]
OG0005516	EIE23859.1 hypothetical protein COCSUDRAFT_62390 [Coccomyxa subellipsoidea C-169]	PRW59028.1 molecular chaperone [Chlorella sorokiniana]
OG0005524	EIE25273.1 hypothetical protein COCSUDRAFT_65174 [Coccomyxa subellipsoidea C-169]	PRW44992.1 hypothetical protein C2E21_6122 [Chlorella sorokiniana]
OG0005526	EIE26474.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PRW57006.1 hsp70-Hsp90 organizing 2 [Chlorella sorokiniana]
OG0005527	EIE27320.1 hypothetical protein COCSUDRAFT_52127 [Coccomyxa subellipsoidea C-169]	PRW44582.1 small EDRK-rich factor 2 [Chlorella sorokiniana]
OG0005528	EIE21392.1 hypothetical protein COCSUDRAFT_56612 [Coccomyxa subellipsoidea C-169]	PRW58868.1 Transcription factor ABORTED MICROSPORES [Chlorella sorokiniana]
OG0005530	EIE23909.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	PRW58840.1 major facilitator superfamily MFS_1 [Chlorella sorokiniana]
OG0005531	EIE26603.1 pyrroline-5-carboxylate reductase [Coccomyxa subellipsoidea C-169]	PRW61004.1 pyrroline-5-carboxylate reductase [Chlorella sorokiniana]
OG0005532	EIE20892.1 hypothetical protein COCSUDRAFT_67285 [Coccomyxa subellipsoidea C-169]	PRW59233.1 hypothetical protein C2E21_2304 [Chlorella sorokiniana]
OG0005533	EIE20264.1 hypothetical protein COCSUDRAFT_54445 [Coccomyxa subellipsoidea C-169]	PRW45526.1 hydrogen-transporting ATP rotational mechanism [Chlorella sorokiniana]
OG0005535	EIE20797.1 hypothetical protein COCSUDRAFT_43705 [Coccomyxa subellipsoidea C-169]	PRW59275.1 polyadenylate-binding RBP47-like [Chlorella sorokiniana]
OG0005536	EIE19039.1 hypothetical protein COCSUDRAFT_67944 [Coccomyxa subellipsoidea C-169]	PRW57445.1 universal stress [Chlorella sorokiniana]
OG0005538	EIE23092.1 hypothetical protein COCSUDRAFT_15898_ partial [Coccomyxa subellipsoidea C-169]	PRW44305.1 Mitochondrial fission process 1 [Chlorella sorokiniana]
OG0005539	EIE24467.1 hypothetical protein COCSUDRAFT_52971 [Coccomyxa subellipsoidea C-169]	PRW60841.1 Epidermal growth factor-like domain [Chlorella sorokiniana]
OG0005540	EIE22701.1 TAF4-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW45535.1 transcription initiation factor TFIID subunit 4b-like isoform X3 [Chlorella sorokiniana]
OG0005542	EIE25388.1 DUF1740-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW56861.1 NRDE2-like protein isoform X2 [Chlorella sorokiniana]
OG0005547	EIE21515.1 hypothetical protein COCSUDRAFT_56730 [Coccomyxa subellipsoidea C-169]	PRW44877.1 histone-lysine N-methyltransferase ATXR4 [Chlorella sorokiniana]
OG0005548	EIE24794.1 hypothetical protein COCSUDRAFT_65518 [Coccomyxa subellipsoidea C-169]	PRW20197.1 hypothetical protein C2E21_9216 [Chlorella sorokiniana]
OG0005549	EIE25890.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PRW20712.1 WD repeat-containing 70 [Chlorella sorokiniana]
OG0005552	EIE26026.1 hypothetical protein COCSUDRAFT_61019 [Coccomyxa subellipsoidea C-169]	PRW39074.1 EKC KEOPS complex subunit Tprkb [Chlorella sorokiniana]
OG0005556	EIE18888.1 aminoacyl-histidine dipeptidase [Coccomyxa subellipsoidea C-169]	PRW59232.1 aminoacyl-histidine dipeptidase [Chlorella sorokiniana]
OG0005557	EIE24625.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW57881.1 nucleotide-binding -like [Chlorella sorokiniana]
OG0005561	EIE20790.1 hypothetical protein COCSUDRAFT_43702 [Coccomyxa subellipsoidea C-169]	PRW58743.1 hypothetical protein C2E21_2302 [Chlorella sorokiniana]
OG0005562	EIE19773.1 hypothetical protein COCSUDRAFT_31120 [Coccomyxa subellipsoidea C-169]	PRW60864.1 SNF2 super family [Chlorella sorokiniana]
OG0005563	EIE21964.1 general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]	PRW58467.1 plastidic glucose transporter [Chlorella sorokiniana]
OG0005571	EIE18525.1 hypothetical protein COCSUDRAFT_49242 [Coccomyxa subellipsoidea C-169]	PRW51037.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana]
OG0005572	EIE18522.1 hypothetical protein COCSUDRAFT_54913 [Coccomyxa subellipsoidea C-169], EIE18520.1 hypothetical protein COCSUDRAFT_60188 [Coccomyxa subellipsoidea C-169]	PRW55905.1 hypothetical protein C2E21_5281 [Chlorella sorokiniana]
OG0005574	EIE20216.1 Tautomerase/MIF [Coccomyxa subellipsoidea C-169]	PRW33673.1 macrophage migration inhibitory factor-like protein isoform X2 [Chlorella sorokiniana]
OG0005577	EIE22098.1 hypothetical protein COCSUDRAFT_83489_ partial [Coccomyxa subellipsoidea C-169]	PRW57103.1 tRNA-splicing endonuclease subunit Sen2 [Chlorella sorokiniana]
OG0005583	EIE19660.1 hypothetical protein COCSUDRAFT_67744 [Coccomyxa subellipsoidea C-169]	PRW61224.1 hypothetical protein C2E21_0307 [Chlorella sorokiniana]
OG0005584	EIE18481.1 hypothetical protein COCSUDRAFT_5974_ partial [Coccomyxa subellipsoidea C-169]	PRW60027.1 3 -phosphoadenosine 5 -phosphosulfate sulfotransferase _PAPS reductase_ [Chlorella sorokiniana]
OG0005588	EIE19301.1 hypothetical protein COCSUDRAFT_44659 [Coccomyxa subellipsoidea C-169]	PRW58898.1 SKP1 21 isoform X1 [Chlorella sorokiniana]
OG0005597	EIE19361.1 hypothetical protein COCSUDRAFT_44707 [Coccomyxa subellipsoidea C-169]	PRW58858.1 hypothetical protein C2E21_2579 [Chlorella sorokiniana]
OG0005598	EIE22303.1 hypothetical protein COCSUDRAFT_55997 [Coccomyxa subellipsoidea C-169]	PRW59172.1 50S ribosomal L9 [Chlorella sorokiniana]
OG0005600	EIE25445.1 hypothetical protein COCSUDRAFT_13402 [Coccomyxa subellipsoidea C-169]	PRW61131.1 Tetratricopeptide-like helical [Chlorella sorokiniana]
OG0005601	EIE24076.1 hypothetical protein COCSUDRAFT_65728 [Coccomyxa subellipsoidea C-169]	PRW56071.1 DDT domain-containing [Chlorella sorokiniana]
OG0005602	EIE22769.1 DUF6-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW56131.1 Signal transduction histidine kinase [Chlorella sorokiniana]
OG0005609	EIE26793.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]	PRW56166.1 cAMP-dependent kinase catalytic subunit beta isoform X6 [Chlorella sorokiniana]
OG0005612	EIE25837.1 hypothetical protein COCSUDRAFT_60846 [Coccomyxa subellipsoidea C-169]	PRW44939.1 Cysteine histidine-rich domain [Chlorella sorokiniana]
OG0005613	EIE24084.1 hypothetical protein COCSUDRAFT_53216 [Coccomyxa subellipsoidea C-169]	PRW58446.1 ubiquitin domain-containing DSK2b-like isoform X1 [Chlorella sorokiniana]
OG0005614	EIE19518.1 Nicastrin-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW57704.1 nicastrin isoform X2 isoform A [Chlorella sorokiniana], PRW57703.1 nicastrin isoform X2 isoform B [Chlorella sorokiniana]
OG0005618	EIE27822.1 hypothetical protein COCSUDRAFT_83442 [Coccomyxa subellipsoidea C-169]	PRW05752.1 dehydrodolichyl diphosphate syntase complex subunit NUS1-like isoform X1 [Chlorella sorokiniana]
OG0005619	EIE23483.1 hypothetical protein COCSUDRAFT_53353 [Coccomyxa subellipsoidea C-169]	PRW05766.1 mitochondrial inner membrane protease subunit 2-like [Chlorella sorokiniana]
OG0005620	EIE25482.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PRW05847.1 U4 U6 small nuclear ribonucleo PRP4 [Chlorella sorokiniana]
OG0005623	EIE25503.1 hypothetical protein COCSUDRAFT_32664 [Coccomyxa subellipsoidea C-169]	PRW05855.1 Transcriptional regulator [Chlorella sorokiniana]
OG0005624	EIE25507.1 hypothetical protein COCSUDRAFT_52894 [Coccomyxa subellipsoidea C-169]	PRW05864.1 TOM complex component Tom7 [Chlorella sorokiniana]
OG0005625	EIE18821.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PRW05882.1 Metallo-dependent phosphatase [Chlorella sorokiniana]
OG0005626	EIE26858.1 DUF1313-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW18295.1 ELF4-LIKE 3-like [Chlorella sorokiniana]
OG0005627	EIE22162.1 hypothetical protein COCSUDRAFT_55861 [Coccomyxa subellipsoidea C-169]	PRW18321.1 coiled-coil domain-containing 57 isoform X6 [Chlorella sorokiniana]
OG0005628	EIE26724.1 hypothetical protein COCSUDRAFT_46203 [Coccomyxa subellipsoidea C-169]	PRW18363.1 MATE efflux family [Chlorella sorokiniana]
OG0005629	EIE22116.1 hypothetical protein COCSUDRAFT_66465 [Coccomyxa subellipsoidea C-169]	PRW18378.1 hypothetical protein C2E21_9304 [Chlorella sorokiniana]
OG0005634	EIE18974.1 hypothetical protein COCSUDRAFT_68112 [Coccomyxa subellipsoidea C-169]	PRW20281.1 hypothetical protein C2E21_9127 [Chlorella sorokiniana], PRW20280.1 hypothetical protein C2E21_9127 [Chlorella sorokiniana]
OG0005636	EIE24590.1 hypothetical protein COCSUDRAFT_40948 [Coccomyxa subellipsoidea C-169]	PRW20351.1 hypothetical protein C2E21_9056 [Chlorella sorokiniana]
OG0005640	EIE20392.1 hypothetical protein COCSUDRAFT_67343 [Coccomyxa subellipsoidea C-169]	PRW20381.1 Amino acid transporter [Chlorella sorokiniana]
OG0005644	EIE25870.1 hypothetical protein COCSUDRAFT_64878 [Coccomyxa subellipsoidea C-169]	PRW20537.1 hybrid sensor histidine kinase response regulator [Chlorella sorokiniana]
OG0005647	EIE25475.1 hypothetical protein COCSUDRAFT_22697 [Coccomyxa subellipsoidea C-169]	PRW20609.1 exosome complex component RRP4 [Chlorella sorokiniana]
OG0005648	EIE20546.1 allophanate hydrolase [Coccomyxa subellipsoidea C-169]	PRW20653.1 allophanate hydrolase [Chlorella sorokiniana]
OG0005649	EIE19900.1 hypothetical protein COCSUDRAFT_67632 [Coccomyxa subellipsoidea C-169]	PRW20708.1 tudor domain-containing 3 [Chlorella sorokiniana]
OG0005650	EIE25514.1 hypothetical protein COCSUDRAFT_52899 [Coccomyxa subellipsoidea C-169]	PRW20726.1 60S ribosomal L29-1 [Chlorella sorokiniana]
OG0005653	EIE25087.1 hypothetical protein COCSUDRAFT_65088 [Coccomyxa subellipsoidea C-169]	PRW20838.1 hypothetical protein C2E21_8621 [Chlorella sorokiniana]
OG0005654	EIE27451.1 hypothetical protein COCSUDRAFT_55457 [Coccomyxa subellipsoidea C-169]	PRW20857.1 ribosome biogenesis slx9-like isoform X1 [Chlorella sorokiniana]
OG0005655	EIE27492.1 zf-DNL-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW20862.1 Fructose-1-phosphate phosphatase [Chlorella sorokiniana]
OG0005657	EIE18187.1 hypothetical protein COCSUDRAFT_68404 [Coccomyxa subellipsoidea C-169]	PRW20898.1 sprT-like domain-containing Spartan [Chlorella sorokiniana]
OG0005658	EIE18185.1 hypothetical protein COCSUDRAFT_45596 [Coccomyxa subellipsoidea C-169]	PRW20945.1 flagellar associated [Chlorella sorokiniana]
OG0005661	EIE26539.1 hypothetical protein COCSUDRAFT_32203 [Coccomyxa subellipsoidea C-169]	PRW21019.1 hypothetical protein C2E21_8487 [Chlorella sorokiniana]
OG0005662	EIE21806.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]	PRW21063.1 Ubiquitin carboxyl-terminal hydrolase 24 [Chlorella sorokiniana]
OG0005663	EIE21866.1 hypothetical protein COCSUDRAFT_29833 [Coccomyxa subellipsoidea C-169]	PRW21087.1 ferredoxin--nitrite reductase [Chlorella sorokiniana]
OG0005665	EIE21880.1 hypothetical protein COCSUDRAFT_47970 [Coccomyxa subellipsoidea C-169]	PRW21140.1 golgin candidate 5 [Chlorella sorokiniana]
OG0005666	EIE21889.1 hypothetical protein COCSUDRAFT_56336 [Coccomyxa subellipsoidea C-169]	PRW56983.1 choloylglycine hydrolase [Chlorella sorokiniana], PRW32559.1 glutamate decarboxylase alpha [Chlorella sorokiniana]
OG0005667	EIE19396.1 hypothetical protein COCSUDRAFT_44731 [Coccomyxa subellipsoidea C-169]	PRW32578.1 Oocyte-specific histone RNA stem-loop-binding 2 [Chlorella sorokiniana]
OG0005669	EIE20750.1 hypothetical protein COCSUDRAFT_57315 [Coccomyxa subellipsoidea C-169]	PRW32610.1 RNA polymerase core [Chlorella sorokiniana]
OG0005670	EIE23156.1 DUF179-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW32622.1 hypothetical protein C2E21_8337 [Chlorella sorokiniana]
OG0005671	EIE23797.1 hypothetical protein COCSUDRAFT_41939 [Coccomyxa subellipsoidea C-169]	PRW32627.1 inorganic pyrophosphatase 3 [Chlorella sorokiniana]
OG0005673	EIE18457.1 hypothetical protein COCSUDRAFT_49216 [Coccomyxa subellipsoidea C-169]	PRW32919.1 2-dehydropantoate 2-reductase [Chlorella sorokiniana]
OG0005674	EIE18749.1 hypothetical protein COCSUDRAFT_49188 [Coccomyxa subellipsoidea C-169]	PRW32928.1 NADH pyrophosphatase [Chlorella sorokiniana]
OG0005676	EIE19022.1 riboflavin synthase [Coccomyxa subellipsoidea C-169]	PRW32998.1 riboflavin synthase subunit alpha [Chlorella sorokiniana]
OG0005678	EIE23757.1 hypothetical protein COCSUDRAFT_63282 [Coccomyxa subellipsoidea C-169]	PRW33028.1 hypothetical protein C2E21_8036 [Chlorella sorokiniana]
OG0005679	EIE18969.1 hypothetical protein COCSUDRAFT_49131 [Coccomyxa subellipsoidea C-169]	PRW33062.1 hypothetical protein C2E21_7991 [Chlorella sorokiniana]
OG0005680	EIE25824.1 fiber protein Fb14 [Coccomyxa subellipsoidea C-169]	PRW33167.1 NADH dehydrogenase [ubiquinone] iron-sulfur 5-B-like [Chlorella sorokiniana]
OG0005682	EIE25933.1 hypothetical protein COCSUDRAFT_60937 [Coccomyxa subellipsoidea C-169]	PRW33274.1 UDP-N-acetylglucosamine transporter [Chlorella sorokiniana]
OG0005683	EIE25832.1 cytochrome b5_ partial [Coccomyxa subellipsoidea C-169]	PRW33296.1 cytochrome b5 domain-containing RLF-like [Chlorella sorokiniana]
OG0005684	EIE22774.1 hypothetical protein COCSUDRAFT_24008 [Coccomyxa subellipsoidea C-169]	PRW33575.1 Ureidoglycolate hydrolase [Chlorella sorokiniana]
OG0005686	EIE20133.1 hypothetical protein COCSUDRAFT_57859 [Coccomyxa subellipsoidea C-169]	PRW33596.1 CAP-Gly domain-containing linker 1-like [Chlorella sorokiniana]
OG0005687	EIE22768.1 hypothetical protein COCSUDRAFT_16025_ partial [Coccomyxa subellipsoidea C-169]	PRW33610.1 FAD-dependent oxidoreductase [Chlorella sorokiniana]
OG0005688	EIE25918.1 hypothetical protein COCSUDRAFT_52618 [Coccomyxa subellipsoidea C-169]	PRW33621.1 oxidoreductase [Chlorella sorokiniana]
OG0005689	EIE20921.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PRW33784.1 putative serine threonine- kinase [Chlorella sorokiniana]
OG0005690	EIE20678.1 hypothetical protein COCSUDRAFT_57246 [Coccomyxa subellipsoidea C-169]	PRW33808.1 putative protein SIX6OS1 [Chlorella sorokiniana], PRW33904.1 Ubiquitin-conjugating enzyme E2 E1 [Chlorella sorokiniana]
OG0005691	EIE23508.1 hypothetical protein COCSUDRAFT_65951 [Coccomyxa subellipsoidea C-169]	PRW33875.1 exocyst complex component EXO84B-like [Chlorella sorokiniana]
OG0005692	EIE23452.1 RNA-binding domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PRW33883.1 serine arginine repetitive matrix 5-like isoform X2 [Chlorella sorokiniana]
OG0005693	EIE23596.1 hypothetical protein COCSUDRAFT_63123 [Coccomyxa subellipsoidea C-169]	PRW33912.1 calcium homeostasis regulater C 1 [Chlorella sorokiniana]
OG0005694	EIE18866.1 hypothetical protein COCSUDRAFT_26086 [Coccomyxa subellipsoidea C-169]	PRW33913.1 reactive oxygen species modulator 1-like [Chlorella sorokiniana]
OG0005697	EIE20914.1 hypothetical protein COCSUDRAFT_48460 [Coccomyxa subellipsoidea C-169]	PRW34075.1 Ubiquitin-associated _UBA_ isoform 1 [Chlorella sorokiniana]
OG0005699	EIE25988.1 hypothetical protein COCSUDRAFT_60985 [Coccomyxa subellipsoidea C-169]	PRW39085.1 exosome complex LRP1 [Chlorella sorokiniana]
OG0005700	EIE24442.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169], EIE24441.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	PRW39090.1 methyltransferase type 11 [Chlorella sorokiniana], PRW57037.1 methyltransferase type 11 [Chlorella sorokiniana]
OG0005703	EIE27115.1 hypothetical protein COCSUDRAFT_55139 [Coccomyxa subellipsoidea C-169]	PRW39156.1 ARM repeat superfamily [Chlorella sorokiniana]
OG0005704	EIE26040.1 hypothetical protein COCSUDRAFT_13072_ partial [Coccomyxa subellipsoidea C-169]	PRW39193.1 histone-lysine N-methyltransferase ATX2-like [Chlorella sorokiniana]
OG0005706	EIE26000.1 hypothetical protein COCSUDRAFT_46456 [Coccomyxa subellipsoidea C-169]	PRW39240.1 hypothetical protein C2E21_6976 [Chlorella sorokiniana]
OG0005707	EIE27142.1 hypothetical protein COCSUDRAFT_52085 [Coccomyxa subellipsoidea C-169]	PRW39292.1 hypothetical protein C2E21_6947 [Chlorella sorokiniana]
OG0005709	EIE24973.1 hypothetical protein COCSUDRAFT_83666 [Coccomyxa subellipsoidea C-169]	PRW39355.1 hemolysin III [Chlorella sorokiniana]
OG0005711	EIE25846.1 hypothetical protein COCSUDRAFT_35426 [Coccomyxa subellipsoidea C-169]	PRW39392.1 E3 ubiquitin- ligase HERC2 isoform B [Chlorella sorokiniana], PRW39393.1 E3 ubiquitin- ligase HERC2 isoform A [Chlorella sorokiniana]
OG0005712	EIE23303.1 hypothetical protein COCSUDRAFT_66260 [Coccomyxa subellipsoidea C-169]	PRW44238.1 Arginine repressor [Chlorella sorokiniana]
OG0005713	EIE25842.1 hypothetical protein COCSUDRAFT_64860 [Coccomyxa subellipsoidea C-169], EIE20686.1 hypothetical protein COCSUDRAFT_67181 [Coccomyxa subellipsoidea C-169], EIE27485.1 hypothetical protein COCSUDRAFT_64253 [Coccomyxa subellipsoidea C-169]	PRW44285.1 GATA factor SREP [Chlorella sorokiniana]
OG0005714	EIE27250.1 beta-lactamase/transpeptidase-like protein [Coccomyxa subellipsoidea C-169]	PRW44385.1 beta-lactamase transpeptidase [Chlorella sorokiniana]
OG0005715	EIE27263.1 fructose-1_6-bisphosphate aldolase [Coccomyxa subellipsoidea C-169]	PRW44409.1 fructose-1_6-bisphosphate aldolase [Chlorella sorokiniana]
OG0005716	EIE22296.1 hypothetical protein COCSUDRAFT_66551 [Coccomyxa subellipsoidea C-169]	PRW44415.1 putative kinase [Chlorella sorokiniana]
OG0005719	EIE23080.1 hypothetical protein COCSUDRAFT_42043 [Coccomyxa subellipsoidea C-169]	PRW44478.1 hypothetical protein C2E21_6603 [Chlorella sorokiniana]
OG0005722	EIE27751.1 hypothetical protein COCSUDRAFT_45975 [Coccomyxa subellipsoidea C-169], EIE19981.1 hypothetical protein COCSUDRAFT_44371 [Coccomyxa subellipsoidea C-169]	PRW44888.1 integral membrane single C2 domain [Chlorella sorokiniana]
OG0005724	EIE22408.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PRW44936.1 Tetratricopeptide repeat 33 [Chlorella sorokiniana]
OG0005725	EIE24382.1 hypothetical protein COCSUDRAFT_83686 [Coccomyxa subellipsoidea C-169]	PRW44947.1 squamosa promoter binding -like 5 [Chlorella sorokiniana]
OG0005726	EIE26163.1 hypothetical protein COCSUDRAFT_40304 [Coccomyxa subellipsoidea C-169]	PRW44966.1 Crossover junction endonuclease MUS81 [Chlorella sorokiniana]
