Orthogroup	Coccomyxa_SubellipsoideaC169	Auxenochlorella_protothecoides
OG0003611	EIE20851.1 U6 snRNA-associated Sm-like protein LSm7 [Coccomyxa subellipsoidea C-169]	RMZ54095.1 hypothetical protein APUTEX25_002672 [Auxenochlorella protothecoides]
OG0003612	EIE24251.1 hypothetical protein COCSUDRAFT_41517 [Coccomyxa subellipsoidea C-169]	RMZ54100.1 hypothetical protein APUTEX25_002677_ partial [Auxenochlorella protothecoides]
OG0003613	EIE24050.1 hypothetical protein COCSUDRAFT_62573 [Coccomyxa subellipsoidea C-169]	RMZ54119.1 hypothetical protein APUTEX25_002696 [Auxenochlorella protothecoides]
OG0003614	EIE19533.1 zf-AN1-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54122.1 hypothetical protein APUTEX25_005278 [Auxenochlorella protothecoides]
OG0003615	EIE23096.1 putative ubiquinol-cytochrome C reductase complex 7.8 kDa protein [Coccomyxa subellipsoidea C-169]	RMZ54127.1 hypothetical protein APUTEX25_005283 [Auxenochlorella protothecoides]
OG0003616	EIE27762.1 photosystem II protein PsbR_ partial [Coccomyxa subellipsoidea C-169]	RMZ54129.1 hypothetical protein APUTEX25_005285 [Auxenochlorella protothecoides]
OG0003617	EIE19724.1 UBX-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54139.1 hypothetical protein APUTEX25_005295 [Auxenochlorella protothecoides]
OG0003618	EIE20627.1 mitochondrial branched-chain alpha-ketoacid dehydrogenase complex_ E1 alpha [Coccomyxa subellipsoidea C-169]	RMZ54143.1 hypothetical protein APUTEX25_005299 [Auxenochlorella protothecoides]
OG0003619	EIE18092.1 hypothetical protein COCSUDRAFT_55030 [Coccomyxa subellipsoidea C-169]	RMZ54144.1 hypothetical protein APUTEX25_005300 [Auxenochlorella protothecoides]
OG0003620	EIE22470.1 hypothetical protein COCSUDRAFT_33526 [Coccomyxa subellipsoidea C-169]	RMZ54154.1 hypothetical protein APUTEX25_005310_ partial [Auxenochlorella protothecoides]
OG0003621	EIE20115.1 RNB-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54160.1 hypothetical protein APUTEX25_005316 [Auxenochlorella protothecoides]
OG0003622	EIE26979.1 iron-sulfur cluster assembly protein [Coccomyxa subellipsoidea C-169]	RMZ54165.1 hypothetical protein APUTEX25_005321 [Auxenochlorella protothecoides]
OG0003623	EIE18133.1 hypothetical protein COCSUDRAFT_60507 [Coccomyxa subellipsoidea C-169]	RMZ54171.1 hypothetical protein APUTEX25_005327 [Auxenochlorella protothecoides]
OG0003625	EIE23559.1 putative indole-3-glycerol phosphate synthase_ partial [Coccomyxa subellipsoidea C-169]	RMZ54194.1 hypothetical protein APUTEX25_005350 [Auxenochlorella protothecoides]
OG0003626	EIE19561.1 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Coccomyxa subellipsoidea C-169]	RMZ54199.1 hypothetical protein APUTEX25_005355_ partial [Auxenochlorella protothecoides]
OG0003627	EIE25998.1 hypothetical protein COCSUDRAFT_40188 [Coccomyxa subellipsoidea C-169]	RMZ54203.1 hypothetical protein APUTEX25_005359 [Auxenochlorella protothecoides]
OG0003628	EIE22468.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	RMZ54205.1 hypothetical protein APUTEX25_005361 [Auxenochlorella protothecoides]
OG0003629	EIE19052.1 hypothetical protein COCSUDRAFT_48993 [Coccomyxa subellipsoidea C-169]	RMZ54207.1 hypothetical protein APUTEX25_005363_ partial [Auxenochlorella protothecoides]
OG0003631	EIE19538.1 hypothetical protein COCSUDRAFT_48776 [Coccomyxa subellipsoidea C-169]	RMZ54215.1 hypothetical protein APUTEX25_005371 [Auxenochlorella protothecoides]
OG0003633	EIE24622.1 glucokinase [Coccomyxa subellipsoidea C-169]	RMZ54256.1 hypothetical protein APUTEX25_000607 [Auxenochlorella protothecoides]
OG0003635	EIE24617.1 PC4-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54261.1 hypothetical protein APUTEX25_000612 [Auxenochlorella protothecoides]
OG0003636	EIE26682.1 hypothetical protein COCSUDRAFT_59201 [Coccomyxa subellipsoidea C-169]	RMZ54275.1 hypothetical protein APUTEX25_001433 [Auxenochlorella protothecoides]
OG0003637	EIE21446.1 hypothetical protein COCSUDRAFT_48116 [Coccomyxa subellipsoidea C-169]	RMZ54289.1 hypothetical protein APUTEX25_001447 [Auxenochlorella protothecoides]
OG0003638	EIE19989.1 hypothetical protein COCSUDRAFT_67659 [Coccomyxa subellipsoidea C-169]	RMZ54294.1 hypothetical protein APUTEX25_001452 [Auxenochlorella protothecoides]
OG0003639	EIE21450.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54303.1 hypothetical protein APUTEX25_001461 [Auxenochlorella protothecoides]
OG0003640	EIE25386.1 transaldolase [Coccomyxa subellipsoidea C-169]	RMZ54309.1 hypothetical protein APUTEX25_001467 [Auxenochlorella protothecoides]
OG0003641	EIE21612.1 hypothetical protein COCSUDRAFT_48184 [Coccomyxa subellipsoidea C-169]	RMZ54315.1 hypothetical protein APUTEX25_001473 [Auxenochlorella protothecoides]
OG0003642	EIE21563.1 hypothetical protein COCSUDRAFT_48164 [Coccomyxa subellipsoidea C-169]	RMZ54318.1 hypothetical protein APUTEX25_001476 [Auxenochlorella protothecoides]
OG0003643	EIE21410.1 terpenoid cyclases/Protein prenyltransferase [Coccomyxa subellipsoidea C-169]	RMZ54320.1 hypothetical protein APUTEX25_001478 [Auxenochlorella protothecoides]
OG0003644	EIE21558.1 UV excision repair protein Rad23 [Coccomyxa subellipsoidea C-169]	RMZ54330.1 hypothetical protein APUTEX25_001488_ partial [Auxenochlorella protothecoides]
OG0003645	EIE21449.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]	RMZ54333.1 hypothetical protein APUTEX25_001491 [Auxenochlorella protothecoides]
OG0003646	EIE21386.1 heavy metal translocatin [Coccomyxa subellipsoidea C-169]	RMZ54342.1 hypothetical protein APUTEX25_001500 [Auxenochlorella protothecoides]
OG0003648	EIE23123.1 DUF1230-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ54359.1 hypothetical protein APUTEX25_001935 [Auxenochlorella protothecoides]
OG0003649	EIE19666.1 MIF4G-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54374.1 hypothetical protein APUTEX25_001950_ partial [Auxenochlorella protothecoides]
OG0003650	EIE26044.1 tyrosyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	RMZ54378.1 hypothetical protein APUTEX25_001954_ partial [Auxenochlorella protothecoides]
OG0003651	EIE27461.1 N-terminal nucleophile aminohydrolase [Coccomyxa subellipsoidea C-169]	RMZ54384.1 hypothetical protein APUTEX25_001960_ partial [Auxenochlorella protothecoides]
OG0003652	EIE23325.1 hypothetical protein COCSUDRAFT_83701 [Coccomyxa subellipsoidea C-169]	RMZ54401.1 hypothetical protein APUTEX25_001977 [Auxenochlorella protothecoides]
OG0003653	EIE20746.1 DUF715-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54412.1 hypothetical protein APUTEX25_001988_ partial [Auxenochlorella protothecoides]
OG0003654	EIE22094.1 hypothetical protein COCSUDRAFT_83485_ partial [Coccomyxa subellipsoidea C-169]	RMZ54419.1 hypothetical protein APUTEX25_001995 [Auxenochlorella protothecoides]
OG0003655	EIE21691.1 hypothetical protein COCSUDRAFT_56885 [Coccomyxa subellipsoidea C-169], EIE21727.1 hypothetical protein COCSUDRAFT_83516_ partial [Coccomyxa subellipsoidea C-169]	RMZ54421.1 hypothetical protein APUTEX25_001997_ partial [Auxenochlorella protothecoides]
OG0003656	EIE24917.1 hypothetical protein COCSUDRAFT_65593 [Coccomyxa subellipsoidea C-169]	RMZ54424.1 hypothetical protein APUTEX25_002000 [Auxenochlorella protothecoides]
OG0003657	EIE23942.1 hypothetical protein COCSUDRAFT_62470 [Coccomyxa subellipsoidea C-169]	RMZ54427.1 hypothetical protein APUTEX25_002003_ partial [Auxenochlorella protothecoides]
OG0003658	EIE18566.1 hypothetical protein COCSUDRAFT_68267 [Coccomyxa subellipsoidea C-169]	RMZ54433.1 hypothetical protein APUTEX25_002009 [Auxenochlorella protothecoides]
OG0003659	EIE20895.1 HPP family protein+B94_ partial [Coccomyxa subellipsoidea C-169]	RMZ54447.1 hypothetical protein APUTEX25_002023 [Auxenochlorella protothecoides]
OG0003660	EIE24022.1 hypothetical protein COCSUDRAFT_47105 [Coccomyxa subellipsoidea C-169]	RMZ54478.1 hypothetical protein APUTEX25_002054 [Auxenochlorella protothecoides]
OG0003661	EIE18153.1 hypothetical protein COCSUDRAFT_1473_ partial [Coccomyxa subellipsoidea C-169]	RMZ54479.1 hypothetical protein APUTEX25_002055 [Auxenochlorella protothecoides]
OG0003662	EIE22459.1 topoisomerase [Coccomyxa subellipsoidea C-169]	RMZ54489.1 hypothetical protein APUTEX25_002065 [Auxenochlorella protothecoides]
OG0003663	EIE22513.1 hypothetical protein COCSUDRAFT_83470 [Coccomyxa subellipsoidea C-169]	RMZ54492.1 hypothetical protein APUTEX25_002068_ partial [Auxenochlorella protothecoides]
OG0003664	EIE26825.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54503.1 hypothetical protein APUTEX25_002079 [Auxenochlorella protothecoides]
OG0003665	EIE21658.1 histone-fold-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54506.1 hypothetical protein APUTEX25_002082_ partial [Auxenochlorella protothecoides]
OG0003666	EIE23309.1 hypothetical protein COCSUDRAFT_66262 [Coccomyxa subellipsoidea C-169]	RMZ54510.1 hypothetical protein APUTEX25_002086_ partial [Auxenochlorella protothecoides]
OG0003667	EIE21239.1 hypothetical protein COCSUDRAFT_67135 [Coccomyxa subellipsoidea C-169]	RMZ54515.1 hypothetical protein APUTEX25_002091_ partial [Auxenochlorella protothecoides]
OG0003668	EIE22941.1 glutamine-dependent NAD_+_ synthetase with GAT domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54517.1 hypothetical protein APUTEX25_002093 [Auxenochlorella protothecoides]
OG0003669	EIE27113.1 hypothetical protein COCSUDRAFT_45732 [Coccomyxa subellipsoidea C-169]	RMZ54521.1 hypothetical protein APUTEX25_002097 [Auxenochlorella protothecoides]
OG0003670	EIE20316.1 hypothetical protein COCSUDRAFT_67577 [Coccomyxa subellipsoidea C-169]	RMZ54529.1 hypothetical protein APUTEX25_002105 [Auxenochlorella protothecoides]
OG0003671	EIE18483.1 hypothetical protein COCSUDRAFT_38586 [Coccomyxa subellipsoidea C-169]	RMZ54532.1 hypothetical protein APUTEX25_001704 [Auxenochlorella protothecoides]
OG0003672	EIE19008.1 hypothetical protein COCSUDRAFT_83598_ partial [Coccomyxa subellipsoidea C-169]	RMZ54544.1 hypothetical protein APUTEX25_002119 [Auxenochlorella protothecoides]
OG0003673	EIE18348.1 hypothetical protein COCSUDRAFT_60316 [Coccomyxa subellipsoidea C-169], EIE18350.1 hypothetical protein COCSUDRAFT_34541 [Coccomyxa subellipsoidea C-169], EIE18363.1 hypothetical protein COCSUDRAFT_68313 [Coccomyxa subellipsoidea C-169], EIE18353.1 hypothetical protein COCSUDRAFT_60320 [Coccomyxa subellipsoidea C-169]	RMZ54547.1 hypothetical protein APUTEX25_002122 [Auxenochlorella protothecoides]
OG0003674	EIE22770.1 DCP2-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54548.1 hypothetical protein APUTEX25_002123 [Auxenochlorella protothecoides]
OG0003675	EIE25426.1 zf-DHHC-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54565.1 hypothetical protein APUTEX25_002140 [Auxenochlorella protothecoides]
OG0003676	EIE25234.1 ribonuclease III [Coccomyxa subellipsoidea C-169]	RMZ54577.1 hypothetical protein APUTEX25_002152 [Auxenochlorella protothecoides]
OG0003677	EIE23460.1 hypothetical protein COCSUDRAFT_28851 [Coccomyxa subellipsoidea C-169]	RMZ54581.1 hypothetical protein APUTEX25_002167 [Auxenochlorella protothecoides]
OG0003678	EIE25844.1 carotenoid isomerase [Coccomyxa subellipsoidea C-169]	RMZ54594.1 hypothetical protein APUTEX25_002180 [Auxenochlorella protothecoides]
OG0003679	EIE25836.1 GTP-binding protein TypA [Coccomyxa subellipsoidea C-169]	RMZ54607.1 hypothetical protein APUTEX25_002193 [Auxenochlorella protothecoides]
OG0003680	EIE26097.1 hypothetical protein COCSUDRAFT_12759 [Coccomyxa subellipsoidea C-169]	RMZ54613.1 hypothetical protein APUTEX25_002199 [Auxenochlorella protothecoides]
OG0003681	EIE25940.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	RMZ54617.1 hypothetical protein APUTEX25_002203 [Auxenochlorella protothecoides]
OG0003682	EIE25731.1 amine oxidase [Coccomyxa subellipsoidea C-169]	RMZ54624.1 hypothetical protein APUTEX25_003002 [Auxenochlorella protothecoides]
OG0003683	EIE20912.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	RMZ54625.1 hypothetical protein APUTEX25_003003 [Auxenochlorella protothecoides]
OG0003684	EIE24459.1 hypothetical protein COCSUDRAFT_65365 [Coccomyxa subellipsoidea C-169]	RMZ54629.1 hypothetical protein APUTEX25_003007_ partial [Auxenochlorella protothecoides]
OG0003685	EIE18947.1 hypothetical protein COCSUDRAFT_20220 [Coccomyxa subellipsoidea C-169]	RMZ54635.1 hypothetical protein APUTEX25_003013_ partial [Auxenochlorella protothecoides]
OG0003686	EIE23894.1 hypothetical protein COCSUDRAFT_14921_ partial [Coccomyxa subellipsoidea C-169]	RMZ54641.1 hypothetical protein APUTEX25_003019 [Auxenochlorella protothecoides]
OG0003687	EIE25868.1 DUF1279-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ54644.1 hypothetical protein APUTEX25_003022 [Auxenochlorella protothecoides]
OG0003688	EIE24734.1 HAD-like protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ54651.1 hypothetical protein APUTEX25_003029 [Auxenochlorella protothecoides]
OG0003689	EIE23782.1 E1-like protein-activating [Coccomyxa subellipsoidea C-169]	RMZ54654.1 hypothetical protein APUTEX25_003032 [Auxenochlorella protothecoides]
OG0003690	EIE19345.1 NAD_P_ dependent steroid dehydrogenase-like protein [Coccomyxa subellipsoidea C-169]	RMZ54668.1 hypothetical protein APUTEX25_003046 [Auxenochlorella protothecoides]
OG0003691	EIE20291.1 hypothetical protein COCSUDRAFT_18993 [Coccomyxa subellipsoidea C-169]	RMZ54671.1 hypothetical protein APUTEX25_003049_ partial [Auxenochlorella protothecoides]
OG0003692	EIE24735.1 Isochorismatase hydrolase [Coccomyxa subellipsoidea C-169]	RMZ54677.1 hypothetical protein APUTEX25_003055 [Auxenochlorella protothecoides]
OG0003693	EIE19849.1 Suf-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ54680.1 hypothetical protein APUTEX25_003058_ partial [Auxenochlorella protothecoides]
OG0003694	EIE24574.1 hypothetical protein COCSUDRAFT_62003 [Coccomyxa subellipsoidea C-169]	RMZ54682.1 hypothetical protein APUTEX25_003060 [Auxenochlorella protothecoides]
OG0003695	EIE24589.1 hypothetical protein COCSUDRAFT_65434 [Coccomyxa subellipsoidea C-169]	RMZ54687.1 hypothetical protein APUTEX25_003065 [Auxenochlorella protothecoides]
OG0003696	EIE23702.1 hypothetical protein COCSUDRAFT_41865 [Coccomyxa subellipsoidea C-169]	RMZ54698.1 hypothetical protein APUTEX25_003076 [Auxenochlorella protothecoides]
OG0003697	EIE24767.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ54712.1 hypothetical protein APUTEX25_003090 [Auxenochlorella protothecoides]
OG0003698	EIE19553.1 hypothetical protein COCSUDRAFT_58301 [Coccomyxa subellipsoidea C-169]	RMZ54716.1 hypothetical protein APUTEX25_003094 [Auxenochlorella protothecoides]
OG0003699	EIE26956.1 hypothetical protein COCSUDRAFT_59450 [Coccomyxa subellipsoidea C-169]	RMZ54724.1 hypothetical protein APUTEX25_003102 [Auxenochlorella protothecoides]
OG0003700	EIE21297.1 hypothetical protein COCSUDRAFT_83521_ partial [Coccomyxa subellipsoidea C-169]	RMZ54732.1 hypothetical protein APUTEX25_003110 [Auxenochlorella protothecoides]
OG0003701	EIE23785.1 hypothetical protein COCSUDRAFT_66096 [Coccomyxa subellipsoidea C-169]	RMZ54737.1 hypothetical protein APUTEX25_003115_ partial [Auxenochlorella protothecoides]
OG0003702	EIE23780.1 hypothetical protein COCSUDRAFT_53459 [Coccomyxa subellipsoidea C-169]	RMZ54744.1 hypothetical protein APUTEX25_003122 [Auxenochlorella protothecoides]
OG0003704	EIE26388.1 DUF1754-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54764.1 hypothetical protein APUTEX25_000281 [Auxenochlorella protothecoides]
OG0003705	EIE21397.1 hypothetical protein COCSUDRAFT_24641 [Coccomyxa subellipsoidea C-169]	RMZ54773.1 hypothetical protein APUTEX25_000290 [Auxenochlorella protothecoides]
OG0003706	EIE22328.1 FolC bifunctional protein [Coccomyxa subellipsoidea C-169]	RMZ54788.1 hypothetical protein APUTEX25_000305 [Auxenochlorella protothecoides]
OG0003707	EIE23743.1 lycopene cyclase family [Coccomyxa subellipsoidea C-169]	RMZ54798.1 hypothetical protein APUTEX25_000315 [Auxenochlorella protothecoides]
OG0003708	EIE26390.1 hypothetical protein COCSUDRAFT_39500 [Coccomyxa subellipsoidea C-169]	RMZ54802.1 hypothetical protein APUTEX25_000319_ partial [Auxenochlorella protothecoides]
OG0003709	EIE20942.1 peptidase S10_ serine carboxypeptidase [Coccomyxa subellipsoidea C-169]	RMZ54816.1 hypothetical protein APUTEX25_000333 [Auxenochlorella protothecoides]
OG0003710	EIE20254.1 Hydroxyethylthiazole kinase [Coccomyxa subellipsoidea C-169]	RMZ54817.1 hypothetical protein APUTEX25_000334 [Auxenochlorella protothecoides]
OG0003711	EIE25161.1 2-C-methyl-D-erythritol 4-phosphate cy [Coccomyxa subellipsoidea C-169]	RMZ54818.1 hypothetical protein APUTEX25_000335_ partial [Auxenochlorella protothecoides]
OG0003712	EIE21276.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169], EIE19494.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	RMZ54829.1 hypothetical protein APUTEX25_000346 [Auxenochlorella protothecoides]
OG0003713	EIE27001.1 Trm112p-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54836.1 hypothetical protein APUTEX25_000353 [Auxenochlorella protothecoides]
OG0003714	EIE19011.1 hypothetical protein COCSUDRAFT_67926 [Coccomyxa subellipsoidea C-169]	RMZ54843.1 hypothetical protein APUTEX25_000360 [Auxenochlorella protothecoides]
OG0003715	EIE21056.1 hypothetical protein COCSUDRAFT_30235 [Coccomyxa subellipsoidea C-169]	RMZ54846.1 hypothetical protein APUTEX25_000363 [Auxenochlorella protothecoides]
OG0003716	EIE21512.1 UPF0052-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54860.1 hypothetical protein APUTEX25_000377 [Auxenochlorella protothecoides]
OG0003717	EIE19686.1 MAGE protein [Coccomyxa subellipsoidea C-169]	RMZ54881.1 hypothetical protein APUTEX25_000398_ partial [Auxenochlorella protothecoides]
OG0003718	EIE22453.1 hypothetical protein COCSUDRAFT_16516_ partial [Coccomyxa subellipsoidea C-169]	RMZ54890.1 hypothetical protein APUTEX25_000407_ partial [Auxenochlorella protothecoides]
OG0003719	EIE26217.1 ferredoxin-dependent bilin reductase [Coccomyxa subellipsoidea C-169]	RMZ54892.1 hypothetical protein APUTEX25_000409 [Auxenochlorella protothecoides]
OG0003720	EIE26659.1 hypothetical protein COCSUDRAFT_46178_ partial [Coccomyxa subellipsoidea C-169]	RMZ54894.1 hypothetical protein APUTEX25_000411_ partial [Auxenochlorella protothecoides]
OG0003721	EIE21678.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ54900.1 hypothetical protein APUTEX25_000417 [Auxenochlorella protothecoides]
OG0003722	EIE20945.1 translation initiation factor SU [Coccomyxa subellipsoidea C-169]	RMZ54904.1 hypothetical protein APUTEX25_000421 [Auxenochlorella protothecoides]
OG0003723	EIE26672.1 multidrug efflux transporter AcrB transmembrane domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54908.1 hypothetical protein APUTEX25_000425 [Auxenochlorella protothecoides]
OG0003724	EIE20236.1 cytochrome P450 [Coccomyxa subellipsoidea C-169]	RMZ54912.1 hypothetical protein APUTEX25_000429_ partial [Auxenochlorella protothecoides]
