Orthogroup	Chlorella_A99	Micractinium_SAG24180
OG0004128	PCFQ01000002.1 g711 [Chlorella sp. A99]	PSC69076.1 ABC transporter permease [Micractinium conductrix]
OG0004129	PCFQ01000011.1 g2772 [Chlorella sp. A99], PCFQ01000037.1 g2515 [Chlorella sp. A99], PCFQ01000005.1 g757 [Chlorella sp. A99], PCFQ01000037.1 g2513 [Chlorella sp. A99]	PSC75051.1 bifunctional chitinase lysozyme [Micractinium conductrix]
OG0004130	PCFQ01000005.1 g788 [Chlorella sp. A99]	PSC68594.1 homodimeric type [Micractinium conductrix]
OG0004132	PCFQ01000020.1 g878 [Chlorella sp. A99]	PSC69507.1 amine oxidase [Micractinium conductrix]
OG0004133	PCFQ01000020.1 g887 [Chlorella sp. A99]	PSC70468.1 serine threonine-kinase ATR isoform X1 [Micractinium conductrix]
OG0004134	PCFQ01000020.1 g894 [Chlorella sp. A99]	PSC70320.1 phytanoyl-dioxygenase [Micractinium conductrix]
OG0004135	PCFQ01000020.1 g939 [Chlorella sp. A99], PCFQ01000020.1 g938 [Chlorella sp. A99]	PSC72591.1 acyltransferase family [Micractinium conductrix]
OG0004136	PCFQ01000001.1 g1004 [Chlorella sp. A99]	PSC75033.1 ER membrane complex subunit 2 [Micractinium conductrix]
OG0004137	PCFQ01000003.1 g1060 [Chlorella sp. A99]	PSC76844.1 adenosine deaminase [Micractinium conductrix]
OG0004138	PCFQ01000003.1 g1072 [Chlorella sp. A99]	PSC73378.1 Insulin-degrading enzyme [Micractinium conductrix]
OG0004139	PCFQ01000008.1 g1103 [Chlorella sp. A99]	PSC75761.1 Tyrosine-kinase isoform SRK1 [Micractinium conductrix]
OG0004140	PCFQ01000008.1 g1150 [Chlorella sp. A99]	PSC71466.1 Autophagy-related 11 [Micractinium conductrix]
OG0004141	PCFQ01000007.1 g1185 [Chlorella sp. A99]	PSC69494.1 haloacid dehalogenase-like hydrolase [Micractinium conductrix]
OG0004142	PCFQ01000007.1 g1214 [Chlorella sp. A99]	PSC76320.1 ATP-dependent DNA helicase DDM1 [Micractinium conductrix]
OG0004143	PCFQ01000079.1 g1299 [Chlorella sp. A99]	PSC70499.1 light-harvesting of photosystem I [Micractinium conductrix]
OG0004144	PCFQ01000079.1 g1308 [Chlorella sp. A99]	PSC74503.1 Zinc finger matrin-type 2 [Micractinium conductrix]
OG0004145	PCFQ01000079.1 g1413 [Chlorella sp. A99]	PSC72997.1 Calcium-binding 39 [Micractinium conductrix]
OG0004146	PCFQ01000079.1 g1423 [Chlorella sp. A99]	PSC76064.1 Nudix hydrolase [Micractinium conductrix]
OG0004147	PCFQ01000079.1 g1431 [Chlorella sp. A99]	PSC73112.1 erythromycin esterase [Micractinium conductrix]
OG0004148	PCFQ01000079.1 g1505 [Chlorella sp. A99]	PSC67915.1 ABC transporter ATP-binding [Micractinium conductrix]
OG0004149	PCFQ01000079.1 g1511 [Chlorella sp. A99]	PSC68068.1 family transcriptional regulator [Micractinium conductrix]
OG0004150	PCFQ01000079.1 g1532 [Chlorella sp. A99]	PSC67730.1 Serine threonine-kinase dst1 [Micractinium conductrix]
OG0004151	PCFQ01000079.1 g1534 [Chlorella sp. A99]	PSC70178.1 Dynein regulatory complex 1 [Micractinium conductrix]
OG0004152	PCFQ01000081.1 g1549 [Chlorella sp. A99]	PSC71076.1 transcriptional regulator [Micractinium conductrix]
OG0004153	PCFQ01000077.1 g1735 [Chlorella sp. A99], PCFQ01000081.1 g1560 [Chlorella sp. A99]	PSC71065.1 endoribonuclease Dicer-like protein 1 [Micractinium conductrix]
OG0004154	PCFQ01000081.1 g1584 [Chlorella sp. A99]	PSC75910.1 psbP domain-containing chloroplastic [Micractinium conductrix]
OG0004155	PCFQ01000081.1 g1614 [Chlorella sp. A99]	PSC71030.1 serine threonine phosphatase [Micractinium conductrix]
OG0004156	PCFQ01000081.1 g1630 [Chlorella sp. A99]	PSC70788.1 mitogen-activated kinase kinase 3 [Micractinium conductrix]
OG0004157	PCFQ01000009.1 g1671 [Chlorella sp. A99]	PSC72106.1 DNA repair UVH3 isoform X2 [Micractinium conductrix]
OG0004158	PCFQ01000009.1 g1672 [Chlorella sp. A99]	PSC67451.1 DNA polymerase kappa [Micractinium conductrix]
OG0004159	PCFQ01000009.1 g1694 [Chlorella sp. A99]	PSC71049.1 3-isopropylmalate dehydratase [Micractinium conductrix]
OG0004160	PCFQ01000009.1 g1715 [Chlorella sp. A99]	PSC68582.1 periaxin isoform X1 [Micractinium conductrix]
OG0004161	PCFQ01000019.1 g1792 [Chlorella sp. A99]	PSC72956.1 DUF1365-domain-containing protein [Micractinium conductrix]
OG0004162	PCFQ01000019.1 g1801 [Chlorella sp. A99]	PSC73255.1 Homeodomain [Micractinium conductrix]
OG0004163	PCFQ01000019.1 g1814 [Chlorella sp. A99]	PSC67524.1 Cytosine deaminase FCY1 and related enzymes _ISS_ [Micractinium conductrix]
OG0004164	PCFQ01000012.1 g1830 [Chlorella sp. A99]	PSC74996.1 bromodomain-containing 9 [Micractinium conductrix], PSC70363.1 isoform A [Micractinium conductrix]
OG0004165	PCFQ01000012.1 g1845 [Chlorella sp. A99]	PSC74984.1 WD repeat-containing 61 [Micractinium conductrix]
OG0004167	PCFQ01000075.1 g1939 [Chlorella sp. A99]	PSC70641.1 Gamma-tubulin complex component 3 [Micractinium conductrix]
OG0004168	PCFQ01000078.1 g1992 [Chlorella sp. A99]	PSC72757.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Micractinium conductrix]
OG0004169	PCFQ01000078.1 g2012 [Chlorella sp. A99]	PSC69581.1 rRNA processing Mis3 [Micractinium conductrix]
OG0004170	PCFQ01000078.1 g2045 [Chlorella sp. A99]	PSC68325.1 Nuclear cap-binding subunit 2 [Micractinium conductrix]
OG0004171	PCFQ01000078.1 g2053 [Chlorella sp. A99]	PSC69064.1 amine oxidase [Micractinium conductrix]
OG0004172	PCFQ01000078.1 g2056 [Chlorella sp. A99]	PSC71300.1 GBSSIb [Micractinium conductrix]
OG0004173	PCFQ01000078.1 g2066 [Chlorella sp. A99]	PSC71444.1 outer envelope 61-like [Micractinium conductrix]
OG0004174	PCFQ01000078.1 g2108 [Chlorella sp. A99]	PSC71421.1 Syntaxin-22 [Micractinium conductrix]
OG0004175	PCFQ01000078.1 g2121 [Chlorella sp. A99]	PSC71146.1 EF-hand domain-containing 1 [Micractinium conductrix]
OG0004176	PCFQ01000078.1 g2169 [Chlorella sp. A99]	PSC76783.1 RNA-binding domain-containing [Micractinium conductrix]
OG0004177	PCFQ01000078.1 g2201 [Chlorella sp. A99]	PSC73096.1 deoxyhypusine hydroxylase [Micractinium conductrix]
OG0004178	PCFQ01000078.1 g2220 [Chlorella sp. A99]	PSC68489.1 nucleic acid-binding [Micractinium conductrix]
OG0004179	PCFQ01000023.1 g2235 [Chlorella sp. A99]	PSC72396.1 deoxyribonuclease TATDN1 [Micractinium conductrix]
OG0004180	PCFQ01000037.1 g2415 [Chlorella sp. A99]	PSC73948.1 LHCP TRANSLOCATION DEFECT-like [Micractinium conductrix]
OG0004181	PCFQ01000037.1 g2423 [Chlorella sp. A99]	PSC70838.1 nucleobase-ascorbate transporter [Micractinium conductrix]
OG0004182	PCFQ01000037.1 g2428 [Chlorella sp. A99]	PSC72448.1 fructose-1_6-bisphosphate aldolase [Micractinium conductrix]
OG0004183	PCFQ01000037.1 g2442 [Chlorella sp. A99]	PSC70927.1 pyruvate dehydrogenase E1 component subunit beta-chloroplastic-like [Micractinium conductrix]
OG0004184	PCFQ01000037.1 g2473 [Chlorella sp. A99]	PSC70957.1 Carboxypeptidase Taq [Micractinium conductrix]
OG0004185	PCFQ01000037.1 g2533 [Chlorella sp. A99], PCFQ01000006.1 g3251 [Chlorella sp. A99]	PSC75026.1 metallophosphoesterase [Micractinium conductrix]
OG0004186	PCFQ01000004.1 g2588 [Chlorella sp. A99]	PSC67979.1 G -coupled seven transmembrane receptor [Micractinium conductrix]
OG0004187	PCFQ01000004.1 g2594 [Chlorella sp. A99]	PSC71307.1 glycosyl hydrolase family 43 [Micractinium conductrix]
OG0004188	PCFQ01000004.1 g2679 [Chlorella sp. A99]	PSC75509.1 26S proteasome non-ATPase regulatory subunit 8-like protein A [Micractinium conductrix]
OG0004189	PCFQ01000011.1 g2753 [Chlorella sp. A99]	PSC70645.1 transmembrane 184A-like [Micractinium conductrix]
OG0004190	PCFQ01000011.1 g2787 [Chlorella sp. A99]	PSC68089.1 Phosphatase chloroplastic [Micractinium conductrix]
OG0004191	PCFQ01000011.1 g2803 [Chlorella sp. A99]	PSC69739.1 Protein CLEC16A [Micractinium conductrix]
OG0004192	PCFQ01000011.1 g2824 [Chlorella sp. A99]	PSC72716.1 light-harvesting of photosystem I [Micractinium conductrix]
OG0004193	PCFQ01000011.1 g2825 [Chlorella sp. A99]	PSC72652.1 light harvesting complex A [Micractinium conductrix]
OG0004194	PCFQ01000011.1 g2827 [Chlorella sp. A99]	PSC72677.1 Aldo keto reductase [Micractinium conductrix]
OG0004195	PCFQ01000011.1 g2848 [Chlorella sp. A99]	PSC69017.1 proline synthase co-transcribed bacterial-like protein -like [Micractinium conductrix]
OG0004196	PCFQ01000011.1 g2897 [Chlorella sp. A99]	PSC68949.1 peptide methionine sulfoxide reductase [Micractinium conductrix]
OG0004197	PCFQ01000011.1 g2909 [Chlorella sp. A99]	PSC69382.1 SDR family oxidoreductase [Micractinium conductrix], PSC70067.1 SDR family oxidoreductase [Micractinium conductrix], PSC74908.1 SDR family oxidoreductase [Micractinium conductrix]
OG0004198	PCFQ01000011.1 g2910 [Chlorella sp. A99]	PSC71534.1 Selenocysteine-specific elongation factor [Micractinium conductrix]
OG0004199	PCFQ01000011.1 g2920 [Chlorella sp. A99]	PSC69016.1 U6 snRNA-associated Sm LSm6 [Micractinium conductrix]
OG0004200	PCFQ01000011.1 g2923 [Chlorella sp. A99]	PSC69078.1 transcriptional adapter ADA2-like isoform X1 [Micractinium conductrix]
OG0004201	PCFQ01000015.1 g2964 [Chlorella sp. A99]	PSC76806.1 putative oxidoreductase [Micractinium conductrix]
OG0004202	PCFQ01000015.1 g2967 [Chlorella sp. A99]	PSC76876.1 optic atrophy 3-like protein [Micractinium conductrix]
OG0004203	PCFQ01000015.1 g2969 [Chlorella sp. A99]	PSC68704.1 cyanate hydratase [Micractinium conductrix]
OG0004204	PCFQ01000015.1 g3023 [Chlorella sp. A99]	PSC73180.1 generic methyltransferase [Micractinium conductrix]
OG0004205	PCFQ01000015.1 g3056 [Chlorella sp. A99]	PSC73042.1 RNA methylase CR004 [Micractinium conductrix]
OG0004207	PCFQ01000015.1 g3085 [Chlorella sp. A99]	PSC69149.1 Surfeit locus 2 [Micractinium conductrix]
OG0004208	PCFQ01000006.1 g3123 [Chlorella sp. A99]	PSC72764.1 import inner membrane translocase subunit Tim22 [Micractinium conductrix]
OG0004209	PCFQ01000006.1 g3133 [Chlorella sp. A99]	PSC67462.1 hypothetical protein C2E20_8853 [Micractinium conductrix]
OG0004210	PCFQ01000006.1 g3134 [Chlorella sp. A99]	PSC67470.1 hypothetical protein C2E20_8856 [Micractinium conductrix]
OG0004211	PCFQ01000006.1 g3161 [Chlorella sp. A99]	PSC72721.1 2-methyl-6-phytyl-1_4-hydroquinone chloroplastic [Micractinium conductrix]
OG0004212	PCFQ01000006.1 g3190 [Chlorella sp. A99]	PSC67209.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]
OG0004213	PCFQ01000006.1 g3213 [Chlorella sp. A99]	PSC69303.1 15-cis-zeta-carotene [Micractinium conductrix]
OG0004214	PCFQ01000013.1 g3285 [Chlorella sp. A99]	PSC68476.1 Peptide methionine sulfoxide reductase [Micractinium conductrix]
OG0004215	PCFQ01000013.1 g3297 [Chlorella sp. A99]	PSC75190.1 oxysterol-binding -related 3B-like [Micractinium conductrix]
OG0004216	PCFQ01000013.1 g3311 [Chlorella sp. A99]	PSC72547.1 Histone-lysine N-H3 lysine-9 specific SUVH4 [Micractinium conductrix]
OG0004217	PCFQ01000013.1 g3331 [Chlorella sp. A99]	PSC68478.1 nicotinate phosphoribosyltransferase [Micractinium conductrix]
OG0004218	PCFQ01000013.1 g3341 [Chlorella sp. A99]	PSC68408.1 ribonuclease H2 subunit B [Micractinium conductrix]
OG0004219	PCFQ01000013.1 g3342 [Chlorella sp. A99]	PSC67342.1 adenylate and guanylate cyclase catalytic domain-containing isoform A [Micractinium conductrix]
OG0004220	PCFQ01000013.1 g3353 [Chlorella sp. A99]	PSC75201.1 Metalloendopeptidase family-saccharolysin & thimet oligopeptidase _ISS_ [Micractinium conductrix]
OG0004418	PCFQ01000011.1 g2898 [Chlorella sp. A99]	PSC72256.1 sterol reductase [Micractinium conductrix]
OG0004433	PCFQ01000013.1 g3337 [Chlorella sp. A99]	PSC74213.1 SMP-30 gluconolaconase LRE domain [Micractinium conductrix]
OG0004437	PCFQ01000079.1 g1369 [Chlorella sp. A99]	PSC74146.1 TPR domain containing [Micractinium conductrix]
OG0004457	PCFQ01000037.1 g2349 [Chlorella sp. A99]	PSC73861.1 Spore coat [Micractinium conductrix]
OG0004468	PCFQ01000006.1 g3254 [Chlorella sp. A99]	PSC74769.1 notchless-like protein [Micractinium conductrix]
OG0004471	PCFQ01000006.1 g3235 [Chlorella sp. A99]	PSC71279.1 Propionyl-carboxylase beta mitochondrial [Micractinium conductrix]
OG0004472	PCFQ01000037.1 g2502 [Chlorella sp. A99]	PSC69929.1 Violaxanthin de-chloroplastic [Micractinium conductrix]
OG0004474	PCFQ01000005.1 g863 [Chlorella sp. A99]	PSC73844.1 ADP-ribosylation factor GTPase-activating AGD7-like [Micractinium conductrix]
OG0004479	PCFQ01000006.1 g3240 [Chlorella sp. A99]	PSC69325.1 FHA domain-containing [Micractinium conductrix]
OG0004488	PCFQ01000001.1 g1009 [Chlorella sp. A99]	PSC74812.1 transferase [Micractinium conductrix]
OG0004492	PCFQ01000078.1 g2046 [Chlorella sp. A99]	PSC68360.1 putative ATP synthase 24 kDa mitochondrial [Micractinium conductrix]
OG0004494	PCFQ01000011.1 g2865 [Chlorella sp. A99]	PSC72885.1 cupin 4 [Micractinium conductrix]
OG0004504	PCFQ01000037.1 g2434 [Chlorella sp. A99]	PSC68228.1 heterogeneous nuclear ribonucleo A2 B1-like protein [Micractinium conductrix]
OG0004508	PCFQ01000081.1 g1555 [Chlorella sp. A99]	PSC71052.1 E3 ubiquitin ligase RIN2-like [Micractinium conductrix]
OG0004512	PCFQ01000078.1 g2036 [Chlorella sp. A99]	PSC68312.1 nodulin homeobox isoform X1 [Micractinium conductrix]
OG0004543	PCFQ01000003.1 g1052 [Chlorella sp. A99]	PSC73925.1 Peroxiredoxin-mitochondrial [Micractinium conductrix]
OG0004553	PCFQ01000075.1 g1906 [Chlorella sp. A99]	PSC73370.1 Elongation factor P [Micractinium conductrix]
OG0004554	PCFQ01000078.1 g2017 [Chlorella sp. A99]	PSC69640.1 nuclear-pore anchor [Micractinium conductrix]
OG0004573	PCFQ01000002.1 g724 [Chlorella sp. A99]	PSC68001.1 mitochondrial fission 1 A [Micractinium conductrix]
OG0004574	PCFQ01000002.1 g721 [Chlorella sp. A99]	PSC67983.1 NECAP endocytosis associated isoform [Micractinium conductrix]
OG0004575	PCFQ01000002.1 g726 [Chlorella sp. A99]	PSC67975.1 phospholipase [Micractinium conductrix]
OG0004579	PCFQ01000019.1 g1800 [Chlorella sp. A99]	PSC73507.1 transcription initiation factor IIE subunit beta [Micractinium conductrix]
OG0004584	PCFQ01000010.1 g383 [Chlorella sp. A99]	PSC67262.1 Luc7 3 [Micractinium conductrix]
OG0004588	PCFQ01000005.1 g774 [Chlorella sp. A99]	PSC76007.1 endoribonuclease L-PSP [Micractinium conductrix]
OG0004591	PCFQ01000037.1 g2337 [Chlorella sp. A99]	PSC76525.1 hypothetical protein C2E20_0333 [Micractinium conductrix]
OG0004594	PCFQ01000020.1 g927 [Chlorella sp. A99]	PSC70857.1 croquemort-like mating [Micractinium conductrix]
OG0004595	PCFQ01000007.1 g1182 [Chlorella sp. A99]	PSC70489.1 transmembrane emp24 domain-containing p24beta3-like [Micractinium conductrix]
OG0004596	PCFQ01000018.1 g429 [Chlorella sp. A99]	PSC67936.1 vacuolar import Vid27-related [Micractinium conductrix]
OG0004606	PCFQ01000001.1 g979 [Chlorella sp. A99]	PSC70046.1 Fructose-1_6-cytosolic [Micractinium conductrix]
OG0004631	PCFQ01000058.1 g233 [Chlorella sp. A99]	PSC73559.1 DUF1295 domain [Micractinium conductrix]
OG0004635	PCFQ01000013.1 g3376 [Chlorella sp. A99]	PSC74957.1 methylmalonyl-mutase [Micractinium conductrix]
OG0004658	PCFQ01000002.1 g738 [Chlorella sp. A99]	PSC70210.1 Reticulocyte-binding 2 a [Micractinium conductrix]
OG0004670	PCFQ01000078.1 g2136 [Chlorella sp. A99]	PSC71024.1 kinesin K39 isoform B [Micractinium conductrix], PSC71025.1 kinesin K39 isoform A [Micractinium conductrix]
OG0004677	PCFQ01000004.1 g2662 [Chlorella sp. A99]	PSC76407.1 NADH-ubiquinone oxidoreductase 11 kDa subunit [Micractinium conductrix]
OG0004679	PCFQ01000001.1 g978 [Chlorella sp. A99]	PSC70128.1 peptidase S8 [Micractinium conductrix]
OG0004682	PCFQ01000078.1 g2140 [Chlorella sp. A99]	PSC76562.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B-like [Micractinium conductrix]
OG0004691	PCFQ01000005.1 g789 [Chlorella sp. A99]	PSC73426.1 Clp [Micractinium conductrix]
OG0004701	PCFQ01000081.1 g1585 [Chlorella sp. A99]	PSC72116.1 Cysteine-rich PDZ-binding [Micractinium conductrix]
OG0004702	PCFQ01000009.1 g1702 [Chlorella sp. A99]	PSC72070.1 choline transporter like family [Micractinium conductrix]
OG0004709	PCFQ01000037.1 g2389 [Chlorella sp. A99]	PSC76032.1 ATP-dependent Clp protease proteolytic subunit chloroplastic [Micractinium conductrix]
OG0004715	PCFQ01000058.1 g284 [Chlorella sp. A99]	PSC74995.1 sodium hydrogen exchanger 3 [Micractinium conductrix]
OG0004719	PCFQ01000079.1 g1429 [Chlorella sp. A99]	PSC76235.1 cyclin-A1-4-like isoform X1 [Micractinium conductrix]
OG0004754	PCFQ01000011.1 g2757 [Chlorella sp. A99]	PSC72426.1 exodeoxyribonuclease iii [Micractinium conductrix]
OG0004755	PCFQ01000018.1 g410 [Chlorella sp. A99]	PSC67293.1 dual specificity tyrosine-phosphorylation-regulated kinase 4-like isoform X3 [Micractinium conductrix]
OG0004760	PCFQ01000004.1 g2603 [Chlorella sp. A99]	PSC76100.1 E3 ubiquitin-ligase ARI4 [Micractinium conductrix]
OG0004764	PCFQ01000016.1 g2272 [Chlorella sp. A99]	PSC70037.1 carnitine dehydratase [Micractinium conductrix]
OG0004775	PCFQ01000078.1 g2111 [Chlorella sp. A99]	PSC76633.1 Suppressor of fused _SUFU_ [Micractinium conductrix]
OG0004777	PCFQ01000008.1 g1151 [Chlorella sp. A99]	PSC71546.1 hypothetical protein C2E20_5043 [Micractinium conductrix]
OG0004797	PCFQ01000078.1 g2052 [Chlorella sp. A99]	PSC71337.1 1_4-dihydroxy-2-naphthoate octaprenyltransferase [Micractinium conductrix]
OG0004798	PCFQ01000077.1 g1736 [Chlorella sp. A99]	PSC69721.1 membrane-associated tyrosine-and threonine-specific cdc2-inhibitory kinase-like [Micractinium conductrix]
OG0004810	PCFQ01000081.1 g1551 [Chlorella sp. A99]	PSC76631.1 O-glucosyltransferase 1-like [Micractinium conductrix]
OG0004816	PCFQ01000037.1 g2397 [Chlorella sp. A99]	PSC76047.1 ATP synthase subunit mitochondrial [Micractinium conductrix]
OG0004817	PCFQ01000075.1 g1937 [Chlorella sp. A99]	PSC75771.1 Serine threonine-phosphatase 5 [Micractinium conductrix]
OG0004823	PCFQ01000079.1 g1295 [Chlorella sp. A99]	PSC73724.1 Chlorophyll a-b binding chloroplastic [Micractinium conductrix]
OG0004832	PCFQ01000015.1 g2960 [Chlorella sp. A99]	PSC73611.1 post-GPI attachment to s factor 3-like [Micractinium conductrix]
OG0004835	PCFQ01000011.1 g2896 [Chlorella sp. A99]	PSC73362.1 hypothetical protein C2E20_3245 [Micractinium conductrix]
OG0004844	PCFQ01000012.1 g1843 [Chlorella sp. A99]	PSC75081.1 arginine decarboxylase [Micractinium conductrix]
OG0004858	PCFQ01000078.1 g2093 [Chlorella sp. A99]	PSC68348.1 rhodanese-like domain-containing chloroplastic [Micractinium conductrix]
OG0004862	PCFQ01000013.1 g3305 [Chlorella sp. A99]	PSC68157.1 pentatricopeptide repeat-containing protein [Micractinium conductrix]
OG0004863	PCFQ01000058.1 g40 [Chlorella sp. A99]	PSC67234.1 formin 6 [Micractinium conductrix]
OG0004866	PCFQ01000058.1 g9 [Chlorella sp. A99]	PSC68577.1 DNA damage-inducible 1 [Micractinium conductrix]
OG0004880	PCFQ01000058.1 g14 [Chlorella sp. A99], PCFQ01000078.1 g2213 [Chlorella sp. A99]	PSC70886.1 small GTP-binding [Micractinium conductrix]
OG0004881	PCFQ01000058.1 g210 [Chlorella sp. A99]	PSC68703.1 flagellar associated [Micractinium conductrix]
OG0004882	PCFQ01000058.1 g230 [Chlorella sp. A99]	PSC76788.1 Tryptophan-tRNA ligase [Micractinium conductrix]
OG0004883	PCFQ01000058.1 g252 [Chlorella sp. A99]	PSC76115.1 root UVB sensitive 3 [Micractinium conductrix]
OG0004885	PCFQ01000018.1 g430 [Chlorella sp. A99]	PSC76182.1 amidohydrolase isoform X1 [Micractinium conductrix]
OG0004886	PCFQ01000018.1 g472 [Chlorella sp. A99]	PSC74699.1 phytoene synthase [Micractinium conductrix]
OG0004887	PCFQ01000018.1 g475 [Chlorella sp. A99]	PSC74718.1 threonine-tRNA ligase [Micractinium conductrix]
OG0004888	PCFQ01000082.1 g553 [Chlorella sp. A99]	PSC71948.1 peptidase C69 [Micractinium conductrix]
OG0004889	PCFQ01000082.1 g554 [Chlorella sp. A99]	PSC73116.1 pyruvate phosphate dikinase [Micractinium conductrix]
OG0004890	PCFQ01000082.1 g571 [Chlorella sp. A99]	PSC70283.1 Kinesin-related 11 [Micractinium conductrix]
OG0004891	PCFQ01000082.1 g591 [Chlorella sp. A99]	PSC74725.1 hypothetical protein C2E20_2374 [Micractinium conductrix]
OG0004892	PCFQ01000005.1 g780 [Chlorella sp. A99]	PSC72961.1 hypothetical protein C2E20_3641 [Micractinium conductrix]
OG0004893	PCFQ01000005.1 g812 [Chlorella sp. A99]	PSC76834.1 trans-2-enoyl-mitochondrial isoform X1 [Micractinium conductrix]
OG0004895	PCFQ01000001.1 g948 [Chlorella sp. A99]	PSC70576.1 SUMO-activating enzyme subunit 2 [Micractinium conductrix]
OG0004896	PCFQ01000003.1 g1028 [Chlorella sp. A99]	PSC75347.1 elongation factor Ts [Micractinium conductrix]
OG0004897	PCFQ01000007.1 g1197 [Chlorella sp. A99]	PSC69540.1 Callose synthase 5 [Micractinium conductrix]
OG0004898	PCFQ01000007.1 g1210 [Chlorella sp. A99]	PSC68278.1 epsilon tubulin [Micractinium conductrix]
OG0004899	PCFQ01000079.1 g1245 [Chlorella sp. A99]	PSC73383.1 ATP-dependent protease subunit [Micractinium conductrix]
OG0004900	PCFQ01000079.1 g1277 [Chlorella sp. A99]	PSC73502.1 cytochrome b-c1 complex subunit Rieske-mitochondrial-like [Micractinium conductrix]
