Orthogroup	Chlorella_A99	Chlorella_Sorokiniana1602
OG0003144	PCFQ01000058.1 g57 [Chlorella sp. A99]	PRW58607.1 Plastidic glucose transporter 4 [Chlorella sorokiniana]
OG0003147	PCFQ01000058.1 g8 [Chlorella sp. A99]	PRW58216.1 2-oxoisovalerate dehydrogenase subunit beta mitochondrial [Chlorella sorokiniana]
OG0003150	PCFQ01000079.1 g1507 [Chlorella sp. A99]	PRW44948.1 VAMP YKT61 [Chlorella sorokiniana]
OG0003151	PCFQ01000020.1 g892 [Chlorella sp. A99]	PRW44867.1 psbP chloroplastic [Chlorella sorokiniana]
OG0003153	PCFQ01000008.1 g1107 [Chlorella sp. A99]	PRW45694.1 putative alpha-mannosidase I MNS4 [Chlorella sorokiniana]
OG0003155	PCFQ01000015.1 g2990 [Chlorella sp. A99]	PRW33772.1 alpha beta-hydrolase [Chlorella sorokiniana]
OG0003158	PCFQ01000015.1 g2999 [Chlorella sp. A99]	PRW34023.1 alpha beta-hydrolase [Chlorella sorokiniana]
OG0003159	PCFQ01000004.1 g2676 [Chlorella sp. A99]	PRW59194.1 SWI SNF complex component SNF12-like protein [Chlorella sorokiniana]
OG0003161	PCFQ01000079.1 g1515 [Chlorella sp. A99]	PRW44866.1 DNA replication factor C complex subunit 5 [Chlorella sorokiniana]
OG0003162	PCFQ01000020.1 g897 [Chlorella sp. A99]	PRW44863.1 methylmalonate-semialdehyde dehydrogenase [Chlorella sorokiniana]
OG0003165	PCFQ01000011.1 g2895 [Chlorella sp. A99]	PRW44431.1 Dihydroorotase [Chlorella sorokiniana]
OG0003166	PCFQ01000079.1 g1508 [Chlorella sp. A99]	PRW44892.1 20S proteasome alpha subunit B [Chlorella sorokiniana]
OG0003167	PCFQ01000020.1 g890 [Chlorella sp. A99]	PRW44873.1 Sphingosine-1-phosphate lyase [Chlorella sorokiniana]
OG0003168	PCFQ01000058.1 g3 [Chlorella sp. A99]	PRW58388.1 succinate-semialdehyde dehydrogenase [Chlorella sorokiniana]
OG0003170	PCFQ01000058.1 g6 [Chlorella sp. A99]	PRW58330.1 LETM1 and EF-hand domain-containing mitochondrial [Chlorella sorokiniana]
OG0003171	PCFQ01000004.1 g2673 [Chlorella sp. A99]	PRW59372.1 26S proteasome regulatory ATPase RPT4 [Chlorella sorokiniana]
OG0003172	PCFQ01000020.1 g907 [Chlorella sp. A99]	PRW45048.1 V-type proton ATPase subunit F [Chlorella sorokiniana]
OG0003173	PCFQ01000004.1 g2645 [Chlorella sp. A99]	PRW59259.1 Isoamylase chloroplastic [Chlorella sorokiniana]
OG0003174	PCFQ01000020.1 g880 [Chlorella sp. A99]	PRW45210.1 DUF155 family [Chlorella sorokiniana]
OG0003175	PCFQ01000020.1 g909 [Chlorella sp. A99]	PRW44851.1 Fructose-1_6- chloroplastic [Chlorella sorokiniana]
OG0003180	PCFQ01000002.1 g646 [Chlorella sp. A99]	PRW32859.1 ribosomal S5 Elongation factor G III V family [Chlorella sorokiniana]
OG0003181	PCFQ01000058.1 g22 [Chlorella sp. A99]	PRW58332.1 ubiquitin family [Chlorella sorokiniana]
OG0003182	PCFQ01000058.1 g45 [Chlorella sp. A99]	PRW59459.1 hypothetical protein C2E21_1813 [Chlorella sorokiniana]
OG0003183	PCFQ01000058.1 g68 [Chlorella sp. A99]	PRW58251.1 5 -nucleotidase domain-containing 4 isoform X1 isoform A [Chlorella sorokiniana], PRW58252.1 5 -nucleotidase domain-containing 4 isoform X1 isoform B [Chlorella sorokiniana]
OG0003185	PCFQ01000058.1 g137 [Chlorella sp. A99]	PRW56530.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Chlorella sorokiniana], PRW56738.1 pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta [Chlorella sorokiniana]
OG0003186	PCFQ01000058.1 g153 [Chlorella sp. A99]	PRW58178.1 RNA-binding domain-containing [Chlorella sorokiniana]
OG0003187	PCFQ01000058.1 g168 [Chlorella sp. A99]	PRW58455.1 guanylate-binding 4-like [Chlorella sorokiniana]
OG0003188	PCFQ01000078.1 g2210 [Chlorella sp. A99]	PRW45159.1 catechol O-methyltransferase [Chlorella sorokiniana]
OG0003190	PCFQ01000010.1 g307 [Chlorella sp. A99]	PRW34088.1 glycoside hydrolase family 128 [Chlorella sorokiniana]
OG0003191	PCFQ01000018.1 g448 [Chlorella sp. A99]	PRW60195.1 WD repeat domain-containing 83 [Chlorella sorokiniana]
OG0003192	PCFQ01000082.1 g537 [Chlorella sp. A99]	PRW58014.1 glycerol-3-phosphate dehydrogenase [Chlorella sorokiniana]
OG0003193	PCFQ01000002.1 g736 [Chlorella sp. A99]	PRW20453.1 concanavalin A-like lectin glucanase [Chlorella sorokiniana]
OG0003194	PCFQ01000005.1 g772 [Chlorella sp. A99]	PRW50764.1 flagella associated isoform A [Chlorella sorokiniana], PRW50762.1 flagella associated isoform B [Chlorella sorokiniana]
OG0003195	PCFQ01000005.1 g773 [Chlorella sp. A99]	PRW51073.1 pyrroline-5-carboxylate reductase [Chlorella sorokiniana]
OG0003196	PCFQ01000020.1 g867 [Chlorella sp. A99]	PRW44903.1 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase _ferredoxin_ chloroplastic [Chlorella sorokiniana]
OG0003197	PCFQ01000020.1 g879 [Chlorella sp. A99]	PRW45205.1 conserved oligomeric Golgi complex subunit 3 [Chlorella sorokiniana]
OG0003198	PCFQ01000020.1 g915 [Chlorella sp. A99]	PRW45196.1 26S proteasome non-ATPase regulatory subunit 1-like protein A-like [Chlorella sorokiniana]
OG0003199	PCFQ01000020.1 g920 [Chlorella sp. A99]	PRW44846.1 NEDD8-activating enzyme E1 catalytic subunit isoform B [Chlorella sorokiniana], PRW44848.1 NEDD8-activating enzyme E1 catalytic subunit isoform A [Chlorella sorokiniana], PRW44847.1 NEDD8-activating enzyme E1 catalytic subunit isoform C [Chlorella sorokiniana]
OG0003201	PCFQ01000004.1 g2703 [Chlorella sp. A99], PCFQ01000004.1 g2704 [Chlorella sp. A99]	PRW61239.1 cytochrome c-type heme lyase [Chlorella sorokiniana]
OG0003202	PCFQ01000003.1 g1025 [Chlorella sp. A99]	PRW33188.1 kinesin-3 isoform X2 [Chlorella sorokiniana]
OG0003203	PCFQ01000003.1 g1069 [Chlorella sp. A99]	PRW59157.1 golgin subfamily B member 1-like isoform X1 [Chlorella sorokiniana]
OG0003204	PCFQ01000008.1 g1098 [Chlorella sp. A99]	PRW05865.1 Cleavage and polyadenylation specificity factor subunit 3 [Chlorella sorokiniana]
OG0003205	PCFQ01000008.1 g1172 [Chlorella sp. A99]	PRW56689.1 putative serine threonine- kinase abkC [Chlorella sorokiniana]
OG0003206	PCFQ01000007.1 g1195 [Chlorella sp. A99]	PRW20821.1 katanin p60 ATPase-containing subunit A1-like [Chlorella sorokiniana]
OG0003207	PCFQ01000007.1 g1218 [Chlorella sp. A99]	PRW20870.1 Actin-related 4 [Chlorella sorokiniana]
OG0003208	PCFQ01000007.1 g1220 [Chlorella sp. A99]	PRW20786.1 COP9 signalosome complex subunit 4 [Chlorella sorokiniana]
OG0003209	PCFQ01000079.1 g1498 [Chlorella sp. A99]	PRW45145.1 putative DNA helicase MCM8 isoform X1 [Chlorella sorokiniana]
OG0003210	PCFQ01000079.1 g1512 [Chlorella sp. A99]	PRW44524.1 oxidoreductase [Chlorella sorokiniana]
OG0003211	PCFQ01000081.1 g1582 [Chlorella sp. A99]	PRW57240.1 ABC transporter G family member 11-like [Chlorella sorokiniana]
OG0003212	PCFQ01000009.1 g1714 [Chlorella sp. A99]	PRW45412.1 violaxanthin de- chloroplastic [Chlorella sorokiniana]
OG0003213	PCFQ01000077.1 g1759 [Chlorella sp. A99]	PRW21124.1 Glycosyltransferase LARGE2 [Chlorella sorokiniana]
OG0003214	PCFQ01000075.1 g1917 [Chlorella sp. A99]	PRW56785.1 putative ubiquitin-conjugating enzyme E2 [Chlorella sorokiniana]
OG0003215	PCFQ01000075.1 g1923 [Chlorella sp. A99]	PRW61074.1 E3 ubiquitin- ligase BRE1-like 2 [Chlorella sorokiniana]
OG0003216	PCFQ01000075.1 g1931 [Chlorella sp. A99]	PRW60915.1 MAP kinase phosphatase 6 [Chlorella sorokiniana]
OG0003217	PCFQ01000078.1 g1989 [Chlorella sp. A99]	PRW59758.1 ferrous iron transporter A [Chlorella sorokiniana]
OG0003218	PCFQ01000078.1 g2047 [Chlorella sp. A99]	PRW59803.1 26S proteasome non-ATPase regulatory subunit 7 [Chlorella sorokiniana]
OG0003219	PCFQ01000078.1 g2064 [Chlorella sp. A99]	PRW59801.1 UBA and UBX domain-containing protein [Chlorella sorokiniana]
OG0003220	PCFQ01000078.1 g2145 [Chlorella sp. A99]	PRW60165.1 Pre-rRNA-processing PNO1 [Chlorella sorokiniana]
OG0003221	PCFQ01000023.1 g2234 [Chlorella sp. A99]	PRW59160.1 Thioredoxin-dependent peroxide reductase [Chlorella sorokiniana]
OG0003222	PCFQ01000037.1 g2346 [Chlorella sp. A99]	PRW58882.1 diflavin flavo A [Chlorella sorokiniana]
OG0003223	PCFQ01000037.1 g2347 [Chlorella sp. A99]	PRW59370.1 flavin oxidoreductase [Chlorella sorokiniana]
OG0003224	PCFQ01000037.1 g2359 [Chlorella sp. A99]	PRW59235.1 lifeguard 1 [Chlorella sorokiniana]
OG0003225	PCFQ01000037.1 g2381 [Chlorella sp. A99]	PRW32850.1 hypothetical protein C2E21_7978 [Chlorella sorokiniana]
OG0003226	PCFQ01000037.1 g2454 [Chlorella sp. A99]	PRW57087.1 Pre-mRNA-splicing factor SYF1 [Chlorella sorokiniana]
OG0003227	PCFQ01000037.1 g2486 [Chlorella sp. A99]	PRW44564.1 putative Xaa-Pro aminopeptidase P [Chlorella sorokiniana]
OG0003228	PCFQ01000037.1 g2499 [Chlorella sp. A99]	PRW44381.1 chromodomain-helicase-DNA-binding [Chlorella sorokiniana]
OG0003229	PCFQ01000037.1 g2527 [Chlorella sp. A99]	PRW44469.1 duf803 domain membrane [Chlorella sorokiniana]
OG0003230	PCFQ01000025.1 g2566 [Chlorella sp. A99], PCFQ01000011.1 g2756 [Chlorella sp. A99]	PRW61594.1 F1F0 ATP synthase gamma subunit [Chlorella sorokiniana]
OG0003231	PCFQ01000004.1 g2669 [Chlorella sp. A99]	PRW57014.1 DNA topoisomerase I [Chlorella sorokiniana]
OG0003232	PCFQ01000011.1 g2810 [Chlorella sp. A99]	PRW56272.1 hypothetical protein C2E21_4875 [Chlorella sorokiniana]
OG0003233	PCFQ01000011.1 g2821 [Chlorella sp. A99]	PRW55995.1 queuine tRNA-ribosyltransferase-like [Chlorella sorokiniana]
OG0003234	PCFQ01000011.1 g2831 [Chlorella sp. A99]	PRW56205.1 L-aspartate chloroplastic [Chlorella sorokiniana]
OG0003235	PCFQ01000011.1 g2836 [Chlorella sp. A99]	PRW56327.1 nicotinate-nucleotide pyrophosphorylase [carboxylating] chloroplastic [Chlorella sorokiniana]
OG0003236	PCFQ01000015.1 g2935 [Chlorella sp. A99]	PRW33833.1 tRNA uridine_34_ 5-carboxymethylaminomethyl synthesis enzyme isoform A [Chlorella sorokiniana], PRW33834.1 tRNA uridine_34_ 5-carboxymethylaminomethyl synthesis enzyme isoform B [Chlorella sorokiniana]
OG0003237	PCFQ01000015.1 g2994 [Chlorella sp. A99]	PRW33781.1 alpha amylase catalytic region [Chlorella sorokiniana]
OG0003238	PCFQ01000015.1 g3036 [Chlorella sp. A99]	PRW57845.1 DNA repair and recombination RAD54B [Chlorella sorokiniana]
OG0003239	PCFQ01000015.1 g3058 [Chlorella sp. A99]	PRW57624.1 family membrane [Chlorella sorokiniana]
OG0003240	PCFQ01000015.1 g3084 [Chlorella sp. A99]	PRW50756.1 Formyltetrahydrofolate deformylase [Chlorella sorokiniana]
OG0003241	PCFQ01000006.1 g3096 [Chlorella sp. A99]	PRW56322.1 K_+_ efflux antiporter chloroplastic [Chlorella sorokiniana]
OG0003242	PCFQ01000006.1 g3130 [Chlorella sp. A99]	PRW55938.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Chlorella sorokiniana]
OG0003243	PCFQ01000006.1 g3148 [Chlorella sp. A99]	PRW56270.1 Deoxyhypusine synthase [Chlorella sorokiniana]
OG0003244	PCFQ01000006.1 g3181 [Chlorella sp. A99]	PRW18341.1 lysine--trna ligase [Chlorella sorokiniana]
OG0003245	PCFQ01000013.1 g3293 [Chlorella sp. A99]	PRW60459.1 ribosome production factor 2-like protein [Chlorella sorokiniana]
OG0003246	PCFQ01000013.1 g3303 [Chlorella sp. A99]	PRW60449.1 kinesin BC2 [Chlorella sorokiniana]
OG0003247	PCFQ01000013.1 g3359 [Chlorella sp. A99]	PRW59506.1 trafficking particle complex subunit 13-like [Chlorella sorokiniana]
OG0003349	PCFQ01000015.1 g3050 [Chlorella sp. A99]	PRW57829.1 DNA recombination repair [Chlorella sorokiniana]
OG0003355	PCFQ01000005.1 g787 [Chlorella sp. A99]	PRW32902.1 N-D-ribosylpurine ribohydrolase [Chlorella sorokiniana]
OG0003358	PCFQ01000015.1 g3075 [Chlorella sp. A99]	PRW57758.1 branched-chain amino acid aminotransferase [Chlorella sorokiniana]
OG0003359	PCFQ01000079.1 g1303 [Chlorella sp. A99]	PRW57292.1 IMP-specific 5-nucleotidase [Chlorella sorokiniana]
OG0003368	PCFQ01000079.1 g1357 [Chlorella sp. A99]	PRW61072.1 shaggy-related kinase epsilon [Chlorella sorokiniana]
OG0003372	PCFQ01000075.1 g1919 [Chlorella sp. A99]	PRW60941.1 AP-2 complex subunit alpha-1-like [Chlorella sorokiniana]
OG0003379	PCFQ01000058.1 g135 [Chlorella sp. A99]	PRW58595.1 hypothetical protein C2E21_3172 [Chlorella sorokiniana]
OG0003380	PCFQ01000079.1 g1430 [Chlorella sp. A99]	PRW21095.1 Peter Pan [Chlorella sorokiniana]
OG0003381	PCFQ01000011.1 g2773 [Chlorella sp. A99]	PRW45457.1 inorganic pyrophosphatase family [Chlorella sorokiniana]
OG0003386	PCFQ01000010.1 g373 [Chlorella sp. A99]	PRW39092.1 Triosephosphate chloroplastic [Chlorella sorokiniana]
OG0003392	PCFQ01000075.1 g1936 [Chlorella sp. A99]	PRW61389.1 glycosyl hydrolase [Chlorella sorokiniana]
OG0003394	PCFQ01000011.1 g2891 [Chlorella sp. A99]	PRW55931.1 peroxisomal membrane 11C [Chlorella sorokiniana]
OG0003395	PCFQ01000078.1 g1993 [Chlorella sp. A99]	PRW18375.1 histidinol dehydrogenase [Chlorella sorokiniana]
OG0003415	PCFQ01000078.1 g2184 [Chlorella sp. A99]	PRW59993.1 transmembrane 9 superfamily member 1 [Chlorella sorokiniana]
OG0003416	PCFQ01000005.1 g810 [Chlorella sp. A99]	PRW50785.1 small nuclear ribonucleo Sm D2 [Chlorella sorokiniana]
OG0003420	PCFQ01000005.1 g793 [Chlorella sp. A99]	PRW50989.1 DDB1- and CUL4-associated factor 12 [Chlorella sorokiniana]
OG0003424	PCFQ01000037.1 g2343 [Chlorella sp. A99]	PRW59437.1 hypothetical protein C2E21_2158 [Chlorella sorokiniana]
OG0003425	PCFQ01000005.1 g802 [Chlorella sp. A99]	PRW51070.1 30S ribosomal chloroplastic [Chlorella sorokiniana]
OG0003428	PCFQ01000011.1 g2919 [Chlorella sp. A99]	PRW56342.1 nuclear pore complex Nup205 [Chlorella sorokiniana]
OG0003434	PCFQ01000004.1 g2674 [Chlorella sp. A99]	PRW59266.1 chloroplast lycopene beta cyclase precursor [Chlorella sorokiniana]
OG0003435	PCFQ01000037.1 g2500 [Chlorella sp. A99]	PRW44352.1 30S ribosomal S6 [Chlorella sorokiniana]
OG0003436	PCFQ01000004.1 g2617 [Chlorella sp. A99]	PRW59436.1 trigger factor type chaperone family [Chlorella sorokiniana]
OG0003437	PCFQ01000006.1 g3226 [Chlorella sp. A99]	PRW20607.1 1-deoxy-D-xylulose 5-phosphate synthase [Chlorella sorokiniana]
OG0003445	PCFQ01000078.1 g2194 [Chlorella sp. A99]	PRW60126.1 disulfide-isomerase A6-like [Chlorella sorokiniana]
OG0003446	PCFQ01000013.1 g3269 [Chlorella sp. A99]	PRW60426.1 nicotinate phosphoribosyltransferase [Chlorella sorokiniana]
OG0003448	PCFQ01000082.1 g550 [Chlorella sp. A99]	PRW58051.1 glycosyltransferase CAZy family GT77 [Chlorella sorokiniana]
OG0003454	PCFQ01000006.1 g3237 [Chlorella sp. A99]	PRW20625.1 60S ribosomal L30 [Chlorella sorokiniana]
OG0003466	PCFQ01000006.1 g3233 [Chlorella sp. A99]	PRW20604.1 Translation initiation factor eIF-2B subunit epsilon [Chlorella sorokiniana]
OG0003467	PCFQ01000082.1 g618 [Chlorella sp. A99]	PRW20418.1 UDP-sulfoquinovose chloroplastic [Chlorella sorokiniana]
OG0003469	PCFQ01000078.1 g2004 [Chlorella sp. A99]	PRW59485.1 adenylate kinase [Chlorella sorokiniana]
OG0003471	PCFQ01000010.1 g387 [Chlorella sp. A99]	PRW21014.1 hypothetical protein C2E21_8514 [Chlorella sorokiniana]
OG0003476	PCFQ01000005.1 g861 [Chlorella sp. A99]	PRW51092.1 5-Formyltetrahydrofolate cycloligase [Chlorella sorokiniana]
OG0003477	PCFQ01000005.1 g848 [Chlorella sp. A99]	PRW51118.1 putative membrane protein isoform B [Chlorella sorokiniana], PRW51119.1 putative membrane protein isoform A [Chlorella sorokiniana]
OG0003478	PCFQ01000037.1 g2452 [Chlorella sp. A99]	PRW57421.1 ultraviolet-B receptor UVR8 [Chlorella sorokiniana]
OG0003489	PCFQ01000078.1 g2025 [Chlorella sp. A99]	PRW59492.1 U6 snRNA-associated Sm LSm2 [Chlorella sorokiniana]
OG0003490	PCFQ01000013.1 g3280 [Chlorella sp. A99]	PRW60572.1 Flowering time control FPA isoform A [Chlorella sorokiniana], PRW60573.1 Flowering time control FPA isoform B [Chlorella sorokiniana]
OG0003492	PCFQ01000005.1 g851 [Chlorella sp. A99]	PRW50772.1 Fanconi anemia group I [Chlorella sorokiniana]
OG0003495	PCFQ01000004.1 g2714 [Chlorella sp. A99]	PRW33238.1 inward rectifier potassium channel 2-like isoform X7 isoform A [Chlorella sorokiniana], PRW33237.1 inward rectifier potassium channel 2-like isoform X7 isoform B [Chlorella sorokiniana]
OG0003499	PCFQ01000081.1 g1556 [Chlorella sp. A99]	PRW57427.1 FMN binding [Chlorella sorokiniana]
OG0003506	PCFQ01000011.1 g2766 [Chlorella sp. A99]	PRW44451.1 lipase member H [Chlorella sorokiniana]
OG0003508	PCFQ01000009.1 g1695 [Chlorella sp. A99]	PRW57524.1 60S ribosomal L21-1-like [Chlorella sorokiniana]
OG0003510	PCFQ01000011.1 g2778 [Chlorella sp. A99]	PRW44423.1 Peptidyl-prolyl cis-trans isomerase D [Chlorella sorokiniana]
OG0003512	PCFQ01000013.1 g3289 [Chlorella sp. A99]	PRW60253.1 LUTEIN DEFICIENT chloroplastic [Chlorella sorokiniana]
OG0003520	PCFQ01000006.1 g3200 [Chlorella sp. A99]	PRW20678.1 30S ribosomal S1 [Chlorella sorokiniana]
OG0003528	PCFQ01000011.1 g2745 [Chlorella sp. A99]	PRW60984.1 hypothetical protein C2E21_0507 [Chlorella sorokiniana]
OG0003529	PCFQ01000079.1 g1250 [Chlorella sp. A99]	PRW61611.1 DNA replication licensing factor mcm2 [Chlorella sorokiniana]
OG0003532	PCFQ01000073.1 g1980 [Chlorella sp. A99]	PRW21105.1 O-glucosyltransferase 1 [Chlorella sorokiniana]
OG0003539	PCFQ01000015.1 g2983 [Chlorella sp. A99]	PRW57910.1 mitochondrial outer membrane porin 4 [Chlorella sorokiniana]
OG0003540	PCFQ01000018.1 g433 [Chlorella sp. A99]	PRW60503.1 60S ribosomal L14 [Chlorella sorokiniana]
OG0003543	PCFQ01000015.1 g2981 [Chlorella sp. A99]	PRW57670.1 Cytochrome c [Chlorella sorokiniana]
OG0003550	PCFQ01000018.1 g432 [Chlorella sp. A99]	PRW60643.1 eukaryotic translation initiation factor 4E [Chlorella sorokiniana]
OG0003552	PCFQ01000008.1 g1132 [Chlorella sp. A99]	PRW56862.1 Glucan 1_3-beta-glucosidase isoform B [Chlorella sorokiniana], PRW56863.1 Glucan 1_3-beta-glucosidase isoform A [Chlorella sorokiniana]
OG0003555	PCFQ01000077.1 g1734 [Chlorella sp. A99]	PRW56469.1 Gem-associated 2 [Chlorella sorokiniana]
OG0003564	PCFQ01000037.1 g2461 [Chlorella sp. A99]	PRW56919.1 splicing factor U2af large subunit A-like isoform X1 [Chlorella sorokiniana]
OG0003566	PCFQ01000037.1 g2455 [Chlorella sp. A99]	PRW57295.1 DCN1 2 [Chlorella sorokiniana]
OG0003568	PCFQ01000011.1 g2913 [Chlorella sp. A99]	PRW55908.1 cytochrome b561 domain-containing 2 [Chlorella sorokiniana]
OG0003572	PCFQ01000075.1 g1932 [Chlorella sp. A99]	PRW61015.1 WD repeat-containing 48 [Chlorella sorokiniana]
OG0003573	PCFQ01000011.1 g2912 [Chlorella sp. A99]	PRW56167.1 ATP-dependent RNA helicase mitochondrial [Chlorella sorokiniana]
OG0003574	PCFQ01000079.1 g1473 [Chlorella sp. A99]	PRW57267.1 carbohydrate kinase [Chlorella sorokiniana]
OG0003577	PCFQ01000007.1 g1213 [Chlorella sp. A99]	PRW56963.1 flagellar associated [Chlorella sorokiniana]
OG0003583	PCFQ01000019.1 g1790 [Chlorella sp. A99]	PRW20674.1 alpha N-terminal methyltransferase 1 [Chlorella sorokiniana]
OG0003585	PCFQ01000011.1 g2852 [Chlorella sp. A99]	PRW56030.1 Repressor of RNA polymerase III transcription MAF1 [Chlorella sorokiniana]
OG0003589	PCFQ01000002.1 g723 [Chlorella sp. A99]	PRW20494.1 ribonuclease P subunit p25 [Chlorella sorokiniana]
OG0003592	PCFQ01000078.1 g2102 [Chlorella sp. A99]	PRW59925.1 Dynein light chain axonemal [Chlorella sorokiniana]
OG0003593	PCFQ01000019.1 g1799 [Chlorella sp. A99]	PRW45068.1 aceous RNase P chloroplastic mitochondrial-like isoform X2 [Chlorella sorokiniana]
OG0003595	PCFQ01000018.1 g442 [Chlorella sp. A99]	PRW60440.1 pathogenesis-related 1-like [Chlorella sorokiniana]
OG0003598	PCFQ01000013.1 g3347 [Chlorella sp. A99]	PRW60561.1 dnaJ-like protein subfamily C member 2-like [Chlorella sorokiniana]
OG0003605	PCFQ01000011.1 g2917 [Chlorella sp. A99]	PRW56048.1 photosystem I reaction center subunit VI- chloroplastic-like [Chlorella sorokiniana]
OG0003612	PCFQ01000018.1 g434 [Chlorella sp. A99]	PRW60334.1 photosystem reaction center subunit H [Chlorella sorokiniana]
OG0003619	PCFQ01000020.1 g875 [Chlorella sp. A99]	PRW45184.1 60S ribosomal L12-1 [Chlorella sorokiniana]
OG0003625	PCFQ01000010.1 g363 [Chlorella sp. A99]	PRW39057.1 indole-3-glycerol phosphate synthase [Chlorella sorokiniana]
OG0003627	PCFQ01000010.1 g377 [Chlorella sp. A99]	PRW39112.1 CHROMATIN REMODELING 25 [Chlorella sorokiniana]
OG0003640	PCFQ01000012.1 g1823 [Chlorella sp. A99]	PRW59838.1 Transaldolase [Chlorella sorokiniana]
OG0003651	PCFQ01000081.1 g1633 [Chlorella sp. A99]	PRW20914.1 Proteasome subunit beta type-1 [Chlorella sorokiniana]
OG0003652	PCFQ01000037.1 g2491 [Chlorella sp. A99]	PRW44271.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0003668	PCFQ01000037.1 g2468 [Chlorella sp. A99]	PRW44468.1 glutamine-dependent NAD_+_ synthetase [Chlorella sorokiniana]
OG0003671	PCFQ01000058.1 g207 [Chlorella sp. A99]	PRW32623.1 hypothetical protein C2E21_8205 [Chlorella sorokiniana]
OG0003674	PCFQ01000001.1 g956 [Chlorella sp. A99]	PRW45566.1 mRNA-decapping enzyme subunit 2 [Chlorella sorokiniana]
OG0003678	PCFQ01000003.1 g1041 [Chlorella sp. A99]	PRW33144.1 carotene isomerase [Chlorella sorokiniana]
OG0003679	PCFQ01000003.1 g1047 [Chlorella sp. A99]	PRW33152.1 GTP-binding-like protein [Chlorella sorokiniana]
OG0003685	PCFQ01000002.1 g734 [Chlorella sp. A99]	PRW20461.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Chlorella sorokiniana]
OG0003686	PCFQ01000058.1 g33 [Chlorella sp. A99]	PRW58205.1 strawberry notch-like [Chlorella sorokiniana]
OG0003704	PCFQ01000006.1 g3099 [Chlorella sp. A99]	PRW55967.1 Conserved alpha-helical _ISS_ [Chlorella sorokiniana]
OG0003711	PCFQ01000077.1 g1750 [Chlorella sp. A99]	PRW56614.1 2-C-methyl-D-erythritol 4-phosphate chloroplastic [Chlorella sorokiniana]
OG0003722	PCFQ01000082.1 g549 [Chlorella sp. A99]	PRW57710.1 translation factor SUI1-like protein 2 [Chlorella sorokiniana]
OG0003736	PCFQ01000008.1 g1099 [Chlorella sp. A99]	PRW05875.1 putative mitochondrial-processing peptidase subunit beta isoform A [Chlorella sorokiniana]
OG0003737	PCFQ01000011.1 g2792 [Chlorella sp. A99]	PRW56860.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]
OG0003745	PCFQ01000078.1 g2139 [Chlorella sp. A99]	PRW60065.1 pterin-4-alpha-carbinolamine dehydratase [Chlorella sorokiniana]
