Orthogroup	Scenedesmus_PABB004	Coccomyxa_SubellipsoideaC169
OG0004513	KAF8056434.1 hypothetical protein HT031_006291 [Scenedesmus sp. PABB004]	EIE23386.1 hypothetical protein COCSUDRAFT_53324 [Coccomyxa subellipsoidea C-169]
OG0004516	KAF8068228.1 SETD3 [Scenedesmus sp. PABB004]	EIE19658.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004520	KAF8071152.1 calcium uniporter [Scenedesmus sp. PABB004]	EIE18201.1 DUF607-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004522	KAF8058117.1 hypothetical protein HT031_005777 [Scenedesmus sp. PABB004]	EIE27016.1 hypothetical protein COCSUDRAFT_83575 [Coccomyxa subellipsoidea C-169]
OG0004523	KAF8061923.1 CFIS2 [Scenedesmus sp. PABB004]	EIE20931.1 cleavage and polyadenylation specificity factor_ 25 kDa subunit [Coccomyxa subellipsoidea C-169]
OG0004524	KAF8063823.1 hypothetical protein HT031_003680 [Scenedesmus sp. PABB004]	EIE24604.1 hypothetical protein COCSUDRAFT_62036 [Coccomyxa subellipsoidea C-169]
OG0004525	KAF8070912.1 hypothetical protein HT031_000993 [Scenedesmus sp. PABB004]	EIE26640.1 hypothetical protein COCSUDRAFT_59159 [Coccomyxa subellipsoidea C-169]
OG0004530	KAF8061988.1 Actinidain [Scenedesmus sp. PABB004]	EIE20373.1 hypothetical protein COCSUDRAFT_67334 [Coccomyxa subellipsoidea C-169]
OG0004534	KAF8058883.1 cwf25 [Scenedesmus sp. PABB004]	EIE25794.1 hypothetical protein COCSUDRAFT_13100 [Coccomyxa subellipsoidea C-169]
OG0004535	KAF8070995.1 Rbmx2 [Scenedesmus sp. PABB004]	EIE18911.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004546	KAF8060619.1 rplL [Scenedesmus sp. PABB004]	EIE24062.1 hypothetical protein COCSUDRAFT_14819_ partial [Coccomyxa subellipsoidea C-169]
OG0004547	KAF8066316.1 hypothetical protein HT031_002639 [Scenedesmus sp. PABB004]	EIE27733.1 hypothetical protein COCSUDRAFT_45967 [Coccomyxa subellipsoidea C-169]
OG0004550	KAF8058096.1 ABCB28 [Scenedesmus sp. PABB004]	EIE22134.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0004551	KAF8072378.1 AFC2 [Scenedesmus sp. PABB004]	EIE21942.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004552	KAF8069610.1 threonine aspartase [Scenedesmus sp. PABB004]	EIE19581.1 N-terminal nucleophile aminohydrolase [Coccomyxa subellipsoidea C-169]
OG0004553	KAF8071049.1 efp [Scenedesmus sp. PABB004]	EIE26316.1 organellar elongation factor P [Coccomyxa subellipsoidea C-169]
OG0004559	KAF8058872.1 hypothetical protein HT031_005440 [Scenedesmus sp. PABB004]	EIE27782.1 hypothetical protein COCSUDRAFT_52268 [Coccomyxa subellipsoidea C-169]
OG0004561	KAF8063839.1 UBL5 [Scenedesmus sp. PABB004]	EIE22126.1 ubiquitin-like protein [Coccomyxa subellipsoidea C-169]
OG0004563	KAF8068156.1 Tr1 [Scenedesmus sp. PABB004]	EIE27463.1 tRNA guanosine-2'-O-methyltransferase [Coccomyxa subellipsoidea C-169]
OG0004565	KAF8060325.1 hypothetical protein HT031_004861 [Scenedesmus sp. PABB004]	EIE19033.1 hypothetical protein COCSUDRAFT_67942 [Coccomyxa subellipsoidea C-169]
OG0004567	KAF8063809.1 groS [Scenedesmus sp. PABB004]	EIE24068.1 GroES-like protein [Coccomyxa subellipsoidea C-169]
OG0004572	KAF8055831.1 EGY2 [Scenedesmus sp. PABB004]	EIE22624.1 hypothetical protein COCSUDRAFT_63768 [Coccomyxa subellipsoidea C-169]
OG0004574	KAF8067253.1 hypothetical protein HT031_002300 [Scenedesmus sp. PABB004]	EIE20896.1 NECAP endocytosis associated 2_ isoform CRA_b_ partial [Coccomyxa subellipsoidea C-169]
OG0004578	KAF8057905.1 potD [Scenedesmus sp. PABB004]	EIE23974.1 periplasmic binding protein-like II_ partial [Coccomyxa subellipsoidea C-169]
OG0004581	KAF8067398.1 PTRHD1 [Scenedesmus sp. PABB004]	EIE27000.1 peptidyl-tRNA hydrolase II [Coccomyxa subellipsoidea C-169]
OG0004586	KAF8071298.1 apgM1 [Scenedesmus sp. PABB004]	EIE20637.1 archaeal type cofactor-independent phosphoglycerate mutase [Coccomyxa subellipsoidea C-169]
OG0004590	KAF8055478.1 IPO11 [Scenedesmus sp. PABB004]	EIE22478.1 ARM repeat-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004593	KAF8068248.1 yippee-like protein [Scenedesmus sp. PABB004]	EIE21412.1 hypothetical protein COCSUDRAFT_43149 [Coccomyxa subellipsoidea C-169]
OG0004600	KAF8072545.1 hypothetical protein HT031_000205 [Scenedesmus sp. PABB004]	EIE24231.1 hypothetical protein COCSUDRAFT_65803 [Coccomyxa subellipsoidea C-169]
OG0004602	KAF8072826.1 Peroxisomal 2_4-dienoyl-CoA reductase [Scenedesmus sp. PABB004]	EIE19044.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0004605	KAF8068436.1 TCD2 [Scenedesmus sp. PABB004]	EIE19543.1 hypothetical protein COCSUDRAFT_67693 [Coccomyxa subellipsoidea C-169]
OG0004614	KAF8058454.1 esf2 [Scenedesmus sp. PABB004]	EIE24653.1 hypothetical protein COCSUDRAFT_14459_ partial [Coccomyxa subellipsoidea C-169]
OG0004616	KAF8065648.1 hypothetical protein HT031_003249 [Scenedesmus sp. PABB004]	EIE21545.1 RNA 3'-terminal phosphate cyclase [Coccomyxa subellipsoidea C-169]
OG0004617	KAF8059359.1 PEP-related development arrested 1 [Scenedesmus sp. PABB004]	EIE25672.1 hypothetical protein COCSUDRAFT_46328 [Coccomyxa subellipsoidea C-169]
OG0004620	KAF8071070.1 Tmtc4 [Scenedesmus sp. PABB004]	EIE21564.1 hypothetical protein COCSUDRAFT_56776 [Coccomyxa subellipsoidea C-169]
OG0004630	KAF8068345.1 anamorsin-like protein [Scenedesmus sp. PABB004]	EIE18569.1 DUF689-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004637	KAF8071378.1 hypothetical protein HT031_001462 [Scenedesmus sp. PABB004]	EIE27632.1 hypothetical protein COCSUDRAFT_55624 [Coccomyxa subellipsoidea C-169]
OG0004641	KAF8071279.1 signal peptidase complex subunit 2 [Scenedesmus sp. PABB004]	EIE22437.1 hypothetical protein COCSUDRAFT_42744 [Coccomyxa subellipsoidea C-169]
OG0004644	KAF8061919.1 SMD3B [Scenedesmus sp. PABB004]	EIE24603.1 Sm-like ribonucleo protein [Coccomyxa subellipsoidea C-169]
OG0004647	KAF8057283.1 hypothetical protein HT031_006091 [Scenedesmus sp. PABB004]	EIE25962.1 hypothetical protein COCSUDRAFT_32441 [Coccomyxa subellipsoidea C-169]
OG0004650	KAF8064498.1 TMEM167A [Scenedesmus sp. PABB004]	EIE26767.1 DUF1242-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004653	KAF8073092.1 Wdr5 [Scenedesmus sp. PABB004]	EIE22056.1 Wdr5 in complex with Dimethylated H3k4 peptide [Coccomyxa subellipsoidea C-169]
OG0004659	KAF8066281.1 STR11 [Scenedesmus sp. PABB004]	EIE23548.1 hypothetical protein COCSUDRAFT_65973 [Coccomyxa subellipsoidea C-169]
OG0004665	KAF8071242.1 EZ1 [Scenedesmus sp. PABB004]	EIE22819.1 enhancer of zeste 2 [Coccomyxa subellipsoidea C-169]
OG0004666	KAF8059135.1 setd3 [Scenedesmus sp. PABB004]	EIE20311.1 hypothetical protein COCSUDRAFT_48681 [Coccomyxa subellipsoidea C-169]
OG0004667	KAF8062009.1 Desi1 [Scenedesmus sp. PABB004]	EIE22536.1 DUF862-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004669	KAF8065645.1 TIM9 [Scenedesmus sp. PABB004]	EIE25816.1 mitochondrial import inner membrane translocase subunit Tim9 [Coccomyxa subellipsoidea C-169]
OG0004671	KAF8069557.1 hypothetical protein HT031_001674 [Scenedesmus sp. PABB004]	EIE20751.1 hypothetical protein COCSUDRAFT_37619 [Coccomyxa subellipsoidea C-169]
OG0004685	KAF8071084.1 NUP43 [Scenedesmus sp. PABB004]	EIE26125.1 hypothetical protein COCSUDRAFT_40276 [Coccomyxa subellipsoidea C-169]
OG0004687	KAF8070968.1 YLMG2 [Scenedesmus sp. PABB004]	EIE20372.1 hypothetical protein COCSUDRAFT_8690_ partial [Coccomyxa subellipsoidea C-169]
OG0004690	KAF8072374.1 LRRC72 [Scenedesmus sp. PABB004]	EIE20525.1 L domain-like protein [Coccomyxa subellipsoidea C-169]
OG0004693	KAF8062934.1 hypothetical protein HT031_003773 [Scenedesmus sp. PABB004]	EIE21149.1 hypothetical protein COCSUDRAFT_48294 [Coccomyxa subellipsoidea C-169]
OG0004695	KAF8056233.1 infB [Scenedesmus sp. PABB004]	EIE23240.1 hypothetical protein COCSUDRAFT_6636_ partial [Coccomyxa subellipsoidea C-169]
OG0004698	KAF8062051.1 PAF2 [Scenedesmus sp. PABB004]	EIE21739.1 20S proteasome alpha subunit F [Coccomyxa subellipsoidea C-169]
OG0004700	KAF8058071.1 FAM136A [Scenedesmus sp. PABB004]	EIE26502.1 hypothetical protein COCSUDRAFT_52353 [Coccomyxa subellipsoidea C-169]
OG0004711	KAF8055824.1 ISU1 [Scenedesmus sp. PABB004]	EIE25127.1 Fe-S scaffold protein 1 [Coccomyxa subellipsoidea C-169]
OG0004718	KAF8059415.1 ARP7 [Scenedesmus sp. PABB004]	EIE25167.1 actin-related protein ARP7 [Coccomyxa subellipsoidea C-169]
OG0004719	KAF8064634.1 CYCA2-1 [Scenedesmus sp. PABB004]	EIE23795.1 A/B/D/E cyclin [Coccomyxa subellipsoidea C-169]
OG0004723	KAF8061886.1 ATG26 [Scenedesmus sp. PABB004]	EIE23064.1 UDP-Glycosyltransferase/glycogen phosphorylase_ partial [Coccomyxa subellipsoidea C-169]
OG0004727	KAF8060612.1 FAP2 [Scenedesmus sp. PABB004]	EIE20825.1 chalcone isomerase [Coccomyxa subellipsoidea C-169]
OG0004732	KAF8061098.1 small nuclear ribonucleoprotein F [Scenedesmus sp. PABB004]	EIE22402.1 small nuclear ribo protein F [Coccomyxa subellipsoidea C-169]
OG0004735	KAF8070869.1 SDG40 [Scenedesmus sp. PABB004]	EIE23518.1 hypothetical protein COCSUDRAFT_53365_ partial [Coccomyxa subellipsoidea C-169]
OG0004748	KAF8060622.1 vioD [Scenedesmus sp. PABB004]	EIE23298.1 aminotransferase_ classes I and II [Coccomyxa subellipsoidea C-169]
OG0004749	KAF8068200.1 PRP40C [Scenedesmus sp. PABB004]	EIE21910.1 hypothetical protein COCSUDRAFT_66735 [Coccomyxa subellipsoidea C-169]
OG0004751	KAF8068244.1 macro domain-containing protein [Scenedesmus sp. PABB004]	EIE25807.1 A1pp-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004761	KAF8061324.1 DNApol-iota [Scenedesmus sp. PABB004]	EIE18617.1 DNA/RNA polymerase_ partial [Coccomyxa subellipsoidea C-169]
OG0004762	KAF8057118.1 Dml [Scenedesmus sp. PABB004]	EIE23310.1 Phosphoenolpyruvate/pyruvate domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004766	KAF8065834.1 P58IPK [Scenedesmus sp. PABB004]	EIE18240.1 hypothetical protein COCSUDRAFT_60436 [Coccomyxa subellipsoidea C-169]
OG0004770	KAF8069537.1 Ess2 [Scenedesmus sp. PABB004]	EIE23988.1 hypothetical protein COCSUDRAFT_53177 [Coccomyxa subellipsoidea C-169]
OG0004774	KAF8073137.1 JHS1 [Scenedesmus sp. PABB004]	EIE22858.1 hypothetical protein COCSUDRAFT_16037 [Coccomyxa subellipsoidea C-169]
OG0004781	KAF8073161.1 MED27 [Scenedesmus sp. PABB004]	EIE22212.1 hypothetical protein COCSUDRAFT_33454 [Coccomyxa subellipsoidea C-169]
OG0004784	KAF8058853.1 hypothetical protein HT031_005421 [Scenedesmus sp. PABB004]	EIE24206.1 hypothetical protein COCSUDRAFT_53265 [Coccomyxa subellipsoidea C-169]
OG0004787	KAF8063084.1 hypothetical protein HT031_003923 [Scenedesmus sp. PABB004]	EIE21915.1 hypothetical protein COCSUDRAFT_56361 [Coccomyxa subellipsoidea C-169]
OG0004790	KAF8058858.1 Cpsf2 [Scenedesmus sp. PABB004]	EIE24968.1 hypothetical protein COCSUDRAFT_83661 [Coccomyxa subellipsoidea C-169]
OG0004800	KAF8073163.1 LPLAT1 [Scenedesmus sp. PABB004]	EIE25092.1 membrane bound O-acyl transferase family protein [Coccomyxa subellipsoidea C-169]
OG0004802	KAF8063783.1 Map3k1 [Scenedesmus sp. PABB004]	EIE26733.1 hypothetical protein COCSUDRAFT_59250 [Coccomyxa subellipsoidea C-169]
OG0004809	KAF8069491.1 hypothetical protein HT031_001607 [Scenedesmus sp. PABB004]	EIE20011.1 hypothetical protein COCSUDRAFT_58244 [Coccomyxa subellipsoidea C-169]
OG0004811	KAF8059671.1 FHA1 [Scenedesmus sp. PABB004]	EIE18840.1 hypothetical protein COCSUDRAFT_45003 [Coccomyxa subellipsoidea C-169]
OG0004815	KAF8064676.1 hypothetical protein HT031_003478 [Scenedesmus sp. PABB004]	EIE19163.1 hypothetical protein COCSUDRAFT_67991 [Coccomyxa subellipsoidea C-169]
OG0004836	KAF8065644.1 CBWD2 [Scenedesmus sp. PABB004]	EIE25980.1 cobW-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004839	KAF8057286.1 srp72 [Scenedesmus sp. PABB004]	EIE25347.1 hypothetical protein COCSUDRAFT_65205 [Coccomyxa subellipsoidea C-169]
OG0004840	KAF8069693.1 hypothetical protein HT031_001810 [Scenedesmus sp. PABB004]	EIE23538.1 hypothetical protein COCSUDRAFT_63069 [Coccomyxa subellipsoidea C-169]
OG0004843	KAF8064519.1 GRXS15 [Scenedesmus sp. PABB004]	EIE24870.1 glutaredoxin [Coccomyxa subellipsoidea C-169]
OG0004846	KAF8065542.1 hypothetical protein HT031_003143 [Scenedesmus sp. PABB004]	EIE25633.1 hypothetical protein COCSUDRAFT_83640 [Coccomyxa subellipsoidea C-169]
OG0004847	KAF8067112.1 RPS16-2 [Scenedesmus sp. PABB004]	EIE24504.1 putative mitochondrial ribosomal protein S16 [Coccomyxa subellipsoidea C-169]
OG0004850	KAF8068289.1 gafA [Scenedesmus sp. PABB004]	EIE19879.1 hypothetical protein COCSUDRAFT_58115 [Coccomyxa subellipsoidea C-169]
OG0004853	KAF8071100.1 hypothetical protein HT031_001182 [Scenedesmus sp. PABB004]	EIE24819.1 hypothetical protein COCSUDRAFT_36098 [Coccomyxa subellipsoidea C-169]
OG0004864	KAF8058060.1 OST3 [Scenedesmus sp. PABB004]	EIE20956.1 hypothetical protein COCSUDRAFT_54297 [Coccomyxa subellipsoidea C-169]
OG0004868	KAF8061973.1 UBC27 [Scenedesmus sp. PABB004]	EIE27141.1 hypothetical protein COCSUDRAFT_52084 [Coccomyxa subellipsoidea C-169]
OG0004869	KAF8060296.1 hypothetical protein HT031_004831 [Scenedesmus sp. PABB004]	EIE22495.1 hypothetical protein COCSUDRAFT_47915 [Coccomyxa subellipsoidea C-169]
OG0004875	KAF8055832.1 gamma-secretase subunit APH1-like [Scenedesmus sp. PABB004]	EIE26907.1 Aph-1_ partial [Coccomyxa subellipsoidea C-169]
OG0004878	KAF8067214.1 magnesium transporter [Scenedesmus sp. PABB004]	EIE18898.1 hypothetical protein COCSUDRAFT_54802 [Coccomyxa subellipsoidea C-169]
OG0004882	KAF8071173.1 hypothetical protein HT031_001255 [Scenedesmus sp. PABB004]	EIE25133.1 hypothetical protein COCSUDRAFT_40465 [Coccomyxa subellipsoidea C-169]
OG0004883	KAF8072776.1 RUS3 [Scenedesmus sp. PABB004]	EIE25577.1 DUF647-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004894	KAF8073221.1 hypothetical protein HT031_000882 [Scenedesmus sp. PABB004]	EIE19609.1 chloroplast ATP synthase subunit delta precursor [Coccomyxa subellipsoidea C-169]
OG0004899	KAF8060082.1 hslV [Scenedesmus sp. PABB004]	EIE26544.1 HslV component of HslUV peptidase [Coccomyxa subellipsoidea C-169]
OG0004900	KAF8071009.1 Cytochrome b-c1 complex subunit Rieske-1 [Scenedesmus sp. PABB004]	EIE26587.1 ubiquinol-cytochrome c r [Coccomyxa subellipsoidea C-169]
OG0004905	KAF8062073.1 srpC [Scenedesmus sp. PABB004]	EIE20647.1 CHR family transporter_ chromate ion [Coccomyxa subellipsoidea C-169]
OG0004908	KAF8069549.1 WHY1 [Scenedesmus sp. PABB004]	EIE18283.1 ssDNA-binding transcriptional regulator [Coccomyxa subellipsoidea C-169]
OG0004914	KAF8062069.1 HCF173 [Scenedesmus sp. PABB004]	EIE25761.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0004915	KAF8058130.1 Dnttip2 [Scenedesmus sp. PABB004]	EIE26292.1 Fcf2-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004921	KAF8069394.1 quercetin 2_3-dioxygenase [Scenedesmus sp. PABB004]	EIE20829.1 RmlC-like cupin [Coccomyxa subellipsoidea C-169]
OG0004924	KAF8065473.1 fabG [Scenedesmus sp. PABB004]	EIE19226.1 short-chain dehydrogenase/reductase SDR_ partial [Coccomyxa subellipsoidea C-169]
OG0004928	KAF8063068.1 hslO [Scenedesmus sp. PABB004]	EIE19291.1 heat shock protein 33_ partial [Coccomyxa subellipsoidea C-169]
OG0004931	KAF8056011.1 CYP23 [Scenedesmus sp. PABB004]	EIE26379.1 cyclophilin-like protein [Coccomyxa subellipsoidea C-169]
OG0004932	KAF8062076.1 SRT1 [Scenedesmus sp. PABB004]	EIE25513.1 SIR2-family protein HDAC1 [Coccomyxa subellipsoidea C-169]
OG0004936	KAF8069554.1 PTRH2 [Scenedesmus sp. PABB004]	EIE23581.1 hypothetical protein COCSUDRAFT_47354 [Coccomyxa subellipsoidea C-169]
OG0004937	KAF8067289.1 RRP45A [Scenedesmus sp. PABB004]	EIE24265.1 exoribonuclease PH component of the exosome [Coccomyxa subellipsoidea C-169]
OG0004941	KAF8071352.1 gpn1 [Scenedesmus sp. PABB004]	EIE25660.1 hypothetical protein COCSUDRAFT_35337 [Coccomyxa subellipsoidea C-169]
OG0004947	KAF8067215.1 N-acylphosphatidylethanolamine synthase [Scenedesmus sp. PABB004]	EIE23442.1 glycerol-3-phosphate 1-acyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0004950	KAF8060464.1 N6a [Scenedesmus sp. PABB004]	EIE21191.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0004954	KAF8055994.1 hypothetical protein HT031_006515 [Scenedesmus sp. PABB004]	EIE21359.1 hypothetical protein COCSUDRAFT_17367 [Coccomyxa subellipsoidea C-169]
OG0004956	KAF8064514.1 DEGP7 [Scenedesmus sp. PABB004]	EIE24624.1 DegP-type protease [Coccomyxa subellipsoidea C-169]
OG0004957	KAF8057241.1 DRC11 [Scenedesmus sp. PABB004]	EIE24582.1 hypothetical protein COCSUDRAFT_1698_ partial [Coccomyxa subellipsoidea C-169]
OG0004961	KAF8071372.1 APUM23 [Scenedesmus sp. PABB004]	EIE20038.1 hypothetical protein COCSUDRAFT_83554 [Coccomyxa subellipsoidea C-169]
OG0004962	KAF8072909.1 PEX19-2 [Scenedesmus sp. PABB004]	EIE19715.1 Pex19-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004967	KAF8055320.1 hypothetical protein HT031_006775 [Scenedesmus sp. PABB004]	EIE18143.1 hypothetical protein COCSUDRAFT_49368 [Coccomyxa subellipsoidea C-169]
OG0004970	KAF8062656.1 coq7 [Scenedesmus sp. PABB004]	EIE21734.1 hypothetical protein COCSUDRAFT_37106 [Coccomyxa subellipsoidea C-169]
OG0004975	KAF8060361.1 hypothetical protein HT031_004897 [Scenedesmus sp. PABB004]	EIE20185.1 hypothetical protein COCSUDRAFT_34064 [Coccomyxa subellipsoidea C-169]
OG0004978	KAF8064517.1 AKR2A [Scenedesmus sp. PABB004]	EIE24616.1 hypothetical protein COCSUDRAFT_65445 [Coccomyxa subellipsoidea C-169]
OG0004979	KAF8064524.1 PPD4 [Scenedesmus sp. PABB004]	EIE24773.1 putative thylakoid lumenal 29.8 kDa protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004980	KAF8061918.1 DPE2 [Scenedesmus sp. PABB004]	EIE23468.1 hypothetical protein COCSUDRAFT_28856 [Coccomyxa subellipsoidea C-169]
OG0004983	KAF8071186.1 TAF12 [Scenedesmus sp. PABB004]	EIE25971.1 hypothetical protein COCSUDRAFT_60971 [Coccomyxa subellipsoidea C-169]
OG0004985	KAF8067180.1 hypothetical protein HT031_002227 [Scenedesmus sp. PABB004], KAF8067177.1 hypothetical protein HT031_002224 [Scenedesmus sp. PABB004]	EIE18280.1 hypothetical protein COCSUDRAFT_60472 [Coccomyxa subellipsoidea C-169]
OG0004986	KAF8072697.1 hypothetical protein HT031_000357 [Scenedesmus sp. PABB004]	EIE20241.1 hypothetical protein COCSUDRAFT_54440 [Coccomyxa subellipsoidea C-169]
OG0004988	KAF8055731.1 Alkbh6 [Scenedesmus sp. PABB004]	EIE18199.1 hypothetical protein COCSUDRAFT_54973 [Coccomyxa subellipsoidea C-169]
OG0004989	KAF8063737.1 PPD5 [Scenedesmus sp. PABB004]	EIE22782.1 hypothetical protein COCSUDRAFT_42401 [Coccomyxa subellipsoidea C-169]
OG0004990	KAF8056022.1 MED10B [Scenedesmus sp. PABB004]	EIE21085.1 hypothetical protein COCSUDRAFT_8935_ partial [Coccomyxa subellipsoidea C-169]
OG0004991	KAF8072739.1 NAD-ME2 [Scenedesmus sp. PABB004]	EIE20223.1 malic-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004992	KAF8068348.1 _S_-coclaurine N-methyltransferase [Scenedesmus sp. PABB004]	EIE20597.1 methyltransferase type 11 [Coccomyxa subellipsoidea C-169]
OG0004993	KAF8058126.1 hypothetical protein HT031_005786 [Scenedesmus sp. PABB004]	EIE20183.1 hypothetical protein COCSUDRAFT_67518 [Coccomyxa subellipsoidea C-169]
OG0004995	KAF8061138.1 hypothetical protein HT031_004599 [Scenedesmus sp. PABB004]	EIE20973.1 hypothetical protein COCSUDRAFT_83532 [Coccomyxa subellipsoidea C-169]
OG0004997	KAF8071185.1 Manea [Scenedesmus sp. PABB004]	EIE23511.1 hypothetical protein COCSUDRAFT_41733 [Coccomyxa subellipsoidea C-169]
OG0004998	KAF8067219.1 hypothetical protein HT031_002266 [Scenedesmus sp. PABB004]	EIE23547.1 hypothetical protein COCSUDRAFT_65972 [Coccomyxa subellipsoidea C-169]
OG0005000	KAF8056241.1 hypothetical protein HT031_006429 [Scenedesmus sp. PABB004]	EIE20758.1 hypothetical protein COCSUDRAFT_33883 [Coccomyxa subellipsoidea C-169]
OG0005001	KAF8071097.1 cdc123 [Scenedesmus sp. PABB004]	EIE23669.1 D123-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005002	KAF8061061.1 tmem97 [Scenedesmus sp. PABB004]	EIE23813.1 hypothetical protein COCSUDRAFT_83688 [Coccomyxa subellipsoidea C-169]
OG0005003	KAF8073001.1 Ppc2 [Scenedesmus sp. PABB004]	EIE23489.1 putative phosphoenolpyruvate carboxylase [Coccomyxa subellipsoidea C-169]
OG0005005	KAF8073078.1 GC1 [Scenedesmus sp. PABB004]	EIE25935.1 hypothetical protein COCSUDRAFT_40156 [Coccomyxa subellipsoidea C-169]
OG0005006	KAF8057943.1 hypothetical protein HT031_005889 [Scenedesmus sp. PABB004]	EIE23466.1 hypothetical protein COCSUDRAFT_47302 [Coccomyxa subellipsoidea C-169]
OG0005007	KAF8068190.1 Atad5 [Scenedesmus sp. PABB004]	EIE19977.1 aquaporin-like protein [Coccomyxa subellipsoidea C-169]
OG0005008	KAF8060503.1 Mettl20 [Scenedesmus sp. PABB004]	EIE23908.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0005009	KAF8060329.1 RPL44 [Scenedesmus sp. PABB004]	EIE27294.1 hypothetical protein COCSUDRAFT_52123 [Coccomyxa subellipsoidea C-169]
OG0005012	KAF8073117.1 KAB1 [Scenedesmus sp. PABB004]	EIE23150.1 hypothetical protein COCSUDRAFT_66187 [Coccomyxa subellipsoidea C-169]
OG0005013	KAF8071157.1 NTF2A [Scenedesmus sp. PABB004]	EIE19819.1 nuclear transport factor 2 [Coccomyxa subellipsoidea C-169]
OG0005014	KAF8055921.1 STR16 [Scenedesmus sp. PABB004]	EIE19867.1 hypothetical protein COCSUDRAFT_25550 [Coccomyxa subellipsoidea C-169]
OG0005018	KAF8067139.1 der [Scenedesmus sp. PABB004]	EIE20905.1 small GTP-binding protein [Coccomyxa subellipsoidea C-169]
OG0005021	KAF8071258.1 UPL6 [Scenedesmus sp. PABB004]	EIE22502.1 HECT-domain-containing protein [Coccomyxa subellipsoidea C-169]
