Orthogroup	Scenedesmus_PABB004	Auxenochlorella_protothecoides
OG0003512	KAF8056787.1 CYP97A3 [Scenedesmus sp. PABB004]	RMZ53220.1 hypothetical protein APUTEX25_005209 [Auxenochlorella protothecoides]
OG0003514	KAF8071294.1 hypothetical protein HT031_001377 [Scenedesmus sp. PABB004]	RMZ53225.1 hypothetical protein APUTEX25_005214 [Auxenochlorella protothecoides]
OG0003515	KAF8056221.1 hypothetical protein HT031_006409 [Scenedesmus sp. PABB004]	RMZ53239.1 hypothetical protein APUTEX25_005228 [Auxenochlorella protothecoides]
OG0003516	KAF8065445.1 CSTF77 [Scenedesmus sp. PABB004]	RMZ53242.1 hypothetical protein APUTEX25_005231_ partial [Auxenochlorella protothecoides]
OG0003517	KAF8071219.1 UTP4 [Scenedesmus sp. PABB004]	RMZ53245.1 hypothetical protein APUTEX25_005234 [Auxenochlorella protothecoides]
OG0003518	KAF8065797.1 yqjG [Scenedesmus sp. PABB004]	RMZ53263.1 hypothetical protein APUTEX25_005252 [Auxenochlorella protothecoides]
OG0003519	KAF8058476.1 hypothetical protein HT031_005600 [Scenedesmus sp. PABB004], KAF8058475.1 FOLT1 [Scenedesmus sp. PABB004]	RMZ53268.1 hypothetical protein APUTEX25_005257 [Auxenochlorella protothecoides]
OG0003520	KAF8067386.1 RPS1 [Scenedesmus sp. PABB004]	RMZ53270.1 hypothetical protein APUTEX25_005259 [Auxenochlorella protothecoides]
OG0003521	KAF8072921.1 DEAD-box ATP-dependent RNA helicase 39 [Scenedesmus sp. PABB004]	RMZ53285.1 hypothetical protein APUTEX25_005274 [Auxenochlorella protothecoides]
OG0003522	KAF8072872.1 acetyl-CoA acetyltransferase [Scenedesmus sp. PABB004]	RMZ53294.1 hypothetical protein APUTEX25_004782 [Auxenochlorella protothecoides]
OG0003524	KAF8069469.1 MAA3 [Scenedesmus sp. PABB004]	RMZ53306.1 hypothetical protein APUTEX25_004794 [Auxenochlorella protothecoides]
OG0003526	KAF8063796.1 hypothetical protein HT031_003653 [Scenedesmus sp. PABB004]	RMZ53321.1 hypothetical protein APUTEX25_004809 [Auxenochlorella protothecoides]
OG0003527	KAF8072819.1 hypothetical protein HT031_000479 [Scenedesmus sp. PABB004]	RMZ53367.1 hypothetical protein APUTEX25_004855 [Auxenochlorella protothecoides]
OG0003530	KAF8056866.1 COG7 [Scenedesmus sp. PABB004]	RMZ53386.1 hypothetical protein APUTEX25_004874 [Auxenochlorella protothecoides]
OG0003531	KAF8069532.1 JMJD7 [Scenedesmus sp. PABB004]	RMZ53402.1 hypothetical protein APUTEX25_004890_ partial [Auxenochlorella protothecoides]
OG0003533	KAF8058059.1 TIF3H1 [Scenedesmus sp. PABB004]	RMZ53406.1 hypothetical protein APUTEX25_004894 [Auxenochlorella protothecoides]
OG0003535	KAF8071308.1 ydcF [Scenedesmus sp. PABB004]	RMZ53411.1 hypothetical protein APUTEX25_004899 [Auxenochlorella protothecoides]
OG0003536	KAF8061302.1 BUB3.2 [Scenedesmus sp. PABB004]	RMZ53424.1 hypothetical protein APUTEX25_004912 [Auxenochlorella protothecoides]
OG0003537	KAF8071003.1 APA2 [Scenedesmus sp. PABB004]	RMZ53431.1 hypothetical protein APUTEX25_004919 [Auxenochlorella protothecoides]
OG0003541	KAF8061291.1 ATP synthase subunit epsilon [Scenedesmus sp. PABB004]	RMZ53460.1 hypothetical protein APUTEX25_003282 [Auxenochlorella protothecoides]
OG0003542	KAF8059201.1 COX11 [Scenedesmus sp. PABB004]	RMZ53465.1 hypothetical protein APUTEX25_003287 [Auxenochlorella protothecoides]
OG0003543	KAF8071263.1 CYC1 [Scenedesmus sp. PABB004]	RMZ53492.1 hypothetical protein APUTEX25_003314 [Auxenochlorella protothecoides]
OG0003544	KAF8070878.1 MRPS34 [Scenedesmus sp. PABB004]	RMZ53499.1 hypothetical protein APUTEX25_003321_ partial [Auxenochlorella protothecoides]
OG0003546	KAF8057737.1 DGP3 [Scenedesmus sp. PABB004]	RMZ53511.1 hypothetical protein APUTEX25_003333 [Auxenochlorella protothecoides]
OG0003548	KAF8057669.1 hypothetical protein HT031_006018 [Scenedesmus sp. PABB004]	RMZ53521.1 hypothetical protein APUTEX25_003343_ partial [Auxenochlorella protothecoides]
OG0003549	KAF8071172.1 RUS5 [Scenedesmus sp. PABB004]	RMZ53529.1 hypothetical protein APUTEX25_003351 [Auxenochlorella protothecoides]
OG0003550	KAF8064643.1 EIF4E1 [Scenedesmus sp. PABB004]	RMZ53530.1 hypothetical protein APUTEX25_003352 [Auxenochlorella protothecoides]
OG0003551	KAF8056432.1 hypothetical protein HT031_006289 [Scenedesmus sp. PABB004]	RMZ53531.1 hypothetical protein APUTEX25_003353 [Auxenochlorella protothecoides]
OG0003554	KAF8068456.1 acyltransferase-like protein [Scenedesmus sp. PABB004]	RMZ53559.1 hypothetical protein APUTEX25_003381 [Auxenochlorella protothecoides]
OG0003555	KAF8072849.1 Gemin2 [Scenedesmus sp. PABB004]	RMZ53563.1 hypothetical protein APUTEX25_003385 [Auxenochlorella protothecoides]
OG0003556	KAF8056239.1 aarF domain-containing protein kinase [Scenedesmus sp. PABB004]	RMZ53566.1 hypothetical protein APUTEX25_003388 [Auxenochlorella protothecoides]
OG0003559	KAF8061355.1 DTX44 [Scenedesmus sp. PABB004]	RMZ53602.1 hypothetical protein APUTEX25_003136 [Auxenochlorella protothecoides]
OG0003560	KAF8069672.1 rsmI [Scenedesmus sp. PABB004]	RMZ53603.1 hypothetical protein APUTEX25_003137_ partial [Auxenochlorella protothecoides]
OG0003561	KAF8061285.1 dnaJ [Scenedesmus sp. PABB004]	RMZ53604.1 hypothetical protein APUTEX25_003138 [Auxenochlorella protothecoides]
OG0003562	KAF8066291.1 Taf3 [Scenedesmus sp. PABB004]	RMZ53609.1 hypothetical protein APUTEX25_003143_ partial [Auxenochlorella protothecoides]
OG0003565	KAF8061316.1 emc3 [Scenedesmus sp. PABB004]	RMZ53619.1 hypothetical protein APUTEX25_003153 [Auxenochlorella protothecoides]
OG0003566	KAF8065504.1 Dcun1d1 [Scenedesmus sp. PABB004]	RMZ53629.1 hypothetical protein APUTEX25_003163 [Auxenochlorella protothecoides]
OG0003567	KAF8054880.1 ARSA1 [Scenedesmus sp. PABB004]	RMZ53633.1 hypothetical protein APUTEX25_003167_ partial [Auxenochlorella protothecoides]
OG0003570	KAF8057884.1 GLN1 [Scenedesmus sp. PABB004]	RMZ53659.1 hypothetical protein APUTEX25_003193 [Auxenochlorella protothecoides]
OG0003571	KAF8072946.1 rplT [Scenedesmus sp. PABB004]	RMZ53662.1 hypothetical protein APUTEX25_003196 [Auxenochlorella protothecoides]
OG0003572	KAF8066279.1 wdr48 [Scenedesmus sp. PABB004]	RMZ53664.1 hypothetical protein APUTEX25_003198 [Auxenochlorella protothecoides]
OG0003574	KAF8062764.1 ribulose-phosphate 3-epimerase [Scenedesmus sp. PABB004]	RMZ53683.1 hypothetical protein APUTEX25_003217_ partial [Auxenochlorella protothecoides]
OG0003575	KAF8057921.1 sdhb [Scenedesmus sp. PABB004]	RMZ53687.1 hypothetical protein APUTEX25_003221 [Auxenochlorella protothecoides]
OG0003576	KAF8069388.1 hypothetical protein HT031_001503 [Scenedesmus sp. PABB004]	RMZ53701.1 hypothetical protein APUTEX25_003235 [Auxenochlorella protothecoides]
OG0003577	KAF8060598.1 hypothetical protein HT031_004775 [Scenedesmus sp. PABB004]	RMZ53704.1 hypothetical protein APUTEX25_003238_ partial [Auxenochlorella protothecoides]
OG0003578	KAF8071178.1 zinc finger CCCH domain-containing protein 23 [Scenedesmus sp. PABB004]	RMZ53710.1 hypothetical protein APUTEX25_003244 [Auxenochlorella protothecoides]
OG0003580	KAF8060016.1 hypothetical protein HT031_004954 [Scenedesmus sp. PABB004]	RMZ53714.1 hypothetical protein APUTEX25_003248 [Auxenochlorella protothecoides]
OG0003582	KAF8058131.1 Thioredoxin F-type [Scenedesmus sp. PABB004]	RMZ53763.1 hypothetical protein APUTEX25_003902_ partial [Auxenochlorella protothecoides]
OG0003584	KAF8065572.1 DHPS1 [Scenedesmus sp. PABB004]	RMZ53789.1 hypothetical protein APUTEX25_003928 [Auxenochlorella protothecoides]
OG0003586	KAF8056750.1 hypothetical protein HT031_006248 [Scenedesmus sp. PABB004]	RMZ53808.1 hypothetical protein APUTEX25_003947_ partial [Auxenochlorella protothecoides]
OG0003588	KAF8068445.1 extracellular metalloprotease [Scenedesmus sp. PABB004]	RMZ53836.1 hypothetical protein APUTEX25_003975 [Auxenochlorella protothecoides]
OG0003591	KAF8062735.1 hypothetical protein HT031_004065 [Scenedesmus sp. PABB004]	RMZ53904.1 hypothetical protein APUTEX25_004747_ partial [Auxenochlorella protothecoides]
OG0003594	KAF8068209.1 hypothetical protein HT031_001895 [Scenedesmus sp. PABB004]	RMZ53937.1 hypothetical protein APUTEX25_004962 [Auxenochlorella protothecoides]
OG0003595	KAF8071153.1 hypothetical protein HT031_001235 [Scenedesmus sp. PABB004]	RMZ53959.1 hypothetical protein APUTEX25_002536 [Auxenochlorella protothecoides]
OG0003596	KAF8072941.1 Cysteine--tRNA ligase [Scenedesmus sp. PABB004]	RMZ53975.1 hypothetical protein APUTEX25_002552_ partial [Auxenochlorella protothecoides]
OG0003599	KAF8067231.1 hypothetical protein HT031_002278 [Scenedesmus sp. PABB004]	RMZ54015.1 hypothetical protein APUTEX25_002592_ partial [Auxenochlorella protothecoides]
OG0003600	KAF8069504.1 VPS33 [Scenedesmus sp. PABB004]	RMZ54022.1 hypothetical protein APUTEX25_002599 [Auxenochlorella protothecoides]
OG0003601	KAF8063037.1 trappc6b [Scenedesmus sp. PABB004]	RMZ54034.1 hypothetical protein APUTEX25_002611 [Auxenochlorella protothecoides]
OG0003602	KAF8062077.1 LTA3 [Scenedesmus sp. PABB004]	RMZ54037.1 hypothetical protein APUTEX25_002614_ partial [Auxenochlorella protothecoides]
OG0003603	KAF8058040.1 tRNA _guanine_37_-N1_-methyltransferase [Scenedesmus sp. PABB004]	RMZ54047.1 hypothetical protein APUTEX25_002624 [Auxenochlorella protothecoides]
OG0003604	KAF8064647.1 hypothetical protein HT031_003448 [Scenedesmus sp. PABB004]	RMZ54050.1 hypothetical protein APUTEX25_002627_ partial [Auxenochlorella protothecoides]
OG0003605	KAF8061289.1 hypothetical protein HT031_004379 [Scenedesmus sp. PABB004]	RMZ54066.1 hypothetical protein APUTEX25_002643 [Auxenochlorella protothecoides]
OG0003606	KAF8070854.1 HPT1 [Scenedesmus sp. PABB004]	RMZ54074.1 hypothetical protein APUTEX25_002651_ partial [Auxenochlorella protothecoides]
OG0003607	KAF8056392.1 etfB [Scenedesmus sp. PABB004]	RMZ54076.1 hypothetical protein APUTEX25_002653 [Auxenochlorella protothecoides]
OG0003608	KAF8056454.1 hypothetical protein HT031_006311 [Scenedesmus sp. PABB004]	RMZ54077.1 hypothetical protein APUTEX25_002654_ partial [Auxenochlorella protothecoides]
OG0003609	KAF8063752.1 atpA [Scenedesmus sp. PABB004]	RMZ54087.1 hypothetical protein APUTEX25_002664 [Auxenochlorella protothecoides]
OG0003610	KAF8066332.1 LSM11 [Scenedesmus sp. PABB004]	RMZ54090.1 hypothetical protein APUTEX25_002667 [Auxenochlorella protothecoides]
OG0003611	KAF8067266.1 LSM7 [Scenedesmus sp. PABB004]	RMZ54095.1 hypothetical protein APUTEX25_002672 [Auxenochlorella protothecoides]
OG0003615	KAF8063094.1 QCR6-1 [Scenedesmus sp. PABB004]	RMZ54127.1 hypothetical protein APUTEX25_005283 [Auxenochlorella protothecoides]
OG0003616	KAF8066186.1 hypothetical protein HT031_002508 [Scenedesmus sp. PABB004]	RMZ54129.1 hypothetical protein APUTEX25_005285 [Auxenochlorella protothecoides]
OG0003617	KAF8073204.1 PUX10 [Scenedesmus sp. PABB004]	RMZ54139.1 hypothetical protein APUTEX25_005295 [Auxenochlorella protothecoides]
OG0003618	KAF8068400.1 2-oxoisovalerate dehydrogenase subunit alpha 2 [Scenedesmus sp. PABB004]	RMZ54143.1 hypothetical protein APUTEX25_005299 [Auxenochlorella protothecoides]
OG0003619	KAF8073087.1 RPL12B [Scenedesmus sp. PABB004]	RMZ54144.1 hypothetical protein APUTEX25_005300 [Auxenochlorella protothecoides]
OG0003620	KAF8069483.1 hypothetical protein HT031_001599 [Scenedesmus sp. PABB004]	RMZ54154.1 hypothetical protein APUTEX25_005310_ partial [Auxenochlorella protothecoides]
OG0003621	KAF8059172.1 hypothetical protein HT031_005344 [Scenedesmus sp. PABB004]	RMZ54160.1 hypothetical protein APUTEX25_005316 [Auxenochlorella protothecoides]
OG0003622	KAF8069514.1 NIFU2 [Scenedesmus sp. PABB004]	RMZ54165.1 hypothetical protein APUTEX25_005321 [Auxenochlorella protothecoides]
OG0003624	KAF8069402.1 Gemin5 [Scenedesmus sp. PABB004], KAF8056857.1 hypothetical protein HT031_006201 [Scenedesmus sp. PABB004]	RMZ54188.1 hypothetical protein APUTEX25_005344_ partial [Auxenochlorella protothecoides]
OG0003626	KAF8068386.1 PGPS1 [Scenedesmus sp. PABB004]	RMZ54199.1 hypothetical protein APUTEX25_005355_ partial [Auxenochlorella protothecoides]
OG0003628	KAF8073070.1 tbl1xr1-a [Scenedesmus sp. PABB004]	RMZ54205.1 hypothetical protein APUTEX25_005361 [Auxenochlorella protothecoides]
OG0003629	KAF8064597.1 BIG3 [Scenedesmus sp. PABB004]	RMZ54207.1 hypothetical protein APUTEX25_005363_ partial [Auxenochlorella protothecoides]
OG0003630	KAF8072585.1 hypothetical protein HT031_000245 [Scenedesmus sp. PABB004]	RMZ54208.1 hypothetical protein APUTEX25_005364 [Auxenochlorella protothecoides]
OG0003631	KAF8069559.1 hypothetical protein HT031_001676 [Scenedesmus sp. PABB004]	RMZ54215.1 hypothetical protein APUTEX25_005371 [Auxenochlorella protothecoides]
OG0003632	KAF8054984.1 Sccpdh [Scenedesmus sp. PABB004]	RMZ54235.1 hypothetical protein APUTEX25_000586 [Auxenochlorella protothecoides]
OG0003633	KAF8057125.1 glk [Scenedesmus sp. PABB004]	RMZ54256.1 hypothetical protein APUTEX25_000607 [Auxenochlorella protothecoides]
OG0003634	KAF8056435.1 hypothetical protein HT031_006292 [Scenedesmus sp. PABB004]	RMZ54258.1 hypothetical protein APUTEX25_000609_ partial [Auxenochlorella protothecoides]
OG0003635	KAF8067183.1 SUB1 [Scenedesmus sp. PABB004]	RMZ54261.1 hypothetical protein APUTEX25_000612 [Auxenochlorella protothecoides]
OG0003636	KAF8068260.1 hypothetical protein HT031_001947 [Scenedesmus sp. PABB004]	RMZ54275.1 hypothetical protein APUTEX25_001433 [Auxenochlorella protothecoides]
OG0003637	KAF8065786.1 glucosidase 2 subunit beta [Scenedesmus sp. PABB004]	RMZ54289.1 hypothetical protein APUTEX25_001447 [Auxenochlorella protothecoides]
OG0003639	KAF8055091.1 rbm42 [Scenedesmus sp. PABB004]	RMZ54303.1 hypothetical protein APUTEX25_001461 [Auxenochlorella protothecoides]
OG0003641	KAF8072922.1 Rrp7a [Scenedesmus sp. PABB004]	RMZ54315.1 hypothetical protein APUTEX25_001473 [Auxenochlorella protothecoides]
OG0003642	KAF8057638.1 hypothetical protein HT031_005987 [Scenedesmus sp. PABB004]	RMZ54318.1 hypothetical protein APUTEX25_001476 [Auxenochlorella protothecoides]
OG0003644	KAF8056132.1 RAD23B [Scenedesmus sp. PABB004]	RMZ54330.1 hypothetical protein APUTEX25_001488_ partial [Auxenochlorella protothecoides]
OG0003645	KAF8065793.1 OTU5 [Scenedesmus sp. PABB004]	RMZ54333.1 hypothetical protein APUTEX25_001491 [Auxenochlorella protothecoides]
OG0003646	KAF8062959.1 HMA1 [Scenedesmus sp. PABB004]	RMZ54342.1 hypothetical protein APUTEX25_001500 [Auxenochlorella protothecoides]
OG0003647	KAF8066241.1 hypothetical protein HT031_002564 [Scenedesmus sp. PABB004]	RMZ54354.1 hypothetical protein APUTEX25_001930 [Auxenochlorella protothecoides]
OG0003648	KAF8060554.1 CGLD27 [Scenedesmus sp. PABB004]	RMZ54359.1 hypothetical protein APUTEX25_001935 [Auxenochlorella protothecoides]
OG0003650	KAF8071273.1 Tyrosine--tRNA ligase [Scenedesmus sp. PABB004]	RMZ54378.1 hypothetical protein APUTEX25_001954_ partial [Auxenochlorella protothecoides]
OG0003653	KAF8066192.1 TRMT13 [Scenedesmus sp. PABB004]	RMZ54412.1 hypothetical protein APUTEX25_001988_ partial [Auxenochlorella protothecoides]
OG0003654	KAF8058839.1 hypothetical protein HT031_005407 [Scenedesmus sp. PABB004]	RMZ54419.1 hypothetical protein APUTEX25_001995 [Auxenochlorella protothecoides]
OG0003656	KAF8060046.1 hypothetical protein HT031_004984 [Scenedesmus sp. PABB004]	RMZ54424.1 hypothetical protein APUTEX25_002000 [Auxenochlorella protothecoides]
OG0003657	KAF8072547.1 bdp1 [Scenedesmus sp. PABB004]	RMZ54427.1 hypothetical protein APUTEX25_002003_ partial [Auxenochlorella protothecoides]
OG0003658	KAF8055817.1 hypothetical protein HT031_006592 [Scenedesmus sp. PABB004]	RMZ54433.1 hypothetical protein APUTEX25_002009 [Auxenochlorella protothecoides]
OG0003659	KAF8071025.1 hypothetical protein HT031_001107 [Scenedesmus sp. PABB004]	RMZ54447.1 hypothetical protein APUTEX25_002023 [Auxenochlorella protothecoides]
OG0003660	KAF8069546.1 hypothetical protein HT031_001663 [Scenedesmus sp. PABB004]	RMZ54478.1 hypothetical protein APUTEX25_002054 [Auxenochlorella protothecoides]
OG0003661	KAF8064522.1 viaA [Scenedesmus sp. PABB004]	RMZ54479.1 hypothetical protein APUTEX25_002055 [Auxenochlorella protothecoides]
OG0003662	KAF8065951.1 TOP6A [Scenedesmus sp. PABB004]	RMZ54489.1 hypothetical protein APUTEX25_002065 [Auxenochlorella protothecoides]
OG0003663	KAF8069556.1 RPAP3 [Scenedesmus sp. PABB004]	RMZ54492.1 hypothetical protein APUTEX25_002068_ partial [Auxenochlorella protothecoides]
OG0003664	KAF8058094.1 NDC1 [Scenedesmus sp. PABB004]	RMZ54503.1 hypothetical protein APUTEX25_002079 [Auxenochlorella protothecoides]
OG0003665	KAF8065657.1 NFYC4 [Scenedesmus sp. PABB004]	RMZ54506.1 hypothetical protein APUTEX25_002082_ partial [Auxenochlorella protothecoides]
OG0003668	KAF8062623.1 glutamine-dependent NAD_+_ synthetase [Scenedesmus sp. PABB004]	RMZ54517.1 hypothetical protein APUTEX25_002093 [Auxenochlorella protothecoides]
OG0003669	KAF8058321.1 rplW [Scenedesmus sp. PABB004]	RMZ54521.1 hypothetical protein APUTEX25_002097 [Auxenochlorella protothecoides]
OG0003670	KAF8062087.1 UBE2T [Scenedesmus sp. PABB004]	RMZ54529.1 hypothetical protein APUTEX25_002105 [Auxenochlorella protothecoides]
OG0003674	KAF8072918.1 DCP2 [Scenedesmus sp. PABB004]	RMZ54548.1 hypothetical protein APUTEX25_002123 [Auxenochlorella protothecoides]
OG0003675	KAF8061172.1 PAT17 [Scenedesmus sp. PABB004]	RMZ54565.1 hypothetical protein APUTEX25_002140 [Auxenochlorella protothecoides]
OG0003676	KAF8066206.1 mrnC [Scenedesmus sp. PABB004], KAF8069626.1 mrnC [Scenedesmus sp. PABB004]	RMZ54577.1 hypothetical protein APUTEX25_002152 [Auxenochlorella protothecoides]
OG0003678	KAF8065591.1 hypothetical protein HT031_003192 [Scenedesmus sp. PABB004]	RMZ54594.1 hypothetical protein APUTEX25_002180 [Auxenochlorella protothecoides]
OG0003680	KAF8066412.1 GLE1 [Scenedesmus sp. PABB004]	RMZ54613.1 hypothetical protein APUTEX25_002199 [Auxenochlorella protothecoides]
OG0003682	KAF8059129.1 PAO1 [Scenedesmus sp. PABB004]	RMZ54624.1 hypothetical protein APUTEX25_003002 [Auxenochlorella protothecoides]
OG0003683	KAF8060543.1 SAMC1 [Scenedesmus sp. PABB004]	RMZ54625.1 hypothetical protein APUTEX25_003003 [Auxenochlorella protothecoides]
OG0003684	KAF8066286.1 AIP2 [Scenedesmus sp. PABB004]	RMZ54629.1 hypothetical protein APUTEX25_003007_ partial [Auxenochlorella protothecoides]
OG0003685	KAF8072412.1 CLPR2 [Scenedesmus sp. PABB004]	RMZ54635.1 hypothetical protein APUTEX25_003013_ partial [Auxenochlorella protothecoides]
OG0003688	KAF8066387.1 PYRP2 [Scenedesmus sp. PABB004]	RMZ54651.1 hypothetical protein APUTEX25_003029 [Auxenochlorella protothecoides]
OG0003689	KAF8067168.1 Atg7 [Scenedesmus sp. PABB004]	RMZ54654.1 hypothetical protein APUTEX25_003032 [Auxenochlorella protothecoides]
OG0003690	KAF8068313.1 Nsdhl [Scenedesmus sp. PABB004]	RMZ54668.1 hypothetical protein APUTEX25_003046 [Auxenochlorella protothecoides]
OG0003691	KAF8064657.1 Rnf14 [Scenedesmus sp. PABB004]	RMZ54671.1 hypothetical protein APUTEX25_003049_ partial [Auxenochlorella protothecoides]
OG0003692	KAF8073015.1 isoc2 [Scenedesmus sp. PABB004]	RMZ54677.1 hypothetical protein APUTEX25_003055 [Auxenochlorella protothecoides]
OG0003694	KAF8067198.1 pir-1 [Scenedesmus sp. PABB004]	RMZ54682.1 hypothetical protein APUTEX25_003060 [Auxenochlorella protothecoides]
OG0003696	KAF8059460.1 SYP81 [Scenedesmus sp. PABB004]	RMZ54698.1 hypothetical protein APUTEX25_003076 [Auxenochlorella protothecoides]
OG0003697	KAF8067263.1 RH22 [Scenedesmus sp. PABB004]	RMZ54712.1 hypothetical protein APUTEX25_003090 [Auxenochlorella protothecoides]
OG0003698	KAF8058100.1 hypothetical protein HT031_005760 [Scenedesmus sp. PABB004]	RMZ54716.1 hypothetical protein APUTEX25_003094 [Auxenochlorella protothecoides]
OG0003699	KAF8072969.1 tmco1 [Scenedesmus sp. PABB004]	RMZ54724.1 hypothetical protein APUTEX25_003102 [Auxenochlorella protothecoides]
OG0003700	KAF8072428.1 Low molecular mass early light-inducible protein HV90 [Scenedesmus sp. PABB004]	RMZ54732.1 hypothetical protein APUTEX25_003110 [Auxenochlorella protothecoides]
OG0003701	KAF8063837.1 SR45 [Scenedesmus sp. PABB004]	RMZ54737.1 hypothetical protein APUTEX25_003115_ partial [Auxenochlorella protothecoides]
OG0003705	KAF8055760.1 NDUFS4 [Scenedesmus sp. PABB004]	RMZ54773.1 hypothetical protein APUTEX25_000290 [Auxenochlorella protothecoides]
OG0003706	KAF8064668.1 hypothetical protein HT031_003470 [Scenedesmus sp. PABB004]	RMZ54788.1 hypothetical protein APUTEX25_000305 [Auxenochlorella protothecoides]
