Orthogroup	Scenedesmus_PABB004	Micractinium_SAG24180
OG0004146	KAF8063776.1 U2AF65B [Scenedesmus sp. PABB004]	PSC76064.1 Nudix hydrolase [Micractinium conductrix]
OG0004148	KAF8066225.1 abcF4 [Scenedesmus sp. PABB004]	PSC67915.1 ABC transporter ATP-binding [Micractinium conductrix]
OG0004149	KAF8069401.1 hypothetical protein HT031_001516 [Scenedesmus sp. PABB004]	PSC68068.1 family transcriptional regulator [Micractinium conductrix]
OG0004150	KAF8064667.1 stk3 [Scenedesmus sp. PABB004]	PSC67730.1 Serine threonine-kinase dst1 [Micractinium conductrix]
OG0004152	KAF8059183.1 NDK1 [Scenedesmus sp. PABB004]	PSC71076.1 transcriptional regulator [Micractinium conductrix]
OG0004155	KAF8058455.1 protein phosphatase 2C 26 [Scenedesmus sp. PABB004]	PSC71030.1 serine threonine phosphatase [Micractinium conductrix]
OG0004156	KAF8058924.1 MKK3 [Scenedesmus sp. PABB004]	PSC70788.1 mitogen-activated kinase kinase 3 [Micractinium conductrix]
OG0004158	KAF8067324.1 hypothetical protein HT031_002372 [Scenedesmus sp. PABB004]	PSC67451.1 DNA polymerase kappa [Micractinium conductrix]
OG0004159	KAF8058925.1 SSU1 [Scenedesmus sp. PABB004]	PSC71049.1 3-isopropylmalate dehydratase [Micractinium conductrix]
OG0004160	KAF8067420.1 hypothetical protein HT031_002468 [Scenedesmus sp. PABB004]	PSC68582.1 periaxin isoform X1 [Micractinium conductrix]
OG0004163	KAF8069501.1 TAD2 [Scenedesmus sp. PABB004]	PSC67524.1 Cytosine deaminase FCY1 and related enzymes _ISS_ [Micractinium conductrix]
OG0004165	KAF8059673.1 VIP3 [Scenedesmus sp. PABB004]	PSC74984.1 WD repeat-containing 61 [Micractinium conductrix]
OG0004167	KAF8068410.1 GCP3 [Scenedesmus sp. PABB004]	PSC70641.1 Gamma-tubulin complex component 3 [Micractinium conductrix]
OG0004168	KAF8058122.1 hypothetical protein HT031_005782 [Scenedesmus sp. PABB004]	PSC72757.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Micractinium conductrix]
OG0004169	KAF8065489.1 mis3 [Scenedesmus sp. PABB004]	PSC69581.1 rRNA processing Mis3 [Micractinium conductrix]
OG0004170	KAF8065861.1 CBP20 [Scenedesmus sp. PABB004]	PSC68325.1 Nuclear cap-binding subunit 2 [Micractinium conductrix]
OG0004171	KAF8066234.1 pds [Scenedesmus sp. PABB004]	PSC69064.1 amine oxidase [Micractinium conductrix]
OG0004172	KAF8065808.1 hypothetical protein HT031_002868 [Scenedesmus sp. PABB004]	PSC71300.1 GBSSIb [Micractinium conductrix]
OG0004175	KAF8065932.1 efhc2 [Scenedesmus sp. PABB004]	PSC71146.1 EF-hand domain-containing 1 [Micractinium conductrix]
OG0004177	KAF8065761.1 dohh [Scenedesmus sp. PABB004]	PSC73096.1 deoxyhypusine hydroxylase [Micractinium conductrix]
OG0004179	KAF8063715.1 splA [Scenedesmus sp. PABB004]	PSC72396.1 deoxyribonuclease TATDN1 [Micractinium conductrix]
OG0004180	KAF8058064.1 hypothetical protein HT031_005724 [Scenedesmus sp. PABB004]	PSC73948.1 LHCP TRANSLOCATION DEFECT-like [Micractinium conductrix]
OG0004181	KAF8056380.1 NAT1 [Scenedesmus sp. PABB004]	PSC70838.1 nucleobase-ascorbate transporter [Micractinium conductrix]
OG0004182	KAF8062721.1 hypothetical protein HT031_004051 [Scenedesmus sp. PABB004]	PSC72448.1 fructose-1_6-bisphosphate aldolase [Micractinium conductrix]
OG0004183	KAF8067240.1 E1-BETA-2 [Scenedesmus sp. PABB004]	PSC70927.1 pyruvate dehydrogenase E1 component subunit beta-chloroplastic-like [Micractinium conductrix]
OG0004184	KAF8071085.1 thermostable carboxypeptidase 1 [Scenedesmus sp. PABB004]	PSC70957.1 Carboxypeptidase Taq [Micractinium conductrix]
OG0004186	KAF8073245.1 CAND7 [Scenedesmus sp. PABB004]	PSC67979.1 G -coupled seven transmembrane receptor [Micractinium conductrix]
OG0004187	KAF8061335.1 hypothetical protein HT031_004426 [Scenedesmus sp. PABB004]	PSC71307.1 glycosyl hydrolase family 43 [Micractinium conductrix]
OG0004189	KAF8069414.1 TMEM184A [Scenedesmus sp. PABB004]	PSC70645.1 transmembrane 184A-like [Micractinium conductrix]
OG0004190	KAF8065529.1 IMPL1 [Scenedesmus sp. PABB004]	PSC68089.1 Phosphatase chloroplastic [Micractinium conductrix]
OG0004191	KAF8073073.1 ema [Scenedesmus sp. PABB004]	PSC69739.1 Protein CLEC16A [Micractinium conductrix]
OG0004192	KAF8058849.1 LHCA4 [Scenedesmus sp. PABB004]	PSC72716.1 light-harvesting of photosystem I [Micractinium conductrix]
OG0004193	KAF8068420.1 LHCA4 [Scenedesmus sp. PABB004]	PSC72652.1 light harvesting complex A [Micractinium conductrix]
OG0004194	KAF8061330.1 NAD_P_H dehydrogenase _quinone_ FQR1-like 1 [Scenedesmus sp. PABB004]	PSC72677.1 Aldo keto reductase [Micractinium conductrix]
OG0004196	KAF8056437.1 hypothetical protein HT031_006294 [Scenedesmus sp. PABB004]	PSC68949.1 peptide methionine sulfoxide reductase [Micractinium conductrix]
OG0004198	KAF8060496.1 Eefsec [Scenedesmus sp. PABB004]	PSC71534.1 Selenocysteine-specific elongation factor [Micractinium conductrix]
OG0004199	KAF8062733.1 LSM6B [Scenedesmus sp. PABB004]	PSC69016.1 U6 snRNA-associated Sm LSm6 [Micractinium conductrix]
OG0004200	KAF8063698.1 ADA2 [Scenedesmus sp. PABB004]	PSC69078.1 transcriptional adapter ADA2-like isoform X1 [Micractinium conductrix]
OG0004202	KAF8067202.1 hypothetical protein HT031_002249 [Scenedesmus sp. PABB004]	PSC76876.1 optic atrophy 3-like protein [Micractinium conductrix]
OG0004204	KAF8063771.1 sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]	PSC73180.1 generic methyltransferase [Micractinium conductrix]
OG0004205	KAF8072986.1 trmH [Scenedesmus sp. PABB004]	PSC73042.1 RNA methylase CR004 [Micractinium conductrix]
OG0004207	KAF8063732.1 SURF2 [Scenedesmus sp. PABB004]	PSC69149.1 Surfeit locus 2 [Micractinium conductrix]
OG0004208	KAF8067340.1 TIM22-1 [Scenedesmus sp. PABB004]	PSC72764.1 import inner membrane translocase subunit Tim22 [Micractinium conductrix]
OG0004209	KAF8072637.1 cation-transporting ATPase [Scenedesmus sp. PABB004]	PSC67462.1 hypothetical protein C2E20_8853 [Micractinium conductrix]
OG0004210	KAF8071042.1 RtcB-like protein [Scenedesmus sp. PABB004]	PSC67470.1 hypothetical protein C2E20_8856 [Micractinium conductrix]
OG0004211	KAF8059996.1 ARSM2 [Scenedesmus sp. PABB004]	PSC72721.1 2-methyl-6-phytyl-1_4-hydroquinone chloroplastic [Micractinium conductrix]
OG0004212	KAF8067342.1 aarF domain-containing protein kinase [Scenedesmus sp. PABB004]	PSC67209.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]
OG0004213	KAF8065541.1 Z-ISO [Scenedesmus sp. PABB004]	PSC69303.1 15-cis-zeta-carotene [Micractinium conductrix]
OG0004214	KAF8065781.1 hypothetical protein HT031_002841 [Scenedesmus sp. PABB004]	PSC68476.1 Peptide methionine sulfoxide reductase [Micractinium conductrix]
OG0004215	KAF8064627.1 ORP3B [Scenedesmus sp. PABB004]	PSC75190.1 oxysterol-binding -related 3B-like [Micractinium conductrix]
OG0004216	KAF8070851.1 SUVH4 [Scenedesmus sp. PABB004]	PSC72547.1 Histone-lysine N-H3 lysine-9 specific SUVH4 [Micractinium conductrix]
OG0004217	KAF8064566.1 hypothetical protein HT031_003366 [Scenedesmus sp. PABB004]	PSC68478.1 nicotinate phosphoribosyltransferase [Micractinium conductrix]
OG0004218	KAF8064598.1 rnaseh2b [Scenedesmus sp. PABB004]	PSC68408.1 ribonuclease H2 subunit B [Micractinium conductrix]
OG0004219	KAF8055669.1 Calmodulin [Scenedesmus sp. PABB004]	PSC67342.1 adenylate and guanylate cyclase catalytic domain-containing isoform A [Micractinium conductrix]
OG0004220	KAF8072816.1 HHL1 [Scenedesmus sp. PABB004]	PSC75201.1 Metalloendopeptidase family-saccharolysin & thimet oligopeptidase _ISS_ [Micractinium conductrix]
OG0004221	KAF8055475.1 CYCB1-2 [Scenedesmus sp. PABB004]	PSC69832.1 proteasome maturation factor UMP1 family [Micractinium conductrix]
OG0004222	KAF8066318.1 RPA3B [Scenedesmus sp. PABB004]	PSC72767.1 replication A 14 kDa subunit B [Micractinium conductrix]
OG0004223	KAF8072610.1 atxn10 [Scenedesmus sp. PABB004]	PSC67748.1 ataxin-10 [Micractinium conductrix]
OG0004224	KAF8061418.1 hypothetical protein HT031_004509 [Scenedesmus sp. PABB004]	PSC71189.1 riboflavin biosynthesis chloroplastic-like [Micractinium conductrix]
OG0004225	KAF8064640.1 FPS1 [Scenedesmus sp. PABB004]	PSC75133.1 farnesyl diphosphate synthase [Micractinium conductrix]
OG0004226	KAF8055836.1 STR8 [Scenedesmus sp. PABB004], KAF8067347.1 PAP28 [Scenedesmus sp. PABB004]	PSC68991.1 rhodanese-like domain-containing chloroplastic [Micractinium conductrix]
OG0004229	KAF8061319.1 mnmE [Scenedesmus sp. PABB004]	PSC72869.1 tRNA modification GTPase isoform X1 [Micractinium conductrix]
OG0004230	KAF8072686.1 DEGP8 [Scenedesmus sp. PABB004]	PSC76877.1 protease Do-like chloroplastic isoform X1 [Micractinium conductrix]
OG0004231	KAF8067427.1 TDA3 [Scenedesmus sp. PABB004]	PSC72675.1 oxidoreductase TDA3 [Micractinium conductrix]
OG0004232	KAF8061169.1 hypothetical protein HT031_004631 [Scenedesmus sp. PABB004]	PSC70667.1 mitochondrial substrate carrier [Micractinium conductrix]
OG0004234	KAF8060050.1 Sbds [Scenedesmus sp. PABB004]	PSC73308.1 ribosome maturation SBDS [Micractinium conductrix]
OG0004235	KAF8068263.1 TAF6 [Scenedesmus sp. PABB004]	PSC74770.1 transcription initiation factor TFIID subunit 6-like isoform X1 [Micractinium conductrix]
OG0004236	KAF8065856.1 hypothetical protein HT031_002916 [Scenedesmus sp. PABB004]	PSC76284.1 3-oxoacyl-[acyl-carrier] mitochondrial [Micractinium conductrix]
OG0004237	KAF8065522.1 rmt2 [Scenedesmus sp. PABB004]	PSC75892.1 Arginine N-methyltransferase 2 [Micractinium conductrix]
OG0004238	KAF8072809.1 LRRC6 [Scenedesmus sp. PABB004]	PSC70165.1 tilB-like protein [Micractinium conductrix]
OG0004239	KAF8072643.1 DPH2 [Scenedesmus sp. PABB004]	PSC68273.1 diphthamide biosynthesis 2 [Micractinium conductrix]
OG0004240	KAF8070889.1 APC10 [Scenedesmus sp. PABB004]	PSC73240.1 Anaphase-promoting complex subunit 10 [Micractinium conductrix]
OG0004241	KAF8065640.1 hypothetical protein HT031_003241 [Scenedesmus sp. PABB004]	PSC69962.1 plastid ribosomal S6 [Micractinium conductrix]
OG0004242	KAF8072886.1 Utp11 [Scenedesmus sp. PABB004]	PSC70506.1 U3 small nucleolar RNA-associated 11 [Micractinium conductrix]
OG0004243	KAF8057767.1 MTM1 [Scenedesmus sp. PABB004]	PSC69757.1 Small RNA degrading nuclease [Micractinium conductrix]
OG0004244	KAF8067331.1 PHD finger-like domain-containing protein 5B [Scenedesmus sp. PABB004]	PSC70750.1 PHD finger-like domain-containing 5B [Micractinium conductrix]
OG0004247	KAF8059715.1 signal peptidase complex subunit 3A [Scenedesmus sp. PABB004]	PSC70612.1 signal peptidase complex subunit 3B [Micractinium conductrix]
OG0004248	KAF8061134.1 hypothetical protein HT031_004595 [Scenedesmus sp. PABB004]	PSC70776.1 peptidoglycan binding [Micractinium conductrix]
OG0004249	KAF8065556.1 SGR1 [Scenedesmus sp. PABB004]	PSC68130.1 STAY-GREEN chloroplastic-like [Micractinium conductrix]
OG0004251	KAF8054453.1 rpl14 _chloroplast_ [Scenedesmus sp. PABB004]	PSC68058.1 50S ribosomal L14 [Micractinium conductrix]
OG0004252	KAF8058115.1 SLC35F6 [Scenedesmus sp. PABB004]	PSC72905.1 Solute carrier family 35 member F6 [Micractinium conductrix]
OG0004253	KAF8072716.1 Mbd4 [Scenedesmus sp. PABB004]	PSC72796.1 DNA glycosylase isoform A [Micractinium conductrix], PSC72795.1 DNA glycosylase isoform B [Micractinium conductrix]
OG0004254	KAF8071030.1 hypothetical protein HT031_001112 [Scenedesmus sp. PABB004]	PSC71230.1 Mitochondrial carnitine acylcarnitine carrier [Micractinium conductrix]
OG0004255	KAF8067120.1 hypothetical protein HT031_002167 [Scenedesmus sp. PABB004]	PSC70698.1 hypothetical protein C2E20_5843 [Micractinium conductrix]
OG0004256	KAF8067264.1 hypothetical protein HT031_002311 [Scenedesmus sp. PABB004]	PSC70721.1 hypothetical protein C2E20_5829 [Micractinium conductrix], PSC70820.1 disheveled-associated activator of morphogenesis 1 [Micractinium conductrix]
OG0004258	KAF8065636.1 RABH1B [Scenedesmus sp. PABB004]	PSC69978.1 ras-related RABH1b [Micractinium conductrix]
OG0004259	KAF8056131.1 hypothetical protein HT031_006482 [Scenedesmus sp. PABB004]	PSC75064.1 hypothetical protein C2E20_1924 [Micractinium conductrix], PSC67704.1 hypothetical protein C2E20_8646 [Micractinium conductrix]
OG0004260	KAF8069627.1 BET11 [Scenedesmus sp. PABB004]	PSC68773.1 bet1-like SNARE 1-1 isoform X2 [Micractinium conductrix], PSC74744.1 bet1-like SNARE 1-1 isoform X2 isoform A [Micractinium conductrix], PSC74743.1 bet1-like SNARE 1-1 isoform X2 isoform B [Micractinium conductrix]
OG0004261	KAF8059212.1 hypothetical protein HT031_005384 [Scenedesmus sp. PABB004]	PSC76835.1 Meiotic nuclear division 1 [Micractinium conductrix]
OG0004264	KAF8056136.1 Zmynd10 [Scenedesmus sp. PABB004]	PSC69455.1 Zinc finger MYND domain-containing 10 isoform A [Micractinium conductrix], PSC69454.1 Zinc finger MYND domain-containing 10 isoform B [Micractinium conductrix]
OG0004265	KAF8066208.1 Pepd [Scenedesmus sp. PABB004]	PSC76780.1 xaa-Pro dipeptidase isoform X1 [Micractinium conductrix]
OG0004267	KAF8067428.1 hypothetical protein HT031_002476 [Scenedesmus sp. PABB004]	PSC71827.1 N-lysine methyltransferase METTL21A [Micractinium conductrix]
OG0004268	KAF8062685.1 Upf1 [Scenedesmus sp. PABB004]	PSC71744.1 regulator of nonsense transcripts 1 _RENT1_ [Micractinium conductrix]
OG0004269	KAF8068257.1 FKBP17-2 [Scenedesmus sp. PABB004]	PSC71742.1 serine threonine isoform A [Micractinium conductrix], PSC71743.1 serine threonine isoform B [Micractinium conductrix]
OG0004276	KAF8071239.1 protein phosphatase [Scenedesmus sp. PABB004]	PSC69217.1 phosphatase 2C [Micractinium conductrix]
OG0004278	KAF8071139.1 RPI4 [Scenedesmus sp. PABB004]	PSC69202.1 putative ribose-5-phosphate isomerase chloroplastic isoform A [Micractinium conductrix], PSC69203.1 putative ribose-5-phosphate isomerase chloroplastic isoform B [Micractinium conductrix]
OG0004281	KAF8066385.1 h [Scenedesmus sp. PABB004]	PSC75039.1 putative NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Micractinium conductrix]
OG0004282	KAF8065609.1 LHT2 [Scenedesmus sp. PABB004]	PSC69344.1 peptidase U32 [Micractinium conductrix]
OG0004283	KAF8071342.1 hypothetical protein HT031_001426 [Scenedesmus sp. PABB004]	PSC76133.1 hypothetical protein C2E20_0837 [Micractinium conductrix], PSC76878.1 CMP-sialic acid transporter 4 [Micractinium conductrix]
OG0004288	KAF8056243.1 WDTC1 [Scenedesmus sp. PABB004]	PSC67182.1 WD40 repeat [Micractinium conductrix], PSC67878.1 WD and tetratricopeptide repeats 1-like [Micractinium conductrix]
OG0004289	KAF8069497.1 K02F3.12 [Scenedesmus sp. PABB004]	PSC67654.1 mediator of RNA polymerase II transcription subunit 34 isoform X1 [Micractinium conductrix]
OG0004290	KAF8068309.1 CAC3 [Scenedesmus sp. PABB004]	PSC71963.1 acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha [Micractinium conductrix]
OG0004291	KAF8062749.1 fkbM [Scenedesmus sp. PABB004]	PSC70869.1 hypothetical protein C2E20_5731 [Micractinium conductrix]
OG0004293	KAF8072867.1 hypothetical protein HT031_000527 [Scenedesmus sp. PABB004]	PSC69851.1 SOUL heme-binding [Micractinium conductrix]
OG0004297	KAF8062746.1 hypothetical protein HT031_004076 [Scenedesmus sp. PABB004]	PSC69869.1 Gamma-soluble NSF attachment [Micractinium conductrix]
OG0004299	KAF8062082.1 hypothetical protein HT031_004342 [Scenedesmus sp. PABB004]	PSC70967.1 integral membrane [Micractinium conductrix]
OG0004302	KAF8056839.1 hpt [Scenedesmus sp. PABB004]	PSC70333.1 hypoxanthine phosphoribosyltransferase [Micractinium conductrix]
OG0004303	KAF8063848.1 PSRP-3 [Scenedesmus sp. PABB004]	PSC70858.1 glycosyl transferase group 1 [Micractinium conductrix]
OG0004304	KAF8067181.1 hypothetical protein HT031_002228 [Scenedesmus sp. PABB004], KAF8067176.1 hypothetical protein HT031_002223 [Scenedesmus sp. PABB004]	PSC70310.1 kinesin K39 [Micractinium conductrix]
OG0004305	KAF8071282.1 zinc protease-like protein [Scenedesmus sp. PABB004]	PSC70360.1 peptidase M16 [Micractinium conductrix]
OG0004306	KAF8065463.1 RIN2 [Scenedesmus sp. PABB004]	PSC70385.1 NAD_P_-dependent oxidoreductase [Micractinium conductrix]
OG0004307	KAF8067206.1 hypothetical protein HT031_002253 [Scenedesmus sp. PABB004]	PSC68027.1 apurinic endonuclease-redox isoform X3 [Micractinium conductrix]
OG0004308	KAF8062761.1 SWI2 [Scenedesmus sp. PABB004]	PSC73957.1 hypothetical protein C2E20_2531 [Micractinium conductrix], PSC74320.1 SNF2 super [Micractinium conductrix]
OG0004309	KAF8055726.1 hypothetical protein HT031_006630 [Scenedesmus sp. PABB004]	PSC68208.1 mediator of RNA polymerase II transcription subunit 22 isoform X3 [Micractinium conductrix]
OG0004317	KAF8071036.1 hypothetical protein HT031_001118 [Scenedesmus sp. PABB004]	PSC73889.1 tryptophan-rich Ignore isoform B [Micractinium conductrix], PSC73888.1 tryptophan-rich Ignore isoform A [Micractinium conductrix]
OG0004319	KAF8059161.1 agbl2 [Scenedesmus sp. PABB004]	PSC75331.1 Adenine phosphoribosyltransferase 1_ chloroplastic [Micractinium conductrix]
OG0004320	KAF8065720.1 cluap1 [Scenedesmus sp. PABB004]	PSC69758.1 clusterin-associated 1 isoform X1 [Micractinium conductrix]
OG0004321	KAF8073222.1 FTSH7 [Scenedesmus sp. PABB004]	PSC75856.1 ATP-dependent zinc metalloprotease FTSH 9_ chloroplastic [Micractinium conductrix]
OG0004323	KAF8054902.1 UTR5 [Scenedesmus sp. PABB004]	PSC69081.1 adenosine 3-phospho 5-phosphosulfate transporter 1 isoform A [Micractinium conductrix], PSC69080.1 adenosine 3-phospho 5-phosphosulfate transporter 1 isoform B [Micractinium conductrix]
OG0004324	KAF8071376.1 hypothetical protein HT031_001460 [Scenedesmus sp. PABB004]	PSC71502.1 formimidoyltransferase-cyclodeaminase-like [Micractinium conductrix]
OG0004325	KAF8063684.1 SGT1A [Scenedesmus sp. PABB004]	PSC71613.1 SGT1 A [Micractinium conductrix]
OG0004326	KAF8055483.1 hypothetical protein HT031_006742 [Scenedesmus sp. PABB004]	PSC76560.1 deoxyribodipyrimidine photo-lyase [Micractinium conductrix], PSC68075.1 deoxyribodipyrimidine photo-lyase [Micractinium conductrix]
OG0004327	KAF8058073.1 hypothetical protein HT031_005733 [Scenedesmus sp. PABB004]	PSC76455.1 ubiquitin-ligase zinc ion binding [Micractinium conductrix]
OG0004329	KAF8061157.1 hypothetical protein HT031_004618 [Scenedesmus sp. PABB004]	PSC71045.1 lysine-specific demethylase 2A isoform A [Micractinium conductrix], PSC71044.1 lysine-specific demethylase 2A isoform B [Micractinium conductrix]
OG0004331	KAF8060623.1 VPS15 [Scenedesmus sp. PABB004]	PSC72112.1 phosphoinositide 3-kinase regulatory subunit 4 [Micractinium conductrix]
OG0004333	KAF8060333.1 FH6 [Scenedesmus sp. PABB004]	PSC72266.1 actin binding [Micractinium conductrix]
OG0004334	KAF8064573.1 DA1 [Scenedesmus sp. PABB004]	PSC72244.1 DA1-related 1-like [Micractinium conductrix]
OG0004335	KAF8059433.1 Sh3yl1 [Scenedesmus sp. PABB004]	PSC71112.1 senescence-associated -like [Micractinium conductrix]
OG0004336	KAF8060342.1 hypothetical protein HT031_004878 [Scenedesmus sp. PABB004], KAF8063018.1 hypothetical protein HT031_003857 [Scenedesmus sp. PABB004]	PSC71132.1 Negatively light-regulated [Micractinium conductrix]
OG0004339	KAF8066430.1 hypothetical protein HT031_002754 [Scenedesmus sp. PABB004]	PSC73109.1 Cytochrome c oxidase biogenesis Cmc1-like [Micractinium conductrix]
OG0004340	KAF8071103.1 RAD18 [Scenedesmus sp. PABB004]	PSC74426.1 DNA repair rad18 [Micractinium conductrix]
OG0004341	KAF8071205.1 TANC1 [Scenedesmus sp. PABB004]	PSC73191.1 hypothetical protein C2E20_3676 [Micractinium conductrix]
OG0004342	KAF8059127.1 Ccdc146 [Scenedesmus sp. PABB004]	PSC74442.1 Coiled-coil flagellar [Micractinium conductrix]
OG0004344	KAF8069505.1 RLP12 [Scenedesmus sp. PABB004]	PSC75543.1 guanine nucleotide-binding beta subunit [Micractinium conductrix]
OG0004347	KAF8059408.1 TANGO2 [Scenedesmus sp. PABB004]	PSC75712.1 transport and Golgi organization 2-like protein [Micractinium conductrix]
OG0004348	KAF8063781.1 RWDD3 [Scenedesmus sp. PABB004]	PSC67837.1 hypothetical protein C2E20_8513 [Micractinium conductrix]
OG0004349	KAF8065820.1 hypothetical protein HT031_002880 [Scenedesmus sp. PABB004]	PSC76440.1 thrombospondin type-1 domain-containing 4-like [Micractinium conductrix]
OG0004350	KAF8062105.1 WDR19 [Scenedesmus sp. PABB004]	PSC67950.1 WD repeat-containing [Micractinium conductrix]
OG0004351	KAF8067207.1 rsmE [Scenedesmus sp. PABB004]	PSC75323.1 ribosomal RNA small subunit methyltransferase isoform A [Micractinium conductrix], PSC75322.1 ribosomal RNA small subunit methyltransferase isoform B [Micractinium conductrix]
