Orthogroup	Scenedesmus_PABB004	Chlorella_Vulgaris2111P
OG0003953	KAF8069604.1 hypothetical protein HT031_001721 [Scenedesmus sp. PABB004]	KAI3427041.1 hypothetical protein D9Q98_006982 [Chlorella vulgaris]
OG0003954	KAF8056133.1 Phosphopantetheine adenylyltransferase 1 [Scenedesmus sp. PABB004]	KAI3437923.1 hypothetical protein D9Q98_000368 [Chlorella vulgaris]
OG0003955	KAF8059210.1 tfg2 [Scenedesmus sp. PABB004]	KAI3437929.1 hypothetical protein D9Q98_000373 [Chlorella vulgaris]
OG0003958	KAF8065586.1 EBP2 [Scenedesmus sp. PABB004]	KAI3425314.1 hypothetical protein D9Q98_009079 [Chlorella vulgaris]
OG0003960	KAF8061117.1 ansA [Scenedesmus sp. PABB004]	KAI3428382.1 hypothetical protein D9Q98_006762 [Chlorella vulgaris]
OG0003961	KAF8065935.1 Atpaf2 [Scenedesmus sp. PABB004]	KAI3435917.1 hypothetical protein D9Q98_001975 [Chlorella vulgaris]
OG0003962	KAF8058099.1 F-box protein [Scenedesmus sp. PABB004]	KAI3436889.1 hypothetical protein D9Q98_006297 [Chlorella vulgaris]
OG0003963	KAF8058913.1 hypothetical protein HT031_005481 [Scenedesmus sp. PABB004]	KAI3424466.1 hypothetical protein D9Q98_010017 [Chlorella vulgaris]
OG0003965	KAF8054978.1 eukaryotic translation initiation factor isoform 4G-2 [Scenedesmus sp. PABB004]	KAI3428363.1 hypothetical protein D9Q98_006743 [Chlorella vulgaris]
OG0003966	KAF8059206.1 hypothetical protein HT031_005378 [Scenedesmus sp. PABB004]	KAI3438828.1 hypothetical protein D9Q98_001245 [Chlorella vulgaris]
OG0003967	KAF8066165.1 hypothetical protein HT031_002487 [Scenedesmus sp. PABB004]	KAI3436818.1 hypothetical protein D9Q98_006228 [Chlorella vulgaris], KAI3436813.1 hypothetical protein D9Q98_006223 [Chlorella vulgaris], KAI3436817.1 hypothetical protein D9Q98_006227 [Chlorella vulgaris]
OG0003968	KAF8067121.1 NDX1 [Scenedesmus sp. PABB004]	KAI3424439.1 hypothetical protein D9Q98_009991 [Chlorella vulgaris]
OG0003969	KAF8072794.1 hypothetical protein HT031_000454 [Scenedesmus sp. PABB004]	KAI3435930.1 hypothetical protein D9Q98_001988 [Chlorella vulgaris]
OG0003975	KAF8060017.1 hypothetical protein HT031_004955 [Scenedesmus sp. PABB004]	KAI3435896.1 hypothetical protein D9Q98_001954 [Chlorella vulgaris]
OG0003977	KAF8071374.1 rex4 [Scenedesmus sp. PABB004]	KAI3438838.1 hypothetical protein D9Q98_001255 [Chlorella vulgaris]
OG0003978	KAF8071223.1 hypothetical protein HT031_001306 [Scenedesmus sp. PABB004]	KAI3430213.1 hypothetical protein D9Q98_004811 [Chlorella vulgaris]
OG0003982	KAF8069480.1 RPL24B [Scenedesmus sp. PABB004]	KAI3433371.1 hypothetical protein D9Q98_003188 [Chlorella vulgaris]
OG0003984	KAF8072560.1 SCY1 [Scenedesmus sp. PABB004]	KAI3428838.1 hypothetical protein D9Q98_007655 [Chlorella vulgaris]
OG0003986	KAF8067107.1 hypothetical protein HT031_002154 [Scenedesmus sp. PABB004], KAF8054609.1 hypothetical protein HT031_006967 [Scenedesmus sp. PABB004]	KAI3434869.1 hypothetical protein D9Q98_002923 [Chlorella vulgaris]
OG0003988	KAF8069601.1 RECQL5 [Scenedesmus sp. PABB004]	KAI3428841.1 hypothetical protein D9Q98_007658 [Chlorella vulgaris]
OG0003989	KAF8067276.1 hypothetical protein HT031_002323 [Scenedesmus sp. PABB004]	KAI3424420.1 hypothetical protein D9Q98_009972 [Chlorella vulgaris]
OG0003990	KAF8072606.1 VHA-E1 [Scenedesmus sp. PABB004]	KAI3425324.1 hypothetical protein D9Q98_009088 [Chlorella vulgaris]
OG0003991	KAF8055594.1 accB [Scenedesmus sp. PABB004]	KAI3428383.1 hypothetical protein D9Q98_006763 [Chlorella vulgaris]
OG0003993	KAF8062049.1 NEDP1 [Scenedesmus sp. PABB004]	KAI3435908.1 hypothetical protein D9Q98_001966 [Chlorella vulgaris]
OG0003995	KAF8062693.1 S-1 [Scenedesmus sp. PABB004]	KAI3428765.1 hypothetical protein D9Q98_007586 [Chlorella vulgaris]
OG0003996	KAF8059721.1 ATG9 [Scenedesmus sp. PABB004]	KAI3424722.1 hypothetical protein D9Q98_008111 [Chlorella vulgaris]
OG0003998	KAF8056236.1 UVH1 [Scenedesmus sp. PABB004]	KAI3428668.1 hypothetical protein D9Q98_007491 [Chlorella vulgaris]
OG0004000	KAF8056458.1 Emg1 [Scenedesmus sp. PABB004]	KAI3428649.1 hypothetical protein D9Q98_007472 [Chlorella vulgaris]
OG0004001	KAF8060314.1 RTNLB4 [Scenedesmus sp. PABB004]	KAI3438274.1 hypothetical protein D9Q98_000709 [Chlorella vulgaris]
OG0004002	KAF8065651.1 ATPase family AAA domain-containing protein [Scenedesmus sp. PABB004]	KAI3435943.1 hypothetical protein D9Q98_002001 [Chlorella vulgaris]
OG0004004	KAF8067144.1 Polr2d [Scenedesmus sp. PABB004]	KAI3426492.1 hypothetical protein D9Q98_008858 [Chlorella vulgaris]
OG0004006	KAF8069381.1 zinc finger CCCH domain-containing protein 17 [Scenedesmus sp. PABB004]	KAI3428756.1 hypothetical protein D9Q98_007578 [Chlorella vulgaris]
OG0004007	KAF8072390.1 MOS14 [Scenedesmus sp. PABB004]	KAI3438282.1 hypothetical protein D9Q98_000717 [Chlorella vulgaris]
OG0004009	KAF8062688.1 UEV1C [Scenedesmus sp. PABB004]	KAI3428768.1 hypothetical protein D9Q98_007589 [Chlorella vulgaris]
OG0004011	KAF8072596.1 hypothetical protein HT031_000256 [Scenedesmus sp. PABB004]	KAI3428758.1 hypothetical protein D9Q98_007580 [Chlorella vulgaris]
OG0004012	KAF8072522.1 MRPL58 [Scenedesmus sp. PABB004]	KAI3438281.1 hypothetical protein D9Q98_000716 [Chlorella vulgaris]
OG0004013	KAF8060527.1 hypothetical protein HT031_004704 [Scenedesmus sp. PABB004]	KAI3428686.1 hypothetical protein D9Q98_007509 [Chlorella vulgaris]
OG0004014	KAF8058067.1 Oxa1l [Scenedesmus sp. PABB004]	KAI3436771.1 hypothetical protein D9Q98_006183 [Chlorella vulgaris]
OG0004016	KAF8069373.1 hypothetical protein HT031_001488 [Scenedesmus sp. PABB004]	KAI3431306.1 hypothetical protein D9Q98_004365 [Chlorella vulgaris]
OG0004018	KAF8072618.1 deoxycytidine kinase [Scenedesmus sp. PABB004]	KAI3424829.1 hypothetical protein D9Q98_008215 [Chlorella vulgaris]
OG0004019	KAF8068382.1 hypothetical protein HT031_002071 [Scenedesmus sp. PABB004]	KAI3434893.1 hypothetical protein D9Q98_002947 [Chlorella vulgaris]
OG0004020	KAF8056456.1 phaJ [Scenedesmus sp. PABB004]	KAI3434904.1 hypothetical protein D9Q98_002958 [Chlorella vulgaris]
OG0004021	KAF8069524.1 translation initiation factor eIF-2B subunit epsilon [Scenedesmus sp. PABB004]	KAI3434513.1 hypothetical protein D9Q98_002586 [Chlorella vulgaris]
OG0004023	KAF8072476.1 hypothetical protein HT031_000135 [Scenedesmus sp. PABB004]	KAI3438668.1 hypothetical protein D9Q98_001089 [Chlorella vulgaris]
OG0004025	KAF8061980.1 hypothetical protein HT031_004240 [Scenedesmus sp. PABB004]	KAI3424811.1 hypothetical protein D9Q98_008197 [Chlorella vulgaris]
OG0004026	KAF8059979.1 RMDN1 [Scenedesmus sp. PABB004]	KAI3436700.1 hypothetical protein D9Q98_006115 [Chlorella vulgaris]
OG0004027	KAF8059743.1 Heat shock 70 kDa protein [Scenedesmus sp. PABB004]	KAI3424827.1 hypothetical protein D9Q98_008213 [Chlorella vulgaris]
OG0004028	KAF8062791.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 [Scenedesmus sp. PABB004]	KAI3424790.1 hypothetical protein D9Q98_008177 [Chlorella vulgaris]
OG0004029	KAF8056856.1 AAE14 [Scenedesmus sp. PABB004]	KAI3425841.1 hypothetical protein D9Q98_007815 [Chlorella vulgaris]
OG0004030	KAF8072483.1 RPA2A [Scenedesmus sp. PABB004]	KAI3436764.1 hypothetical protein D9Q98_006176 [Chlorella vulgaris]
OG0004031	KAF8063086.1 NUP93A [Scenedesmus sp. PABB004]	KAI3438674.1 hypothetical protein D9Q98_001095 [Chlorella vulgaris]
OG0004035	KAF8061947.1 CLC-F [Scenedesmus sp. PABB004]	KAI3429266.1 hypothetical protein D9Q98_005363 [Chlorella vulgaris]
OG0004038	KAF8072975.1 EXOSC7 [Scenedesmus sp. PABB004]	KAI3429333.1 hypothetical protein D9Q98_005428 [Chlorella vulgaris]
OG0004039	KAF8059723.1 hypothetical protein HT031_005131 [Scenedesmus sp. PABB004]	KAI3424990.1 hypothetical protein D9Q98_008371 [Chlorella vulgaris]
OG0004040	KAF8069471.1 SMARCAL1 [Scenedesmus sp. PABB004]	KAI3428751.1 hypothetical protein D9Q98_007573 [Chlorella vulgaris]
OG0004041	KAF8063739.1 NLP3 [Scenedesmus sp. PABB004]	KAI3424981.1 hypothetical protein D9Q98_008362 [Chlorella vulgaris]
OG0004042	KAF8067228.1 LPA3 [Scenedesmus sp. PABB004]	KAI3429268.1 hypothetical protein D9Q98_005365 [Chlorella vulgaris]
OG0004043	KAF8073054.1 ufd1 [Scenedesmus sp. PABB004]	KAI3429342.1 hypothetical protein D9Q98_005437 [Chlorella vulgaris]
OG0004044	KAF8064628.1 ARSA2 [Scenedesmus sp. PABB004]	KAI3429420.1 hypothetical protein D9Q98_005515 [Chlorella vulgaris]
OG0004046	KAF8058840.1 LSF2 [Scenedesmus sp. PABB004]	KAI3430632.1 hypothetical protein D9Q98_005225 [Chlorella vulgaris]
OG0004048	KAF8072882.1 iolC [Scenedesmus sp. PABB004]	KAI3430419.1 hypothetical protein D9Q98_005014 [Chlorella vulgaris]
OG0004049	KAF8056349.1 SLP1 [Scenedesmus sp. PABB004]	KAI3428040.1 hypothetical protein D9Q98_006426 [Chlorella vulgaris]
OG0004050	KAF8069529.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P [Scenedesmus sp. PABB004]	KAI3435817.1 hypothetical protein D9Q98_001875 [Chlorella vulgaris]
OG0004051	KAF8064637.1 ccdc77 [Scenedesmus sp. PABB004]	KAI3430423.1 hypothetical protein D9Q98_005018 [Chlorella vulgaris]
OG0004055	KAF8071160.1 CYP38 [Scenedesmus sp. PABB004]	KAI3429391.1 hypothetical protein D9Q98_005486 [Chlorella vulgaris]
OG0004056	KAF8057639.1 transferase [Scenedesmus sp. PABB004]	KAI3429808.1 hypothetical protein D9Q98_010121 [Chlorella vulgaris]
OG0004057	KAF8070945.1 SAL1 [Scenedesmus sp. PABB004]	KAI3435960.1 hypothetical protein D9Q98_002018 [Chlorella vulgaris]
OG0004060	KAF8072616.1 ndufb7 [Scenedesmus sp. PABB004]	KAI3430433.1 hypothetical protein D9Q98_005028 [Chlorella vulgaris]
OG0004061	KAF8065787.1 Brwd1 [Scenedesmus sp. PABB004]	KAI3426239.1 hypothetical protein D9Q98_008615 [Chlorella vulgaris]
OG0004064	KAF8065888.1 hypothetical protein HT031_002949 [Scenedesmus sp. PABB004]	KAI3428053.1 hypothetical protein D9Q98_006438 [Chlorella vulgaris]
OG0004065	KAF8054952.1 MFAP1 [Scenedesmus sp. PABB004]	KAI3434483.1 hypothetical protein D9Q98_002559 [Chlorella vulgaris]
OG0004066	KAF8064516.1 hypothetical protein HT031_003316 [Scenedesmus sp. PABB004]	KAI3428497.1 hypothetical protein D9Q98_007321 [Chlorella vulgaris]
OG0004067	KAF8068178.1 KU70 [Scenedesmus sp. PABB004]	KAI3429427.1 hypothetical protein D9Q98_005521 [Chlorella vulgaris]
OG0004068	KAF8058346.1 DEAH9 [Scenedesmus sp. PABB004]	KAI3425228.1 hypothetical protein D9Q98_008996 [Chlorella vulgaris]
OG0004069	KAF8069665.1 MGD A [Scenedesmus sp. PABB004]	KAI3425012.1 hypothetical protein D9Q98_008394 [Chlorella vulgaris]
OG0004070	KAF8069709.1 DCI1 [Scenedesmus sp. PABB004]	KAI3430648.1 hypothetical protein D9Q98_005241 [Chlorella vulgaris]
OG0004072	KAF8065597.1 SDIR1 [Scenedesmus sp. PABB004]	KAI3425287.1 hypothetical protein D9Q98_009054 [Chlorella vulgaris]
OG0004073	KAF8062062.1 hypothetical protein HT031_004322 [Scenedesmus sp. PABB004]	KAI3428044.1 hypothetical protein D9Q98_006430 [Chlorella vulgaris]
OG0004074	KAF8066294.1 Slc25a45 [Scenedesmus sp. PABB004]	KAI3425253.1 hypothetical protein D9Q98_009021 [Chlorella vulgaris]
OG0004076	KAF8055934.1 SMD1B [Scenedesmus sp. PABB004]	KAI3433803.1 hypothetical protein D9Q98_003607 [Chlorella vulgaris]
OG0004078	KAF8063079.1 ATJ2 [Scenedesmus sp. PABB004]	KAI3433861.1 hypothetical protein D9Q98_003664 [Chlorella vulgaris]
OG0004079	KAF8055473.1 REB1 [Scenedesmus sp. PABB004]	KAI3433813.1 hypothetical protein D9Q98_003617 [Chlorella vulgaris]
OG0004080	KAF8072471.1 ARI7 [Scenedesmus sp. PABB004]	KAI3433888.1 hypothetical protein D9Q98_003690 [Chlorella vulgaris]
OG0004081	KAF8056228.1 ttc30a [Scenedesmus sp. PABB004]	KAI3426073.1 hypothetical protein D9Q98_008041 [Chlorella vulgaris]
OG0004082	KAF8072713.1 eya [Scenedesmus sp. PABB004]	KAI3424881.1 hypothetical protein D9Q98_008265 [Chlorella vulgaris], KAI3424882.1 hypothetical protein D9Q98_008266 [Chlorella vulgaris]
OG0004083	KAF8055927.1 Afg1l [Scenedesmus sp. PABB004]	KAI3426118.1 hypothetical protein D9Q98_008497 [Chlorella vulgaris]
OG0004086	KAF8063649.1 IPK2 [Scenedesmus sp. PABB004]	KAI3424969.1 hypothetical protein D9Q98_008350 [Chlorella vulgaris]
OG0004087	KAF8072932.1 hypothetical protein HT031_000592 [Scenedesmus sp. PABB004]	KAI3426354.1 hypothetical protein D9Q98_008726 [Chlorella vulgaris]
OG0004088	KAF8068151.1 Gpn2 [Scenedesmus sp. PABB004]	KAI3426388.1 hypothetical protein D9Q98_008759 [Chlorella vulgaris]
OG0004089	KAF8062801.1 RD21C [Scenedesmus sp. PABB004]	KAI3426092.1 hypothetical protein D9Q98_008060 [Chlorella vulgaris]
OG0004091	KAF8059449.1 hypothetical protein HT031_005254 [Scenedesmus sp. PABB004]	KAI3424878.1 hypothetical protein D9Q98_008262 [Chlorella vulgaris]
OG0004092	KAF8065906.1 UPF1 [Scenedesmus sp. PABB004]	KAI3424905.1 hypothetical protein D9Q98_008289 [Chlorella vulgaris]
OG0004094	KAF8062929.1 hypothetical protein HT031_003768 [Scenedesmus sp. PABB004]	KAI3438685.1 hypothetical protein D9Q98_001105 [Chlorella vulgaris]
OG0004095	KAF8059100.1 esf1 [Scenedesmus sp. PABB004]	KAI3438627.1 hypothetical protein D9Q98_001049 [Chlorella vulgaris]
OG0004097	KAF8063751.1 GTG2 [Scenedesmus sp. PABB004]	KAI3426358.1 hypothetical protein D9Q98_008730 [Chlorella vulgaris]
OG0004098	KAF8059672.1 MED6 [Scenedesmus sp. PABB004]	KAI3424971.1 hypothetical protein D9Q98_008352 [Chlorella vulgaris]
OG0004099	KAF8065734.1 fkbM [Scenedesmus sp. PABB004], KAF8064644.1 ATG26 [Scenedesmus sp. PABB004]	KAI3426482.1 hypothetical protein D9Q98_008848 [Chlorella vulgaris]
OG0004100	KAF8070857.1 RPN10 [Scenedesmus sp. PABB004]	KAI3432885.1 hypothetical protein D9Q98_010467 [Chlorella vulgaris]
OG0004101	KAF8058857.1 XBAT31 [Scenedesmus sp. PABB004]	KAI3425777.1 hypothetical protein D9Q98_007752 [Chlorella vulgaris]
OG0004103	KAF8066205.1 BAS1 [Scenedesmus sp. PABB004]	KAI3433962.1 hypothetical protein D9Q98_003764 [Chlorella vulgaris]
OG0004105	KAF8059196.1 hypothetical protein HT031_005368 [Scenedesmus sp. PABB004]	KAI3433632.1 hypothetical protein D9Q98_003441 [Chlorella vulgaris]
OG0004106	KAF8063745.1 STN8 [Scenedesmus sp. PABB004]	KAI3433572.1 hypothetical protein D9Q98_003383 [Chlorella vulgaris]
OG0004107	KAF8055038.1 SEC3A [Scenedesmus sp. PABB004]	KAI3433569.1 hypothetical protein D9Q98_003380 [Chlorella vulgaris]
OG0004108	KAF8062037.1 tas [Scenedesmus sp. PABB004]	KAI3433531.1 hypothetical protein D9Q98_003341 [Chlorella vulgaris]
OG0004109	KAF8067336.1 MCM9 [Scenedesmus sp. PABB004]	KAI3435482.1 hypothetical protein D9Q98_001549 [Chlorella vulgaris]
OG0004110	KAF8056109.1 Atad1 [Scenedesmus sp. PABB004]	KAI3433373.1 hypothetical protein D9Q98_003190 [Chlorella vulgaris]
OG0004112	KAF8068399.1 hypothetical protein HT031_002088 [Scenedesmus sp. PABB004]	KAI3431458.1 hypothetical protein D9Q98_004510 [Chlorella vulgaris]
OG0004113	KAF8059119.1 ALA10 [Scenedesmus sp. PABB004]	KAI3434548.1 hypothetical protein D9Q98_002621 [Chlorella vulgaris]
OG0004114	KAF8071365.1 hypothetical protein HT031_001449 [Scenedesmus sp. PABB004]	KAI3431281.1 hypothetical protein D9Q98_004342 [Chlorella vulgaris]
OG0004116	KAF8061964.1 CML25 [Scenedesmus sp. PABB004]	KAI3431308.1 hypothetical protein D9Q98_004367 [Chlorella vulgaris]
OG0004117	KAF8056827.1 PSRP1 [Scenedesmus sp. PABB004]	KAI3431429.1 hypothetical protein D9Q98_004482 [Chlorella vulgaris]
OG0004118	KAF8072840.1 ASHH2 [Scenedesmus sp. PABB004]	KAI3429788.1 hypothetical protein D9Q98_010101 [Chlorella vulgaris]
OG0004120	KAF8056741.1 glutamate--tRNA ligase [Scenedesmus sp. PABB004]	KAI3432815.1 hypothetical protein D9Q98_010398 [Chlorella vulgaris]
OG0004121	KAF8059157.1 DIT2-1 [Scenedesmus sp. PABB004]	KAI3433884.1 hypothetical protein D9Q98_003686 [Chlorella vulgaris]
OG0004122	KAF8060508.1 hypothetical protein HT031_004684 [Scenedesmus sp. PABB004]	KAI3438755.1 hypothetical protein D9Q98_001174 [Chlorella vulgaris]
OG0004126	KAF8056850.1 SCC3 [Scenedesmus sp. PABB004]	KAI3430684.1 hypothetical protein D9Q98_005273 [Chlorella vulgaris]
OG0004130	KAF8059750.1 pyrC [Scenedesmus sp. PABB004]	KAI3424907.1 hypothetical protein D9Q98_008291 [Chlorella vulgaris]
OG0004131	KAF8060334.1 AAK6 [Scenedesmus sp. PABB004]	KAI3426107.1 hypothetical protein D9Q98_008486 [Chlorella vulgaris]
OG0004132	KAF8055338.1 lysine-specific histone demethylase [Scenedesmus sp. PABB004]	KAI3433410.1 hypothetical protein D9Q98_003226 [Chlorella vulgaris]
OG0004134	KAF8073217.1 Cyp4v2 [Scenedesmus sp. PABB004]	KAI3426371.1 hypothetical protein D9Q98_008743 [Chlorella vulgaris]
OG0004135	KAF8057115.1 hypothetical protein HT031_006124 [Scenedesmus sp. PABB004]	KAI3429408.1 hypothetical protein D9Q98_005503 [Chlorella vulgaris]
OG0004138	KAF8065904.1 nardilysin-like protein [Scenedesmus sp. PABB004]	KAI3431613.1 hypothetical protein D9Q98_004662 [Chlorella vulgaris]
OG0004139	KAF8063034.1 STY17 [Scenedesmus sp. PABB004]	KAI3428796.1 hypothetical protein D9Q98_007615 [Chlorella vulgaris]
OG0004140	KAF8059682.1 ATG11 [Scenedesmus sp. PABB004]	KAI3428225.1 hypothetical protein D9Q98_006605 [Chlorella vulgaris]
OG0004141	KAF8061109.1 TOC34 [Scenedesmus sp. PABB004]	KAI3437766.1 hypothetical protein D9Q98_000213 [Chlorella vulgaris]
OG0004142	KAF8058945.1 DDM1 [Scenedesmus sp. PABB004]	KAI3437701.1 hypothetical protein D9Q98_000150 [Chlorella vulgaris]
OG0004143	KAF8067296.1 LHCA4 [Scenedesmus sp. PABB004]	KAI3432376.1 hypothetical protein D9Q98_003933 [Chlorella vulgaris]
OG0004144	KAF8072730.1 Zmat2 [Scenedesmus sp. PABB004]	KAI3424274.1 hypothetical protein D9Q98_009628 [Chlorella vulgaris]
OG0004145	KAF8071140.1 DEE76 [Scenedesmus sp. PABB004]	KAI3430471.1 hypothetical protein D9Q98_005066 [Chlorella vulgaris]
OG0004146	KAF8063776.1 U2AF65B [Scenedesmus sp. PABB004]	KAI3430532.1 hypothetical protein D9Q98_005125 [Chlorella vulgaris]
OG0004148	KAF8066225.1 abcF4 [Scenedesmus sp. PABB004]	KAI3429636.1 hypothetical protein D9Q98_005722 [Chlorella vulgaris]
OG0004149	KAF8069401.1 hypothetical protein HT031_001516 [Scenedesmus sp. PABB004]	KAI3426484.1 hypothetical protein D9Q98_008850 [Chlorella vulgaris]
OG0004150	KAF8064667.1 stk3 [Scenedesmus sp. PABB004]	KAI3426094.1 hypothetical protein D9Q98_008062 [Chlorella vulgaris]
OG0004152	KAF8059183.1 NDK1 [Scenedesmus sp. PABB004]	KAI3438045.1 hypothetical protein D9Q98_000488 [Chlorella vulgaris]
OG0004155	KAF8058455.1 protein phosphatase 2C 26 [Scenedesmus sp. PABB004]	KAI3437960.1 hypothetical protein D9Q98_000404 [Chlorella vulgaris]
OG0004156	KAF8058924.1 MKK3 [Scenedesmus sp. PABB004]	KAI3437840.1 hypothetical protein D9Q98_000286 [Chlorella vulgaris]
OG0004158	KAF8067324.1 hypothetical protein HT031_002372 [Scenedesmus sp. PABB004]	KAI3436867.1 hypothetical protein D9Q98_006277 [Chlorella vulgaris]
OG0004159	KAF8058925.1 SSU1 [Scenedesmus sp. PABB004]	KAI3437975.1 hypothetical protein D9Q98_000419 [Chlorella vulgaris]
OG0004160	KAF8067420.1 hypothetical protein HT031_002468 [Scenedesmus sp. PABB004]	KAI3424921.1 hypothetical protein D9Q98_008305 [Chlorella vulgaris]
OG0004163	KAF8069501.1 TAD2 [Scenedesmus sp. PABB004]	KAI3426111.1 hypothetical protein D9Q98_008490 [Chlorella vulgaris]
OG0004165	KAF8059673.1 VIP3 [Scenedesmus sp. PABB004]	KAI3425252.1 hypothetical protein D9Q98_009020 [Chlorella vulgaris]
OG0004167	KAF8068410.1 GCP3 [Scenedesmus sp. PABB004]	KAI3432368.1 hypothetical protein D9Q98_003925 [Chlorella vulgaris]
OG0004168	KAF8058122.1 hypothetical protein HT031_005782 [Scenedesmus sp. PABB004]	KAI3435587.1 hypothetical protein D9Q98_001652 [Chlorella vulgaris]
OG0004169	KAF8065489.1 mis3 [Scenedesmus sp. PABB004]	KAI3435660.1 hypothetical protein D9Q98_001718 [Chlorella vulgaris]
OG0004170	KAF8065861.1 CBP20 [Scenedesmus sp. PABB004]	KAI3435803.1 hypothetical protein D9Q98_001861 [Chlorella vulgaris]
OG0004171	KAF8066234.1 pds [Scenedesmus sp. PABB004]	KAI3436402.1 hypothetical protein D9Q98_005819 [Chlorella vulgaris]
OG0004172	KAF8065808.1 hypothetical protein HT031_002868 [Scenedesmus sp. PABB004]	KAI3435862.1 hypothetical protein D9Q98_001920 [Chlorella vulgaris]
OG0004175	KAF8065932.1 efhc2 [Scenedesmus sp. PABB004]	KAI3436032.1 hypothetical protein D9Q98_002089 [Chlorella vulgaris]
OG0004177	KAF8065761.1 dohh [Scenedesmus sp. PABB004]	KAI3436262.1 hypothetical protein D9Q98_002315 [Chlorella vulgaris]
OG0004179	KAF8063715.1 splA [Scenedesmus sp. PABB004]	KAI3438948.1 hypothetical protein D9Q98_001362 [Chlorella vulgaris]
OG0004180	KAF8058064.1 hypothetical protein HT031_005724 [Scenedesmus sp. PABB004]	KAI3438519.1 hypothetical protein D9Q98_000947 [Chlorella vulgaris]
OG0004181	KAF8056380.1 NAT1 [Scenedesmus sp. PABB004]	KAI3424449.1 hypothetical protein D9Q98_010001 [Chlorella vulgaris]
OG0004182	KAF8062721.1 hypothetical protein HT031_004051 [Scenedesmus sp. PABB004]	KAI3438960.1 hypothetical protein D9Q98_001374 [Chlorella vulgaris], KAI3423022.1 hypothetical protein D9Q98_010706 [Chlorella vulgaris]
OG0004183	KAF8067240.1 E1-BETA-2 [Scenedesmus sp. PABB004]	KAI3428642.1 hypothetical protein D9Q98_007465 [Chlorella vulgaris]
OG0004184	KAF8071085.1 thermostable carboxypeptidase 1 [Scenedesmus sp. PABB004]	KAI3428600.1 hypothetical protein D9Q98_007423 [Chlorella vulgaris]
OG0004186	KAF8073245.1 CAND7 [Scenedesmus sp. PABB004]	KAI3438938.1 hypothetical protein D9Q98_001352 [Chlorella vulgaris]
OG0004187	KAF8061335.1 hypothetical protein HT031_004426 [Scenedesmus sp. PABB004]	KAI3423861.1 hypothetical protein D9Q98_009695 [Chlorella vulgaris]
OG0004189	KAF8069414.1 TMEM184A [Scenedesmus sp. PABB004]	KAI3432627.1 hypothetical protein D9Q98_004173 [Chlorella vulgaris]
OG0004190	KAF8065529.1 IMPL1 [Scenedesmus sp. PABB004]	KAI3428298.1 hypothetical protein D9Q98_006677 [Chlorella vulgaris]
OG0004191	KAF8073073.1 ema [Scenedesmus sp. PABB004]	KAI3428328.1 hypothetical protein D9Q98_006708 [Chlorella vulgaris]
OG0004192	KAF8058849.1 LHCA4 [Scenedesmus sp. PABB004]	KAI3436553.1 hypothetical protein D9Q98_005969 [Chlorella vulgaris]
