Orthogroup	Chlorella_VariabilisNC64A	Coccomyxa_SubellipsoideaC169
OG0005839	XP_005849574.1 hypothetical protein CHLNCDRAFT_142986 [Chlorella variabilis]	EIE22374.1 hypothetical protein COCSUDRAFT_47857 [Coccomyxa subellipsoidea C-169]
OG0005841	XP_005849766.1 hypothetical protein CHLNCDRAFT_142814 [Chlorella variabilis]	EIE20490.1 hypothetical protein COCSUDRAFT_54335 [Coccomyxa subellipsoidea C-169]
OG0005842	XP_005849825.1 expressed protein [Chlorella variabilis]	EIE27523.1 hypothetical protein COCSUDRAFT_64271 [Coccomyxa subellipsoidea C-169]
OG0005843	XP_005849850.1 hypothetical protein CHLNCDRAFT_143023 [Chlorella variabilis]	EIE25275.1 aromatic amino acid permease [Coccomyxa subellipsoidea C-169]
OG0005846	XP_005852249.1 hypothetical protein CHLNCDRAFT_133569 [Chlorella variabilis]	EIE19898.1 hypothetical protein COCSUDRAFT_58133 [Coccomyxa subellipsoidea C-169]
OG0005849	XP_005846413.1 hypothetical protein CHLNCDRAFT_11571_ partial [Chlorella variabilis]	EIE21087.1 hypothetical protein COCSUDRAFT_17945 [Coccomyxa subellipsoidea C-169]
OG0005851	XP_005846707.1 hypothetical protein CHLNCDRAFT_24614_ partial [Chlorella variabilis]	EIE24061.1 TspO/MBR-related protein [Coccomyxa subellipsoidea C-169]
OG0005854	XP_005845297.1 hypothetical protein CHLNCDRAFT_137023 [Chlorella variabilis]	EIE21578.1 putative RNA methylase [Coccomyxa subellipsoidea C-169]
OG0005855	XP_005846294.1 hypothetical protein CHLNCDRAFT_53192 [Chlorella variabilis]	EIE21657.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005857	XP_005845419.1 hypothetical protein CHLNCDRAFT_137004 [Chlorella variabilis]	EIE21311.1 hypothetical protein COCSUDRAFT_43073 [Coccomyxa subellipsoidea C-169]
OG0005863	XP_005845498.1 hypothetical protein CHLNCDRAFT_53960 [Chlorella variabilis]	EIE21487.1 Serinc-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005865	XP_005845375.1 hypothetical protein CHLNCDRAFT_137221 [Chlorella variabilis]	EIE26046.1 hypothetical protein COCSUDRAFT_61038 [Coccomyxa subellipsoidea C-169]
OG0005867	XP_005845260.1 hypothetical protein CHLNCDRAFT_26048 [Chlorella variabilis]	EIE22630.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0005868	XP_005846267.1 hypothetical protein CHLNCDRAFT_135585 [Chlorella variabilis]	EIE21698.1 hypothetical protein COCSUDRAFT_43352 [Coccomyxa subellipsoidea C-169]
OG0005869	XP_005842815.1 hypothetical protein CHLNCDRAFT_142573 [Chlorella variabilis]	EIE23963.1 hypothetical protein COCSUDRAFT_62492 [Coccomyxa subellipsoidea C-169]
OG0005871	XP_005851709.1 hypothetical protein CHLNCDRAFT_133024 [Chlorella variabilis]	EIE24708.1 hypothetical protein COCSUDRAFT_32796 [Coccomyxa subellipsoidea C-169]
OG0005873	XP_005851696.1 hypothetical protein CHLNCDRAFT_132982 [Chlorella variabilis]	EIE24524.1 hypothetical protein COCSUDRAFT_65399 [Coccomyxa subellipsoidea C-169]
OG0005875	XP_005851965.1 hypothetical protein CHLNCDRAFT_49731 [Chlorella variabilis]	EIE24361.1 hypothetical protein COCSUDRAFT_53304 [Coccomyxa subellipsoidea C-169]
OG0005876	XP_005852089.1 hypothetical protein CHLNCDRAFT_133119 [Chlorella variabilis]	EIE24048.1 HCNGP-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005877	XP_005852198.1 hypothetical protein CHLNCDRAFT_49587 [Chlorella variabilis]	EIE27435.1 thioredoxin-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005880	XP_005851931.1 hypothetical protein CHLNCDRAFT_133580 [Chlorella variabilis]	EIE19197.1 CbiX-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005882	XP_005847839.1 hypothetical protein CHLNCDRAFT_134072 [Chlorella variabilis]	EIE22958.1 L domain-like protein [Coccomyxa subellipsoidea C-169]
OG0005884	XP_005852038.1 hypothetical protein CHLNCDRAFT_15382_ partial [Chlorella variabilis]	EIE24954.1 hypothetical protein COCSUDRAFT_83646 [Coccomyxa subellipsoidea C-169]
OG0005888	XP_005844295.1 hypothetical protein CHLNCDRAFT_54714 [Chlorella variabilis]	EIE26556.1 hypothetical protein COCSUDRAFT_64551 [Coccomyxa subellipsoidea C-169]
OG0005889	XP_005843118.1 hypothetical protein CHLNCDRAFT_28458_ partial [Chlorella variabilis]	EIE19161.1 hypothetical protein COCSUDRAFT_54758 [Coccomyxa subellipsoidea C-169]
OG0005891	XP_005845529.1 hypothetical protein CHLNCDRAFT_136648 [Chlorella variabilis]	EIE22068.1 hypothetical protein COCSUDRAFT_56500 [Coccomyxa subellipsoidea C-169]
OG0005894	XP_005844221.1 expressed protein [Chlorella variabilis]	EIE21436.1 SAPS-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE27494.1 SAPS-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005895	XP_005845548.1 hypothetical protein CHLNCDRAFT_136697 [Chlorella variabilis]	EIE26152.1 hypothetical protein COCSUDRAFT_65011 [Coccomyxa subellipsoidea C-169]
OG0005900	XP_005843599.1 hypothetical protein CHLNCDRAFT_140171 [Chlorella variabilis]	EIE21946.1 hypothetical protein COCSUDRAFT_42961 [Coccomyxa subellipsoidea C-169]
OG0005904	XP_005843384.1 hypothetical protein CHLNCDRAFT_28208_ partial [Chlorella variabilis]	EIE24651.1 hypothetical protein COCSUDRAFT_53027 [Coccomyxa subellipsoidea C-169]
OG0005905	XP_005843416.1 hypothetical protein CHLNCDRAFT_141281 [Chlorella variabilis]	EIE25261.1 hypothetical protein COCSUDRAFT_52813_ partial [Coccomyxa subellipsoidea C-169]
OG0005907	XP_005843732.1 hypothetical protein CHLNCDRAFT_140055 [Chlorella variabilis]	EIE19210.1 hypothetical protein COCSUDRAFT_59693 [Coccomyxa subellipsoidea C-169]
OG0005909	XP_005844030.1 hypothetical protein CHLNCDRAFT_139579 [Chlorella variabilis]	EIE25182.1 hypothetical protein COCSUDRAFT_65140 [Coccomyxa subellipsoidea C-169]
OG0005910	XP_005844050.1 hypothetical protein CHLNCDRAFT_139613 [Chlorella variabilis]	EIE19214.1 hypothetical protein COCSUDRAFT_34390 [Coccomyxa subellipsoidea C-169]
OG0005912	XP_005844714.1 hypothetical protein CHLNCDRAFT_138676 [Chlorella variabilis]	EIE21840.1 hypothetical protein COCSUDRAFT_47957 [Coccomyxa subellipsoidea C-169]
OG0005913	XP_005844786.1 hypothetical protein CHLNCDRAFT_138664 [Chlorella variabilis]	EIE18210.1 hypothetical protein COCSUDRAFT_45478 [Coccomyxa subellipsoidea C-169]
OG0005914	XP_005845088.1 hypothetical protein CHLNCDRAFT_54075 [Chlorella variabilis]	EIE20336.1 ribosomal protein L28e [Coccomyxa subellipsoidea C-169]
OG0005915	XP_005852194.1 hypothetical protein CHLNCDRAFT_133407 [Chlorella variabilis], XP_005845414.1 hypothetical protein CHLNCDRAFT_136993 [Chlorella variabilis], XP_005845451.1 hypothetical protein CHLNCDRAFT_58621 [Chlorella variabilis]	EIE20307.1 auxin efflux carrier [Coccomyxa subellipsoidea C-169], EIE20309.1 auxin efflux carrier [Coccomyxa subellipsoidea C-169]
OG0005916	XP_005845645.1 hypothetical protein CHLNCDRAFT_136672 [Chlorella variabilis]	EIE23835.1 hypothetical protein COCSUDRAFT_62367 [Coccomyxa subellipsoidea C-169]
OG0005918	XP_005846029.1 hypothetical protein CHLNCDRAFT_58391 [Chlorella variabilis]	EIE25895.1 hypothetical protein COCSUDRAFT_60906 [Coccomyxa subellipsoidea C-169], EIE19668.1 hypothetical protein COCSUDRAFT_58411 [Coccomyxa subellipsoidea C-169]
OG0005919	XP_005846726.1 hypothetical protein CHLNCDRAFT_135158 [Chlorella variabilis]	EIE19304.1 hypothetical protein COCSUDRAFT_44662 [Coccomyxa subellipsoidea C-169], EIE26915.1 hypothetical protein COCSUDRAFT_39870 [Coccomyxa subellipsoidea C-169], EIE18791.1 hypothetical protein COCSUDRAFT_60093 [Coccomyxa subellipsoidea C-169], EIE24795.1 hypothetical protein COCSUDRAFT_41086 [Coccomyxa subellipsoidea C-169], EIE20639.1 hypothetical protein COCSUDRAFT_57208 [Coccomyxa subellipsoidea C-169]
OG0005921	XP_005847004.1 hypothetical protein CHLNCDRAFT_23994_ partial [Chlorella variabilis]	EIE22463.1 hypothetical protein COCSUDRAFT_16559 [Coccomyxa subellipsoidea C-169]
OG0005922	XP_005847237.1 hypothetical protein CHLNCDRAFT_134203 [Chlorella variabilis]	EIE24020.1 hypothetical protein COCSUDRAFT_5564_ partial [Coccomyxa subellipsoidea C-169]
OG0005924	XP_005847402.1 hypothetical protein CHLNCDRAFT_134256 [Chlorella variabilis]	EIE27270.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0005925	XP_005847528.1 hypothetical protein CHLNCDRAFT_134590 [Chlorella variabilis]	EIE18449.1 hypothetical protein COCSUDRAFT_60117 [Coccomyxa subellipsoidea C-169]
OG0005926	XP_005847659.1 hypothetical protein CHLNCDRAFT_48816 [Chlorella variabilis]	EIE18018.1 ubiquitin-conjugating enzyme [Coccomyxa subellipsoidea C-169]
OG0005927	XP_005847853.1 expressed protein [Chlorella variabilis]	EIE24979.1 hypothetical protein COCSUDRAFT_52726 [Coccomyxa subellipsoidea C-169]
OG0005928	XP_005848048.1 hypothetical protein CHLNCDRAFT_145243 [Chlorella variabilis]	EIE27553.1 hypothetical protein COCSUDRAFT_39189 [Coccomyxa subellipsoidea C-169]
OG0005929	XP_005848176.1 hypothetical protein CHLNCDRAFT_145574 [Chlorella variabilis]	EIE27508.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]
OG0005930	XP_005848227.1 hypothetical protein CHLNCDRAFT_144743 [Chlorella variabilis]	EIE23693.1 hypothetical protein COCSUDRAFT_63219 [Coccomyxa subellipsoidea C-169]
OG0005931	XP_005848298.1 hypothetical protein CHLNCDRAFT_56126 [Chlorella variabilis]	EIE20641.1 pyridoxal kinase [Coccomyxa subellipsoidea C-169]
OG0005932	XP_005848498.1 hypothetical protein CHLNCDRAFT_22310 [Chlorella variabilis]	EIE22434.1 alkyl hydroperoxide reductase/ thiol specific antioxidant/ Mal allergen [Coccomyxa subellipsoidea C-169]
OG0005933	XP_005848548.1 hypothetical protein CHLNCDRAFT_48758 [Chlorella variabilis]	EIE22413.1 SufE-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005934	XP_005848940.1 hypothetical protein CHLNCDRAFT_22157_ partial [Chlorella variabilis]	EIE18553.1 Clavaminate synthase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005936	XP_005849634.1 hypothetical protein CHLNCDRAFT_143139 [Chlorella variabilis]	EIE19515.1 hypothetical protein COCSUDRAFT_83566_ partial [Coccomyxa subellipsoidea C-169]
OG0005937	XP_005850078.1 hypothetical protein CHLNCDRAFT_142122 [Chlorella variabilis], XP_005852312.1 hypothetical protein CHLNCDRAFT_143371 [Chlorella variabilis]	EIE20594.1 hypothetical protein COCSUDRAFT_48573 [Coccomyxa subellipsoidea C-169], EIE20593.1 hypothetical protein COCSUDRAFT_57736 [Coccomyxa subellipsoidea C-169]
OG0005938	XP_005850217.1 hypothetical protein CHLNCDRAFT_142455 [Chlorella variabilis]	EIE22148.1 Prenylcysteine lyase [Coccomyxa subellipsoidea C-169]
OG0005941	XP_005850937.1 hypothetical protein CHLNCDRAFT_140674 [Chlorella variabilis]	EIE24021.1 hypothetical protein COCSUDRAFT_47104 [Coccomyxa subellipsoidea C-169]
OG0005943	XP_005851065.1 hypothetical protein CHLNCDRAFT_56644 [Chlorella variabilis]	EIE23987.1 TPR repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0005945	XP_005851257.1 hypothetical protein CHLNCDRAFT_138007 [Chlorella variabilis]	EIE20693.1 rhomboid-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0006007	XP_005849781.1 hypothetical protein CHLNCDRAFT_142852 [Chlorella variabilis]	EIE25255.1 translational machinery component [Coccomyxa subellipsoidea C-169]
OG0006019	XP_005847539.1 hypothetical protein CHLNCDRAFT_133731 [Chlorella variabilis]	EIE21037.1 ClpS-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0006020	XP_005843334.1 hypothetical protein CHLNCDRAFT_141243 [Chlorella variabilis]	EIE24923.1 hypothetical protein COCSUDRAFT_62333 [Coccomyxa subellipsoidea C-169]
OG0006024	XP_005848661.1 hypothetical protein CHLNCDRAFT_144224 [Chlorella variabilis]	EIE18512.1 Zn-dependent exopeptidase [Coccomyxa subellipsoidea C-169]
OG0006029	XP_005847933.1 hypothetical protein CHLNCDRAFT_23025_ partial [Chlorella variabilis]	EIE23399.1 hypothetical protein COCSUDRAFT_65894 [Coccomyxa subellipsoidea C-169]
OG0006034	XP_005845841.1 hypothetical protein CHLNCDRAFT_53519 [Chlorella variabilis]	EIE25324.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE19864.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0006036	XP_005851769.1 hypothetical protein CHLNCDRAFT_56501 [Chlorella variabilis]	EIE24264.1 hypothetical protein COCSUDRAFT_47211 [Coccomyxa subellipsoidea C-169]
OG0006040	XP_005843868.1 hypothetical protein CHLNCDRAFT_139713 [Chlorella variabilis]	EIE24312.1 hypothetical protein COCSUDRAFT_53289 [Coccomyxa subellipsoidea C-169]
OG0006045	XP_005850279.1 hypothetical protein CHLNCDRAFT_142003 [Chlorella variabilis]	EIE26453.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]
OG0006056	XP_005850585.1 hypothetical protein CHLNCDRAFT_140505 [Chlorella variabilis]	EIE20138.1 hypothetical protein COCSUDRAFT_57865 [Coccomyxa subellipsoidea C-169]
OG0006059	XP_005846288.1 expressed protein [Chlorella variabilis]	EIE20607.1 hypothetical protein COCSUDRAFT_54369 [Coccomyxa subellipsoidea C-169]
OG0006070	XP_005846641.1 hypothetical protein CHLNCDRAFT_8066_ partial [Chlorella variabilis]	EIE20094.1 general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0006081	XP_005844866.1 hypothetical protein CHLNCDRAFT_26410 [Chlorella variabilis]	EIE26099.1 Sm-like ribonucleo protein [Coccomyxa subellipsoidea C-169]
OG0006089	XP_005850371.1 hypothetical protein CHLNCDRAFT_142228 [Chlorella variabilis]	EIE22047.1 hypothetical protein COCSUDRAFT_53945 [Coccomyxa subellipsoidea C-169]
OG0006091	XP_005850129.1 hypothetical protein CHLNCDRAFT_142233 [Chlorella variabilis]	EIE25330.1 hypothetical protein COCSUDRAFT_61552 [Coccomyxa subellipsoidea C-169]
OG0006100	XP_005849406.1 hypothetical protein CHLNCDRAFT_57445 [Chlorella variabilis]	EIE26346.1 hypothetical protein COCSUDRAFT_64448 [Coccomyxa subellipsoidea C-169]
OG0006103	XP_005843833.1 hypothetical protein CHLNCDRAFT_139922 [Chlorella variabilis]	EIE19421.1 hypothetical protein COCSUDRAFT_44746 [Coccomyxa subellipsoidea C-169]
OG0006113	XP_005843903.1 expressed protein_ partial [Chlorella variabilis]	EIE25758.1 hypothetical protein COCSUDRAFT_46368 [Coccomyxa subellipsoidea C-169]
OG0006118	XP_005843361.1 hypothetical protein CHLNCDRAFT_141167 [Chlorella variabilis]	EIE23792.1 hypothetical protein COCSUDRAFT_63314 [Coccomyxa subellipsoidea C-169]
OG0006131	XP_005845749.1 hypothetical protein CHLNCDRAFT_136366 [Chlorella variabilis]	EIE20125.1 hypothetical protein COCSUDRAFT_44093 [Coccomyxa subellipsoidea C-169]
OG0006139	XP_005847653.1 hypothetical protein CHLNCDRAFT_134019 [Chlorella variabilis]	EIE22338.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0006143	XP_005848648.1 hypothetical protein CHLNCDRAFT_144195 [Chlorella variabilis]	EIE19631.1 hypothetical protein COCSUDRAFT_58378 [Coccomyxa subellipsoidea C-169]
OG0006144	XP_005844267.1 hypothetical protein CHLNCDRAFT_27155 [Chlorella variabilis]	EIE20723.1 ribosomal protein S28e [Coccomyxa subellipsoidea C-169]
OG0006151	XP_005847208.1 hypothetical protein CHLNCDRAFT_135023 [Chlorella variabilis]	EIE26518.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0006152	XP_005850186.1 expressed protein [Chlorella variabilis]	EIE25298.1 hypothetical protein COCSUDRAFT_65182 [Coccomyxa subellipsoidea C-169]
OG0006157	XP_005849613.1 hypothetical protein CHLNCDRAFT_143093 [Chlorella variabilis]	EIE25985.1 hypothetical protein COCSUDRAFT_52643 [Coccomyxa subellipsoidea C-169]
OG0006158	XP_005849741.1 expressed protein [Chlorella variabilis]	EIE23474.1 hypothetical protein COCSUDRAFT_65934 [Coccomyxa subellipsoidea C-169], EIE20376.1 hypothetical protein COCSUDRAFT_67335 [Coccomyxa subellipsoidea C-169]
OG0006159	XP_005843450.1 hypothetical protein CHLNCDRAFT_141064 [Chlorella variabilis]	EIE19322.1 hypothetical protein COCSUDRAFT_34269 [Coccomyxa subellipsoidea C-169]
OG0006180	XP_005848460.1 hypothetical protein CHLNCDRAFT_144845 [Chlorella variabilis]	EIE19829.1 hypothetical protein COCSUDRAFT_44255 [Coccomyxa subellipsoidea C-169]
OG0006184	XP_005852068.1 hypothetical protein CHLNCDRAFT_133072 [Chlorella variabilis]	EIE23711.1 DUF1118-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0006195	XP_005848316.1 expressed protein [Chlorella variabilis]	EIE20881.1 hypothetical protein COCSUDRAFT_57428 [Coccomyxa subellipsoidea C-169]
OG0006199	XP_005848318.1 hypothetical protein CHLNCDRAFT_51873 [Chlorella variabilis]	EIE26893.1 hypothetical protein COCSUDRAFT_59397 [Coccomyxa subellipsoidea C-169]
OG0006205	XP_005851240.1 hypothetical protein CHLNCDRAFT_137960 [Chlorella variabilis]	EIE22306.1 hypothetical protein COCSUDRAFT_66556 [Coccomyxa subellipsoidea C-169]
OG0006208	XP_005844142.1 hypothetical protein CHLNCDRAFT_139234 [Chlorella variabilis]	EIE20711.1 Neutral/alkaline nonlysosomal ceramidase [Coccomyxa subellipsoidea C-169]
OG0006217	XP_005850330.1 hypothetical protein CHLNCDRAFT_20360 [Chlorella variabilis]	EIE25107.1 GIDA-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0006231	XP_005846276.1 hypothetical protein CHLNCDRAFT_53167 [Chlorella variabilis]	EIE22863.1 prokaryotic type I DNA topoisomerase [Coccomyxa subellipsoidea C-169]
OG0006255	XP_005850774.1 hypothetical protein CHLNCDRAFT_140263 [Chlorella variabilis]	EIE22083.1 hypothetical protein COCSUDRAFT_56515 [Coccomyxa subellipsoidea C-169]
OG0006256	XP_005850501.1 hypothetical protein CHLNCDRAFT_140326 [Chlorella variabilis]	EIE27027.1 hypothetical protein COCSUDRAFT_83586 [Coccomyxa subellipsoidea C-169]
OG0006258	XP_005850484.1 hypothetical protein CHLNCDRAFT_140280 [Chlorella variabilis]	EIE26372.1 hypothetical protein COCSUDRAFT_58908 [Coccomyxa subellipsoidea C-169]
OG0006262	XP_005844024.1 hypothetical protein CHLNCDRAFT_27401 [Chlorella variabilis]	EIE20814.1 hypothetical protein COCSUDRAFT_33899 [Coccomyxa subellipsoidea C-169]
OG0006263	XP_005842920.1 hypothetical protein CHLNCDRAFT_59403 [Chlorella variabilis]	EIE19392.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0006273	XP_005844584.1 hypothetical protein CHLNCDRAFT_138842 [Chlorella variabilis]	EIE24729.1 RNI-like protein [Coccomyxa subellipsoidea C-169]
OG0006278	XP_005843935.1 hypothetical protein CHLNCDRAFT_32836 [Chlorella variabilis]	EIE25740.1 hypothetical protein COCSUDRAFT_27403 [Coccomyxa subellipsoidea C-169]
OG0006283	XP_005848156.1 hypothetical protein CHLNCDRAFT_52154 [Chlorella variabilis]	EIE27499.1 hypothetical protein COCSUDRAFT_39154 [Coccomyxa subellipsoidea C-169]
OG0006284	XP_005847961.1 hypothetical protein CHLNCDRAFT_13076_ partial [Chlorella variabilis]	EIE18123.1 Rab5a Gtpase domain At 1.05 A resolution_ partial [Coccomyxa subellipsoidea C-169]
OG0006285	XP_005844725.1 expressed protein [Chlorella variabilis]	EIE18173.1 hypothetical protein COCSUDRAFT_34613_ partial [Coccomyxa subellipsoidea C-169]
OG0006287	XP_005844711.1 hypothetical protein CHLNCDRAFT_138668 [Chlorella variabilis]	EIE23821.1 hypothetical protein COCSUDRAFT_83696 [Coccomyxa subellipsoidea C-169]
OG0006289	XP_005842971.1 hypothetical protein CHLNCDRAFT_59420 [Chlorella variabilis]	EIE18496.1 hypothetical protein COCSUDRAFT_60162 [Coccomyxa subellipsoidea C-169]
OG0006290	XP_005842933.1 hypothetical protein CHLNCDRAFT_14345_ partial [Chlorella variabilis]	EIE21784.1 PHP domain-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0006292	XP_005842965.1 hypothetical protein CHLNCDRAFT_141789 [Chlorella variabilis]	EIE20528.1 hypothetical protein COCSUDRAFT_48546 [Coccomyxa subellipsoidea C-169]
OG0006296	XP_005845846.1 hypothetical protein CHLNCDRAFT_136333 [Chlorella variabilis]	EIE20848.1 hydroxymethylpyrimidine phosphate synthase [Coccomyxa subellipsoidea C-169]
OG0006297	XP_005846760.1 expressed protein [Chlorella variabilis]	EIE22445.1 hypothetical protein COCSUDRAFT_56129 [Coccomyxa subellipsoidea C-169]
OG0006300	XP_005846702.1 hypothetical protein CHLNCDRAFT_135081 [Chlorella variabilis]	EIE20422.1 camp-binding domain-like protein [Coccomyxa subellipsoidea C-169]
OG0006301	XP_005844002.1 hypothetical protein CHLNCDRAFT_27296 [Chlorella variabilis]	EIE23709.1 hypothetical protein COCSUDRAFT_53436 [Coccomyxa subellipsoidea C-169]
OG0006304	XP_005844096.1 hypothetical protein CHLNCDRAFT_139515 [Chlorella variabilis]	EIE23703.1 hypothetical protein COCSUDRAFT_66058 [Coccomyxa subellipsoidea C-169]
