Orthogroup	Chlorella_VariabilisNC64A	Chlorella_Sorokiniana1602
OG0005766	XP_005850955.1 hypothetical protein CHLNCDRAFT_50366 [Chlorella variabilis]	PRW56273.1 hydrolase or acyltransferase of alpha beta superfamily isoform A [Chlorella sorokiniana], PRW56274.1 hydrolase or acyltransferase of alpha beta superfamily isoform B [Chlorella sorokiniana]
OG0005767	XP_005850671.1 hypothetical protein CHLNCDRAFT_140714 [Chlorella variabilis]	PRW56281.1 coiled-coil-helix-coiled-coil-helix domain-containing 4 [Chlorella sorokiniana]
OG0005768	XP_005850919.1 hypothetical protein CHLNCDRAFT_140631 [Chlorella variabilis]	PRW56290.1 CHY zinc finger [Chlorella sorokiniana]
OG0005769	XP_005850648.1 hypothetical protein CHLNCDRAFT_140654 [Chlorella variabilis]	PRW56301.1 hypothetical protein C2E21_5063 [Chlorella sorokiniana]
OG0005770	XP_005850298.1 hypothetical protein CHLNCDRAFT_142045 [Chlorella variabilis]	PRW56405.1 hypothetical protein C2E21_4538 [Chlorella sorokiniana]
OG0005771	XP_005850281.1 hypothetical protein CHLNCDRAFT_142007 [Chlorella variabilis]	PRW56447.1 hydantoinase subunit beta [Chlorella sorokiniana]
OG0005772	XP_005845599.1 hypothetical protein CHLNCDRAFT_136814 [Chlorella variabilis]	PRW56506.1 large conductance mechanosensitive channel [Chlorella sorokiniana]
OG0005773	XP_005850352.1 hypothetical protein CHLNCDRAFT_57083 [Chlorella variabilis]	PRW56523.1 uvrB uvrC motif family [Chlorella sorokiniana]
OG0005774	XP_005849934.1 hypothetical protein CHLNCDRAFT_143260 [Chlorella variabilis]	PRW56558.1 Paired amphipathic helix repeat [Chlorella sorokiniana], PRW60677.1 ubiquitin-like-specific protease 2A [Chlorella sorokiniana], PRW60430.1 Ulp1 protease carboxy-terminal domain isoform B [Chlorella sorokiniana], PRW60429.1 Ulp1 protease carboxy-terminal domain isoform A [Chlorella sorokiniana]
OG0005775	XP_005850237.1 hypothetical protein CHLNCDRAFT_141886 [Chlorella variabilis]	PRW56568.1 hypothetical protein C2E21_4411 [Chlorella sorokiniana]
OG0005776	XP_005850136.1 hypothetical protein CHLNCDRAFT_142248 [Chlorella variabilis]	PRW56575.1 spindle pole body [Chlorella sorokiniana], PRW56594.1 SFI1-like protein isoform X1 [Chlorella sorokiniana]
OG0005777	XP_005849974.1 hypothetical protein CHLNCDRAFT_56997 [Chlorella variabilis]	PRW56678.1 decarboxylase [Chlorella sorokiniana]
OG0005778	XP_005850430.1 hypothetical protein CHLNCDRAFT_142362 [Chlorella variabilis], XP_005850429.1 expressed protein [Chlorella variabilis]	PRW56766.1 H_+_ hexose cotransporter 2 [Chlorella sorokiniana]
OG0005779	XP_005850154.1 hypothetical protein CHLNCDRAFT_50745 [Chlorella variabilis]	PRW56854.1 pentatricopeptide repeat superfamily isoform B [Chlorella sorokiniana], PRW56853.1 pentatricopeptide repeat superfamily isoform A [Chlorella sorokiniana]
OG0005780	XP_005847084.1 expressed protein [Chlorella variabilis]	PRW56924.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]
OG0005781	XP_005846907.1 hypothetical protein CHLNCDRAFT_134787 [Chlorella variabilis]	PRW56939.1 kinesin [Chlorella sorokiniana]
OG0005782	XP_005847171.1 hypothetical protein CHLNCDRAFT_134947 [Chlorella variabilis]	PRW56959.1 transmembrane 245-like [Chlorella sorokiniana]
OG0005784	XP_005842643.1 expressed protein [Chlorella variabilis], XP_005842550.1 expressed protein_ partial [Chlorella variabilis], XP_005845810.1 expressed protein [Chlorella variabilis]	PRW57057.1 CDP-diacylglycerol pyrophosphatase [Chlorella sorokiniana]
OG0005785	XP_005846982.1 hypothetical protein CHLNCDRAFT_24073_ partial [Chlorella variabilis]	PRW57064.1 beta-aspartyl peptidase [Chlorella sorokiniana]
OG0005786	XP_005847183.1 hypothetical protein CHLNCDRAFT_134971 [Chlorella variabilis]	PRW57072.1 type 1 phosphatases regulator ypi1 [Chlorella sorokiniana]
OG0005787	XP_005848094.1 expressed protein [Chlorella variabilis]	PRW57109.1 PAS PAC sensor [Chlorella sorokiniana]
OG0005788	XP_005848096.1 hypothetical protein CHLNCDRAFT_145371 [Chlorella variabilis], XP_005842699.1 hypothetical protein CHLNCDRAFT_136274 [Chlorella variabilis]	PRW57169.1 ERD4-related membrane [Chlorella sorokiniana]
OG0005789	XP_005847008.1 hypothetical protein CHLNCDRAFT_135035 [Chlorella variabilis]	PRW57223.1 hypothetical protein C2E21_4209 [Chlorella sorokiniana]
OG0005791	XP_005847025.1 hypothetical protein CHLNCDRAFT_31385 [Chlorella variabilis]	PRW57360.1 Coiled-coil domain-containing 130 [Chlorella sorokiniana]
OG0005792	XP_005847068.1 hypothetical protein CHLNCDRAFT_134739 [Chlorella variabilis]	PRW57365.1 Vacuolar sorting-associated 21 [Chlorella sorokiniana]
OG0005793	XP_005847922.1 expressed protein [Chlorella variabilis]	PRW57438.1 hypothetical protein C2E21_4346 [Chlorella sorokiniana]
OG0005794	XP_005848057.1 hypothetical protein CHLNCDRAFT_22873 [Chlorella variabilis]	PRW57451.1 Ubiquitin-fold modifier 1 [Chlorella sorokiniana]
OG0005795	XP_005847115.1 hypothetical protein CHLNCDRAFT_134836 [Chlorella variabilis]	PRW57493.1 vacuolar sorting-associated 55-like protein [Chlorella sorokiniana]
OG0005796	XP_005847599.1 expressed protein [Chlorella variabilis]	PRW57552.1 hydrolase [Chlorella sorokiniana]
OG0005797	XP_005849387.1 hypothetical protein CHLNCDRAFT_143873 [Chlorella variabilis]	PRW57554.1 hypothetical protein C2E21_3392 [Chlorella sorokiniana]
OG0005798	XP_005848233.1 hypothetical protein CHLNCDRAFT_144764 [Chlorella variabilis]	PRW57604.1 Cellulose-binding domain [Chlorella sorokiniana]
OG0005799	XP_005848601.1 expressed protein [Chlorella variabilis]	PRW57721.1 Fe-assimilating 1 [Chlorella sorokiniana]
OG0005800	XP_005849434.1 hypothetical protein CHLNCDRAFT_143983 [Chlorella variabilis]	PRW57734.1 DIS3-like exonuclease 1 [Chlorella sorokiniana]
OG0005801	XP_005847613.1 hypothetical protein CHLNCDRAFT_23381_ partial [Chlorella variabilis]	PRW57804.1 phosphoglycerate mutase [Chlorella sorokiniana]
OG0005802	XP_005847650.1 hypothetical protein CHLNCDRAFT_52364 [Chlorella variabilis]	PRW57903.1 hypothetical protein C2E21_3557 [Chlorella sorokiniana]
OG0005803	XP_005851245.1 expressed protein [Chlorella variabilis]	PRW58093.1 E3 ubiquitin- ligase Su_dx_-like [Chlorella sorokiniana]
OG0005805	XP_005851559.1 hypothetical protein CHLNCDRAFT_138033 [Chlorella variabilis]	PRW58185.1 manganese-dependent ADP-ribose CDP-alcohol diphosphatase [Chlorella sorokiniana]
OG0005806	XP_005851369.1 hypothetical protein CHLNCDRAFT_33737 [Chlorella variabilis]	PRW58198.1 peptidase M38 [Chlorella sorokiniana]
OG0005807	XP_005851181.1 expressed protein [Chlorella variabilis]	PRW58250.1 T-cell activation mitochondrial [Chlorella sorokiniana]
OG0005808	XP_005851504.1 hypothetical protein CHLNCDRAFT_137900 [Chlorella variabilis]	PRW58254.1 cytochrome c oxidase assembly COX19-like [Chlorella sorokiniana]
OG0005809	XP_005851416.1 hypothetical protein CHLNCDRAFT_137687 [Chlorella variabilis]	PRW58255.1 cytochrome b5 [Chlorella sorokiniana]
OG0005811	XP_005851255.1 hypothetical protein CHLNCDRAFT_138003 [Chlorella variabilis]	PRW58294.1 cyclic pyranopterin monophosphate synthase accessory mitochondrial [Chlorella sorokiniana]
OG0005812	XP_005851539.1 hypothetical protein CHLNCDRAFT_19399 [Chlorella variabilis]	PRW58306.1 Ethanolamine-phosphate phospho-lyase [Chlorella sorokiniana]
OG0005813	XP_005851319.1 hypothetical protein CHLNCDRAFT_50087 [Chlorella variabilis]	PRW58320.1 Oxoglutarate iron-dependent dioxygenase [Chlorella sorokiniana]
OG0005814	XP_005851316.1 hypothetical protein CHLNCDRAFT_138166 [Chlorella variabilis]	PRW58323.1 hypothetical protein C2E21_3211 [Chlorella sorokiniana]
OG0005815	XP_005851192.1 hypothetical protein CHLNCDRAFT_137861 [Chlorella variabilis]	PRW58335.1 DNA mismatch repair MSH4 [Chlorella sorokiniana]
OG0005816	XP_005851418.1 expressed protein [Chlorella variabilis]	PRW58357.1 phosphoribosyl transferase domain [Chlorella sorokiniana]
OG0005817	XP_005851304.1 hypothetical protein CHLNCDRAFT_138129 [Chlorella variabilis]	PRW58361.1 dynein light type 1 [Chlorella sorokiniana]
OG0005818	XP_005851343.1 hypothetical protein CHLNCDRAFT_33962 [Chlorella variabilis]	PRW58393.1 Ribosomal RNA-processing 8 [Chlorella sorokiniana]
OG0005820	XP_005851194.1 hypothetical protein CHLNCDRAFT_137864 [Chlorella variabilis]	PRW58437.1 alkaline phosphatase D [Chlorella sorokiniana]
OG0005822	XP_005844898.1 hypothetical protein CHLNCDRAFT_58765 [Chlorella variabilis], XP_005851946.1 hypothetical protein CHLNCDRAFT_133615 [Chlorella variabilis], XP_005851945.1 hypothetical protein CHLNCDRAFT_49695 [Chlorella variabilis]	PRW58477.1 Transcription forms complexes with DNA-binding s Swi4p and Mbp1p [Chlorella sorokiniana]
OG0005823	XP_005851553.1 hypothetical protein CHLNCDRAFT_18919 [Chlorella variabilis]	PRW58501.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily [Chlorella sorokiniana]
OG0005824	XP_005851322.1 hypothetical protein CHLNCDRAFT_138180 [Chlorella variabilis]	PRW58553.1 Rubredoxin-like superfamily [Chlorella sorokiniana]
OG0005825	XP_005851621.1 hypothetical protein CHLNCDRAFT_138167 [Chlorella variabilis]	PRW58577.1 LYR motif-containing 1 [Chlorella sorokiniana]
OG0005826	XP_005851290.1 hypothetical protein CHLNCDRAFT_19156 [Chlorella variabilis]	PRW58583.1 50S ribosomal L33 [Chlorella sorokiniana]
OG0005827	XP_005851162.1 hypothetical protein CHLNCDRAFT_137777 [Chlorella variabilis], XP_005848769.1 hypothetical protein CHLNCDRAFT_144520 [Chlorella variabilis], XP_005848770.1 hypothetical protein CHLNCDRAFT_144521 [Chlorella variabilis]	PRW58629.1 RTA1 like [Chlorella sorokiniana]
OG0005828	XP_005851300.1 hypothetical protein CHLNCDRAFT_138120 [Chlorella variabilis]	PRW58654.1 hsp70 nucleotide exchange factor FES1 isoform X1 [Chlorella sorokiniana]
OG0005829	XP_005844561.1 hypothetical protein CHLNCDRAFT_138777 [Chlorella variabilis], XP_005851080.1 hypothetical protein CHLNCDRAFT_137599 [Chlorella variabilis]	PRW58660.1 cupin domain-containing [Chlorella sorokiniana]
OG0005830	XP_005851584.1 hypothetical protein CHLNCDRAFT_138094 [Chlorella variabilis]	PRW58661.1 endoribonuclease L-PSP [Chlorella sorokiniana]
OG0005831	XP_005851622.1 hypothetical protein CHLNCDRAFT_56794 [Chlorella variabilis]	PRW58676.1 hypothetical protein C2E21_3219 [Chlorella sorokiniana]
OG0005832	XP_005851140.1 hypothetical protein CHLNCDRAFT_49863 [Chlorella variabilis]	PRW58719.1 copper responsive regulator 1 isoform B [Chlorella sorokiniana], PRW58718.1 copper responsive regulator 1 isoform A [Chlorella sorokiniana]
OG0005833	XP_005849656.1 hypothetical protein CHLNCDRAFT_14719_ partial [Chlorella variabilis]	PRW58900.1 serine threonine- phosphatase 6 regulatory ankyrin repeat subunit B-like [Chlorella sorokiniana]
OG0005834	XP_005849569.1 expressed protein [Chlorella variabilis]	PRW58923.1 seleno K-like [Chlorella sorokiniana]
OG0005835	XP_005849623.1 hypothetical protein CHLNCDRAFT_143118 [Chlorella variabilis]	PRW58971.1 GATA transcription factor 16 [Chlorella sorokiniana]
OG0005836	XP_005849908.1 hypothetical protein CHLNCDRAFT_143190 [Chlorella variabilis]	PRW58983.1 basal body [Chlorella sorokiniana]
OG0005837	XP_005849580.1 hypothetical protein CHLNCDRAFT_142998 [Chlorella variabilis]	PRW58992.1 sucrose-phosphate synthase [Chlorella sorokiniana]
OG0005838	XP_005843779.1 hypothetical protein CHLNCDRAFT_15005_ partial [Chlorella variabilis]	PRW59033.1 Dolichyl-diphosphooligosaccharide-- glycosyltransferase subunit DAD1 [Chlorella sorokiniana]
OG0005839	XP_005849574.1 hypothetical protein CHLNCDRAFT_142986 [Chlorella variabilis]	PRW59036.1 ankyrin PH and SEC7 domain containing secG-like [Chlorella sorokiniana]
OG0005840	XP_005843791.1 hypothetical protein CHLNCDRAFT_27720 [Chlorella variabilis]	PRW59049.1 aldo keto reductase [Chlorella sorokiniana]
OG0005841	XP_005849766.1 hypothetical protein CHLNCDRAFT_142814 [Chlorella variabilis]	PRW59051.1 NADH_ubiquinone oxidoreductase 22 kDa subunit [Chlorella sorokiniana]
OG0005842	XP_005849825.1 expressed protein [Chlorella variabilis]	PRW59134.1 DNA-dependent metalloprotease WSS1 [Chlorella sorokiniana]
OG0005843	XP_005849850.1 hypothetical protein CHLNCDRAFT_143023 [Chlorella variabilis]	PRW59137.1 tyrosine-specific transport -like [Chlorella sorokiniana]
OG0005844	XP_005849890.1 hypothetical protein CHLNCDRAFT_143137 [Chlorella variabilis]	PRW59138.1 hypothetical protein C2E21_2378 [Chlorella sorokiniana]
OG0005846	XP_005852249.1 hypothetical protein CHLNCDRAFT_133569 [Chlorella variabilis]	PRW59193.1 Peptide toxins Am-1 [Chlorella sorokiniana]
OG0005847	XP_005849943.1 hypothetical protein CHLNCDRAFT_143287 [Chlorella variabilis]	PRW59306.1 Complex 1 LYR [Chlorella sorokiniana]
OG0005848	XP_005849554.1 hypothetical protein CHLNCDRAFT_142940 [Chlorella variabilis]	PRW59327.1 GCK domain-containing [Chlorella sorokiniana]
OG0005849	XP_005846413.1 hypothetical protein CHLNCDRAFT_11571_ partial [Chlorella variabilis]	PRW59518.1 plastid-lipid-associated chloroplastic-like [Chlorella sorokiniana]
OG0005851	XP_005846707.1 hypothetical protein CHLNCDRAFT_24614_ partial [Chlorella variabilis]	PRW59611.1 tryptophan-rich sensory [Chlorella sorokiniana]
OG0005853	XP_005845449.1 expressed protein [Chlorella variabilis]	PRW59697.1 Glycosyltransferase LARGE2 [Chlorella sorokiniana]
OG0005854	XP_005845297.1 hypothetical protein CHLNCDRAFT_137023 [Chlorella variabilis]	PRW59721.1 RNA methylase [Chlorella sorokiniana]
OG0005855	XP_005846294.1 hypothetical protein CHLNCDRAFT_53192 [Chlorella variabilis]	PRW59804.1 molecular chaperone [Chlorella sorokiniana]
OG0005856	XP_005846431.1 hypothetical protein CHLNCDRAFT_135564 [Chlorella variabilis]	PRW59830.1 flagella associated 50 [Chlorella sorokiniana]
OG0005857	XP_005845419.1 hypothetical protein CHLNCDRAFT_137004 [Chlorella variabilis]	PRW59863.1 hypothetical protein C2E21_1872 [Chlorella sorokiniana]
OG0005858	XP_005845078.1 hypothetical protein CHLNCDRAFT_137383 [Chlorella variabilis]	PRW59866.1 G8 domain-containing isoform B [Chlorella sorokiniana], PRW59867.1 G8 domain-containing isoform A [Chlorella sorokiniana]
OG0005859	XP_005846401.1 hypothetical protein CHLNCDRAFT_135482 [Chlorella variabilis]	PRW59884.1 general negative regulator of transcription subunit 4 [Chlorella sorokiniana]
OG0005860	XP_005846286.1 hypothetical protein CHLNCDRAFT_53179 [Chlorella variabilis]	PRW59913.1 WD repeat-containing 90 [Chlorella sorokiniana]
OG0005862	XP_005845278.1 hypothetical protein CHLNCDRAFT_136983 [Chlorella variabilis]	PRW59936.1 hypothetical protein C2E21_1882 [Chlorella sorokiniana]
OG0005863	XP_005845498.1 hypothetical protein CHLNCDRAFT_53960 [Chlorella variabilis]	PRW59950.1 putative serine incorporator [Chlorella sorokiniana]
OG0005864	XP_005846399.1 hypothetical protein CHLNCDRAFT_14319_ partial [Chlorella variabilis]	PRW60018.1 EF hand [Chlorella sorokiniana]
OG0005865	XP_005845375.1 hypothetical protein CHLNCDRAFT_137221 [Chlorella variabilis]	PRW60056.1 ATPase _AAA+ superfamily_ [Chlorella sorokiniana]
OG0005866	XP_005846380.1 hypothetical protein CHLNCDRAFT_53288 [Chlorella variabilis]	PRW60072.1 thioredoxin domain-containing 9-like protein [Chlorella sorokiniana]
OG0005867	XP_005845260.1 hypothetical protein CHLNCDRAFT_26048 [Chlorella variabilis]	PRW60169.1 retinol dehydrogenase 13 [Chlorella sorokiniana]
OG0005868	XP_005846267.1 hypothetical protein CHLNCDRAFT_135585 [Chlorella variabilis]	PRW60181.1 sugar transport [Chlorella sorokiniana]
OG0005869	XP_005842815.1 hypothetical protein CHLNCDRAFT_142573 [Chlorella variabilis]	PRW60185.1 hypothetical protein C2E21_1687 [Chlorella sorokiniana]
OG0005871	XP_005851709.1 hypothetical protein CHLNCDRAFT_133024 [Chlorella variabilis]	PRW60550.1 surface antigen [Chlorella sorokiniana], PRW60246.1 hypothetical protein C2E21_0815 [Chlorella sorokiniana]
OG0005873	XP_005851696.1 hypothetical protein CHLNCDRAFT_132982 [Chlorella variabilis]	PRW60310.1 F-box SKIP31-like isoform X1 [Chlorella sorokiniana]
OG0005874	XP_005851726.1 hypothetical protein CHLNCDRAFT_133067 [Chlorella variabilis]	PRW60743.1 major facilitator superfamily transporter [Chlorella sorokiniana], PRW60361.1 multifunctional 2_ 3 -cyclic-nucleotide 2 -phosphodiesterase 5 -nucleotidase 3 -nucleotidase [Chlorella sorokiniana]
OG0005875	XP_005851965.1 hypothetical protein CHLNCDRAFT_49731 [Chlorella variabilis]	PRW60555.1 hypothetical protein C2E21_1326 [Chlorella sorokiniana], PRW60374.1 hypothetical protein C2E21_1325 [Chlorella sorokiniana]
OG0005876	XP_005852089.1 hypothetical protein CHLNCDRAFT_133119 [Chlorella variabilis]	PRW60473.1 Transcriptional regulator family isoform 1 [Chlorella sorokiniana]
OG0005877	XP_005852198.1 hypothetical protein CHLNCDRAFT_49587 [Chlorella variabilis]	PRW60487.1 glutathione peroxidase [Chlorella sorokiniana]
OG0005878	XP_005851671.1 hypothetical protein CHLNCDRAFT_132907 [Chlorella variabilis]	PRW60488.1 aspartyl asparaginyl beta-hydroxylase isoform X2 [Chlorella sorokiniana]
OG0005880	XP_005851931.1 hypothetical protein CHLNCDRAFT_133580 [Chlorella variabilis]	PRW60575.1 sirohydrochlorin ferrochelatase-like isoform X1 [Chlorella sorokiniana]
OG0005881	XP_005852205.1 hypothetical protein CHLNCDRAFT_133431 [Chlorella variabilis]	PRW60596.1 cobalamin biosynthesis [Chlorella sorokiniana]
OG0005882	XP_005847839.1 hypothetical protein CHLNCDRAFT_134072 [Chlorella variabilis]	PRW60606.1 small GTP-binding [Chlorella sorokiniana]
OG0005883	XP_005848744.1 hypothetical protein CHLNCDRAFT_144445 [Chlorella variabilis]	PRW60685.1 phosphatidylinositol N-acetylglucosaminyltransferase [Chlorella sorokiniana]
OG0005884	XP_005852038.1 hypothetical protein CHLNCDRAFT_15382_ partial [Chlorella variabilis]	PRW60845.1 putative signal peptidase complex subunit 1 [Chlorella sorokiniana]
OG0005887	XP_005845695.1 hypothetical protein CHLNCDRAFT_136812 [Chlorella variabilis]	PRW60968.1 formation of crista junctions 1 isoform X2 isoform B [Chlorella sorokiniana], PRW60967.1 formation of crista junctions 1 isoform X2 isoform A [Chlorella sorokiniana]
OG0005888	XP_005844295.1 hypothetical protein CHLNCDRAFT_54714 [Chlorella variabilis]	PRW60997.1 TATA-binding -associated factor 2N-like isoform X1 [Chlorella sorokiniana]
OG0005889	XP_005843118.1 hypothetical protein CHLNCDRAFT_28458_ partial [Chlorella variabilis]	PRW61046.1 high-light-induced chloroplastic [Chlorella sorokiniana]
OG0005890	XP_005849293.1 hypothetical protein CHLNCDRAFT_143600 [Chlorella variabilis]	PRW61075.1 activator of 90 kDa heat shock ATPase-like protein 2 isoform X2 [Chlorella sorokiniana]
OG0005891	XP_005845529.1 hypothetical protein CHLNCDRAFT_136648 [Chlorella variabilis]	PRW61180.1 hypothetical protein C2E21_0628 [Chlorella sorokiniana]
OG0005892	XP_005845707.1 hypothetical protein CHLNCDRAFT_136842 [Chlorella variabilis], XP_005845603.1 hypothetical protein CHLNCDRAFT_136833 [Chlorella variabilis], XP_005845701.1 hypothetical protein CHLNCDRAFT_136826 [Chlorella variabilis]	PRW61237.1 hypothetical protein C2E21_0656 [Chlorella sorokiniana]
OG0005893	XP_005843313.1 expressed protein [Chlorella variabilis]	PRW61278.1 T9SS C-terminal target domain-containing [Chlorella sorokiniana]
OG0005894	XP_005844221.1 expressed protein [Chlorella variabilis]	PRW61295.1 SIT4 phosphatase-associated family [Chlorella sorokiniana]
OG0005895	XP_005845548.1 hypothetical protein CHLNCDRAFT_136697 [Chlorella variabilis]	PRW61331.1 membrane associated RING [Chlorella sorokiniana]
OG0005896	XP_005842848.1 hypothetical protein CHLNCDRAFT_142565 [Chlorella variabilis]	PRW61359.1 molecular chaperone [Chlorella sorokiniana]
OG0005899	XP_005845600.1 hypothetical protein CHLNCDRAFT_136821 [Chlorella variabilis]	PRW61572.1 alpha beta hydrolase [Chlorella sorokiniana]
