Orthogroup	Chlorella_VariabilisNC64A	Micractinium_SAG24180
OG0004326	XP_005846108.1 hypothetical protein CHLNCDRAFT_53370 [Chlorella variabilis], XP_005843289.1 hypothetical protein CHLNCDRAFT_141346 [Chlorella variabilis]	PSC76560.1 deoxyribodipyrimidine photo-lyase [Micractinium conductrix], PSC68075.1 deoxyribodipyrimidine photo-lyase [Micractinium conductrix]
OG0004327	XP_005849723.1 hypothetical protein CHLNCDRAFT_142715 [Chlorella variabilis]	PSC76455.1 ubiquitin-ligase zinc ion binding [Micractinium conductrix]
OG0004328	XP_005848038.1 hypothetical protein CHLNCDRAFT_145218 [Chlorella variabilis]	PSC70789.1 hybrid sensor histidine kinase response regulator [Micractinium conductrix]
OG0004329	XP_005847191.1 hypothetical protein CHLNCDRAFT_52866 [Chlorella variabilis]	PSC71045.1 lysine-specific demethylase 2A isoform A [Micractinium conductrix], PSC71044.1 lysine-specific demethylase 2A isoform B [Micractinium conductrix]
OG0004331	XP_005846843.1 hypothetical protein CHLNCDRAFT_134632 [Chlorella variabilis]	PSC72112.1 phosphoinositide 3-kinase regulatory subunit 4 [Micractinium conductrix]
OG0004332	XP_005847210.1 hypothetical protein CHLNCDRAFT_35872 [Chlorella variabilis]	PSC71055.1 MATE efflux family isoform A [Micractinium conductrix], PSC71054.1 MATE efflux family isoform B [Micractinium conductrix]
OG0004333	XP_005847024.1 hypothetical protein CHLNCDRAFT_134639 [Chlorella variabilis]	PSC72266.1 actin binding [Micractinium conductrix]
OG0004334	XP_005846904.1 hypothetical protein CHLNCDRAFT_35770 [Chlorella variabilis]	PSC72244.1 DA1-related 1-like [Micractinium conductrix]
OG0004335	XP_005846966.1 hypothetical protein CHLNCDRAFT_35844 [Chlorella variabilis]	PSC71112.1 senescence-associated -like [Micractinium conductrix]
OG0004336	XP_005846957.1 hypothetical protein CHLNCDRAFT_134913 [Chlorella variabilis]	PSC71132.1 Negatively light-regulated [Micractinium conductrix]
OG0004338	XP_005847629.1 hypothetical protein CHLNCDRAFT_133961 [Chlorella variabilis]	PSC74545.1 oxidoreductase isoform B [Micractinium conductrix], PSC74544.1 oxidoreductase isoform A [Micractinium conductrix]
OG0004339	XP_005849372.1 hypothetical protein CHLNCDRAFT_17966_ partial [Chlorella variabilis]	PSC73109.1 Cytochrome c oxidase biogenesis Cmc1-like [Micractinium conductrix]
OG0004341	XP_005849163.1 hypothetical protein CHLNCDRAFT_143805 [Chlorella variabilis]	PSC73191.1 hypothetical protein C2E20_3676 [Micractinium conductrix]
OG0004342	XP_005847784.1 hypothetical protein CHLNCDRAFT_133928 [Chlorella variabilis]	PSC74442.1 Coiled-coil flagellar [Micractinium conductrix]
OG0004343	XP_005851286.1 hypothetical protein CHLNCDRAFT_138084 [Chlorella variabilis]	PSC76436.1 nuclear pore complex NUP50A [Micractinium conductrix], PSC76901.1 Leucine-rich repeat-containing 40 [Micractinium conductrix]
OG0004344	XP_005851098.1 hypothetical protein CHLNCDRAFT_137639 [Chlorella variabilis]	PSC75543.1 guanine nucleotide-binding beta subunit [Micractinium conductrix]
OG0004345	XP_005844220.1 hypothetical protein CHLNCDRAFT_54721 [Chlorella variabilis]	PSC76389.1 zinc finger lsd1 subclass family isoform A [Micractinium conductrix]
OG0004345	XP_005851645.1 hypothetical protein CHLNCDRAFT_138220 [Chlorella variabilis]	PSC76387.1 zinc finger lsd1 subclass family isoform B [Micractinium conductrix], PSC76388.1 zinc finger lsd1 subclass family isoform C [Micractinium conductrix]
OG0004346	XP_005844056.1 hypothetical protein CHLNCDRAFT_139625 [Chlorella variabilis], XP_005844904.1 hypothetical protein CHLNCDRAFT_54232 [Chlorella variabilis]	PSC73322.1 water chloroplastic [Micractinium conductrix]
OG0004347	XP_005851435.1 hypothetical protein CHLNCDRAFT_137746 [Chlorella variabilis]	PSC75712.1 transport and Golgi organization 2-like protein [Micractinium conductrix]
OG0004348	XP_005849866.1 hypothetical protein CHLNCDRAFT_143073 [Chlorella variabilis], XP_005842749.1 hypothetical protein CHLNCDRAFT_28917 [Chlorella variabilis]	PSC67837.1 hypothetical protein C2E20_8513 [Micractinium conductrix]
OG0004349	XP_005849737.1 expressed protein [Chlorella variabilis]	PSC76440.1 thrombospondin type-1 domain-containing 4-like [Micractinium conductrix]
OG0004350	XP_005849972.1 hypothetical protein CHLNCDRAFT_143342_ partial [Chlorella variabilis], XP_005843803.1 hypothetical protein CHLNCDRAFT_139826 [Chlorella variabilis]	PSC67950.1 WD repeat-containing [Micractinium conductrix]
OG0004351	XP_005849848.1 hypothetical protein CHLNCDRAFT_143017 [Chlorella variabilis]	PSC75323.1 ribosomal RNA small subunit methyltransferase isoform A [Micractinium conductrix], PSC75322.1 ribosomal RNA small subunit methyltransferase isoform B [Micractinium conductrix]
OG0004353	XP_005847638.1 hypothetical protein CHLNCDRAFT_133976 [Chlorella variabilis], XP_005845666.1 hypothetical protein CHLNCDRAFT_53733 [Chlorella variabilis]	PSC74312.1 epimerase [Micractinium conductrix]
OG0004354	XP_005849528.1 hypothetical protein CHLNCDRAFT_20925_ partial [Chlorella variabilis]	PSC73544.1 mannosyl-oligosaccharide glucosidase GCS1 [Micractinium conductrix]
OG0004355	XP_005846305.1 hypothetical protein CHLNCDRAFT_135677 [Chlorella variabilis]	PSC68401.1 vacuolar sorting-associated 37A [Micractinium conductrix]
OG0004356	XP_005846448.1 hypothetical protein CHLNCDRAFT_24715 [Chlorella variabilis]	PSC71361.1 ultraviolet-B receptor UVR8 [Micractinium conductrix]
OG0004358	XP_005849382.1 hypothetical protein CHLNCDRAFT_21763 [Chlorella variabilis]	PSC69698.1 ammonium transporter Rh type A [Micractinium conductrix]
OG0004359	XP_005846336.1 hypothetical protein CHLNCDRAFT_135752 [Chlorella variabilis]	PSC69704.1 BUD13-like protein [Micractinium conductrix]
OG0004360	XP_005843017.1 hypothetical protein CHLNCDRAFT_37629_ partial [Chlorella variabilis]	PSC68064.1 LEC14B-like protein [Micractinium conductrix]
OG0004361	XP_005845410.1 hypothetical protein CHLNCDRAFT_25896 [Chlorella variabilis]	PSC76492.1 molecular chaperone [Micractinium conductrix]
OG0004362	XP_005846368.1 hypothetical protein CHLNCDRAFT_135824 [Chlorella variabilis]	PSC69654.1 Histone-lysine N-methyltransferase ATX2 [Micractinium conductrix]
OG0004363	XP_005846483.1 hypothetical protein CHLNCDRAFT_58279 [Chlorella variabilis]	PSC68317.1 transport Sec24-like protein [Micractinium conductrix]
OG0004364	XP_005845287.1 hypothetical protein CHLNCDRAFT_137003 [Chlorella variabilis]	PSC76358.1 6-phosphogluconolactonase 1 [Micractinium conductrix]
OG0004365	XP_005852220.1 hypothetical protein CHLNCDRAFT_17822_ partial [Chlorella variabilis]	PSC68928.1 E3 ubiquitin-ligase RNF144A-like [Micractinium conductrix]
OG0004366	XP_005852120.1 hypothetical protein CHLNCDRAFT_133204 [Chlorella variabilis]	PSC75088.1 hypothetical protein C2E20_1893 [Micractinium conductrix], PSC75090.1 hypothetical protein C2E20_1893 [Micractinium conductrix], PSC75089.1 hypothetical protein C2E20_1893 [Micractinium conductrix]
OG0004367	XP_005851706.1 hypothetical protein CHLNCDRAFT_56464 [Chlorella variabilis]	PSC68411.1 DUF4864 domain-containing [Micractinium conductrix], PSC68480.1 DUF4864 domain-containing [Micractinium conductrix]
OG0004368	XP_005852092.1 hypothetical protein CHLNCDRAFT_13330_ partial [Chlorella variabilis]	PSC75145.1 tyrosine-phosphatase IBR5 [Micractinium conductrix]
OG0004369	XP_005851724.1 hypothetical protein CHLNCDRAFT_133061 [Chlorella variabilis]	PSC68141.1 transmembrane 136 isoform X1 isoform B [Micractinium conductrix], PSC68140.1 transmembrane 136 isoform X1 isoform A [Micractinium conductrix], PSC72730.1 ELF4-LIKE 4 [Micractinium conductrix], PSC67735.1 kinesin KIF13B isoform X5 [Micractinium conductrix], PSC73155.1 hypothetical protein C2E20_3778 [Micractinium conductrix]
OG0004372	XP_005852290.1 hypothetical protein CHLNCDRAFT_133703 [Chlorella variabilis]	PSC68513.1 suppressor of RPS4-RLD 1-like isoform X1 [Micractinium conductrix]
OG0004373	XP_005852000.1 hypothetical protein CHLNCDRAFT_132919 [Chlorella variabilis]	PSC75058.1 ABA DEFICIENT chloroplastic-like isoform X3 isoform B [Micractinium conductrix], PSC75057.1 ABA DEFICIENT chloroplastic-like isoform X3 isoform A [Micractinium conductrix]
OG0004375	XP_005843627.1 expressed protein [Chlorella variabilis]	PSC74019.1 MAU2 chromatid cohesion factor-like protein [Micractinium conductrix]
OG0004376	XP_005848663.1 hypothetical protein CHLNCDRAFT_51536 [Chlorella variabilis]	PSC67274.1 UBP1-associated s 1C [Micractinium conductrix]
OG0004377	XP_005842839.1 hypothetical protein CHLNCDRAFT_142539 [Chlorella variabilis]	PSC74485.1 Heterogeneous nuclear ribonucleo H2 [Micractinium conductrix]
OG0004379	XP_005844211.1 hypothetical protein CHLNCDRAFT_11610_ partial [Chlorella variabilis]	PSC73499.1 50S ribosomal L2 [Micractinium conductrix]
OG0004381	XP_005844498.1 hypothetical protein CHLNCDRAFT_138860 [Chlorella variabilis]	PSC69990.1 EMSY-LIKE 3 [Micractinium conductrix]
OG0004382	XP_005844835.1 hypothetical protein CHLNCDRAFT_138292 [Chlorella variabilis]	PSC69219.1 31-O-dimethyl-FK506 methyltransferase [Micractinium conductrix]
OG0004383	XP_005846392.1 expressed protein [Chlorella variabilis], XP_005846391.1 hypothetical protein CHLNCDRAFT_135872 [Chlorella variabilis]	PSC69608.1 plastid transcriptionally active 3 [Micractinium conductrix], PSC67015.1 plastid transcriptionally active 3 [Micractinium conductrix]
OG0004384	XP_005846419.1 hypothetical protein CHLNCDRAFT_58236 [Chlorella variabilis]	PSC71346.1 histone methyltransferase Su3-9 group [Micractinium conductrix]
OG0004385	XP_005847592.1 hypothetical protein CHLNCDRAFT_23095 [Chlorella variabilis], XP_005847596.1 hypothetical protein CHLNCDRAFT_52297 [Chlorella variabilis], XP_005847593.1 hypothetical protein CHLNCDRAFT_23353_ partial [Chlorella variabilis], XP_005847594.1 hypothetical protein CHLNCDRAFT_133869 [Chlorella variabilis]	PSC74541.1 cysteine hydrolase [Micractinium conductrix]
OG0004386	XP_005849673.1 expressed protein [Chlorella variabilis]	PSC76372.1 hypothetical protein C2E20_0739 [Micractinium conductrix]
OG0004386	XP_005847655.1 hypothetical protein CHLNCDRAFT_134022 [Chlorella variabilis]	PSC69414.1 hypothetical protein C2E20_7133 [Micractinium conductrix]
OG0004387	XP_005847920.1 hypothetical protein CHLNCDRAFT_145331 [Chlorella variabilis]	PSC69569.1 rhomboid mitochondrial [Micractinium conductrix], PSC76887.1 rhomboid mitochondrial [Micractinium conductrix], PSC76042.1 rhomboid mitochondrial [Micractinium conductrix]
OG0004388	XP_005848740.1 hypothetical protein CHLNCDRAFT_144434 [Chlorella variabilis], XP_005849123.1 hypothetical protein CHLNCDRAFT_51314 [Chlorella variabilis]	PSC67281.1 hypothetical protein C2E20_9022 [Micractinium conductrix], PSC67287.1 Galactosyl transferase [Micractinium conductrix], PSC67283.1 hypothetical protein C2E20_9021 [Micractinium conductrix], PSC67284.1 hypothetical protein C2E20_9021 [Micractinium conductrix]
OG0004389	XP_005850103.1 hypothetical protein CHLNCDRAFT_57077 [Chlorella variabilis]	PSC70614.1 DNA repair [Micractinium conductrix], PSC67104.1 DNA repair [Micractinium conductrix], PSC68163.1 DNA repair [Micractinium conductrix]
OG0004390	XP_005850350.1 hypothetical protein CHLNCDRAFT_57081 [Chlorella variabilis]	PSC72691.1 Paired amphipathic helix repeat [Micractinium conductrix]
OG0004391	XP_005850666.1 hypothetical protein CHLNCDRAFT_56931 [Chlorella variabilis]	PSC72890.1 TUNICAMYCIN INDUCED 1 isoform B [Micractinium conductrix], PSC72889.1 TUNICAMYCIN INDUCED 1 isoform A [Micractinium conductrix]
OG0004392	XP_005850678.1 hypothetical protein CHLNCDRAFT_140736 [Chlorella variabilis]	PSC72598.1 trafficking particle complex II-specific subunit 130-like protein [Micractinium conductrix]
OG0004419	XP_005848968.1 expressed protein [Chlorella variabilis]	PSC75236.1 Platelet-activating factor acetylhydrolase [Micractinium conductrix]
OG0004421	XP_005849199.1 hypothetical protein CHLNCDRAFT_143903 [Chlorella variabilis]	PSC69090.1 formimidoyltransferase-cyclodeaminase isoform X2 [Micractinium conductrix]
OG0004422	XP_005852323.1 hypothetical protein CHLNCDRAFT_142511 [Chlorella variabilis]	PSC76956.1 20S proteasome alpha subunit F [Micractinium conductrix]
OG0004424	XP_005846896.1 hypothetical protein CHLNCDRAFT_134760 [Chlorella variabilis]	PSC72114.1 Tether containing UBX domain for GLUT4 [Micractinium conductrix]
OG0004425	XP_005842969.1 hypothetical protein CHLNCDRAFT_12856_ partial [Chlorella variabilis]	PSC71733.1 40S ribosomal S10 [Micractinium conductrix]
OG0004426	XP_005842711.1 hypothetical protein CHLNCDRAFT_135458 [Chlorella variabilis]	PSC67645.1 V-type proton ATPase subunit e1 [Micractinium conductrix]
OG0004427	XP_005845658.1 hypothetical protein CHLNCDRAFT_136701 [Chlorella variabilis]	PSC74131.1 ATP-NAD kinase [Micractinium conductrix]
OG0004430	XP_005842863.1 hypothetical protein CHLNCDRAFT_33380 [Chlorella variabilis]	PSC74461.1 RNA-binding 8A [Micractinium conductrix]
OG0004431	XP_005846200.1 hypothetical protein CHLNCDRAFT_136232 [Chlorella variabilis]	PSC67175.1 triosephosphate chloroplastic [Micractinium conductrix]
OG0004433	XP_005845564.1 hypothetical protein CHLNCDRAFT_136730 [Chlorella variabilis]	PSC74213.1 SMP-30 gluconolaconase LRE domain [Micractinium conductrix]
OG0004436	XP_005844730.1 hypothetical protein CHLNCDRAFT_58828 [Chlorella variabilis]	PSC71700.1 proactivator polypeptide-like [Micractinium conductrix]
OG0004437	XP_005845513.1 hypothetical protein CHLNCDRAFT_58502 [Chlorella variabilis]	PSC74146.1 TPR domain containing [Micractinium conductrix]
OG0004438	XP_005845620.1 hypothetical protein CHLNCDRAFT_136597 [Chlorella variabilis]	PSC74165.1 Insulin-like growth factor binding_ N-terminal [Micractinium conductrix]
OG0004440	XP_005842838.1 hypothetical protein CHLNCDRAFT_142536 [Chlorella variabilis]	PSC74366.1 transcription elongation factor _TFIIS_ family [Micractinium conductrix]
OG0004441	XP_005851599.1 hypothetical protein CHLNCDRAFT_138126 [Chlorella variabilis]	PSC76674.1 galactinol-sucrose galactosyltransferase 2 [Micractinium conductrix]
OG0004442	XP_005842968.1 hypothetical protein CHLNCDRAFT_141798 [Chlorella variabilis]	PSC71721.1 putative bolA [Micractinium conductrix]
OG0004443	XP_005842940.1 hypothetical protein CHLNCDRAFT_59419 [Chlorella variabilis]	PSC71800.1 Transforming growth factor beta regulator 1 [Micractinium conductrix]
OG0004446	XP_005849774.1 hypothetical protein CHLNCDRAFT_142833 [Chlorella variabilis]	PSC75711.1 RNA polymerase II-associated 1 [Micractinium conductrix]
OG0004448	XP_005852266.1 hypothetical protein CHLNCDRAFT_133649 [Chlorella variabilis]	PSC68541.1 enhancer of polycomb 1 [Micractinium conductrix]
OG0004449	XP_005848062.1 hypothetical protein CHLNCDRAFT_10741_ partial [Chlorella variabilis]	PSC70815.1 dehydrodolichyl diphosphate syntase complex subunit DHDDS [Micractinium conductrix]
OG0004452	XP_005847900.1 hypothetical protein CHLNCDRAFT_57716 [Chlorella variabilis]	PSC70777.1 hypothetical protein C2E20_5922 [Micractinium conductrix]
OG0004453	XP_005848053.1 hypothetical protein CHLNCDRAFT_14001_ partial [Chlorella variabilis]	PSC70724.1 Acyl-coenzyme A thioesterase 11 [Micractinium conductrix]
OG0004454	XP_005849903.1 hypothetical protein CHLNCDRAFT_143165 [Chlorella variabilis]	PSC76810.1 antibiotic biosynthesis monooxygenase [Micractinium conductrix]
OG0004455	XP_005848710.1 hypothetical protein CHLNCDRAFT_144364 [Chlorella variabilis]	PSC76622.1 mediator of RNA polymerase II transcription subunit 7a-like [Micractinium conductrix]
OG0004456	XP_005845270.1 hypothetical protein CHLNCDRAFT_136965 [Chlorella variabilis]	PSC76566.1 Thymic stromal cotransporter [Micractinium conductrix]
OG0004458	XP_005849802.1 hypothetical protein CHLNCDRAFT_142906 [Chlorella variabilis]	PSC76143.1 Cell division cycle-associated 7 [Micractinium conductrix]
OG0004459	XP_005848723.1 hypothetical protein CHLNCDRAFT_57520 [Chlorella variabilis]	PSC75260.1 L domain [Micractinium conductrix]
OG0004460	XP_005850634.1 hypothetical protein CHLNCDRAFT_20098 [Chlorella variabilis]	PSC71563.1 dioxygenase [Micractinium conductrix]
OG0004462	XP_005848837.1 hypothetical protein CHLNCDRAFT_144161 [Chlorella variabilis]	PSC75436.1 mitochondrial ribosomal S6 [Micractinium conductrix]
OG0004463	XP_005848620.1 hypothetical protein CHLNCDRAFT_144127 [Chlorella variabilis]	PSC76553.1 hypothetical protein C2E20_0402 [Micractinium conductrix]
OG0004464	XP_005846632.1 hypothetical protein CHLNCDRAFT_24463_ partial [Chlorella variabilis]	PSC69401.1 beta-carotene hydroxylase [Micractinium conductrix]
OG0004466	XP_005850675.1 hypothetical protein CHLNCDRAFT_140730 [Chlorella variabilis]	PSC72604.1 pentatricopeptide repeat-containing mitochondrial isoform A [Micractinium conductrix], PSC72603.1 pentatricopeptide repeat-containing mitochondrial isoform B [Micractinium conductrix]
OG0004467	XP_005852131.1 hypothetical protein CHLNCDRAFT_18624 [Chlorella variabilis]	PSC74951.1 peptide-methionine _R_-S-oxide reductase [Micractinium conductrix]
OG0004468	XP_005843867.1 hypothetical protein CHLNCDRAFT_56362 [Chlorella variabilis]	PSC74769.1 notchless-like protein [Micractinium conductrix]
OG0004469	XP_005844958.1 hypothetical protein CHLNCDRAFT_138333 [Chlorella variabilis]	PSC73792.1 Uncharacterized conserved UCP014543 [Micractinium conductrix]
OG0004471	XP_005846404.1 hypothetical protein CHLNCDRAFT_56212 [Chlorella variabilis]	PSC71279.1 Propionyl-carboxylase beta mitochondrial [Micractinium conductrix]
OG0004472	XP_005847292.1 hypothetical protein CHLNCDRAFT_35609 [Chlorella variabilis]	PSC69929.1 Violaxanthin de-chloroplastic [Micractinium conductrix]
OG0004473	XP_005850952.1 hypothetical protein CHLNCDRAFT_50360 [Chlorella variabilis]	PSC72689.1 chromosome transmission fidelity 18-like protein [Micractinium conductrix]
OG0004474	XP_005848600.1 hypothetical protein CHLNCDRAFT_14348_ partial [Chlorella variabilis]	PSC73844.1 ADP-ribosylation factor GTPase-activating AGD7-like [Micractinium conductrix]
OG0004475	XP_005843911.1 hypothetical protein CHLNCDRAFT_8691_ partial [Chlorella variabilis]	PSC68935.1 Alpha-1_3-mannosyl-glyco 2-beta-N-acetylglucosaminyltransferase [Micractinium conductrix]
OG0004477	XP_005852087.1 hypothetical protein CHLNCDRAFT_18606_ partial [Chlorella variabilis]	PSC74856.1 Rubredoxin [Micractinium conductrix], PSC75031.1 Rubredoxin [Micractinium conductrix]
OG0004478	XP_005845061.1 hypothetical protein CHLNCDRAFT_26253_ partial [Chlorella variabilis]	PSC68237.1 mitochondrial pyruvate carrier 1-like [Micractinium conductrix]
OG0004479	XP_005846626.1 hypothetical protein CHLNCDRAFT_135265 [Chlorella variabilis]	PSC69325.1 FHA domain-containing [Micractinium conductrix]
