Orthogroup	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P
OG0005672	XP_005844564.1 hypothetical protein CHLNCDRAFT_138783 [Chlorella variabilis]	KAI3430413.1 hypothetical protein D9Q98_005008 [Chlorella vulgaris]
OG0005673	XP_005843398.1 expressed protein [Chlorella variabilis], XP_005843399.1 hypothetical protein CHLNCDRAFT_141242 [Chlorella variabilis]	KAI3430475.1 hypothetical protein D9Q98_005070 [Chlorella vulgaris]
OG0005675	XP_005843348.1 hypothetical protein CHLNCDRAFT_59822 [Chlorella variabilis]	KAI3430448.1 hypothetical protein D9Q98_005043 [Chlorella vulgaris]
OG0005676	XP_005843380.1 hypothetical protein CHLNCDRAFT_37484 [Chlorella variabilis]	KAI3430500.1 hypothetical protein D9Q98_005095 [Chlorella vulgaris]
OG0005678	XP_005843315.1 hypothetical protein CHLNCDRAFT_141194 [Chlorella variabilis]	KAI3430518.1 hypothetical protein D9Q98_005111 [Chlorella vulgaris]
OG0005680	XP_005844875.1 hypothetical protein CHLNCDRAFT_26482_ partial [Chlorella variabilis]	KAI3431640.1 hypothetical protein D9Q98_004687 [Chlorella vulgaris]
OG0005682	XP_005844967.1 hypothetical protein CHLNCDRAFT_12764_ partial [Chlorella variabilis]	KAI3431683.1 hypothetical protein D9Q98_004729 [Chlorella vulgaris]
OG0005683	XP_005844825.1 hypothetical protein CHLNCDRAFT_36685 [Chlorella variabilis]	KAI3431757.1 hypothetical protein D9Q98_004799 [Chlorella vulgaris]
OG0005685	XP_005845816.1 hypothetical protein CHLNCDRAFT_136556 [Chlorella variabilis]	KAI3425140.1 hypothetical protein D9Q98_008911 [Chlorella vulgaris]
OG0005686	XP_005845767.1 hypothetical protein CHLNCDRAFT_136425 [Chlorella variabilis], XP_005842630.1 hypothetical protein CHLNCDRAFT_141052 [Chlorella variabilis]	KAI3425244.1 hypothetical protein D9Q98_009012 [Chlorella vulgaris]
OG0005687	XP_005845732.1 hypothetical protein CHLNCDRAFT_136323 [Chlorella variabilis]	KAI3425336.1 hypothetical protein D9Q98_009100 [Chlorella vulgaris]
OG0005688	XP_005845900.1 hypothetical protein CHLNCDRAFT_136483 [Chlorella variabilis]	KAI3425199.1 hypothetical protein D9Q98_008968 [Chlorella vulgaris]
OG0005689	XP_005844161.1 hypothetical protein CHLNCDRAFT_139283 [Chlorella variabilis]	KAI3426096.1 hypothetical protein D9Q98_008064 [Chlorella vulgaris]
OG0005690	XP_005847658.1 hypothetical protein CHLNCDRAFT_134027_ partial [Chlorella variabilis]	KAI3425946.1 hypothetical protein D9Q98_007916 [Chlorella vulgaris]
OG0005692	XP_005849284.1 hypothetical protein CHLNCDRAFT_51257 [Chlorella variabilis]	KAI3434887.1 hypothetical protein D9Q98_002941 [Chlorella vulgaris]
OG0005693	XP_005849068.1 hypothetical protein CHLNCDRAFT_57377 [Chlorella variabilis]	KAI3434919.1 hypothetical protein D9Q98_002973 [Chlorella vulgaris]
OG0005694	XP_005849039.1 hypothetical protein CHLNCDRAFT_143474 [Chlorella variabilis]	KAI3434984.1 hypothetical protein D9Q98_003036 [Chlorella vulgaris]
OG0005695	XP_005850245.1 hypothetical protein CHLNCDRAFT_141916 [Chlorella variabilis]	KAI3431348.1 hypothetical protein D9Q98_004406 [Chlorella vulgaris]
OG0005698	XP_005847818.1 hypothetical protein CHLNCDRAFT_52373 [Chlorella variabilis]	KAI3425943.1 hypothetical protein D9Q98_007913 [Chlorella vulgaris]
OG0005701	XP_005846205.1 hypothetical protein CHLNCDRAFT_136248 [Chlorella variabilis]	KAI3431525.1 hypothetical protein D9Q98_004575 [Chlorella vulgaris]
OG0005702	XP_005845534.1 hypothetical protein CHLNCDRAFT_136665 [Chlorella variabilis]	KAI3429785.1 hypothetical protein D9Q98_010098 [Chlorella vulgaris]
OG0005703	XP_005846011.1 hypothetical protein CHLNCDRAFT_53413 [Chlorella variabilis]	KAI3431390.1 hypothetical protein D9Q98_004444 [Chlorella vulgaris]
OG0005704	XP_005846031.1 hypothetical protein CHLNCDRAFT_13553_ partial [Chlorella variabilis]	KAI3431442.1 hypothetical protein D9Q98_004494 [Chlorella vulgaris]
OG0005705	XP_005844888.1 hypothetical protein CHLNCDRAFT_58759 [Chlorella variabilis]	KAI3431621.1 hypothetical protein D9Q98_004670 [Chlorella vulgaris]
OG0005708	XP_005844907.1 hypothetical protein CHLNCDRAFT_138465 [Chlorella variabilis]	KAI3431582.1 hypothetical protein D9Q98_004632 [Chlorella vulgaris]
OG0005709	XP_005846171.1 hypothetical protein CHLNCDRAFT_36267 [Chlorella variabilis]	KAI3431457.1 hypothetical protein D9Q98_004509 [Chlorella vulgaris]
OG0005710	XP_005844922.1 hypothetical protein CHLNCDRAFT_138506 [Chlorella variabilis]	KAI3431553.1 hypothetical protein D9Q98_004602 [Chlorella vulgaris]
OG0005712	XP_005847478.1 hypothetical protein CHLNCDRAFT_134438 [Chlorella variabilis]	KAI3426274.1 hypothetical protein D9Q98_008649 [Chlorella vulgaris], KAI3428521.1 hypothetical protein D9Q98_007344 [Chlorella vulgaris]
OG0005715	XP_005847258.1 hypothetical protein CHLNCDRAFT_48836 [Chlorella variabilis]	KAI3428677.1 hypothetical protein D9Q98_007500 [Chlorella vulgaris]
OG0005717	XP_005847471.1 hypothetical protein CHLNCDRAFT_134417 [Chlorella variabilis]	KAI3428537.1 hypothetical protein D9Q98_007360 [Chlorella vulgaris], KAI3428538.1 hypothetical protein D9Q98_007360 [Chlorella vulgaris]
OG0005719	XP_005847485.1 hypothetical protein CHLNCDRAFT_134461 [Chlorella variabilis]	KAI3428508.1 hypothetical protein D9Q98_007332 [Chlorella vulgaris]
OG0005720	XP_005847371.1 hypothetical protein CHLNCDRAFT_48220 [Chlorella variabilis]	KAI3428745.1 hypothetical protein D9Q98_007568 [Chlorella vulgaris]
OG0005721	XP_005847229.1 hypothetical protein CHLNCDRAFT_134182 [Chlorella variabilis]	KAI3428749.1 hypothetical protein D9Q98_007571 [Chlorella vulgaris]
OG0005723	XP_005848288.1 hypothetical protein CHLNCDRAFT_144914 [Chlorella variabilis]	KAI3426293.1 hypothetical protein D9Q98_008666 [Chlorella vulgaris]
OG0005723	XP_005848301.1 hypothetical protein CHLNCDRAFT_144938 [Chlorella variabilis]	KAI3426312.1 hypothetical protein D9Q98_008685 [Chlorella vulgaris]
OG0005724	XP_005848261.1 hypothetical protein CHLNCDRAFT_144848 [Chlorella variabilis]	KAI3426240.1 hypothetical protein D9Q98_008616 [Chlorella vulgaris]
OG0005725	XP_005848214.1 hypothetical protein CHLNCDRAFT_144712 [Chlorella variabilis]	KAI3426133.1 hypothetical protein D9Q98_008512 [Chlorella vulgaris]
OG0005727	XP_005848297.1 hypothetical protein CHLNCDRAFT_144931 [Chlorella variabilis]	KAI3426318.1 hypothetical protein D9Q98_008691 [Chlorella vulgaris]
OG0005728	XP_005848404.1 hypothetical protein CHLNCDRAFT_15658_ partial [Chlorella variabilis]	KAI3426119.1 hypothetical protein D9Q98_008498 [Chlorella vulgaris]
OG0005729	XP_005848472.1 hypothetical protein CHLNCDRAFT_144872 [Chlorella variabilis], XP_005847555.1 hypothetical protein CHLNCDRAFT_133779 [Chlorella variabilis], XP_005848471.1 hypothetical protein CHLNCDRAFT_57615 [Chlorella variabilis]	KAI3434625.1 hypothetical protein D9Q98_002692 [Chlorella vulgaris]
OG0005730	XP_005848489.1 hypothetical protein CHLNCDRAFT_144930 [Chlorella variabilis]	KAI3426319.1 hypothetical protein D9Q98_008692 [Chlorella vulgaris]
OG0005731	XP_005844160.1 hypothetical protein CHLNCDRAFT_139278 [Chlorella variabilis], XP_005844159.1 hypothetical protein CHLNCDRAFT_139277 [Chlorella variabilis]	KAI3426093.1 hypothetical protein D9Q98_008061 [Chlorella vulgaris]
OG0005732	XP_005848511.1 hypothetical protein CHLNCDRAFT_48750 [Chlorella variabilis]	KAI3426353.1 hypothetical protein D9Q98_008725 [Chlorella vulgaris]
OG0005733	XP_005848228.1 hypothetical protein CHLNCDRAFT_14107_ partial [Chlorella variabilis]	KAI3426167.1 hypothetical protein D9Q98_008544 [Chlorella vulgaris]
OG0005734	XP_005848523.1 hypothetical protein CHLNCDRAFT_22375_ partial [Chlorella variabilis]	KAI3426377.1 hypothetical protein D9Q98_008748 [Chlorella vulgaris]
OG0005735	XP_005848509.1 hypothetical protein CHLNCDRAFT_22531_ partial [Chlorella variabilis]	KAI3426348.1 hypothetical protein D9Q98_008721 [Chlorella vulgaris]
OG0005737	XP_005848427.1 hypothetical protein CHLNCDRAFT_144771 [Chlorella variabilis]	KAI3426187.1 hypothetical protein D9Q98_008564 [Chlorella vulgaris]
OG0005737	XP_005848428.1 hypothetical protein CHLNCDRAFT_144772 [Chlorella variabilis]	KAI3426188.1 hypothetical protein D9Q98_008565 [Chlorella vulgaris]
OG0005738	XP_005845073.1 hypothetical protein CHLNCDRAFT_137370 [Chlorella variabilis]	KAI3424792.1 hypothetical protein D9Q98_008179 [Chlorella vulgaris]
OG0005739	XP_005846803.1 hypothetical protein CHLNCDRAFT_135349 [Chlorella variabilis]	KAI3425004.1 hypothetical protein D9Q98_008385 [Chlorella vulgaris]
OG0005740	XP_005845079.1 hypothetical protein CHLNCDRAFT_36647 [Chlorella variabilis]	KAI3424807.1 hypothetical protein D9Q98_008193 [Chlorella vulgaris]
OG0005741	XP_005846661.1 hypothetical protein CHLNCDRAFT_135356 [Chlorella variabilis]	KAI3424998.1 hypothetical protein D9Q98_008379 [Chlorella vulgaris]
OG0005742	XP_005845185.1 hypothetical protein CHLNCDRAFT_137393 [Chlorella variabilis]	KAI3424814.1 hypothetical protein D9Q98_008200 [Chlorella vulgaris]
OG0005744	XP_005845142.1 hypothetical protein CHLNCDRAFT_137273 [Chlorella variabilis]	KAI3424718.1 hypothetical protein D9Q98_008107 [Chlorella vulgaris]
OG0005745	XP_005846687.1 hypothetical protein CHLNCDRAFT_135416 [Chlorella variabilis]	KAI3424961.1 hypothetical protein D9Q98_008342 [Chlorella vulgaris], KAI3424959.1 hypothetical protein D9Q98_008340 [Chlorella vulgaris]
OG0005747	XP_005844433.1 hypothetical protein CHLNCDRAFT_139137 [Chlorella variabilis], XP_005846718.1 hypothetical protein CHLNCDRAFT_135134 [Chlorella variabilis], XP_005844023.1 hypothetical protein CHLNCDRAFT_139567 [Chlorella variabilis], XP_005850201.1 hypothetical protein CHLNCDRAFT_142422 [Chlorella variabilis]	KAI3428817.1 hypothetical protein D9Q98_007634 [Chlorella vulgaris]
OG0005748	XP_005848952.1 hypothetical protein CHLNCDRAFT_51639 [Chlorella variabilis]	KAI3426955.1 hypothetical protein D9Q98_006899 [Chlorella vulgaris]
OG0005749	XP_005848957.1 hypothetical protein CHLNCDRAFT_144466 [Chlorella variabilis]	KAI3426940.1 hypothetical protein D9Q98_006884 [Chlorella vulgaris]
OG0005751	XP_005848687.1 hypothetical protein CHLNCDRAFT_21829 [Chlorella variabilis]	KAI3427082.1 hypothetical protein D9Q98_007021 [Chlorella vulgaris]
OG0005752	XP_005848941.1 expressed protein [Chlorella variabilis], XP_005848734.1 expressed protein [Chlorella variabilis]	KAI3426976.1 hypothetical protein D9Q98_006920 [Chlorella vulgaris], KAI3426977.1 hypothetical protein D9Q98_006921 [Chlorella vulgaris]
OG0005753	XP_005848767.1 hypothetical protein CHLNCDRAFT_144517 [Chlorella variabilis]	KAI3426903.1 hypothetical protein D9Q98_006847 [Chlorella vulgaris]
OG0005754	XP_005848685.1 hypothetical protein CHLNCDRAFT_14186_ partial [Chlorella variabilis]	KAI3427087.1 hypothetical protein D9Q98_007026 [Chlorella vulgaris]
OG0005755	XP_005850953.1 hypothetical protein CHLNCDRAFT_140709 [Chlorella variabilis]	KAI3436628.1 hypothetical protein D9Q98_006045 [Chlorella vulgaris]
OG0005756	XP_005851051.1 hypothetical protein CHLNCDRAFT_140947 [Chlorella variabilis]	KAI3436404.1 hypothetical protein D9Q98_005821 [Chlorella vulgaris]
OG0005757	XP_005850769.1 hypothetical protein CHLNCDRAFT_140952 [Chlorella variabilis]	KAI3436397.1 hypothetical protein D9Q98_005814 [Chlorella vulgaris]
OG0005758	XP_005851018.1 hypothetical protein CHLNCDRAFT_29935 [Chlorella variabilis]	KAI3436481.1 hypothetical protein D9Q98_005898 [Chlorella vulgaris]
OG0005760	XP_005850999.1 hypothetical protein CHLNCDRAFT_19867 [Chlorella variabilis]	KAI3436526.1 hypothetical protein D9Q98_005943 [Chlorella vulgaris]
OG0005761	XP_005850752.1 hypothetical protein CHLNCDRAFT_140907 [Chlorella variabilis]	KAI3436436.1 hypothetical protein D9Q98_005853 [Chlorella vulgaris]
OG0005762	XP_005850714.1 hypothetical protein CHLNCDRAFT_140814 [Chlorella variabilis]	KAI3436542.1 hypothetical protein D9Q98_005958 [Chlorella vulgaris], KAI3436541.1 hypothetical protein D9Q98_005958 [Chlorella vulgaris]
OG0005763	XP_005850628.1 hypothetical protein CHLNCDRAFT_140611 [Chlorella variabilis]	KAI3436709.1 hypothetical protein D9Q98_006124 [Chlorella vulgaris]
OG0005764	XP_005850863.1 hypothetical protein CHLNCDRAFT_50246 [Chlorella variabilis]	KAI3436826.1 hypothetical protein D9Q98_006236 [Chlorella vulgaris]
OG0005766	XP_005850955.1 hypothetical protein CHLNCDRAFT_50366 [Chlorella variabilis]	KAI3436626.1 hypothetical protein D9Q98_006043 [Chlorella vulgaris]
OG0005767	XP_005850671.1 hypothetical protein CHLNCDRAFT_140714 [Chlorella variabilis]	KAI3436625.1 hypothetical protein D9Q98_006042 [Chlorella vulgaris]
OG0005768	XP_005850919.1 hypothetical protein CHLNCDRAFT_140631 [Chlorella variabilis]	KAI3436695.1 hypothetical protein D9Q98_006110 [Chlorella vulgaris]
OG0005769	XP_005850648.1 hypothetical protein CHLNCDRAFT_140654 [Chlorella variabilis]	KAI3436677.1 hypothetical protein D9Q98_006093 [Chlorella vulgaris]
OG0005771	XP_005850281.1 hypothetical protein CHLNCDRAFT_142007 [Chlorella variabilis]	KAI3428034.1 hypothetical protein D9Q98_006420 [Chlorella vulgaris]
OG0005773	XP_005850352.1 hypothetical protein CHLNCDRAFT_57083 [Chlorella variabilis]	KAI3428176.1 hypothetical protein D9Q98_006556 [Chlorella vulgaris]
OG0005774	XP_005849934.1 hypothetical protein CHLNCDRAFT_143260 [Chlorella variabilis]	KAI3438881.1 hypothetical protein D9Q98_001296 [Chlorella vulgaris]
OG0005775	XP_005850237.1 hypothetical protein CHLNCDRAFT_141886 [Chlorella variabilis]	KAI3427938.1 hypothetical protein D9Q98_006328 [Chlorella vulgaris]
OG0005777	XP_005849974.1 hypothetical protein CHLNCDRAFT_56997 [Chlorella variabilis]	KAI3427920.1 hypothetical protein D9Q98_006312 [Chlorella vulgaris]
OG0005778	XP_005850430.1 hypothetical protein CHLNCDRAFT_142362 [Chlorella variabilis]	KAI3428341.1 hypothetical protein D9Q98_006721 [Chlorella vulgaris]
OG0005778	XP_005850429.1 expressed protein [Chlorella variabilis]	KAI3428340.1 hypothetical protein D9Q98_006720 [Chlorella vulgaris]
OG0005779	XP_005850154.1 hypothetical protein CHLNCDRAFT_50745 [Chlorella variabilis]	KAI3428288.1 hypothetical protein D9Q98_006667 [Chlorella vulgaris]
OG0005780	XP_005847084.1 expressed protein [Chlorella variabilis]	KAI3438183.1 hypothetical protein D9Q98_000620 [Chlorella vulgaris]
OG0005781	XP_005846907.1 hypothetical protein CHLNCDRAFT_134787 [Chlorella variabilis]	KAI3438170.1 hypothetical protein D9Q98_000607 [Chlorella vulgaris]
OG0005782	XP_005847171.1 hypothetical protein CHLNCDRAFT_134947 [Chlorella variabilis]	KAI3438020.1 hypothetical protein D9Q98_000463 [Chlorella vulgaris]
OG0005785	XP_005846982.1 hypothetical protein CHLNCDRAFT_24073_ partial [Chlorella variabilis]	KAI3437988.1 hypothetical protein D9Q98_000431 [Chlorella vulgaris]
OG0005786	XP_005847183.1 hypothetical protein CHLNCDRAFT_134971 [Chlorella variabilis]	KAI3437996.1 hypothetical protein D9Q98_000439 [Chlorella vulgaris]
OG0005787	XP_005848094.1 expressed protein [Chlorella variabilis]	KAI3437787.1 hypothetical protein D9Q98_000234 [Chlorella vulgaris]
OG0005788	XP_005848096.1 hypothetical protein CHLNCDRAFT_145371 [Chlorella variabilis], XP_005842699.1 hypothetical protein CHLNCDRAFT_136274 [Chlorella variabilis]	KAI3437782.1 hypothetical protein D9Q98_000229 [Chlorella vulgaris]
OG0005789	XP_005847008.1 hypothetical protein CHLNCDRAFT_135035 [Chlorella variabilis]	KAI3437939.1 hypothetical protein D9Q98_000383 [Chlorella vulgaris]
OG0005791	XP_005847025.1 hypothetical protein CHLNCDRAFT_31385 [Chlorella variabilis]	KAI3438311.1 hypothetical protein D9Q98_000745 [Chlorella vulgaris]
OG0005792	XP_005847068.1 hypothetical protein CHLNCDRAFT_134739 [Chlorella variabilis]	KAI3438215.1 hypothetical protein D9Q98_000652 [Chlorella vulgaris]
OG0005793	XP_005847922.1 expressed protein [Chlorella variabilis]	KAI3437811.1 hypothetical protein D9Q98_000258 [Chlorella vulgaris]
OG0005794	XP_005848057.1 hypothetical protein CHLNCDRAFT_22873 [Chlorella variabilis]	KAI3437863.1 hypothetical protein D9Q98_000309 [Chlorella vulgaris]
OG0005795	XP_005847115.1 hypothetical protein CHLNCDRAFT_134836 [Chlorella variabilis]	KAI3438116.1 hypothetical protein D9Q98_000557 [Chlorella vulgaris]
OG0005796	XP_005847599.1 expressed protein [Chlorella variabilis]	KAI3425827.1 hypothetical protein D9Q98_007802 [Chlorella vulgaris]
OG0005797	XP_005849387.1 hypothetical protein CHLNCDRAFT_143873 [Chlorella variabilis]	KAI3434690.1 hypothetical protein D9Q98_002753 [Chlorella vulgaris]
OG0005798	XP_005848233.1 hypothetical protein CHLNCDRAFT_144764 [Chlorella variabilis]	KAI3426184.1 hypothetical protein D9Q98_008561 [Chlorella vulgaris]
OG0005799	XP_005848601.1 expressed protein [Chlorella variabilis]	KAI3427249.1 hypothetical protein D9Q98_007183 [Chlorella vulgaris]
OG0005800	XP_005849434.1 hypothetical protein CHLNCDRAFT_143983 [Chlorella variabilis]	KAI3434598.1 hypothetical protein D9Q98_002666 [Chlorella vulgaris], KAI3434597.1 hypothetical protein D9Q98_002666 [Chlorella vulgaris]
OG0005801	XP_005847613.1 hypothetical protein CHLNCDRAFT_23381_ partial [Chlorella variabilis]	KAI3425855.1 hypothetical protein D9Q98_007829 [Chlorella vulgaris]
OG0005802	XP_005847650.1 hypothetical protein CHLNCDRAFT_52364 [Chlorella variabilis]	KAI3425923.1 hypothetical protein D9Q98_007895 [Chlorella vulgaris]
OG0005803	XP_005851245.1 expressed protein [Chlorella variabilis]	KAI3433539.1 hypothetical protein D9Q98_003349 [Chlorella vulgaris]
OG0005804	XP_005845267.1 expressed protein [Chlorella variabilis]	KAI3436256.1 hypothetical protein D9Q98_002309 [Chlorella vulgaris]
OG0005805	XP_005851559.1 hypothetical protein CHLNCDRAFT_138033 [Chlorella variabilis]	KAI3433478.1 hypothetical protein D9Q98_003290 [Chlorella vulgaris]
OG0005807	XP_005851181.1 expressed protein [Chlorella variabilis]	KAI3433660.1 hypothetical protein D9Q98_003469 [Chlorella vulgaris]
OG0005808	XP_005851504.1 hypothetical protein CHLNCDRAFT_137900 [Chlorella variabilis]	KAI3433599.1 hypothetical protein D9Q98_003409 [Chlorella vulgaris]
OG0005809	XP_005851416.1 hypothetical protein CHLNCDRAFT_137687 [Chlorella variabilis]	KAI3433794.1 hypothetical protein D9Q98_003599 [Chlorella vulgaris]
OG0005811	XP_005851255.1 hypothetical protein CHLNCDRAFT_138003 [Chlorella variabilis]	KAI3433509.1 hypothetical protein D9Q98_003320 [Chlorella vulgaris]
OG0005812	XP_005851539.1 hypothetical protein CHLNCDRAFT_19399 [Chlorella variabilis]	KAI3433524.1 hypothetical protein D9Q98_003334 [Chlorella vulgaris]
OG0005813	XP_005851319.1 hypothetical protein CHLNCDRAFT_50087 [Chlorella variabilis]	KAI3433335.1 hypothetical protein D9Q98_003153 [Chlorella vulgaris]
OG0005814	XP_005851316.1 hypothetical protein CHLNCDRAFT_138166 [Chlorella variabilis]	KAI3433341.1 hypothetical protein D9Q98_003159 [Chlorella vulgaris]
OG0005815	XP_005851192.1 hypothetical protein CHLNCDRAFT_137861 [Chlorella variabilis]	KAI3433637.1 hypothetical protein D9Q98_003446 [Chlorella vulgaris]
OG0005816	XP_005851418.1 expressed protein [Chlorella variabilis]	KAI3433789.1 hypothetical protein D9Q98_003594 [Chlorella vulgaris]
OG0005817	XP_005851304.1 hypothetical protein CHLNCDRAFT_138129 [Chlorella variabilis]	KAI3433385.1 hypothetical protein D9Q98_003201 [Chlorella vulgaris]
OG0005818	XP_005851343.1 hypothetical protein CHLNCDRAFT_33962 [Chlorella variabilis]	KAI3423809.1 hypothetical protein D9Q98_009646 [Chlorella vulgaris]
OG0005820	XP_005851194.1 hypothetical protein CHLNCDRAFT_137864 [Chlorella variabilis]	KAI3433634.1 hypothetical protein D9Q98_003443 [Chlorella vulgaris]
OG0005822	XP_005844898.1 hypothetical protein CHLNCDRAFT_58765 [Chlorella variabilis], XP_005851946.1 hypothetical protein CHLNCDRAFT_133615 [Chlorella variabilis]	KAI3429315.1 hypothetical protein D9Q98_005410 [Chlorella vulgaris]
OG0005823	XP_005851553.1 hypothetical protein CHLNCDRAFT_18919 [Chlorella variabilis]	KAI3433490.1 hypothetical protein D9Q98_003302 [Chlorella vulgaris]
OG0005824	XP_005851322.1 hypothetical protein CHLNCDRAFT_138180 [Chlorella variabilis]	KAI3433328.1 hypothetical protein D9Q98_003146 [Chlorella vulgaris]
