Orthogroup	Chlorella_Sorokiniana1602	Micractinium_SAG24180
OG0006310	PRW33183.1 ubiquitin E3 ligase ICP0 [Chlorella sorokiniana]	PSC73811.1 E3 ubiquitin-ligase ORTHRUS 2-like [Micractinium conductrix]
OG0006312	PRW33251.1 calcium-dependent kinase 17-like [Chlorella sorokiniana]	PSC69573.1 calcium-dependent kinase 17-like [Micractinium conductrix]
OG0006314	PRW33267.1 Bis_5 -nucleosyl_- symmetrical [Chlorella sorokiniana]	PSC69295.1 Bis_5 -nucleosyl_-symmetrical [Micractinium conductrix]
OG0006315	PRW33281.1 hypothetical protein C2E21_7813 [Chlorella sorokiniana]	PSC69205.1 hypothetical protein C2E20_7270 [Micractinium conductrix]
OG0006317	PRW33505.1 hypothetical protein C2E21_7720 [Chlorella sorokiniana], PRW33506.1 hypothetical protein C2E21_7720 [Chlorella sorokiniana]	PSC70087.1 hypothetical protein C2E20_6462 [Micractinium conductrix]
OG0006318	PRW33566.1 carboxypeptidase N subunit 2-like [Chlorella sorokiniana], PRW33599.1 APL1A [Chlorella sorokiniana], PRW33524.1 leucine rich repeat [Chlorella sorokiniana]	PSC72329.1 Small GTP-binding [Micractinium conductrix]
OG0006319	PRW33534.1 zinc permease family [Chlorella sorokiniana]	PSC75218.1 iron permease 1 [Micractinium conductrix]
OG0006320	PRW33558.1 ABC transporter permease isoform A [Chlorella sorokiniana], PRW33557.1 ABC transporter permease isoform B [Chlorella sorokiniana]	PSC69986.1 hypothetical protein C2E20_6557 [Micractinium conductrix]
OG0006321	PRW33567.1 plant Late Embryo Abundant _LEA_ related [Chlorella sorokiniana]	PSC69996.1 hypothetical protein C2E20_6549 isoform B [Micractinium conductrix], PSC69997.1 hypothetical protein C2E20_6549 isoform A [Micractinium conductrix]
OG0006322	PRW33611.1 hypothetical protein C2E21_7719 [Chlorella sorokiniana]	PSC70025.1 DNA internalization-related competence Rec2 [Micractinium conductrix]
OG0006323	PRW33636.1 glucan endo-1_3-beta-D-glucosidase [Chlorella sorokiniana], PRW55989.1 glucan endo-1_3-beta-D-glucosidase [Chlorella sorokiniana]	PSC74690.1 isoform 1 [Micractinium conductrix]
OG0006324	PRW33645.1 Extracellular serine ase [Chlorella sorokiniana]	PSC70123.1 leukocyte receptor cluster member 8-like protein [Micractinium conductrix]
OG0006327	PRW33727.1 _RAP Annotation release2_ Galactose-binding like domain containing [Chlorella sorokiniana]	PSC67368.1 hypothetical protein C2E20_8943 [Micractinium conductrix]
OG0006328	PRW33760.1 alpha-acetolactate decarboxylase [Chlorella sorokiniana]	PSC70289.1 alpha-acetolactate decarboxylase [Micractinium conductrix]
OG0006329	PRW33780.1 nuclear pore complex NUP85 [Chlorella sorokiniana]	PSC67431.1 nuclear pore complex NUP85 [Micractinium conductrix]
OG0006330	PRW33789.1 F-box LRR-repeat 2 isoform X1 [Chlorella sorokiniana]	PSC70163.1 leucine Rich Repeat family [Micractinium conductrix]
OG0006332	PRW33869.1 RNA demethylase ALKBH5-like [Chlorella sorokiniana]	PSC76333.1 RNA demethylase ALKBH5 [Micractinium conductrix]
OG0006333	PRW33871.1 kelch 17 [Chlorella sorokiniana]	PSC70244.1 kelch 17 [Micractinium conductrix]
OG0006334	PRW33889.1 Sensitive to high expression 9 like [Chlorella sorokiniana]	PSC67449.1 beta-Ig-H3 fasciclin [Micractinium conductrix]
OG0006335	PRW33891.1 alpha beta hydrolase domain-containing 14A isoform X3 [Chlorella sorokiniana]	PSC69413.1 alpha beta hydrolase [Micractinium conductrix]
OG0006336	PRW33914.1 nucleoside-diphosphate sugar epimerase [Chlorella sorokiniana]	PSC69870.1 nucleoside-diphosphate sugar epimerase [Micractinium conductrix]
OG0006337	PRW33927.1 hypothetical protein C2E21_7422 [Chlorella sorokiniana]	PSC70158.1 hypothetical protein C2E20_6320 [Micractinium conductrix]
OG0006338	PRW33939.1 F-box LRR-repeat 15 [Chlorella sorokiniana]	PSC67443.1 F-box LRR-repeat 15 [Micractinium conductrix]
OG0006339	PRW39108.1 D-cysteine desulfhydrase mitochondrial [Chlorella sorokiniana]	PSC67668.1 D-cysteine desulfhydrase mitochondrial [Micractinium conductrix]
OG0006340	PRW39158.1 sperm-associated antigen 6 [Chlorella sorokiniana]	PSC73516.1 Sperm-associated antigen 6 [Micractinium conductrix]
OG0006342	PRW39177.1 alpha beta hydrolase [Chlorella sorokiniana], PRW60265.1 Alpha beta hydrolase fold [Chlorella sorokiniana]	PSC71947.1 alpha beta hydrolase [Micractinium conductrix]
OG0006343	PRW39220.1 Peptidase family M48 family [Chlorella sorokiniana]	PSC71911.1 protease-like protein isoform X1 [Micractinium conductrix]
OG0006345	PRW39253.1 pterin-binding family [Chlorella sorokiniana]	PSC71945.1 uncharacterized conserved UCP037673 [Micractinium conductrix]
OG0006347	PRW39259.1 ubiquitin carboxyl-terminal hydrolase 18-like [Chlorella sorokiniana]	PSC72017.1 hypothetical protein C2E20_4785 [Micractinium conductrix]
OG0006350	PRW39266.1 MFS general substrate transporter [Chlorella sorokiniana]	PSC71982.1 MFS general substrate transporter [Micractinium conductrix]
OG0006351	PRW39330.1 hypothetical protein C2E21_7136 [Chlorella sorokiniana]	PSC71937.1 F-box only 3 isoform X2 [Micractinium conductrix]
OG0006354	PRW44239.1 phospholipid-transporting ATPase 9 [Chlorella sorokiniana]	PSC69938.1 undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase [Micractinium conductrix]
OG0006355	PRW44263.1 copper homeostasis [Chlorella sorokiniana]	PSC69933.1 Copper homeostasis [Micractinium conductrix]
OG0006356	PRW44338.1 hypothetical protein C2E21_6530 [Chlorella sorokiniana]	PSC69920.1 hypothetical protein C2E20_6654 [Micractinium conductrix]
OG0006358	PRW44374.1 DUF3685 family [Chlorella sorokiniana]	PSC69937.1 transcriptional regulator [Micractinium conductrix]
OG0006359	PRW44460.1 39S ribosomal L41- mitochondrial-like [Chlorella sorokiniana]	PSC75865.1 39S ribosomal L41-mitochondrial-like [Micractinium conductrix]
OG0006360	PRW44510.1 hypothetical protein C2E21_6691 [Chlorella sorokiniana]	PSC70999.1 hypothetical protein C2E20_5709 [Micractinium conductrix]
OG0006364	PRW44884.1 photosystem I reaction center subunit chloroplastic [Chlorella sorokiniana]	PSC70960.1 Photosystem I reaction centre subunit N [Micractinium conductrix]
OG0006365	PRW44893.1 fertilization-independent seed 2 [Chlorella sorokiniana]	PSC70361.1 polycomb group EMBRYONIC FLOWER 2 isoform X1 [Micractinium conductrix]
OG0006367	PRW44909.1 fungal specific transcription isoform A [Chlorella sorokiniana], PRW44908.1 fungal specific transcription isoform B [Chlorella sorokiniana]	PSC71551.1 fungal specific transcription [Micractinium conductrix]
OG0006368	PRW44940.1 lysine-specific demethylase 2A-like [Chlorella sorokiniana]	PSC70458.1 tRNA 2-thiocytidine biosynthesis [Micractinium conductrix]
OG0006369	PRW44986.1 MATE efflux family [Chlorella sorokiniana]	PSC70415.1 MATE efflux family 6-like [Micractinium conductrix]
OG0006370	PRW45008.1 hypothetical protein C2E21_6493 [Chlorella sorokiniana]	PSC67526.1 MYND domain [Micractinium conductrix]
OG0006371	PRW45022.1 ubiquinone biosynthesis [Chlorella sorokiniana]	PSC74092.1 ubiquinone biosynthesis [Micractinium conductrix]
OG0006375	PRW45221.1 Bifunctional polynucleotide phosphatase kinase [Chlorella sorokiniana]	PSC70484.1 ABC transporter substrate-binding [Micractinium conductrix]
OG0006376	PRW45255.1 ribosomal L11 methyltransferase [Chlorella sorokiniana]	PSC70348.1 arginine N-methyltransferase 7 [Micractinium conductrix]
OG0006377	PRW45263.1 expressed protein isoform B [Chlorella sorokiniana], PRW45264.1 expressed protein isoform A [Chlorella sorokiniana]	PSC67737.1 SWI-SNF complex subunit _Snf5_ [Micractinium conductrix]
OG0006379	PRW45336.1 E3 ubiquitin- ligase SDIR1 isoform X1 [Chlorella sorokiniana]	PSC72561.1 zinc C3HC4 type _RING finger_ [Micractinium conductrix]
OG0006380	PRW45399.1 hypothetical protein C2E21_5929 [Chlorella sorokiniana]	PSC68580.1 hypothetical protein C2E20_7820 [Micractinium conductrix], PSC68579.1 hypothetical protein C2E20_7820 [Micractinium conductrix]
OG0006381	PRW45439.1 di-N-acetylchitobiase [Chlorella sorokiniana]	PSC73219.1 di-N-acetylchitobiase [Micractinium conductrix]
OG0006382	PRW45441.1 Centrosomal of 120 kDa [Chlorella sorokiniana]	PSC73803.1 hypothetical protein C2E20_3033 [Micractinium conductrix]
OG0006383	PRW45462.1 hypothetical protein C2E21_6046 [Chlorella sorokiniana]	PSC68227.1 hypothetical protein C2E20_8189 [Micractinium conductrix]
OG0006384	PRW45543.1 hypothetical protein C2E21_5785 [Chlorella sorokiniana]	PSC72513.1 hypothetical protein C2E20_4145 [Micractinium conductrix]
OG0006385	PRW45545.1 DEAD DEAH box helicase [Chlorella sorokiniana]	PSC73793.1 DEAD DEAH box helicase [Micractinium conductrix]
OG0006388	PRW45584.1 hypothetical protein C2E21_5812 [Chlorella sorokiniana], PRW61201.1 zinc finger and BTB domain-containing 24 [Chlorella sorokiniana]	PSC73886.1 digestive organ expansion factor-like protein isoform X1 [Micractinium conductrix]
OG0006389	PRW45632.1 large adhesin [Chlorella sorokiniana]	PSC73771.1 hypothetical protein C2E20_3106 [Micractinium conductrix]
OG0006390	PRW45648.1 hypothetical protein C2E21_6003 [Chlorella sorokiniana]	PSC73761.1 hypothetical protein C2E20_3020 [Micractinium conductrix]
OG0006394	PRW50870.1 ubiquitin-conjugating enzyme E2 T [Chlorella sorokiniana]	PSC75558.1 ubiquitin-conjugating enzyme E2 T [Micractinium conductrix]
OG0006395	PRW50893.1 A designed full consensus [Chlorella sorokiniana]	PSC75245.1 ankyrin repeat protein [Micractinium conductrix]
OG0006396	PRW50918.1 serine endopeptidase [Chlorella sorokiniana]	PSC75500.1 peptidase S1 [Micractinium conductrix]
OG0006397	PRW50921.1 hypothetical protein C2E21_5461 [Chlorella sorokiniana]	PSC75529.1 hypothetical protein C2E20_1303 [Micractinium conductrix]
OG0006398	PRW50932.1 rRNA methyltransferase [Chlorella sorokiniana]	PSC75750.1 rRNA methyltransferase [Micractinium conductrix]
OG0006399	PRW50947.1 RNA-binding [Chlorella sorokiniana]	PSC75879.1 putative RNA binding [Micractinium conductrix]
OG0006400	PRW50948.1 zinc finger MYND domain-containing 15-like [Chlorella sorokiniana]	PSC75939.1 Zinc finger MYND domain-containing 15 [Micractinium conductrix]
OG0006402	PRW51097.1 Zinc CCCH-type isoform B [Chlorella sorokiniana], PRW51098.1 Zinc CCCH-type isoform A [Chlorella sorokiniana]	PSC71529.1 Zinc CCCH-type [Micractinium conductrix]
OG0006403	PRW51105.1 hypothetical protein C2E21_5648 [Chlorella sorokiniana], PRW51104.1 hypothetical protein C2E21_5648 [Chlorella sorokiniana]	PSC70102.1 putative E3 ubiquitin ligase SUD1 [Micractinium conductrix], PSC68511.1 E3 ubiquitin-ligase MARCH7 isoform X3 [Micractinium conductrix]
OG0006404	PRW51111.1 calcium-binding hemolysin isoform A [Chlorella sorokiniana], PRW51112.1 calcium-binding hemolysin isoform B [Chlorella sorokiniana]	PSC75733.1 E3 ubiquitin-ligase RNF213 isoform X1 [Micractinium conductrix]
OG0006405	PRW51133.1 Glutathione S-transferase theta-2B [Chlorella sorokiniana]	PSC75448.1 pentatricopeptide repeat-containing [Micractinium conductrix]
OG0006408	PRW55903.1 hypothetical protein C2E21_4992 [Chlorella sorokiniana], PRW57162.1 hypothetical protein C2E21_3905 [Chlorella sorokiniana]	PSC72267.1 28S ribosomal [Micractinium conductrix]
OG0006410	PRW55964.1 peptidyl-prolyl cis-trans isomerase chloroplastic [Chlorella sorokiniana]	PSC69067.1 peptidyl-prolyl cis-trans cyclophilin-type [Micractinium conductrix]
OG0006411	PRW55980.1 hypothetical protein C2E21_5123 [Chlorella sorokiniana]	PSC72613.1 hypothetical protein C2E20_3874 [Micractinium conductrix]
OG0006412	PRW55984.1 GRAM domain-containing 1A isoform X2 [Chlorella sorokiniana]	PSC69072.1 GRAM domain-containing 1B-like [Micractinium conductrix]
OG0006414	PRW56060.1 hypothetical protein C2E21_5110 [Chlorella sorokiniana]	PSC72899.1 hypothetical protein C2E20_3898 [Micractinium conductrix]
OG0006415	PRW56069.1 testis-expressed sequence 9 isoform X2 [Chlorella sorokiniana]	PSC72703.1 testis-expressed sequence 9 isoform X1 [Micractinium conductrix]
OG0006417	PRW56134.1 hypothetical protein C2E21_5068 [Chlorella sorokiniana]	PSC72830.1 hypothetical protein C2E20_3918 [Micractinium conductrix]
OG0006418	PRW56185.1 hypothetical protein C2E21_4999 [Chlorella sorokiniana]	PSC71549.1 tubulin-tyrosine ligase family isoform A [Micractinium conductrix], PSC71550.1 tubulin-tyrosine ligase family isoform B [Micractinium conductrix]
OG0006419	PRW59106.1 hypothetical protein C2E21_2528 [Chlorella sorokiniana], PRW56190.1 hypothetical protein C2E21_4917 [Chlorella sorokiniana]	PSC73579.1 hypothetical protein C2E20_2903 [Micractinium conductrix]
OG0006421	PRW56208.1 MAG2-interacting 2 [Chlorella sorokiniana]	PSC72802.1 MAG2-interacting 2 [Micractinium conductrix]
OG0006422	PRW56297.1 RAP domain [Chlorella sorokiniana]	PSC72706.1 hypothetical protein C2E20_3809 [Micractinium conductrix]
OG0006423	PRW56324.1 phytoene dehydrogenase [Chlorella sorokiniana]	PSC71524.1 phytoene desaturase [Micractinium conductrix]
OG0006425	PRW56512.1 Sulfotransferase domain [Chlorella sorokiniana]	PSC72391.1 Sulfotransferase domain [Micractinium conductrix], PSC71515.1 Sulfotransferase domain [Micractinium conductrix]
OG0006427	PRW56570.1 Nuclear-interacting partner of ALK [Chlorella sorokiniana]	PSC71587.1 C3HC zinc finger-isoform 2 [Micractinium conductrix]
OG0006428	PRW56579.1 peptidase S49 [Chlorella sorokiniana]	PSC72510.1 multidrug transporter [Micractinium conductrix]
OG0006429	PRW56643.1 hypothetical protein C2E21_4461 [Chlorella sorokiniana]	PSC72549.1 plastid-lipid-associated chloroplastic [Micractinium conductrix]
OG0006430	PRW56702.1 kinesin K39 isoform B [Chlorella sorokiniana], PRW56701.1 kinesin K39 isoform A [Chlorella sorokiniana]	PSC72404.1 M-phase inducer phosphatase 2 [Micractinium conductrix]
OG0006431	PRW56727.1 SAGA-associated factor 11 [Chlorella sorokiniana]	PSC71638.1 SAGA-associated factor 11 [Micractinium conductrix]
OG0006432	PRW56824.1 ribulose-1_5 bisphosphate carboxylase oxygenase large subunit N- chloroplastic [Chlorella sorokiniana]	PSC72364.1 ribulose-1_5 bisphosphate carboxylase oxygenase large subunit N-chloroplastic [Micractinium conductrix]
OG0006433	PRW56864.1 mono [ADP-ribose] polymerase PARP16 [Chlorella sorokiniana]	PSC72631.1 mono [ADP-ribose] polymerase PARP16 [Micractinium conductrix]
OG0006434	PRW56990.1 cobalamin-binding [Chlorella sorokiniana]	PSC70726.1 cobalamin-binding isoform A [Micractinium conductrix], PSC70725.1 cobalamin-binding isoform B [Micractinium conductrix]
OG0006435	PRW57031.1 UPF0544 C5orf45-like protein [Chlorella sorokiniana]	PSC70782.1 putative G-coupled receptor 101 [Micractinium conductrix]
OG0006436	PRW57086.1 Testis-expressed sequence 30 [Chlorella sorokiniana]	PSC70775.1 testis-expressed sequence 30 [Micractinium conductrix]
OG0006437	PRW57093.1 pyruvate formate-lyase 1-activating enzyme [Chlorella sorokiniana]	PSC70718.1 pyruvate formate-lyase 1-activating enzyme [Micractinium conductrix]
OG0006438	PRW57123.1 MATE family efflux transporter [Chlorella sorokiniana]	PSC72302.1 MATE family efflux transporter [Micractinium conductrix]
OG0006439	PRW57165.1 zinc finger HIT domain-containing 2 [Chlorella sorokiniana]	PSC72297.1 zinc finger HIT domain-containing 2 isoform A [Micractinium conductrix], PSC72298.1 zinc finger HIT domain-containing 2 isoform B [Micractinium conductrix]
OG0006440	PRW57204.1 acidic leucine-rich nuclear phospho 32 family member A isoform B [Chlorella sorokiniana], PRW57203.1 acidic leucine-rich nuclear phospho 32 family member A isoform A [Chlorella sorokiniana]	PSC72216.1 acidic leucine-rich nuclear phospho 32 family member a [Micractinium conductrix]
OG0006441	PRW57261.1 hypothetical protein C2E21_3934 [Chlorella sorokiniana]	PSC72275.1 hypothetical protein C2E20_4498 [Micractinium conductrix], PSC72274.1 hypothetical protein C2E20_4498 [Micractinium conductrix]
OG0006442	PRW57287.1 centrosomal of 131 kDa isoform X1 [Chlorella sorokiniana]	PSC69516.1 centrosomal of 131 kDa [Micractinium conductrix]
OG0006445	PRW57338.1 mitochondrial presequence translocase subunit Tim44 [Chlorella sorokiniana]	PSC70751.1 hypothetical protein C2E20_5944 [Micractinium conductrix]
OG0006446	PRW57342.1 hypothetical protein C2E21_3821 [Chlorella sorokiniana]	PSC72224.1 expressed protein isoform B [Micractinium conductrix], PSC72223.1 expressed protein isoform A [Micractinium conductrix]
OG0006448	PRW57424.1 GPI ethanolamine phosphate transferase 3 [Chlorella sorokiniana]	PSC72222.1 GPI ethanolamine phosphate transferase 3 [Micractinium conductrix]
OG0006449	PRW57426.1 hypothetical protein C2E21_3991 [Chlorella sorokiniana]	PSC72058.1 DNA double-strand break repair rad50 ATPase [Micractinium conductrix]
OG0006450	PRW57431.1 pentatricopeptide repeat-containing chloroplastic [Chlorella sorokiniana]	PSC71209.1 pentatricopeptide repeat-containing chloroplastic [Micractinium conductrix]
OG0006451	PRW57469.1 galactose oxidase [Chlorella sorokiniana]	PSC72246.1 galactose oxidase [Micractinium conductrix]
OG0006452	PRW57479.1 seipin isoform X2 [Chlorella sorokiniana]	PSC72173.1 adipose-regulatory _Seipin_ [Micractinium conductrix]
OG0006453	PRW57482.1 hypothetical protein C2E21_4287 [Chlorella sorokiniana]	PSC70753.1 hypothetical protein C2E20_5915 [Micractinium conductrix]
OG0006454	PRW57501.1 metallothiol transferase [Chlorella sorokiniana]	PSC72153.1 metallothiol transferase [Micractinium conductrix]
OG0006455	PRW57542.1 glutathione S-transferase [Chlorella sorokiniana]	PSC69564.1 glutathione S-transferase [Micractinium conductrix]
OG0006457	PRW57615.1 TPR repeat-containing [Chlorella sorokiniana]	PSC74362.1 TPR repeat-containing [Micractinium conductrix]
OG0006458	PRW57621.1 U-box domain-containing 11-like [Chlorella sorokiniana]	PSC74741.1 SENSITIVITY TO RED LIGHT REDUCED 1 [Micractinium conductrix]
OG0006459	PRW57628.1 peptidase [Chlorella sorokiniana], PRW57679.1 hypothetical protein C2E21_3568 [Chlorella sorokiniana]	PSC74945.1 hypothetical protein C2E20_2055 isoform A [Micractinium conductrix], PSC74944.1 hypothetical protein C2E20_2055 isoform B [Micractinium conductrix]
OG0006460	PRW57733.1 Fork head transcription factor 1 [Chlorella sorokiniana]	PSC72950.1 T-complex 11 [Micractinium conductrix]
OG0006461	PRW57768.1 flagellar associated [Chlorella sorokiniana]	PSC73188.1 flagellar associated [Micractinium conductrix]
OG0006463	PRW57874.1 squamosa promoter binding [Chlorella sorokiniana]	PSC73586.1 squamosa promoter binding isoform B [Micractinium conductrix], PSC73587.1 squamosa promoter binding isoform A [Micractinium conductrix]
OG0006465	PRW57880.1 hypothetical protein C2E21_3737 [Chlorella sorokiniana]	PSC69272.1 hypothetical protein C2E20_7196 [Micractinium conductrix]
