Orthogroup	Chlorella_Sorokiniana1602	Coccomyxa_SubellipsoideaC169
OG0004335	PRW57440.1 senescence-associated -like [Chlorella sorokiniana]	EIE18388.1 DUF500-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004336	PRW57500.1 Negatively light-regulated [Chlorella sorokiniana]	EIE18202.1 hypothetical protein COCSUDRAFT_68339 [Coccomyxa subellipsoidea C-169]
OG0004339	PRW57689.1 Cytochrome c oxidase biogenesis Cmc1-like [Chlorella sorokiniana]	EIE25871.1 hypothetical protein COCSUDRAFT_52602 [Coccomyxa subellipsoidea C-169]
OG0004343	PRW58407.1 nuclear pore complex NUP50A-like isoform X1 [Chlorella sorokiniana]	EIE19847.1 hypothetical protein COCSUDRAFT_44268 [Coccomyxa subellipsoidea C-169]
OG0004344	PRW58464.1 guanine nucleotide-binding beta subunit [Chlorella sorokiniana]	EIE21483.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0004347	PRW58684.1 transport and Golgi organization 2-like protein [Chlorella sorokiniana]	EIE20160.1 DUF833-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004349	PRW58833.1 hydrolase [Chlorella sorokiniana]	EIE22886.1 hypothetical protein COCSUDRAFT_66438 [Coccomyxa subellipsoidea C-169]
OG0004350	PRW58835.1 flagellar associated [Chlorella sorokiniana]	EIE19510.1 hypothetical protein COCSUDRAFT_83561 [Coccomyxa subellipsoidea C-169]
OG0004351	PRW58851.1 ribosomal RNA small subunit methyltransferase E [Chlorella sorokiniana]	EIE20800.1 alpha/beta knot [Coccomyxa subellipsoidea C-169]
OG0004353	PRW59142.1 nad-dependent epimerase dehydratase isoform B [Chlorella sorokiniana], PRW59141.1 nad-dependent epimerase dehydratase isoform A [Chlorella sorokiniana]	EIE24654.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0004354	PRW59205.1 mannosyl-oligosaccharide glucosidase [Chlorella sorokiniana]	EIE24981.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0004355	PRW59449.1 Phosphatidylinositol N-acetylglucosaminyltransferase subunit P [Chlorella sorokiniana]	EIE21111.1 hypothetical protein COCSUDRAFT_67088 [Coccomyxa subellipsoidea C-169]
OG0004356	PRW59483.1 ultraviolet-B receptor UVR8 isoform A [Chlorella sorokiniana], PRW59484.1 ultraviolet-B receptor UVR8 isoform B [Chlorella sorokiniana]	EIE21174.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]
OG0004358	PRW59624.1 hypothetical protein C2E21_1357 [Chlorella sorokiniana]	EIE24872.1 Rh-like protein/ammonium transporter [Coccomyxa subellipsoidea C-169], EIE24875.1 Rh-like protein/ammonium transporter [Coccomyxa subellipsoidea C-169]
OG0004359	PRW59685.1 BUD13-like protein [Chlorella sorokiniana]	EIE19740.1 hypothetical protein COCSUDRAFT_44563 [Coccomyxa subellipsoidea C-169]
OG0004360	PRW59923.1 LEC14B -like isoform X2 isoform B [Chlorella sorokiniana], PRW59922.1 LEC14B -like isoform X2 isoform A [Chlorella sorokiniana]	EIE21352.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0004361	PRW59959.1 dnaJ-like protein subfamily A member 2-like [Chlorella sorokiniana]	EIE21396.1 DnaJ-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004362	PRW60087.1 Histone-lysine N-methyltransferase ATX2 [Chlorella sorokiniana]	EIE26604.1 hypothetical protein COCSUDRAFT_64572 [Coccomyxa subellipsoidea C-169], EIE26877.1 hypothetical protein COCSUDRAFT_46268 [Coccomyxa subellipsoidea C-169]
OG0004363	PRW60099.1 transport Sec24-like protein [Chlorella sorokiniana]	EIE21171.1 hypothetical protein COCSUDRAFT_57085 [Coccomyxa subellipsoidea C-169]
OG0004364	PRW60145.1 6-phosphogluconolactonase 1 [Chlorella sorokiniana]	EIE21523.1 hypothetical protein COCSUDRAFT_66930 [Coccomyxa subellipsoidea C-169]
OG0004367	PRW60401.1 DUF4864 domain-containing [Chlorella sorokiniana]	EIE24597.1 hypothetical protein COCSUDRAFT_62029 [Coccomyxa subellipsoidea C-169]
OG0004368	PRW60495.1 hypothetical protein C2E21_0917 [Chlorella sorokiniana]	EIE24230.1 phosphatases II [Coccomyxa subellipsoidea C-169]
OG0004370	PRW60556.1 hypothetical protein C2E21_1321 [Chlorella sorokiniana]	EIE23542.1 hypothetical protein COCSUDRAFT_47337 [Coccomyxa subellipsoidea C-169], EIE18497.1 hypothetical protein COCSUDRAFT_60164 [Coccomyxa subellipsoidea C-169], EIE22979.1 hypothetical protein COCSUDRAFT_41978 [Coccomyxa subellipsoidea C-169], EIE23544.1 hypothetical protein COCSUDRAFT_53379 [Coccomyxa subellipsoidea C-169]
OG0004371	PRW60756.1 sodium hydrogen exchanger isoform A [Chlorella sorokiniana], PRW60755.1 sodium hydrogen exchanger isoform B [Chlorella sorokiniana]	EIE19303.1 Sodium/hydrogen exchanger [Coccomyxa subellipsoidea C-169]
OG0004372	PRW60761.1 tetratricopeptide repeat isoform A [Chlorella sorokiniana], PRW60762.1 tetratricopeptide repeat isoform B [Chlorella sorokiniana]	EIE24313.1 protein prenylyltransferase [Coccomyxa subellipsoidea C-169]
OG0004373	PRW60847.1 ABA DEFICIENT chloroplastic-like isoform X3 [Chlorella sorokiniana]	EIE24380.1 hypothetical protein COCSUDRAFT_83684 [Coccomyxa subellipsoidea C-169]
OG0004374	PRW61585.1 macrocin O-methyltransferase [Chlorella sorokiniana], PRW61283.1 macrocin O-methyltransferase [Chlorella sorokiniana], PRW61401.1 macrocin O-methyltransferase [Chlorella sorokiniana], PRW60986.1 macrocin O-methyltransferase [Chlorella sorokiniana], PRW61005.1 macrocin O-methyltransferase [Chlorella sorokiniana]	EIE18047.1 Macrocin-O-methyltransferase [Coccomyxa subellipsoidea C-169], EIE18045.1 Macrocin-O-methyltransferase [Coccomyxa subellipsoidea C-169]
OG0004375	PRW61370.1 MAU2 chromatid cohesion factor-like protein [Chlorella sorokiniana]	EIE18238.1 hypothetical protein COCSUDRAFT_45500 [Coccomyxa subellipsoidea C-169]
OG0004376	PRW61446.1 UBP1-associated s 1C [Chlorella sorokiniana]	EIE25337.1 hypothetical protein COCSUDRAFT_65197 [Coccomyxa subellipsoidea C-169]
OG0004418	PRW57166.1 sterol reductase [Chlorella sorokiniana]	EIE18711.1 sterol reductase [Coccomyxa subellipsoidea C-169]
OG0004419	PRW51079.1 Platelet-activating factor acetylhydrolase [Chlorella sorokiniana]	EIE25719.1 hypothetical protein COCSUDRAFT_64799 [Coccomyxa subellipsoidea C-169]
OG0004422	PRW32630.1 Endoplasmic reticulum metallopeptidase 1 [Chlorella sorokiniana]	EIE18760.1 hypothetical protein COCSUDRAFT_60064 [Coccomyxa subellipsoidea C-169]
OG0004423	PRW32608.1 rRNA methyltransferase mitochondrial [Chlorella sorokiniana]	EIE24249.1 SpoU rRNA methylase family protein [Coccomyxa subellipsoidea C-169]
OG0004424	PRW57179.1 Tether containing UBX domain for GLUT4 [Chlorella sorokiniana]	EIE27196.1 hypothetical protein COCSUDRAFT_45770 [Coccomyxa subellipsoidea C-169]
OG0004425	PRW21048.1 40S ribosomal S10 [Chlorella sorokiniana]	EIE18462.1 hypothetical protein COCSUDRAFT_54901 [Coccomyxa subellipsoidea C-169]
OG0004426	PRW39219.1 V-type proton ATPase subunit e1 [Chlorella sorokiniana]	EIE25978.1 hypothetical protein COCSUDRAFT_52641 [Coccomyxa subellipsoidea C-169]
OG0004428	PRW61144.1 F-box SKIP31-like isoform X1 [Chlorella sorokiniana]	EIE26415.1 hypothetical protein COCSUDRAFT_64482 [Coccomyxa subellipsoidea C-169], EIE26420.1 hypothetical protein COCSUDRAFT_39523 [Coccomyxa subellipsoidea C-169]
OG0004429	PRW58147.1 desiccation-related PCC13-62-like [Chlorella sorokiniana]	EIE26937.1 hypothetical protein COCSUDRAFT_59435 [Coccomyxa subellipsoidea C-169], EIE26936.1 hypothetical protein COCSUDRAFT_59434 [Coccomyxa subellipsoidea C-169]
OG0004430	PRW61188.1 RNA-binding 8A [Chlorella sorokiniana]	EIE26660.1 hypothetical protein COCSUDRAFT_12101_ partial [Coccomyxa subellipsoidea C-169]
OG0004431	PRW39188.1 Origin recognition complex subunit 4 [Chlorella sorokiniana]	EIE26129.1 hypothetical protein COCSUDRAFT_40278 [Coccomyxa subellipsoidea C-169]
OG0004433	PRW33693.1 SMP-30 gluconolaconase LRE domain [Chlorella sorokiniana]	EIE23048.1 hypothetical protein COCSUDRAFT_47480 [Coccomyxa subellipsoidea C-169]
OG0004434	PRW60926.1 trehalose-phosphate phosphatase A [Chlorella sorokiniana]	EIE26208.1 hypothetical protein COCSUDRAFT_65033 [Coccomyxa subellipsoidea C-169]
OG0004435	PRW61598.1 PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1 isoform X1 isoform B [Chlorella sorokiniana], PRW61597.1 PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1 isoform X1 isoform A [Chlorella sorokiniana]	EIE18784.1 hypothetical protein COCSUDRAFT_221_ partial [Coccomyxa subellipsoidea C-169]
OG0004436	PRW20990.1 proactivator polypeptide-like [Chlorella sorokiniana]	EIE27438.1 Saposin [Coccomyxa subellipsoidea C-169]
OG0004437	PRW60974.1 TPR domain containing [Chlorella sorokiniana]	EIE18771.1 hypothetical protein COCSUDRAFT_68194 [Coccomyxa subellipsoidea C-169]
OG0004438	PRW61002.1 Insulin-like growth factor binding_ N-terminal [Chlorella sorokiniana]	EIE22929.1 hypothetical protein COCSUDRAFT_47747 [Coccomyxa subellipsoidea C-169]
OG0004440	PRW61505.1 IWS1-like protein [Chlorella sorokiniana]	EIE24200.1 hypothetical protein COCSUDRAFT_65792 [Coccomyxa subellipsoidea C-169]
OG0004442	PRW21101.1 putative bolA [Chlorella sorokiniana]	EIE21787.1 bola-like protein [Coccomyxa subellipsoidea C-169]
OG0004443	PRW21070.1 Transforming growth factor beta regulator 1 [Chlorella sorokiniana]	EIE23328.1 hypothetical protein COCSUDRAFT_41599 [Coccomyxa subellipsoidea C-169]
OG0004444	PRW61252.1 gamma-tubulin complex component 4-like protein [Chlorella sorokiniana]	EIE26424.1 hypothetical protein COCSUDRAFT_58962 [Coccomyxa subellipsoidea C-169]
OG0004445	PRW56024.1 Photosystem II reaction center psb28 chloroplastic [Chlorella sorokiniana]	EIE26527.1 photosystem II reaction cent [Coccomyxa subellipsoidea C-169]
OG0004447	PRW59154.1 1_4-dihydroxy-2-naphthoate chloroplastic [Chlorella sorokiniana]	EIE20367.1 hypothetical protein COCSUDRAFT_57519 [Coccomyxa subellipsoidea C-169]
OG0004448	PRW60331.1 enhancer of polycomb 1 isoform B [Chlorella sorokiniana], PRW60332.1 enhancer of polycomb 1 isoform A [Chlorella sorokiniana]	EIE24666.1 hypothetical protein COCSUDRAFT_41002 [Coccomyxa subellipsoidea C-169]
OG0004449	PRW57098.1 dehydrodolichyl diphosphate syntase complex subunit DHDDS [Chlorella sorokiniana]	EIE27677.1 Di-trans-poly-cis-decaprenylcistransferase [Coccomyxa subellipsoidea C-169]
OG0004450	PRW57433.1 hypothetical protein C2E21_4294 [Chlorella sorokiniana], PRW57432.1 hypothetical protein C2E21_4294 [Chlorella sorokiniana]	EIE27483.1 hypothetical protein COCSUDRAFT_64252 [Coccomyxa subellipsoidea C-169]
OG0004451	PRW57460.1 universal stress [Chlorella sorokiniana]	EIE27643.1 hypothetical protein COCSUDRAFT_64320 [Coccomyxa subellipsoidea C-169]
OG0004452	PRW56971.1 hypothetical protein C2E21_4299 [Chlorella sorokiniana]	EIE27621.1 hypothetical protein COCSUDRAFT_52223 [Coccomyxa subellipsoidea C-169]
OG0004453	PRW57402.1 glucan endo-1_3-beta-D-glucosidase [Chlorella sorokiniana]	EIE27646.1 Thioesterase/thiol ester dehydrase-isomerase_ partial [Coccomyxa subellipsoidea C-169]
OG0004454	PRW59260.1 antibiotic biosynthesis monooxygenase [Chlorella sorokiniana]	EIE19474.1 hypothetical protein COCSUDRAFT_48957 [Coccomyxa subellipsoidea C-169]
OG0004455	PRW50942.1 Mediator subunit Med7 [Chlorella sorokiniana]	EIE19519.1 MED7-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004456	PRW59541.1 Vacuolar ER assembly isoform 1 [Chlorella sorokiniana]	EIE21566.1 hypothetical protein COCSUDRAFT_56779 [Coccomyxa subellipsoidea C-169]
OG0004459	PRW50897.1 L domain [Chlorella sorokiniana]	EIE25630.1 hypothetical protein COCSUDRAFT_83637 [Coccomyxa subellipsoidea C-169], EIE18554.1 L domain-like protein [Coccomyxa subellipsoidea C-169]
OG0004461	PRW51149.1 antiviral helicase [Chlorella sorokiniana]	EIE19646.1 antiviral helicase [Coccomyxa subellipsoidea C-169]
OG0004462	PRW51089.1 mitochondrial ribosomal S6 [Chlorella sorokiniana]	EIE21266.1 mitochondrial ribosomal protein S6_ partial [Coccomyxa subellipsoidea C-169]
OG0004463	PRW50967.1 hypothetical protein C2E21_5359 [Chlorella sorokiniana]	EIE21196.1 hypothetical protein COCSUDRAFT_17873 [Coccomyxa subellipsoidea C-169]
OG0004465	PRW20814.1 Altered inheritance rate of mitochondria 25 [Chlorella sorokiniana]	EIE27721.1 Scramblase-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004466	PRW55885.1 pentatricopeptide repeat-containing mitochondrial [Chlorella sorokiniana]	EIE26563.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0004467	PRW60826.1 methionine sulfoxide reductase B [Chlorella sorokiniana]	EIE27482.1 methionine-R-sulfoxide reductase [Coccomyxa subellipsoidea C-169]
OG0004470	PRW60694.1 translation initiation factor eIF-2B subunit gamma [Chlorella sorokiniana]	EIE22403.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]
OG0004473	PRW55958.1 chromosome transmission fidelity 18-like protein [Chlorella sorokiniana]	EIE26721.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0004474	PRW51028.1 ADP-ribosylation factor GTPase-activating AGD7-like [Chlorella sorokiniana]	EIE21222.1 Arf GTPase activating protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004475	PRW20646.1 Alpha-1_3-mannosyl-glyco 2-beta-N-acetylglucosaminyltransferase [Chlorella sorokiniana]	EIE18220.1 glycosyl transferase_ partial [Coccomyxa subellipsoidea C-169]
OG0004476	PRW20768.1 mRNA-decapping enzyme [Chlorella sorokiniana]	EIE19992.1 DCP1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004478	PRW45627.1 mitochondrial pyruvate carrier 1-like isoform X1 [Chlorella sorokiniana]	EIE20282.1 UPF0041-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004479	PRW45542.1 FHA domain-containing protein [Chlorella sorokiniana]	EIE19954.1 SMAD/FHA domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004480	PRW58982.1 spindle and kinetochore-associated 1-like protein [Chlorella sorokiniana]	EIE20832.1 hypothetical protein COCSUDRAFT_57381 [Coccomyxa subellipsoidea C-169]
OG0004481	PRW44626.1 dehydrogenase reductase SDR family member 7-like [Chlorella sorokiniana]	EIE23214.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0004482	PRW50868.1 200 kDa antigen p200 [Chlorella sorokiniana]	EIE21195.1 hypothetical protein COCSUDRAFT_57107 [Coccomyxa subellipsoidea C-169]
OG0004483	PRW33776.1 serine threonine kinase isoform B [Chlorella sorokiniana], PRW33775.1 serine threonine kinase isoform A [Chlorella sorokiniana]	EIE25163.1 casein kinase I_ partial [Coccomyxa subellipsoidea C-169]
OG0004484	PRW44359.1 E3 ubiquitin- ligase UPL7 [Chlorella sorokiniana]	EIE23025.1 hypothetical protein COCSUDRAFT_15978_ partial [Coccomyxa subellipsoidea C-169]
OG0004485	PRW59812.1 mitochondrial arginine transporter BAC2-like [Chlorella sorokiniana]	EIE21376.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]
OG0004486	PRW20987.1 molybdenum cofactor sulfurase isoform X2 [Chlorella sorokiniana]	EIE19746.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]
OG0004488	PRW33700.1 hypothetical protein C2E21_7608 [Chlorella sorokiniana]	EIE20813.1 nagb/rpia/CoA transferase-like protein [Coccomyxa subellipsoidea C-169]
OG0004489	PRW60062.1 sugar kinase [Chlorella sorokiniana]	EIE22245.1 putative lysine decarboxylase_ partial [Coccomyxa subellipsoidea C-169]
OG0004490	PRW44281.1 30S ribosomal chloroplastic isoform X1 [Chlorella sorokiniana]	EIE23133.1 nucleic acid-binding protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004491	PRW45498.1 Cyclin-dependent kinase E-1 [Chlorella sorokiniana]	EIE26773.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004492	PRW59598.1 hypothetical protein C2E21_1477 [Chlorella sorokiniana]	EIE21575.1 hypothetical protein COCSUDRAFT_66951 [Coccomyxa subellipsoidea C-169]
OG0004494	PRW56353.1 cupin 4 isoform A [Chlorella sorokiniana], PRW56354.1 cupin 4 isoform B [Chlorella sorokiniana]	EIE26561.1 cupin 4 [Coccomyxa subellipsoidea C-169]
OG0004495	PRW33825.1 YLP motif-containing 1 [Chlorella sorokiniana]	EIE20725.1 hypothetical protein COCSUDRAFT_57289 [Coccomyxa subellipsoidea C-169]
OG0004496	PRW59798.1 LSM12-like protein [Chlorella sorokiniana]	EIE26838.1 hypothetical protein COCSUDRAFT_52473 [Coccomyxa subellipsoidea C-169]
OG0004497	PRW59129.1 tail-anchored insertion receptor WRB [Chlorella sorokiniana]	EIE27626.1 hypothetical protein COCSUDRAFT_52226 [Coccomyxa subellipsoidea C-169]
OG0004500	PRW60385.1 RNA pseudouridine synthase chloroplastic [Chlorella sorokiniana]	EIE24408.1 pseudouridine synthase [Coccomyxa subellipsoidea C-169]
OG0004504	PRW57147.1 Heterogeneous nuclear ribonucleo s A2 B1 [Chlorella sorokiniana]	EIE22873.1 hypothetical protein COCSUDRAFT_66433 [Coccomyxa subellipsoidea C-169]
OG0004507	PRW57328.1 low CO2 and stress-induced one-helix [Chlorella sorokiniana]	EIE22230.1 hypothetical protein COCSUDRAFT_66513 [Coccomyxa subellipsoidea C-169]
OG0004509	PRW60709.1 tRNA pseudouridine synthase mitochondrial-like [Chlorella sorokiniana]	EIE26889.1 pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]
OG0004510	PRW57095.1 pseudouridylate synthase transporter [Chlorella sorokiniana]	EIE20650.1 putative tRNA pseudouridine synthase [Coccomyxa subellipsoidea C-169]
OG0004511	PRW44438.1 sodium pyruvate cotransporter chloroplastic-like isoform X2 [Chlorella sorokiniana]	EIE25484.1 SBF-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE24614.1 SBF-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004512	PRW60109.1 nodulin homeobox isoform X1 [Chlorella sorokiniana]	EIE21981.1 hypothetical protein COCSUDRAFT_66773 [Coccomyxa subellipsoidea C-169]
OG0004514	PRW61281.1 Nitrogen regulatory PII-like isoform 1 [Chlorella sorokiniana]	EIE25634.1 hypothetical protein COCSUDRAFT_83641_ partial [Coccomyxa subellipsoidea C-169]
OG0004515	PRW57622.1 tetratricopeptide repeat 1 [Chlorella sorokiniana]	EIE22744.1 hypothetical protein COCSUDRAFT_16318 [Coccomyxa subellipsoidea C-169]
OG0004516	PRW59274.1 histone-lysine N-methyltransferase setd3 [Chlorella sorokiniana]	EIE19658.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004517	PRW57023.1 cyclase expressed [Chlorella sorokiniana]	EIE22975.1 hypothetical protein COCSUDRAFT_29043 [Coccomyxa subellipsoidea C-169]
OG0004521	PRW58413.1 ADP-ribosylation factor-related 1 [Chlorella sorokiniana]	EIE23425.1 small arf-related GTPase ARFRP1 [Coccomyxa subellipsoidea C-169]
OG0004522	PRW61510.1 splicing factor 3B subunit 5 RDS3 complex subunit 10 [Chlorella sorokiniana]	EIE27016.1 hypothetical protein COCSUDRAFT_83575 [Coccomyxa subellipsoidea C-169]
OG0004524	PRW58807.1 hypothetical protein C2E21_2534 [Chlorella sorokiniana]	EIE24604.1 hypothetical protein COCSUDRAFT_62036 [Coccomyxa subellipsoidea C-169]
OG0004525	PRW61065.1 hypothetical protein C2E21_0202 [Chlorella sorokiniana]	EIE26640.1 hypothetical protein COCSUDRAFT_59159 [Coccomyxa subellipsoidea C-169]
OG0004527	PRW61270.1 ribonuclease H2 subunit A [Chlorella sorokiniana]	EIE26507.1 ribonuclease HII [Coccomyxa subellipsoidea C-169]
OG0004529	PRW61511.1 dephospho- kinase [Chlorella sorokiniana]	EIE26684.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0004530	PRW60375.1 kinase [Chlorella sorokiniana]	EIE20373.1 hypothetical protein COCSUDRAFT_67334 [Coccomyxa subellipsoidea C-169]
OG0004535	PRW57998.1 zinc finger CCCH domain-containing 25-like [Chlorella sorokiniana]	EIE18911.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004536	PRW20287.1 putative isoaspartyl peptidase L-asparaginase 3 isoform X1 [Chlorella sorokiniana], PRW57276.1 N_4_-_beta-N-acetylglucosaminyl_-L-asparagin ase precursor [Chlorella sorokiniana]	EIE27623.1 hypothetical protein COCSUDRAFT_26821 [Coccomyxa subellipsoidea C-169]
OG0004537	PRW60298.1 transmembrane 208-like [Chlorella sorokiniana]	EIE24030.1 DUF788-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004538	PRW34032.1 adenine nucleotide alpha hydrolase [Chlorella sorokiniana]	EIE22991.1 hypothetical protein COCSUDRAFT_53478 [Coccomyxa subellipsoidea C-169]
OG0004539	PRW59481.1 magnesium transporter MRS2-1-like [Chlorella sorokiniana]	EIE19522.1 Mg2+ transporter protein_ partial [Coccomyxa subellipsoidea C-169]
