Orthogroup	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A
OG0004951	PRW05947.1 thiaminase II [Chlorella sorokiniana]	XP_005843196.1 hypothetical protein CHLNCDRAFT_55344 [Chlorella variabilis]
OG0004952	PRW05948.1 UPF0136 membrane protein [Chlorella sorokiniana]	XP_005843190.1 hypothetical protein CHLNCDRAFT_141477 [Chlorella variabilis]
OG0004953	PRW18310.1 hypothetical protein C2E21_9330 [Chlorella sorokiniana]	XP_005850776.1 hypothetical protein CHLNCDRAFT_140265 [Chlorella variabilis]
OG0004954	PRW18377.1 Interferon-induced 44 family [Chlorella sorokiniana]	XP_005846396.1 hypothetical protein CHLNCDRAFT_135883 [Chlorella variabilis]
OG0004955	PRW20178.1 SGNH hydrolase [Chlorella sorokiniana]	XP_005842915.1 hypothetical protein CHLNCDRAFT_55501 [Chlorella variabilis], XP_005842914.1 hypothetical protein CHLNCDRAFT_141743 [Chlorella variabilis]
OG0004956	PRW20214.1 protease Do-like 7 [Chlorella sorokiniana]	XP_005842962.1 hypothetical protein CHLNCDRAFT_37665 [Chlorella variabilis]
OG0004957	PRW20260.1 IQ and AAA domain-containing 1 [Chlorella sorokiniana]	XP_005844131.1 hypothetical protein CHLNCDRAFT_139627 [Chlorella variabilis]
OG0004958	PRW20286.1 BRCA1 C Terminus _BRCT_ domain containing [Chlorella sorokiniana]	XP_005844028.1 expressed protein [Chlorella variabilis]
OG0004959	PRW20379.1 hypothetical protein C2E21_9028 [Chlorella sorokiniana], PRW57830.1 hypothetical protein C2E21_3676 [Chlorella sorokiniana]	XP_005848108.1 hypothetical protein CHLNCDRAFT_145401 [Chlorella variabilis]
OG0004960	PRW20413.1 ubiquitin conjugating enzyme family [Chlorella sorokiniana]	XP_005851743.1 hypothetical protein CHLNCDRAFT_14051_ partial [Chlorella variabilis]
OG0004961	PRW20602.1 pumilio-like protein 23 [Chlorella sorokiniana]	XP_005842901.1 hypothetical protein CHLNCDRAFT_141850 [Chlorella variabilis]
OG0004962	PRW20655.1 peroxisome biogenesis 19-1-like [Chlorella sorokiniana]	XP_005843912.1 hypothetical protein CHLNCDRAFT_54884 [Chlorella variabilis]
OG0004965	PRW20794.1 hypothetical protein C2E21_8585 [Chlorella sorokiniana]	XP_005848010.1 hypothetical protein CHLNCDRAFT_57791 [Chlorella variabilis]
OG0004966	PRW20915.1 RNA pseudouridine synthase [Chlorella sorokiniana]	XP_005847997.1 hypothetical protein CHLNCDRAFT_145520 [Chlorella variabilis]
OG0004967	PRW20931.1 Golgi-localized GRIP domain-containing [Chlorella sorokiniana]	XP_005848172.1 hypothetical protein CHLNCDRAFT_145562 [Chlorella variabilis]
OG0004968	PRW20973.1 ADP-ribosylation factor GTPase-activating AGD3-like [Chlorella sorokiniana]	XP_005844794.1 hypothetical protein CHLNCDRAFT_54344 [Chlorella variabilis]
OG0004969	PRW20985.1 H_+_ Cl_-_ exchange transporter 7 isoform X2 [Chlorella sorokiniana]	XP_005844761.1 hypothetical protein CHLNCDRAFT_138594 [Chlorella variabilis]
OG0004970	PRW20988.1 ubiquinone biosynthesis [Chlorella sorokiniana]	XP_005844760.1 hypothetical protein CHLNCDRAFT_138592 [Chlorella variabilis]
OG0004971	PRW21092.1 intraflagellar transport 46-like protein [Chlorella sorokiniana]	XP_005844685.1 hypothetical protein CHLNCDRAFT_138593 [Chlorella variabilis]
OG0004972	PRW21115.1 F-box protein [Chlorella sorokiniana]	XP_005844801.1 hypothetical protein CHLNCDRAFT_54357 [Chlorella variabilis]
OG0004973	PRW51117.1 Insulin-like growth factor binding N-terminal [Chlorella sorokiniana], PRW59821.1 REJ domain [Chlorella sorokiniana], PRW32514.1 transmembrane [Chlorella sorokiniana]	XP_005848650.1 hypothetical protein CHLNCDRAFT_57482 [Chlorella variabilis], XP_005844509.1 hypothetical protein CHLNCDRAFT_58868 [Chlorella variabilis]
OG0004974	PRW32592.1 4-toluene sulfonate uptake permease [Chlorella sorokiniana], PRW45493.1 4-toluene sulfonate uptake permease [Chlorella sorokiniana]	XP_005845083.1 hypothetical protein CHLNCDRAFT_137394 [Chlorella variabilis]
OG0004975	PRW32629.1 [PII] uridylyltransferase [Chlorella sorokiniana]	XP_005846752.1 expressed protein [Chlorella variabilis]
OG0004976	PRW32634.1 epidermal growth factor receptor substrate 15-like 1 [Chlorella sorokiniana]	XP_005846598.1 hypothetical protein CHLNCDRAFT_52952 [Chlorella variabilis]
OG0004977	PRW32888.1 tRNA pseudouridine synthase [Chlorella sorokiniana]	XP_005842670.1 hypothetical protein CHLNCDRAFT_138514 [Chlorella variabilis]
OG0004978	PRW32929.1 sulfur stress regulator [Chlorella sorokiniana]	XP_005844475.1 hypothetical protein CHLNCDRAFT_138805 [Chlorella variabilis]
OG0004979	PRW33039.1 domain-containing 4 [Chlorella sorokiniana]	XP_005844554.1 hypothetical protein CHLNCDRAFT_36808 [Chlorella variabilis]
OG0004980	PRW33089.1 4-alpha-glucanotransferase DPE2 [Chlorella sorokiniana]	XP_005844986.1 hypothetical protein CHLNCDRAFT_58753 [Chlorella variabilis]
OG0004982	PRW33293.1 hypothetical protein C2E21_7933 [Chlorella sorokiniana]	XP_005843272.1 hypothetical protein CHLNCDRAFT_141307 [Chlorella variabilis]
OG0004983	PRW33319.1 transcription initiation factor TFIID subunit 12 isoform X2 [Chlorella sorokiniana]	XP_005844981.1 hypothetical protein CHLNCDRAFT_138386 [Chlorella variabilis]
OG0004984	PRW33327.1 F-box protein [Chlorella sorokiniana]	XP_005843251.1 hypothetical protein CHLNCDRAFT_141366 [Chlorella variabilis]
OG0004986	PRW33526.1 hypothetical protein C2E21_7498 [Chlorella sorokiniana]	XP_005845717.1 hypothetical protein CHLNCDRAFT_14374_ partial [Chlorella variabilis]
OG0004988	PRW33548.1 alpha-ketoglutarate-dependent dioxygenase alkB-like protein 6 [Chlorella sorokiniana]	XP_005845935.1 hypothetical protein CHLNCDRAFT_25631 [Chlorella variabilis]
OG0004989	PRW33550.1 lumen targeted [Chlorella sorokiniana]	XP_005845873.1 hypothetical protein CHLNCDRAFT_25607 [Chlorella variabilis]
OG0004990	PRW33561.1 mediator of RNA polymerase II transcription subunit 10b [Chlorella sorokiniana]	XP_005843815.1 hypothetical protein CHLNCDRAFT_54921 [Chlorella variabilis]
OG0004991	PRW33652.1 malic enzyme [Chlorella sorokiniana]	XP_005845764.1 hypothetical protein CHLNCDRAFT_136414 [Chlorella variabilis]
OG0004992	PRW33681.1 cyclopropane-fatty-acyl-phospholipid synthase [Chlorella sorokiniana]	XP_005845770.1 hypothetical protein CHLNCDRAFT_36343 [Chlorella variabilis]
OG0004993	PRW33745.1 tetratricopeptide repeat [Chlorella sorokiniana]	XP_005845894.1 expressed protein [Chlorella variabilis]
OG0004996	PRW33801.1 tRNA 2-thiouridine_34_ synthase isoform B [Chlorella sorokiniana], PRW33802.1 tRNA 2-thiouridine_34_ synthase isoform A [Chlorella sorokiniana]	XP_005847701.1 hypothetical protein CHLNCDRAFT_35486 [Chlorella variabilis]
OG0004997	PRW33846.1 glyco endo-alpha-1_2-mannosidase [Chlorella sorokiniana]	XP_005847673.1 hypothetical protein CHLNCDRAFT_134058 [Chlorella variabilis]
OG0004998	PRW33848.1 CHAPERONE-LIKE PROTEIN OF chloroplastic [Chlorella sorokiniana]	XP_005849296.1 hypothetical protein CHLNCDRAFT_143604 [Chlorella variabilis]
OG0004999	PRW33853.1 hypothetical protein C2E21_7211 [Chlorella sorokiniana]	XP_005849244.1 hypothetical protein CHLNCDRAFT_143475 [Chlorella variabilis]
OG0005000	PRW34033.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2-like [Chlorella sorokiniana]	XP_005847834.1 hypothetical protein CHLNCDRAFT_57885 [Chlorella variabilis]
OG0005001	PRW34044.1 cell division cycle 123-like protein [Chlorella sorokiniana]	XP_005849276.1 hypothetical protein CHLNCDRAFT_21599_ partial [Chlorella variabilis]
OG0005002	PRW39116.1 Transmembrane 97 [Chlorella sorokiniana]	XP_005846167.1 hypothetical protein CHLNCDRAFT_136160 [Chlorella variabilis]
OG0005003	PRW39191.1 phosphoenolpyruvate carboxylase 4 [Chlorella sorokiniana]	XP_005844906.1 hypothetical protein CHLNCDRAFT_58769 [Chlorella variabilis]
OG0005004	PRW39195.1 hypothetical protein C2E21_6907 [Chlorella sorokiniana]	XP_005844900.1 hypothetical protein CHLNCDRAFT_138448 [Chlorella variabilis]
OG0005004	PRW61559.1 Trichome birefringence-like 5 isoform 1 [Chlorella sorokiniana]	XP_005849620.1 hypothetical protein CHLNCDRAFT_143111 [Chlorella variabilis], XP_005850756.1 hypothetical protein CHLNCDRAFT_140917 [Chlorella variabilis]
OG0005005	PRW39239.1 Golgin candidate 1 [Chlorella sorokiniana]	XP_005845978.1 hypothetical protein CHLNCDRAFT_58358 [Chlorella variabilis]
OG0005006	PRW39256.1 phosphatase 2C 22 [Chlorella sorokiniana]	XP_005845992.1 hypothetical protein CHLNCDRAFT_58369 [Chlorella variabilis]
OG0005007	PRW39304.1 Glycerol uptake facilitator [Chlorella sorokiniana]	XP_005851961.1 hypothetical protein CHLNCDRAFT_18697 [Chlorella variabilis], XP_005844923.1 hypothetical protein CHLNCDRAFT_138510 [Chlorella variabilis]
OG0005008	PRW39396.1 S-adenosyl-L-methionine-dependent methyltransferase [Chlorella sorokiniana]	XP_005846053.1 hypothetical protein CHLNCDRAFT_136207 [Chlorella variabilis]
OG0005009	PRW44279.1 photosystem II [Chlorella sorokiniana]	XP_005847389.1 hypothetical protein CHLNCDRAFT_134219 [Chlorella variabilis]
OG0005010	PRW44308.1 cuticle isoform B-like [Chlorella sorokiniana]	XP_005851975.1 hypothetical protein CHLNCDRAFT_132866 [Chlorella variabilis]
OG0005011	PRW44321.1 UPF0060 membrane ynfA [Chlorella sorokiniana]	XP_005847345.1 hypothetical protein CHLNCDRAFT_23629 [Chlorella variabilis]
OG0005012	PRW44395.1 putative voltage-gated potassium channel subunit beta [Chlorella sorokiniana]	XP_005847301.1 hypothetical protein CHLNCDRAFT_59682 [Chlorella variabilis]
OG0005013	PRW44426.1 Nuclear transport factor 2 [Chlorella sorokiniana]	XP_005847428.1 hypothetical protein CHLNCDRAFT_134320 [Chlorella variabilis]
OG0005014	PRW44445.1 gonidia-specific protein [Chlorella sorokiniana]	XP_005847481.1 hypothetical protein CHLNCDRAFT_134453 [Chlorella variabilis]
OG0005016	PRW44581.1 Alkaline alginate lyas 1-4 polyglucuronic acid lysase polysaccharide lyase family 14 vAL-1 [Chlorella sorokiniana]	XP_005845292.1 hypothetical protein CHLNCDRAFT_137009 [Chlorella variabilis]
OG0005017	PRW44901.1 rhomboid family intramembrane serine protease isoform B [Chlorella sorokiniana], PRW44902.1 rhomboid family intramembrane serine protease isoform A [Chlorella sorokiniana]	XP_005848539.1 hypothetical protein CHLNCDRAFT_145068 [Chlorella variabilis]
OG0005018	PRW45001.1 GTPase Der [Chlorella sorokiniana]	XP_005848465.1 hypothetical protein CHLNCDRAFT_144853 [Chlorella variabilis]
OG0005019	PRW45018.1 CLK4-associating serine arginine rich isoform X2 [Chlorella sorokiniana]	XP_005848559.1 hypothetical protein CHLNCDRAFT_145112 [Chlorella variabilis]
OG0005020	PRW45054.1 IQ and ubiquitin-like domain-containing isoform A [Chlorella sorokiniana], PRW45055.1 IQ and ubiquitin-like domain-containing isoform B [Chlorella sorokiniana]	XP_005848386.1 hypothetical protein CHLNCDRAFT_145165 [Chlorella variabilis]
OG0005021	PRW45057.1 E3 ubiquitin- ligase UPL6 [Chlorella sorokiniana]	XP_005848586.1 hypothetical protein CHLNCDRAFT_57693 [Chlorella variabilis]
OG0005022	PRW45061.1 HD-domain PDEase isoform A [Chlorella sorokiniana], PRW45060.1 HD-domain PDEase isoform B [Chlorella sorokiniana]	XP_005848413.1 hypothetical protein CHLNCDRAFT_10254_ partial [Chlorella variabilis]
OG0005023	PRW45088.1 Neurochondrin family isoform 2 [Chlorella sorokiniana]	XP_005848343.1 hypothetical protein CHLNCDRAFT_145046 [Chlorella variabilis]
OG0005024	PRW45103.1 Luc7 3 [Chlorella sorokiniana]	XP_005848529.1 hypothetical protein CHLNCDRAFT_145045 [Chlorella variabilis]
OG0005025	PRW45107.1 thylakoid lumen [Chlorella sorokiniana]	XP_005851766.1 hypothetical protein CHLNCDRAFT_133159 [Chlorella variabilis]
OG0005026	PRW45114.1 rhodanese-like domain-containing 6 isoform X1 [Chlorella sorokiniana]	XP_005843498.1 hypothetical protein CHLNCDRAFT_141024 [Chlorella variabilis], XP_005848482.1 hypothetical protein CHLNCDRAFT_57621 [Chlorella variabilis]
OG0005027	PRW45155.1 DNA mismatch repair MLH3 isoform X2 [Chlorella sorokiniana]	XP_005848585.1 hypothetical protein CHLNCDRAFT_145166 [Chlorella variabilis]
OG0005028	PRW45157.1 Palmitoyl- thioesterase 1 [Chlorella sorokiniana]	XP_005848514.1 hypothetical protein CHLNCDRAFT_35163 [Chlorella variabilis]
OG0005029	PRW45164.1 peptidase M16 [Chlorella sorokiniana]	XP_005848347.1 hypothetical protein CHLNCDRAFT_57656 [Chlorella variabilis]
OG0005030	PRW60810.1 hypothetical protein C2E21_1001 [Chlorella sorokiniana], PRW45165.1 Serine palmitoyltransferase 2 [Chlorella sorokiniana]	XP_005848457.1 hypothetical protein CHLNCDRAFT_144842 [Chlorella variabilis]
OG0005031	PRW45179.1 lactation elevated 1 [Chlorella sorokiniana]	XP_005848479.1 hypothetical protein CHLNCDRAFT_22490_ partial [Chlorella variabilis]
OG0005032	PRW45191.1 hypothetical protein C2E21_6279 [Chlorella sorokiniana]	XP_005848510.1 hypothetical protein CHLNCDRAFT_144992 [Chlorella variabilis]
OG0005033	PRW45198.1 UPF0136 domain isoform B [Chlorella sorokiniana], PRW45197.1 UPF0136 domain isoform A [Chlorella sorokiniana]	XP_005848355.1 hypothetical protein CHLNCDRAFT_145084 [Chlorella variabilis]
OG0005034	PRW45236.1 DNA-directed RNA polymerase I subunit rpa43 isoform X1 [Chlorella sorokiniana]	XP_005848517.1 hypothetical protein CHLNCDRAFT_145003 [Chlorella variabilis]
OG0005035	PRW45260.1 receptor-type tyrosine- phosphatase eta [Chlorella sorokiniana]	XP_005844553.1 hypothetical protein CHLNCDRAFT_138760 [Chlorella variabilis], XP_005842778.1 hypothetical protein CHLNCDRAFT_143994 [Chlorella variabilis], XP_005843358.1 hypothetical protein CHLNCDRAFT_141289 [Chlorella variabilis], XP_005848542.1 hypothetical protein CHLNCDRAFT_145075 [Chlorella variabilis], XP_005848543.1 expressed protein [Chlorella variabilis]
OG0005036	PRW45338.1 hypothetical protein C2E21_5759 [Chlorella sorokiniana]	XP_005846637.1 hypothetical protein CHLNCDRAFT_135292 [Chlorella variabilis]
OG0005037	PRW45346.1 hypothetical protein C2E21_6023 [Chlorella sorokiniana]	XP_005845067.1 hypothetical protein CHLNCDRAFT_137357 [Chlorella variabilis]
OG0005038	PRW45426.1 amidase signature enzyme [Chlorella sorokiniana]	XP_005845532.1 hypothetical protein CHLNCDRAFT_136655 [Chlorella variabilis]
OG0005039	PRW45434.1 Iron-sulfur assembly -like mitochondrial [Chlorella sorokiniana]	XP_005846652.1 hypothetical protein CHLNCDRAFT_135340 [Chlorella variabilis]
OG0005040	PRW45453.1 isoform 1 [Chlorella sorokiniana]	XP_005845139.1 hypothetical protein CHLNCDRAFT_53994 [Chlorella variabilis]
OG0005042	PRW45495.1 Ubiquitin carboxyl-terminal hydrolase isozyme L5 [Chlorella sorokiniana]	XP_005846671.1 hypothetical protein CHLNCDRAFT_10119_ partial [Chlorella variabilis]
OG0005043	PRW45532.1 ankyrin repeat family isoform A [Chlorella sorokiniana], PRW45533.1 ankyrin repeat family isoform B [Chlorella sorokiniana]	XP_005845121.1 hypothetical protein CHLNCDRAFT_137510 [Chlorella variabilis]
OG0005044	PRW45544.1 amidase [Chlorella sorokiniana]	XP_005846832.1 hypothetical protein CHLNCDRAFT_35982 [Chlorella variabilis]
OG0005045	PRW45607.1 sec1 family domain-containing MIP3 [Chlorella sorokiniana]	XP_005845093.1 expressed protein [Chlorella variabilis]
OG0005046	PRW45613.1 rab s geranylgeranyltransferase component A 2 [Chlorella sorokiniana]	XP_005844322.1 hypothetical protein CHLNCDRAFT_139070 [Chlorella variabilis]
OG0005047	PRW45633.1 hypothetical protein C2E21_5777 [Chlorella sorokiniana]	XP_005846646.1 hypothetical protein CHLNCDRAFT_58183 [Chlorella variabilis]
OG0005048	PRW45646.1 OTU domain-containing protein isoform X1 [Chlorella sorokiniana]	XP_005846673.1 hypothetical protein CHLNCDRAFT_13137_ partial [Chlorella variabilis]
OG0005049	PRW45718.1 Red chlorophyll catabolite reductase [Chlorella sorokiniana]	XP_005846692.1 expressed protein [Chlorella variabilis]
OG0005050	PRW45720.1 Polyglutamine-binding 1 [Chlorella sorokiniana]	XP_005845134.1 hypothetical protein CHLNCDRAFT_15387_ partial [Chlorella variabilis]
OG0005051	PRW50767.1 serine threonine [Chlorella sorokiniana]	XP_005843482.1 hypothetical protein CHLNCDRAFT_140971 [Chlorella variabilis], XP_005845672.1 hypothetical protein CHLNCDRAFT_58534 [Chlorella variabilis], XP_005847998.1 hypothetical protein CHLNCDRAFT_57784 [Chlorella variabilis], XP_005849329.1 hypothetical protein CHLNCDRAFT_143708 [Chlorella variabilis]
OG0005052	PRW50777.1 poly_a_ polymerase [Chlorella sorokiniana]	XP_005848615.1 hypothetical protein CHLNCDRAFT_144117 [Chlorella variabilis]
OG0005053	PRW50792.1 peptidyl-prolyl cis-trans isomerase CYP18-1 [Chlorella sorokiniana]	XP_005848955.1 hypothetical protein CHLNCDRAFT_51644 [Chlorella variabilis]
OG0005054	PRW50819.1 hypothetical protein C2E21_5446 [Chlorella sorokiniana]	XP_005848666.1 hypothetical protein CHLNCDRAFT_51540 [Chlorella variabilis]
OG0005055	PRW50873.1 mechanosensitive ion channel isoform B [Chlorella sorokiniana], PRW50874.1 mechanosensitive ion channel isoform A [Chlorella sorokiniana]	XP_005848656.1 expressed protein [Chlorella variabilis]
OG0005056	PRW50891.1 T9SS C-terminal target domain-containing [Chlorella sorokiniana]	XP_005848899.1 hypothetical protein CHLNCDRAFT_51569 [Chlorella variabilis]
OG0005057	PRW50928.1 Fe-S oxidoreductase [Chlorella sorokiniana]	XP_005848743.1 hypothetical protein CHLNCDRAFT_57533 [Chlorella variabilis]
OG0005058	PRW51165.1 hypothetical protein C2E21_5600 [Chlorella sorokiniana]	XP_005848748.1 hypothetical protein CHLNCDRAFT_51642 [Chlorella variabilis]
OG0005059	PRW51038.1 RING zinc finger domain superfamily [Chlorella sorokiniana]	XP_005848628.1 hypothetical protein CHLNCDRAFT_144149 [Chlorella variabilis]
OG0005060	PRW51049.1 conserved oligomeric Golgi complex subunit 2 [Chlorella sorokiniana]	XP_005848758.1 hypothetical protein CHLNCDRAFT_57543 [Chlorella variabilis]
OG0005061	PRW51051.1 fructose-bisphosphate aldolase-lysine N- chloroplastic [Chlorella sorokiniana]	XP_005848872.1 hypothetical protein CHLNCDRAFT_8187_ partial [Chlorella variabilis]
OG0005062	PRW51156.1 polycystin cation channel family [Chlorella sorokiniana]	XP_005848635.1 hypothetical protein CHLNCDRAFT_144169 [Chlorella variabilis], XP_005848843.1 hypothetical protein CHLNCDRAFT_144171 [Chlorella variabilis]
OG0005063	PRW51172.1 mitochondrial substrate carrier family ucpB-like [Chlorella sorokiniana]	XP_005851209.1 hypothetical protein CHLNCDRAFT_48477 [Chlorella variabilis], XP_005848944.1 hypothetical protein CHLNCDRAFT_144426 [Chlorella variabilis]
OG0005064	PRW51179.1 hypothetical protein C2E21_5649 [Chlorella sorokiniana]	XP_005848977.1 hypothetical protein CHLNCDRAFT_51665 [Chlorella variabilis]
OG0005065	PRW55920.1 Calcium-binding EF hand family [Chlorella sorokiniana]	XP_005845581.1 hypothetical protein CHLNCDRAFT_53756 [Chlorella variabilis]
OG0005066	PRW55973.1 WD40 subgroup [Chlorella sorokiniana]	XP_005850600.1 hypothetical protein CHLNCDRAFT_140541 [Chlorella variabilis]
OG0005067	PRW55990.1 glycosyl transferase [Chlorella sorokiniana]	XP_005850939.1 hypothetical protein CHLNCDRAFT_140678 [Chlorella variabilis]
OG0005067	PRW56181.1 glycosyl transferase [Chlorella sorokiniana]	XP_005850943.1 hypothetical protein CHLNCDRAFT_140691 [Chlorella variabilis]
OG0005068	PRW56059.1 putative anion transporter chloroplastic [Chlorella sorokiniana]	XP_005850960.1 hypothetical protein CHLNCDRAFT_19459 [Chlorella variabilis]
OG0005069	PRW56082.1 TPR and ankyrin repeat-containing 1-like [Chlorella sorokiniana]	XP_005850616.1 hypothetical protein CHLNCDRAFT_140576 [Chlorella variabilis]
OG0005071	PRW56111.1 F-box 7 [Chlorella sorokiniana]	XP_005851023.1 hypothetical protein CHLNCDRAFT_19561_ partial [Chlorella variabilis]
OG0005072	PRW56227.1 long-chain acyl- thioesterase -like [Chlorella sorokiniana]	XP_005850688.1 hypothetical protein CHLNCDRAFT_14471_ partial [Chlorella variabilis]
